am_sid,probability,loiczid
Fis-22832,1,179462.0
Fis-22832,1,179461.0
Fis-22832,1,180200.0
Fis-22832,1,180199.0
Fis-22832,1,180920.0
Fis-22832,1,180919.0
Fis-22832,1,180198.0
Fis-22832,1,180197.0
Fis-22832,1,180918.0
Fis-22832,1,180917.0
Fis-22832,1,180196.0
Fis-22832,1,180195.0
Fis-22832,1,180916.0
Fis-22832,1,180915.0
Fis-22832,1,180194.0
Fis-22832,1,180193.0
Fis-22832,1,180914.0
Fis-22832,1,180913.0
Fis-22832,1,180192.0
Fis-22832,1,180191.0
Fis-22832,1,180912.0
Fis-22832,1,180911.0
Fis-22832,1,181640.0
Fis-22832,1,181639.0
Fis-22832,1,182360.0
Fis-22832,1,182359.0
Fis-22832,1,181638.0
Fis-22832,1,181637.0
Fis-22832,1,182358.0
Fis-22832,1,182357.0
Fis-22832,1,181636.0
Fis-22832,1,181635.0
Fis-22832,1,182356.0
Fis-22832,1,182355.0
Fis-22832,1,181634.0
Fis-22832,1,181633.0
Fis-22832,1,182354.0
Fis-22832,1,182353.0
Fis-22832,1,181632.0
Fis-22832,1,181631.0
Fis-22832,1,182352.0
Fis-22832,1,182351.0
Fis-22832,1,183080.0
Fis-22832,1,183079.0
Fis-22832,1,183800.0
Fis-22832,1,183799.0
Fis-22832,1,183078.0
Fis-22832,1,183077.0
Fis-22832,1,183798.0
Fis-22832,1,183797.0
Fis-22832,1,183076.0
Fis-22832,1,183075.0
Fis-22832,1,183796.0
Fis-22832,1,183795.0
Fis-22832,1,183074.0
Fis-22832,1,183073.0
Fis-22832,1,183794.0
Fis-22832,1,183793.0
Fis-22832,1,183072.0
Fis-22832,1,183071.0
Fis-22832,1,183792.0
Fis-22832,1,183791.0
Fis-22832,0.97,184520.0
Fis-22832,0.97,184519.0
Fis-22832,0.97,185240.0
Fis-22832,0.97,185239.0
Fis-22832,0.98,184518.0
Fis-22832,0.98,184517.0
Fis-22832,0.98,185238.0
Fis-22832,0.98,185237.0
Fis-22832,0.98,184516.0
Fis-22832,0.98,184515.0
Fis-22832,0.98,185236.0
Fis-22832,0.98,185235.0
Fis-22832,0.99,184514.0
Fis-22832,0.99,184513.0
Fis-22832,0.99,185234.0
Fis-22832,0.99,185233.0
Fis-22832,1,184512.0
Fis-22832,1,184511.0
Fis-22832,1,185232.0
Fis-22832,1,185231.0
Fis-22832,0.82,185960.0
Fis-22832,0.82,185959.0
Fis-22832,0.82,186680.0
Fis-22832,0.82,186679.0
Fis-22832,0.81,185958.0
Fis-22832,0.81,185957.0
Fis-22832,0.81,186678.0
Fis-22832,0.81,186677.0
Fis-22832,0.81,185956.0
Fis-22832,0.81,185955.0
Fis-22832,0.81,186676.0
Fis-22832,0.81,186675.0
Fis-22832,0.81,185954.0
Fis-22832,0.81,185953.0
Fis-22832,0.81,186674.0
Fis-22832,0.81,186673.0
Fis-22832,0.82,185952.0
Fis-22832,0.82,185951.0
Fis-22832,0.82,186672.0
Fis-22832,0.82,186671.0
Fis-22832,1,180190.0
Fis-22832,1,180189.0
Fis-22832,1,180910.0
Fis-22832,1,180909.0
Fis-22832,1,180188.0
Fis-22832,1,180187.0
Fis-22832,1,180908.0
Fis-22832,1,180907.0
Fis-22832,1,180186.0
Fis-22832,1,180185.0
Fis-22832,1,180906.0
Fis-22832,1,180905.0
Fis-22832,1,180184.0
Fis-22832,1,180183.0
Fis-22832,1,180904.0
Fis-22832,1,180903.0
Fis-22832,1,180182.0
Fis-22832,1,180181.0
Fis-22832,1,180902.0
Fis-22832,1,180901.0
Fis-22832,1,181630.0
Fis-22832,1,181629.0
Fis-22832,1,182350.0
Fis-22832,1,182349.0
Fis-22832,1,181628.0
Fis-22832,1,181627.0
Fis-22832,1,182348.0
Fis-22832,1,182347.0
Fis-22832,1,181626.0
Fis-22832,1,181625.0
Fis-22832,1,182346.0
Fis-22832,1,182345.0
Fis-22832,1,181624.0
Fis-22832,1,181623.0
Fis-22832,1,182344.0
Fis-22832,1,182343.0
Fis-22832,1,181622.0
Fis-22832,1,181621.0
Fis-22832,1,182342.0
Fis-22832,1,182341.0
Fis-22832,1,183070.0
Fis-22832,1,183069.0
Fis-22832,1,183790.0
Fis-22832,1,183789.0
Fis-22832,1,183068.0
Fis-22832,1,183067.0
Fis-22832,1,183788.0
Fis-22832,1,183787.0
Fis-22832,1,183066.0
Fis-22832,1,183065.0
Fis-22832,1,183786.0
Fis-22832,1,183785.0
Fis-22832,1,183064.0
Fis-22832,1,183063.0
Fis-22832,1,183784.0
Fis-22832,1,183783.0
Fis-22832,1,183062.0
Fis-22832,1,183061.0
Fis-22832,1,183782.0
Fis-22832,1,183781.0
Fis-22832,1,184510.0
Fis-22832,1,184509.0
Fis-22832,1,185230.0
Fis-22832,1,185229.0
Fis-22832,1,184508.0
Fis-22832,1,184507.0
Fis-22832,1,185228.0
Fis-22832,1,185227.0
Fis-22832,1,184506.0
Fis-22832,1,184505.0
Fis-22832,1,185226.0
Fis-22832,1,185225.0
Fis-22832,1,184504.0
Fis-22832,1,184503.0
Fis-22832,1,185224.0
Fis-22832,1,185223.0
Fis-22832,1,184502.0
Fis-22832,1,184501.0
Fis-22832,1,185222.0
Fis-22832,1,185221.0
Fis-22832,0.82,185950.0
Fis-22832,0.82,185949.0
Fis-22832,0.82,186670.0
Fis-22832,0.82,186669.0
Fis-22832,0.81,185948.0
Fis-22832,0.81,185947.0
Fis-22832,0.81,186668.0
Fis-22832,0.81,186667.0
Fis-22832,0.81,185946.0
Fis-22832,0.81,185945.0
Fis-22832,0.81,186666.0
Fis-22832,0.81,186665.0
Fis-22832,0.81,185944.0
Fis-22832,0.81,185943.0
Fis-22832,0.81,186664.0
Fis-22832,0.81,186663.0
Fis-22832,0.81,185942.0
Fis-22832,0.81,185941.0
Fis-22832,0.81,186662.0
Fis-22832,0.81,186661.0
Fis-22832,0.84,172980.0
Fis-22832,0.79,172979.0
Fis-22832,0.84,173700.0
Fis-22832,0.86,173699.0
Fis-22832,0.77,172978.0
Fis-22832,0.73,172977.0
Fis-22832,0.8,173698.0
Fis-22832,0.74,173697.0
Fis-22832,0.71,172976.0
Fis-22832,0.69,172975.0
Fis-22832,0.76,173696.0
Fis-22832,0.72,173695.0
Fis-22832,0.66,172974.0
Fis-22832,0.64,172973.0
Fis-22832,0.7,173694.0
Fis-22832,0.68,173693.0
Fis-22832,0.67,172972.0
Fis-22832,0.66,172971.0
Fis-22832,0.68,173692.0
Fis-22832,0.68,173691.0
Fis-22832,0.83,174420.0
Fis-22832,0.85,174419.0
Fis-22832,0.87,175140.0
Fis-22832,0.86,175139.0
Fis-22832,0.81,174418.0
Fis-22832,0.79,174417.0
Fis-22832,0.84,175138.0
Fis-22832,0.8,175137.0
Fis-22832,0.76,174416.0
Fis-22832,0.73,174415.0
Fis-22832,0.79,175136.0
Fis-22832,0.75,175135.0
Fis-22832,0.71,174414.0
Fis-22832,0.71,174413.0
Fis-22832,0.73,175134.0
Fis-22832,0.76,175133.0
Fis-22832,0.71,174412.0
Fis-22832,0.68,174411.0
Fis-22832,0.79,175132.0
Fis-22832,0.79,175131.0
Fis-22832,1,175860.0
Fis-22832,1,175859.0
Fis-22832,1,176580.0
Fis-22832,1,176579.0
Fis-22832,0.98,175858.0
Fis-22832,0.9,175857.0
Fis-22832,1,176578.0
Fis-22832,1,176577.0
Fis-22832,0.81,175856.0
Fis-22832,0.8,175855.0
Fis-22832,0.96,176576.0
Fis-22832,0.89,176575.0
Fis-22832,0.83,175854.0
Fis-22832,0.83,175853.0
Fis-22832,0.89,176574.0
Fis-22832,0.9,176573.0
Fis-22832,0.86,175852.0
Fis-22832,0.89,175851.0
Fis-22832,0.94,176572.0
Fis-22832,0.94,176571.0
Fis-22832,1,177300.0
Fis-22832,1,177299.0
Fis-22832,1,178020.0
Fis-22832,1,178019.0
Fis-22832,1,177298.0
Fis-22832,1,177297.0
Fis-22832,1,178018.0
Fis-22832,1,178017.0
Fis-22832,1,177296.0
Fis-22832,1,177295.0
Fis-22832,1,178016.0
Fis-22832,1,178015.0
Fis-22832,1,177294.0
Fis-22832,1,177293.0
Fis-22832,1,178014.0
Fis-22832,1,178013.0
Fis-22832,1,177292.0
Fis-22832,1,177291.0
Fis-22832,1,178012.0
Fis-22832,1,178011.0
Fis-22832,1,178740.0
Fis-22832,1,178739.0
Fis-22832,1,179460.0
Fis-22832,1,179459.0
Fis-22832,1,178738.0
Fis-22832,1,178737.0
Fis-22832,1,179458.0
Fis-22832,1,179457.0
Fis-22832,1,178736.0
Fis-22832,1,178735.0
Fis-22832,1,179456.0
Fis-22832,1,179455.0
Fis-22832,1,178734.0
Fis-22832,1,178733.0
Fis-22832,1,179454.0
Fis-22832,1,179453.0
Fis-22832,1,178732.0
Fis-22832,1,178731.0
Fis-22832,1,179452.0
Fis-22832,1,179451.0
Fis-22832,0.63,172970.0
Fis-22832,0.66,172969.0
Fis-22832,0.64,173690.0
Fis-22832,0.68,173689.0
Fis-22832,0.67,172968.0
Fis-22832,0.66,172967.0
Fis-22832,0.67,173688.0
Fis-22832,0.63,173687.0
Fis-22832,0.62,172966.0
Fis-22832,0.61,172965.0
Fis-22832,0.61,173686.0
Fis-22832,0.62,173685.0
Fis-22832,0.6,172964.0
Fis-22832,0.57,172963.0
Fis-22832,0.63,173684.0
Fis-22832,0.61,173683.0
Fis-22832,0.56,172962.0
Fis-22832,0.56,172961.0
Fis-22832,0.61,173682.0
Fis-22832,0.57,173681.0
Fis-22832,0.69,174410.0
Fis-22832,0.7,174409.0
Fis-22832,0.74,175130.0
Fis-22832,0.72,175129.0
Fis-22832,0.66,174408.0
Fis-22832,0.64,174407.0
Fis-22832,0.74,175128.0
Fis-22832,0.71,175127.0
Fis-22832,0.64,174406.0
Fis-22832,0.64,174405.0
Fis-22832,0.68,175126.0
Fis-22832,0.7,175125.0
Fis-22832,0.64,174404.0
Fis-22832,0.62,174403.0
Fis-22832,0.67,175124.0
Fis-22832,0.65,175123.0
Fis-22832,0.61,174402.0
Fis-22832,0.6,174401.0
Fis-22832,0.64,175122.0
Fis-22832,0.66,175121.0
Fis-22832,0.81,175850.0
Fis-22832,0.79,175849.0
Fis-22832,0.91,176570.0
Fis-22832,0.86,176569.0
Fis-22832,0.8,175848.0
Fis-22832,0.77,175847.0
Fis-22832,0.84,176568.0
Fis-22832,0.86,176567.0
Fis-22832,0.82,175846.0
Fis-22832,0.81,175845.0
Fis-22832,0.85,176566.0
Fis-22832,0.89,176565.0
Fis-22832,0.77,175844.0
Fis-22832,0.74,175843.0
Fis-22832,0.88,176564.0
Fis-22832,0.82,176563.0
Fis-22832,0.73,175842.0
Fis-22832,0.72,175841.0
Fis-22832,0.82,176562.0
Fis-22832,0.83,176561.0
Fis-22832,0.97,177290.0
Fis-22832,0.91,177289.0
Fis-22832,1,178010.0
Fis-22832,1,178009.0
Fis-22832,0.89,177288.0
Fis-22832,0.92,177287.0
Fis-22832,0.96,178008.0
Fis-22832,0.97,178007.0
Fis-22832,0.93,177286.0
Fis-22832,0.94,177285.0
Fis-22832,0.99,178006.0
Fis-22832,0.99,178005.0
Fis-22832,0.98,177284.0
Fis-22832,0.97,177283.0
Fis-22832,1,178004.0
Fis-22832,1,178003.0
Fis-22832,0.99,177282.0
Fis-22832,0.98,177281.0
Fis-22832,0.97,178002.0
Fis-22832,0.97,178001.0
Fis-22832,1,178730.0
Fis-22832,1,178729.0
Fis-22832,1,179450.0
Fis-22832,1,179449.0
Fis-22832,1,178728.0
Fis-22832,1,178727.0
Fis-22832,1,179448.0
Fis-22832,1,179447.0
Fis-22832,1,178726.0
Fis-22832,0.99,178725.0
Fis-22832,1,179446.0
Fis-22832,1,179445.0
Fis-22832,0.98,178724.0
Fis-22832,0.99,178723.0
Fis-22832,1,179444.0
Fis-22832,1,179443.0
Fis-22832,1,178722.0
Fis-22832,0.98,178721.0
Fis-22832,1,179442.0
Fis-22832,1,179441.0
Fis-22832,1,180180.0
Fis-22832,1,180179.0
Fis-22832,1,180900.0
Fis-22832,1,180899.0
Fis-22832,1,180178.0
Fis-22832,1,180177.0
Fis-22832,1,180898.0
Fis-22832,1,180897.0
Fis-22832,1,180176.0
Fis-22832,1,180175.0
Fis-22832,1,180896.0
Fis-22832,1,180895.0
Fis-22832,1,180174.0
Fis-22832,1,180173.0
Fis-22832,1,180894.0
Fis-22832,1,180893.0
Fis-22832,1,180172.0
Fis-22832,1,180171.0
Fis-22832,1,180892.0
Fis-22832,1,180891.0
Fis-22832,1,181620.0
Fis-22832,1,181619.0
Fis-22832,1,182340.0
Fis-22832,1,182339.0
Fis-22832,1,181618.0
Fis-22832,1,181617.0
Fis-22832,1,182338.0
Fis-22832,1,182337.0
Fis-22832,1,181616.0
Fis-22832,1,181615.0
Fis-22832,1,182336.0
Fis-22832,1,182335.0
Fis-22832,1,181614.0
Fis-22832,1,181613.0
Fis-22832,1,182334.0
Fis-22832,1,182333.0
Fis-22832,1,181612.0
Fis-22832,1,181611.0
Fis-22832,1,182332.0
Fis-22832,1,182331.0
Fis-22832,1,183060.0
Fis-22832,1,183059.0
Fis-22832,1,183780.0
Fis-22832,1,183779.0
Fis-22832,1,183058.0
Fis-22832,1,183057.0
Fis-22832,1,183778.0
Fis-22832,1,183777.0
Fis-22832,1,183056.0
Fis-22832,1,183055.0
Fis-22832,1,183776.0
Fis-22832,1,183775.0
Fis-22832,1,183054.0
Fis-22832,1,183053.0
Fis-22832,1,183774.0
Fis-22832,1,183773.0
Fis-22832,1,183052.0
Fis-22832,1,183051.0
Fis-22832,1,183772.0
Fis-22832,1,183771.0
Fis-22832,1,184500.0
Fis-22832,1,184499.0
Fis-22832,1,185220.0
Fis-22832,1,185219.0
Fis-22832,1,184498.0
Fis-22832,1,184497.0
Fis-22832,1,185218.0
Fis-22832,1,185217.0
Fis-22832,1,184496.0
Fis-22832,1,184495.0
Fis-22832,1,185216.0
Fis-22832,1,185215.0
Fis-22832,1,184494.0
Fis-22832,1,184493.0
Fis-22832,1,185214.0
Fis-22832,1,185213.0
Fis-22832,1,184492.0
Fis-22832,1,184491.0
Fis-22832,1,185212.0
Fis-22832,1,185211.0
Fis-22832,0.81,185940.0
Fis-22832,0.81,185939.0
Fis-22832,0.81,186660.0
Fis-22832,0.81,186659.0
Fis-22832,0.81,185938.0
Fis-22832,0.81,185937.0
Fis-22832,0.81,186658.0
Fis-22832,0.81,186657.0
Fis-22832,0.79,185936.0
Fis-22832,0.79,185935.0
Fis-22832,0.79,186656.0
Fis-22832,0.79,186655.0
Fis-22832,0.78,185934.0
Fis-22832,0.78,185933.0
Fis-22832,0.78,186654.0
Fis-22832,0.78,186653.0
Fis-22832,0.78,185932.0
Fis-22832,0.78,185931.0
Fis-22832,0.78,186652.0
Fis-22832,0.78,186651.0
Fis-22832,1,180170.0
Fis-22832,1,180169.0
Fis-22832,1,180890.0
Fis-22832,1,180889.0
Fis-22832,1,180168.0
Fis-22832,1,180167.0
Fis-22832,1,180888.0
Fis-22832,1,180887.0
Fis-22832,1,180166.0
Fis-22832,1,180165.0
Fis-22832,1,180886.0
Fis-22832,1,180885.0
Fis-22832,1,180164.0
Fis-22832,1,180163.0
Fis-22832,1,180884.0
Fis-22832,1,180883.0
Fis-22832,1,180162.0
Fis-22832,1,180161.0
Fis-22832,1,180882.0
Fis-22832,1,180881.0
Fis-22832,1,181610.0
Fis-22832,1,181609.0
Fis-22832,1,182330.0
Fis-22832,1,182329.0
Fis-22832,1,181608.0
Fis-22832,1,181607.0
Fis-22832,1,182328.0
Fis-22832,1,182327.0
Fis-22832,1,181606.0
Fis-22832,1,181605.0
Fis-22832,1,182326.0
Fis-22832,1,182325.0
Fis-22832,1,181604.0
Fis-22832,1,181603.0
Fis-22832,1,182324.0
Fis-22832,1,182323.0
Fis-22832,1,181602.0
Fis-22832,1,181601.0
Fis-22832,1,182322.0
Fis-22832,1,182321.0
Fis-22832,1,183050.0
Fis-22832,1,183049.0
Fis-22832,1,183770.0
Fis-22832,1,183769.0
Fis-22832,1,183048.0
Fis-22832,1,183047.0
Fis-22832,1,183768.0
Fis-22832,1,183767.0
Fis-22832,1,183046.0
Fis-22832,1,183045.0
Fis-22832,1,183766.0
Fis-22832,1,183765.0
Fis-22832,1,183044.0
Fis-22832,1,183043.0
Fis-22832,1,183764.0
Fis-22832,1,183763.0
Fis-22832,1,183042.0
Fis-22832,1,183041.0
Fis-22832,1,183762.0
Fis-22832,1,183761.0
Fis-22832,1,184490.0
Fis-22832,1,184489.0
Fis-22832,1,185210.0
Fis-22832,1,185209.0
Fis-22832,0.99,184488.0
Fis-22832,0.99,184487.0
Fis-22832,0.99,185208.0
Fis-22832,0.99,185207.0
Fis-22832,0.98,184486.0
Fis-22832,0.98,184485.0
Fis-22832,0.98,185206.0
Fis-22832,0.98,185205.0
Fis-22832,0.98,184484.0
Fis-22832,0.98,184483.0
Fis-22832,0.98,185204.0
Fis-22832,0.98,185203.0
Fis-22832,0.98,184482.0
Fis-22832,0.98,184481.0
Fis-22832,0.98,185202.0
Fis-22832,0.98,185201.0
Fis-22832,0.77,185930.0
Fis-22832,0.77,185929.0
Fis-22832,0.77,186650.0
Fis-22832,0.77,186649.0
Fis-22832,0.76,185928.0
Fis-22832,0.76,185927.0
Fis-22832,0.76,186648.0
Fis-22832,0.76,186647.0
Fis-22832,0.76,185926.0
Fis-22832,0.76,185925.0
Fis-22832,0.76,186646.0
Fis-22832,0.76,186645.0
Fis-22832,0.76,185924.0
Fis-22832,0.76,185923.0
Fis-22832,0.76,186644.0
Fis-22832,0.76,186643.0
Fis-22832,0.76,185922.0
Fis-22832,0.76,185921.0
Fis-22832,0.76,186642.0
Fis-22832,0.76,186641.0
Fis-22832,0.54,172960.0
Fis-22832,0.56,172959.0
Fis-22832,0.56,173680.0
Fis-22832,0.56,173679.0
Fis-22832,0.54,172958.0
Fis-22832,0.55,172957.0
Fis-22832,0.57,173678.0
Fis-22832,0.57,173677.0
Fis-22832,0.53,172956.0
Fis-22832,0.52,172955.0
Fis-22832,0.58,173676.0
Fis-22832,0.55,173675.0
Fis-22832,0.5,172954.0
Fis-22832,0.51,172953.0
Fis-22832,0.54,173674.0
Fis-22832,0.54,173673.0
Fis-22832,0.54,172952.0
Fis-22832,0.53,172951.0
Fis-22832,0.56,173672.0
Fis-22832,0.54,173671.0
Fis-22832,0.61,174400.0
Fis-22832,0.61,174399.0
Fis-22832,0.69,175120.0
Fis-22832,0.68,175119.0
Fis-22832,0.55,174398.0
Fis-22832,0.6,174397.0
Fis-22832,0.65,175118.0
Fis-22832,0.69,175117.0
Fis-22832,0.62,174396.0
Fis-22832,0.61,174395.0
Fis-22832,0.67,175116.0
Fis-22832,0.64,175115.0
Fis-22832,0.58,174394.0
Fis-22832,0.56,174393.0
Fis-22832,0.61,175114.0
Fis-22832,0.64,175113.0
Fis-22832,0.57,174392.0
Fis-22832,0.59,174391.0
Fis-22832,0.64,175112.0
Fis-22832,0.65,175111.0
Fis-22832,0.72,175840.0
Fis-22832,0.72,175839.0
Fis-22832,0.84,176560.0
Fis-22832,0.83,176559.0
Fis-22832,0.74,175838.0
Fis-22832,0.75,175837.0
Fis-22832,0.83,176558.0
Fis-22832,0.81,176557.0
Fis-22832,0.71,175836.0
Fis-22832,0.66,175835.0
Fis-22832,0.75,176556.0
Fis-22832,0.74,176555.0
Fis-22832,0.69,175834.0
Fis-22832,0.69,175833.0
Fis-22832,0.74,176554.0
Fis-22832,0.79,176553.0
Fis-22832,0.71,175832.0
Fis-22832,0.73,175831.0
Fis-22832,0.76,176552.0
Fis-22832,0.79,176551.0
Fis-22832,0.95,177280.0
Fis-22832,0.91,177279.0
Fis-22832,0.97,178e3
Fis-22832,0.96,177999.0
Fis-22832,0.89,177278.0
Fis-22832,0.88,177277.0
Fis-22832,0.95,177998.0
Fis-22832,0.96,177997.0
Fis-22832,0.83,177276.0
Fis-22832,0.83,177275.0
Fis-22832,0.93,177996.0
Fis-22832,0.91,177995.0
Fis-22832,0.86,177274.0
Fis-22832,0.83,177273.0
Fis-22832,0.86,177994.0
Fis-22832,0.91,177993.0
Fis-22832,0.8,177272.0
Fis-22832,0.77,177271.0
Fis-22832,0.93,177992.0
Fis-22832,0.91,177991.0
Fis-22832,0.99,178720.0
Fis-22832,1,178719.0
Fis-22832,1,179440.0
Fis-22832,1,179439.0
Fis-22832,1,178718.0
Fis-22832,1,178717.0
Fis-22832,1,179438.0
Fis-22832,1,179437.0
Fis-22832,0.93,178716.0
Fis-22832,0.91,178715.0
Fis-22832,0.96,179436.0
Fis-22832,0.92,179435.0
Fis-22832,0.93,178714.0
Fis-22832,0.98,178713.0
Fis-22832,0.97,179434.0
Fis-22832,1,179433.0
Fis-22832,1,178712.0
Fis-22832,0.98,178711.0
Fis-22832,1,179432.0
Fis-22832,1,179431.0
Fis-22832,0.53,172950.0
Fis-22832,0.52,172949.0
Fis-22832,0.54,173670.0
Fis-22832,0.55,173669.0
Fis-22832,0.5,172948.0
Fis-22832,0.53,172947.0
Fis-22832,0.56,173668.0
Fis-22832,0.55,173667.0
Fis-22832,0.55,172946.0
Fis-22832,0.52,172945.0
Fis-22832,0.55,173666.0
Fis-22832,0.54,173665.0
Fis-22832,0.54,172944.0
Fis-22832,0.53,172943.0
Fis-22832,0.56,173664.0
Fis-22832,0.57,173663.0
Fis-22832,0.52,172942.0
Fis-22832,0.5,172941.0
Fis-22832,0.5,173662.0
Fis-22832,0.5,173661.0
Fis-22832,0.61,174390.0
Fis-22832,0.58,174389.0
Fis-22832,0.62,175110.0
Fis-22832,0.69,175109.0
Fis-22832,0.6,174388.0
Fis-22832,0.61,174387.0
Fis-22832,0.67,175108.0
Fis-22832,0.67,175107.0
Fis-22832,0.63,174386.0
Fis-22832,0.61,174385.0
Fis-22832,0.61,175106.0
Fis-22832,0.61,175105.0
Fis-22832,0.61,174384.0
Fis-22832,0.59,174383.0
Fis-22832,0.63,175104.0
Fis-22832,0.61,175103.0
Fis-22832,0.53,174382.0
Fis-22832,0.54,174381.0
Fis-22832,0.55,175102.0
Fis-22832,0.56,175101.0
Fis-22832,0.71,175830.0
Fis-22832,0.73,175829.0
Fis-22832,0.74,176550.0
Fis-22832,0.78,176549.0
Fis-22832,0.75,175828.0
Fis-22832,0.71,175827.0
Fis-22832,0.76,176548.0
Fis-22832,0.75,176547.0
Fis-22832,0.66,175826.0
Fis-22832,0.64,175825.0
Fis-22832,0.73,176546.0
Fis-22832,0.7,176545.0
Fis-22832,0.65,175824.0
Fis-22832,0.64,175823.0
Fis-22832,0.71,176544.0
Fis-22832,0.69,176543.0
Fis-22832,0.56,175822.0
Fis-22832,0.57,175821.0
Fis-22832,0.61,176542.0
Fis-22832,0.6,176541.0
Fis-22832,0.76,177270.0
Fis-22832,0.79,177269.0
Fis-22832,0.89,177990.0
Fis-22832,0.89,177989.0
Fis-22832,0.79,177268.0
Fis-22832,0.77,177267.0
Fis-22832,0.88,177988.0
Fis-22832,0.86,177987.0
Fis-22832,0.75,177266.0
Fis-22832,0.73,177265.0
Fis-22832,0.84,177986.0
Fis-22832,0.86,177985.0
Fis-22832,0.76,177264.0
Fis-22832,0.74,177263.0
Fis-22832,0.84,177984.0
Fis-22832,0.91,177983.0
Fis-22832,0.68,177262.0
Fis-22832,0.63,177261.0
Fis-22832,0.91,177982.0
Fis-22832,0.85,177981.0
Fis-22832,0.96,178710.0
Fis-22832,0.96,178709.0
Fis-22832,1,179430.0
Fis-22832,1,179429.0
Fis-22832,0.96,178708.0
Fis-22832,0.91,178707.0
Fis-22832,0.98,179428.0
Fis-22832,0.97,179427.0
Fis-22832,0.87,178706.0
Fis-22832,0.87,178705.0
Fis-22832,0.93,179426.0
Fis-22832,0.93,179425.0
Fis-22832,0.84,178704.0
Fis-22832,0.87,178703.0
Fis-22832,0.9,179424.0
Fis-22832,0.93,179423.0
Fis-22832,0.96,178702.0
Fis-22832,0.92,178701.0
Fis-22832,0.96,179422.0
Fis-22832,0.99,179421.0
Fis-22832,1,180160.0
Fis-22832,1,180159.0
Fis-22832,1,180880.0
Fis-22832,1,180879.0
Fis-22832,1,180158.0
Fis-22832,1,180157.0
Fis-22832,1,180878.0
Fis-22832,1,180877.0
Fis-22832,0.99,180156.0
Fis-22832,1,180155.0
Fis-22832,1,180876.0
Fis-22832,1,180875.0
Fis-22832,1,180154.0
Fis-22832,1,180153.0
Fis-22832,1,180874.0
Fis-22832,1,180873.0
Fis-22832,1,180152.0
Fis-22832,1,180151.0
Fis-22832,1,180872.0
Fis-22832,1,180871.0
Fis-22832,1,181600.0
Fis-22832,1,181599.0
Fis-22832,1,182320.0
Fis-22832,1,182319.0
Fis-22832,1,181598.0
Fis-22832,1,181597.0
Fis-22832,1,182318.0
Fis-22832,1,182317.0
Fis-22832,1,181596.0
Fis-22832,1,181595.0
Fis-22832,1,182316.0
Fis-22832,1,182315.0
Fis-22832,1,181594.0
Fis-22832,1,181593.0
Fis-22832,1,182314.0
Fis-22832,1,182313.0
Fis-22832,1,181592.0
Fis-22832,1,181591.0
Fis-22832,1,182312.0
Fis-22832,1,182311.0
Fis-22832,1,183040.0
Fis-22832,1,183039.0
Fis-22832,1,183760.0
Fis-22832,1,183759.0
Fis-22832,1,183038.0
Fis-22832,1,183037.0
Fis-22832,1,183758.0
Fis-22832,1,183757.0
Fis-22832,1,183036.0
Fis-22832,1,183035.0
Fis-22832,1,183756.0
Fis-22832,1,183755.0
Fis-22832,1,183034.0
Fis-22832,1,183033.0
Fis-22832,1,183754.0
Fis-22832,1,183753.0
Fis-22832,1,183032.0
Fis-22832,1,183031.0
Fis-22832,1,183752.0
Fis-22832,1,183751.0
Fis-22832,0.98,184480.0
Fis-22832,0.98,184479.0
Fis-22832,0.98,185200.0
Fis-22832,0.98,185199.0
Fis-22832,0.99,184478.0
Fis-22832,0.99,184477.0
Fis-22832,0.99,185198.0
Fis-22832,0.99,185197.0
Fis-22832,1,184476.0
Fis-22832,1,184475.0
Fis-22832,1,185196.0
Fis-22832,1,185195.0
Fis-22832,1,184474.0
Fis-22832,1,184473.0
Fis-22832,1,185194.0
Fis-22832,1,185193.0
Fis-22832,0.99,184472.0
Fis-22832,0.99,184471.0
Fis-22832,0.99,185192.0
Fis-22832,0.99,185191.0
Fis-22832,0.77,185920.0
Fis-22832,0.77,185919.0
Fis-22832,0.77,186640.0
Fis-22832,0.77,186639.0
Fis-22832,0.78,185918.0
Fis-22832,0.78,185917.0
Fis-22832,0.78,186638.0
Fis-22832,0.78,186637.0
Fis-22832,0.78,185916.0
Fis-22832,0.78,185915.0
Fis-22832,0.78,186636.0
Fis-22832,0.78,186635.0
Fis-22832,0.79,185914.0
Fis-22832,0.79,185913.0
Fis-22832,0.79,186634.0
Fis-22832,0.79,186633.0
Fis-22832,0.78,185912.0
Fis-22832,0.78,185911.0
Fis-22832,0.78,186632.0
Fis-22832,0.78,186631.0
Fis-22832,1,180150.0
Fis-22832,1,180149.0
Fis-22832,1,180870.0
Fis-22832,1,180869.0
Fis-22832,0.99,180148.0
Fis-22832,0.99,180147.0
Fis-22832,1,180868.0
Fis-22832,1,180867.0
Fis-22832,0.94,180146.0
Fis-22832,0.95,180145.0
Fis-22832,1,180866.0
Fis-22832,1,180865.0
Fis-22832,0.98,180144.0
Fis-22832,0.99,180143.0
Fis-22832,1,180864.0
Fis-22832,1,180863.0
Fis-22832,1,180142.0
Fis-22832,1,180141.0
Fis-22832,1,180862.0
Fis-22832,1,180861.0
Fis-22832,1,181590.0
Fis-22832,1,181589.0
Fis-22832,1,182310.0
Fis-22832,1,182309.0
Fis-22832,1,181588.0
Fis-22832,1,181587.0
Fis-22832,1,182308.0
Fis-22832,1,182307.0
Fis-22832,1,181586.0
