"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","total_area","log_total_area"
"1128",1128,1128,"Fis-26124",132805,"Cephalopholis polleni",NA,NA,"GROUPERS","LC","Unknown",12372593.0757243,6261132.69749043,21.3673119333497,49.791717716246,28.8409703504043,42.5573450463641,"IUCN",12372593.0757243,16.3309943485703
"1129",1129,1129,"Fis-26125",132741,"Cephalopholis sexmaculata",NA,NA,"GROUPERS","LC","Decreasing",26443885.9105171,18985040.1802855,28.5046728971963,28.253932072031,43.2413950307727,50.2208835341366,"AM",26443885.9105171,17.0905355330456
"1130",1130,1130,"Fis-26126",132757,"Cephalopholis sonnerati",NA,NA,"GROUPERS","LC","Stable",27162491.6274879,22005076.9430589,34.7176079734219,19.0697674418605,46.2126245847176,64.5460160592959,"AM",27162491.6274879,17.1173475953089
"1131",1131,1131,"Fis-26127",132825,"Cephalopholis spiloparaea",NA,NA,"GROUPERS","LC","Unknown",23868170.8790964,19143918.1922627,26.8837561529724,19.7778619209895,53.3383819260381,57.6142818501488,"AM",23868170.8790964,16.9880563669372
"1132",1132,1132,"Fis-26128",132783,"Cephalopholis urodeta",NA,NA,"GROUPERS","LC","Unknown",25684732.1007103,17880223.1738106,25.1083265019323,30.3899754069563,44.5016980911114,45.241612154463,"AM",25684732.1007103,17.0614072916446
"1133",1133,1133,"Fis-26129",39774,"Cromileptes altivelis",NA,NA,"GROUPERS","VU","Decreasing",16046104.6580363,14136225.78709,45.7901676398568,11.9043134300245,42.3055189301187,79.3666340189357,"AM",16046104.6580363,16.5909766776499
"1134",1134,1134,"Fis-26136",44674,"Epinephelus coioides",NA,NA,"GROUPERS","NT","Decreasing",22243549.1325885,18589007.0396278,54.775959216528,16.9841695733834,28.2398712100885,76.3320246775098,"AM",22243549.1325885,16.9175625979144
"1135",1135,1135,"Fis-26139",7858,"Epinephelus lanceolatus",NA,NA,"GROUPERS","VU","Decreasing",29668579.9873857,24991115.8308869,34.1333064434809,16.2549158011495,49.6117777553696,67.740644386632,"AM",29668579.9873857,17.2055991309055
"1136",1136,1136,"Fis-26140",7859,"Epinephelus marginatus",NA,NA,"GROUPERS","EN","Decreasing",9187287.70729224,6535276.63694517,45.4518950437318,27.4927113702624,27.0553935860058,62.6859670285484,"IUCN",9187287.70729224,16.033331315547
"1137",1137,1137,"Fis-26141",132804,"Epinephelus ongus",NA,NA,"GROUPERS","LC","Unknown",20566308.5304678,17599882.4426859,35.1113716295428,14.5222743259086,50.3663540445487,70.7410687924417,"AM",20566308.5304678,16.8391647866264
"1138",1138,1138,"Fis-26142",61339,"Epinephelus polyphekadion",NA,NA,"GROUPERS","NT","Decreasing",27397809.3939113,22398781.8544144,30.5144236042558,18.6026105078425,50.8829658879017,62.1259490844127,"AM",27397809.3939113,17.1259736190349
"1139",1139,1139,"Fis-26144",132799,"Epinephelus quoyanus",NA,NA,"GROUPERS","LC","Decreasing",15480070.7049093,14655528.021781,38.0390640108296,5.27944304776639,56.681492941404,87.8125,"AM",15480070.7049093,16.555063993616
"1140",1140,1140,"Fis-26145",132830,"Epinephelus undulosus",NA,NA,"GROUPERS","LC","Stable",16030745.2822495,13253582.7132397,33.7868480725624,17.5547996976568,48.6583522297808,65.8078763341921,"AM",16030745.2822495,16.5900190164713
"1141",1141,1141,"Fis-26162",165862,"Pomacanthus imperator",NA,NA,"ANGELFISH","LC","Stable",31920360.6808328,30371230.1909667,42.2193040052528,4.9995310008442,52.781164993903,89.4119984108065,"AM",31920360.6808328,17.2787546300069
"1142",1142,1142,"Fis-26169",165835,"Apolemichthys trimaculatus",NA,NA,"ANGELFISH","LC","Stable",21727193.56544,16933797.1220667,33.6063298167685,22.2376457523598,44.1560244308717,60.1789709172259,"AM",21727193.56544,16.8940751936591
"1143",1143,1143,"Fis-26177",193656,"Canthigaster bennetti",NA,NA,"PUFFERFISH","LC","Unknown",26523348.5881959,23206640.978298,28.0598368087035,12.5453309156845,59.394832275612,69.1041027072286,"AM",26523348.5881959,17.0935359818342
"1144",1144,1144,"Fis-26178",193669,"Canthigaster compressa",NA,NA,"PUFFERFISH","LC","Unknown",11381402.9281354,8140152.90581623,31.5480948574474,28.5904609645617,39.8614441779909,52.4590163934426,"AM",11381402.9281354,16.2474912592166
"1145",1145,1145,"Fis-26179",193766,"Canthigaster janthinoptera",NA,NA,"PUFFERFISH","LC","Unknown",28122880.953999,23934197.7106961,28.7177298911884,14.9775976104118,56.3046724983998,65.72265625,"AM",28122880.953999,17.1520940717926
"1146",1146,1146,"Fis-26180",193796,"Canthigaster valentini",NA,NA,"PUFFERFISH","LC","Decreasing",28235401.0292933,22423818.9283106,29.8217695735201,20.6556333545512,49.5225970719287,59.0794451450189,"AM",28235401.0292933,17.156087104257
"1147",1147,1147,"Fis-26181",165901,"Centropyge tibicen",NA,NA,"ANGELFISH","LC","Stable",19151233.3206292,16349169.7454892,41.58959084496,14.7201755761091,43.6902335789309,73.858574610245,"AM",19151233.3206292,16.7678776746831
"1148",1148,1148,"Fis-26182",165876,"Centropyge multispinis",NA,NA,"ANGELFISH","LC","Stable",14245119.1325658,5564715.09241883,15.5893536121673,60.8153781157583,23.5952682720744,39.7843665768194,"IUCN",14245119.1325658,16.4719248889937
"1149",1149,1149,"Fis-26189",165840,"Pomacanthus sexstriatus",NA,NA,"ANGELFISH","LC","Stable",18487932.8045869,14109995.0317399,41.0667539267016,23.8383507853403,35.0948952879581,63.2719939500882,"AM",18487932.8045869,16.7326287963877
"1150",1150,1150,"Fis-26195",165885,"Pygoplites diacanthus",NA,NA,"ANGELFISH","LC","Stable",29998317.3730235,26112378.7650057,34.5814977973568,13.1557869443332,52.26271525831,72.4412751677852,"AM",29998317.3730235,17.2166518504876
"1151",1151,1151,"Fis-26199",193775,"Canthigaster solandri",NA,NA,"PUFFERFISH","LC","Unknown",19801193.3692424,9990153.93370207,12.8988149498633,49.2859313278639,37.8152537222729,25.434391851408,"IUCN",19801193.3692424,16.8012527650224
"1152",1152,1152,"Fis-26201",187554,"Bodianus bilunulatus",NA,NA,"WRASSES","LC","Unknown",16275157.7951866,8979515.46121859,25.8296460176991,44.7271386430678,29.443215339233,46.7311541027352,"IUCN",16275157.7951866,16.6051504415687
"1153",1153,1153,"Fis-26205",187446,"Thalassoma cupido",NA,NA,"WRASSES","LC","Unknown",2015734.8372224,1920696.47688715,18.6596583442838,5.12483574244415,76.215505913272,78.4530386740332,"AM",2015734.8372224,14.5164943703671
"1154",1154,1154,"Fis-26210",193716,"Arothron reticularis",NA,NA,"PUFFERFISH","LC","Unknown",19354635.3488346,17451522.0066129,40.1304550396024,10.3742817207641,49.4952632396335,79.4587945879459,"AM",19354635.3488346,16.7784425016632
"1155",1155,1155,"Fis-26212",187612,"Choerodon jordani",NA,NA,"WRASSES","LC","Unknown",13988550.852227,9436166.99016856,29.6825058597912,33.1344555721287,37.1830385680801,47.2523744911805,"AM",13988550.852227,16.4537497567322
"1156",1156,1156,"Fis-26219",172416,"Chelonodon patoca",NA,NA,"PUFFERFISH","LC","Unknown",20680828.7935923,15933749.7899609,36.0017371163868,23.6682107701216,40.3300521134916,60.334788937409,"AM",20680828.7935923,16.844717683861
"1157",1157,1157,"Fis-26221",165888,"Genicanthus lamarck",NA,NA,"ANGELFISH","LC","Stable",16865589.2097309,11312826.990178,33.7146943153379,33.4823024669289,32.8030032177333,50.6852996506316,"IUCN",16865589.2097309,16.6407859627031
"1158",1158,1158,"Fis-26222",187634,"Halichoeres miniatus",NA,NA,"WRASSES","LC","Unknown",12100560.4067899,9329096.55496098,29.6610169491525,23.5294117647059,46.8095712861416,55.7638238050609,"AM",12100560.4067899,16.3087623241052
"1159",1159,1159,"Fis-26224",187689,"Stethojulis trilineata",NA,NA,"WRASSES","LC","Unknown",16982253.0768928,14240566.462849,28.8674526616649,16.2736691675598,54.8588781707753,63.9493470518401,"AM",16982253.0768928,16.6476794200857
"1160",1160,1160,"Fis-26230",187563,"Stethojulis interrupta",NA,NA,"WRASSES","LC","Unknown",19370651.5001439,16116463.9043345,40.7837670384139,17.3482032218092,41.868029739777,70.1572075672795,"AM",19370651.5001439,16.7792696693113
"1161",1161,1161,"Fis-26239",165868,"Centropyge nox",NA,NA,"ANGELFISH","LC","Stable",14624457.5469206,10426250.0054906,31.4941103533788,28.910932010746,39.5949576358752,52.1382141635306,"AM",14624457.5469206,16.4982058595855
"1162",1162,1162,"Fis-26244",132778,"Epinephelus hexagonatus",NA,NA,"GROUPERS","LC","Stable",23246476.9406464,15824664.9740225,20.7720113607023,31.7325071004389,47.4954815388588,39.562330956479,"AM",23246476.9406464,16.9616641490813
"1163",1163,1163,"Fis-26245",132766,"Epinephelus macrospilos",NA,NA,"GROUPERS","LC","Unknown",23705752.301201,18900022.9384211,30.7496175420704,20.4742478327384,48.7761346251912,60.0298656047785,"AM",23705752.301201,16.9812282897861
"1164",1164,1164,"Fis-26247",187548,"Halichoeres nebulosus",NA,NA,"WRASSES","LC","Unknown",21940977.7372063,18059599.5399216,41.4410719168717,17.8424938474159,40.7164342357123,69.9031365313653,"AM",21940977.7372063,16.9038665759573
"1165",1165,1165,"Fis-26248",154904,"Halichoeres ornatissimus",NA,NA,"WRASSES","LC","Unknown",9071942.23754578,633070.145145296,1.250411319513,92.6620598881211,6.08752879236591,17.0403587443946,"IUCN",9071942.23754578,16.0206969378158
"1166",1166,1166,"Fis-26249",193705,"Canthigaster rivulata",NA,NA,"PUFFERFISH","LC","Unknown",20775166.1186099,3017232.70297161,8.84831460674157,85.0421348314607,6.10955056179775,59.1549295774648,"IUCN",20775166.1186099,16.8492688947561
"1167",1167,1167,"Fis-26337",187747,"Choerodon robustus",NA,NA,"WRASSES","LC","Unknown",14990601.7020177,4151667.17921172,14.1291351135911,71.9808688720606,13.8899960143483,50.4267425320057,"IUCN",14990601.7020177,16.5229340095012
"1168",1168,1168,"Fis-26339",177980,"Naso thynnoides",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",23534167.8729003,16500092.3663548,28.7900038250669,30.5877852862425,40.6222108886906,48.4861498818982,"AM",23534167.8729003,16.9739638751879
"1169",1169,1169,"Fis-26340",177975,"Naso minor",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",13763847.0374598,7298503.36354442,24.004400440044,47.5027502750275,28.4928492849285,45.7250628667225,"IUCN",13763847.0374598,16.4375559326047
"1170",1170,1170,"Fis-26414",187679,"Coris picta",NA,NA,"WRASSES","LC","Stable",1190068.00695793,1190068.00695793,6.84931506849315,0,93.1506849315068,100,"AM",1190068.00695793,13.9895210121589
"1171",1171,1171,"Fis-26417",193607,"Arothron manilensis",NA,NA,"PUFFERFISH","LC","Unknown",16664743.3485423,14320166.5816729,34.0467984763287,14.1665155087974,51.7866860148739,70.6170052671181,"AM",16664743.3485423,16.6288058689779
"1172",1172,1172,"Fis-26418",193805,"Arothron immaculatus",NA,NA,"PUFFERFISH","LC","Unknown",19160472.2955559,13273051.7207965,30.9861349119801,31.0328711637327,37.9809939242873,49.9623210248681,"AM",19160472.2955559,16.7683599802844
"1173",1173,1173,"Fis-26483",132776,"Plectropomus oligacanthus",NA,NA,"GROUPERS","NT","Decreasing",10944622.9515999,8061420.14330962,33.2495110366024,26.6554903604359,40.0949986029617,55.5037313432836,"AM",10944622.9515999,16.2083588389716
"1174",1174,1174,"Fis-26494",132826,"Epinephelus bleekeri",NA,NA,"GROUPERS","NT","Decreasing",10811522.4167185,7826962.78874885,45.6145251396648,27.9329608938547,26.4525139664804,63.2945736434109,"IUCN",10811522.4167185,16.1961230138082
"1175",1175,1175,"Fis-26498",61337,"Epinephelus daemelii",NA,NA,"GROUPERS","NT","Unknown",1343561.40382638,1145772.23248644,40.9005628517824,15.0093808630394,44.0900562851782,73.1543624161074,"AM",1343561.40382638,14.1108344103672
"1176",1176,1176,"Fis-26499",132777,"Epinephelus diacanthus",NA,NA,"GROUPERS","NT","Decreasing",1391047.68148452,1262236.05809373,51.8046709129512,9.34182590233546,38.8535031847134,84.7222222222222,"AM",1391047.68148452,14.1455677488835
"1177",1177,1177,"Fis-26503",132726,"Epinephelus flavocaeruleus",NA,NA,"GROUPERS","LC","Unknown",6317548.71176838,5836996.13477134,32.3333333333333,7.71428571428571,59.952380952381,80.7372175980975,"AM",6317548.71176838,15.6588418288231
"1178",1178,1178,"Fis-26504",132829,"Epinephelus howlandi",NA,NA,"GROUPERS","LC","Unknown",11405453.7731861,8153652.04187395,20.3439153439153,28.4126984126984,51.2433862433862,41.7254476397178,"AM",11405453.7731861,16.249602200124
"1179",1179,1179,"Fis-26507",132748,"Epinephelus longispinis",NA,NA,"GROUPERS","LC","Unknown",10643690.3659335,4765658.20513129,16.0536070715711,54.9187339606501,29.0276589677787,35.6103731815307,"IUCN",10643690.3659335,16.1804778206466
"1180",1180,1180,"Fis-26508",132756,"Epinephelus miliaris",NA,NA,"GROUPERS","LC","Unknown",16561775.8356416,9396718.39944949,19.4008037997808,43.3321154548776,37.2670807453416,34.2359767891683,"IUCN",16561775.8356416,16.6226079376238
"1181",1181,1181,"Fis-26509",132740,"Epinephelus multinotatus",NA,NA,"GROUPERS","LC","Decreasing",8249571.9247629,5267051.72396361,28.8086642599278,36.0649819494585,35.1263537906137,45.0592885375494,"IUCN",8249571.9247629,15.9256718690571
"1182",1182,1182,"Fis-26510",132802,"Epinephelus poecilonotus",NA,NA,"GROUPERS","LC","Unknown",17162670.9592822,5029895.69286874,16.2614243835144,70.0638041041559,13.6747715123297,54.3202764976959,"IUCN",17162670.9592822,16.6582472902197
"1183",1183,1183,"Fis-26511",132755,"Epinephelus radiatus",NA,NA,"GROUPERS","LC","Unknown",15748270.2569406,3405940.32560684,12.3691722169363,77.7354900095147,9.895337773549,55.5555555555556,"IUCN",15748270.2569406,16.5722410922486
"1184",1184,1184,"Fis-26512",132731,"Epinephelus socialis",NA,NA,"GROUPERS","NT","Decreasing",7064534.82473832,5620734.47344654,9.96184824077999,20.3899957609156,69.6481559983044,32.8212290502793,"AM",7064534.82473832,15.7705977297163
"1185",1185,1185,"Fis-26517",64412,"Plectropomus laevis",NA,NA,"GROUPERS","VU","Decreasing",21233374.1654523,18752005.2777147,25.6969010895712,11.8862317815197,62.416867128909,68.3734939759036,"AM",21233374.1654523,16.8710847548922
"1186",1186,1186,"Fis-26518",132790,"Triso dermopterus",NA,NA,"GROUPERS","LC","Unknown",3968140.17512425,1827876.18717112,22.7080394922426,51.6925246826516,25.5994358251058,47.007299270073,"IUCN",3968140.17512425,15.1938080731551
"1187",1187,1187,"Fis-26564",193650,"Colomesus psittacus",NA,NA,"PUFFERFISH","LC","Unknown",3852132.41124067,1991198.60541686,32.2852760736196,49.3865030674847,18.3282208588957,63.7878787878788,"IUCN",3852132.41124067,15.1641374259824
"1188",1188,1188,"Fis-26594",48342482,"Istiblennius dussumieri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",21331251.9197069,15338806.0823322,34.6063046799056,29.4264685460353,35.9672267740592,54.0446757753199,"AM",21331251.9197069,16.8756837816322
"1189",1189,1189,"Fis-26596",172487,"Omobranchus punctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28233327.8109358,27100784.5110333,36.4637374272102,4.20328215987295,59.3329804129169,89.6641499609477,"AM",28233327.8109358,17.1560136753557
"1190",1190,1190,"Fis-26598",48342174,"Mimoblennius atrocinctus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11090383.7398379,1395259.17688207,5.45308740978348,86.9018978882652,7.64501470195135,41.6326530612245,"IUCN",11090383.7398379,16.2215889610577
"1191",1191,1191,"Fis-26618",178005,"Zebrasoma gemmatum",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",28958686.6123331,28863851.4409736,3.25895173845355,0.332122470160872,96.4089257913856,90.7514450867052,"AM",28958686.6123331,17.1813807726693
"1192",1192,1192,"Fis-26619",186106,"Acantholabrus palloni",NA,NA,"WRASSES","LC","Unknown",5942596.05610667,4506570.15256697,23.8991343620625,29.5822356040647,46.5186300338728,44.6868402533427,"AM",5942596.05610667,15.5976566423444
"1193",1193,1193,"Fis-26624",185165,"Coryphoblennius galerita",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3652597.77979558,3204028.84834276,39.4974226804124,11.7268041237113,48.7757731958763,77.1069182389937,"AM",3652597.77979558,15.1109491928977
"1194",1194,1194,"Fis-26631",48342317,"Ecsenius namiyei",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",9749376.24822762,7030702.03447201,30.1025163094129,27.8347312830071,42.06275240758,51.9571045576408,"AM",9749376.24822762,16.0927138663868
"1195",1195,1195,"Fis-26660",187690,"Bodianus leucosticticus",NA,NA,"WRASSES","LC","Unknown",9740338.29586112,1214115.66113238,4.64263897373244,86.7440439828955,8.61331704337202,35.0230414746544,"IUCN",9740338.29586112,16.0917864076502
"1196",1196,1196,"Fis-26672",187781,"Bodianus perditio",NA,NA,"WRASSES","LC","Unknown",12287169.5182975,4172016.41503968,10.1311084624553,64.8629320619786,25.0059594755662,28.8331071913161,"IUCN",12287169.5182975,16.3240661473117
"1197",1197,1197,"Fis-26673",187664,"Coris formosa",NA,NA,"WRASSES","LC","Unknown",5521114.60598182,3884354.59968951,23.9543726235741,29.9293862031505,46.1162411732754,44.4556451612903,"AM",5521114.60598182,15.5240903192434
"1198",1198,1198,"Fis-26687",187711,"Thalassoma duperrey",NA,NA,"WRASSES","LC","Stable",737767.892443428,686464.650923599,16.2162162162162,6.94980694980695,76.8339768339768,70,"AM",737767.892443428,13.5113845452301
"1199",1199,1199,"Fis-26688",187601,"Thalassoma ballieui",NA,NA,"WRASSES","LC","Unknown",1090689.67650246,686464.650923599,13.6842105263158,36.5789473684211,49.7368421052632,27.2251308900524,"AM",1090689.67650246,13.9023207848518
"1200",1200,1200,"Fis-26699",165719,"Hemitaurichthys zoster",NA,NA,"BUTTERFLYFISH","LC","Stable",15060720.0768625,5022690.9999955,11.6516516516517,66.7067067067067,21.6416416416416,34.996993385448,"IUCN",15060720.0768625,16.5276005930617
"1201",1201,1201,"Fis-26709",187799,"Stethojulis balteata",NA,NA,"WRASSES","LC","Unknown",7147410.47624215,686464.650923599,1.62432319866722,89.9625156184923,8.41316118284048,16.1825726141079,"IUCN",7147410.47624215,15.7822606779154
"1202",1202,1202,"Fis-26711",48342177,"Entomacrodus marmoratus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",638838.714375894,633070.145145296,12,0.888888888888889,87.1111111111111,93.1034482758621,"AM",638838.714375894,13.367407298333
"1203",1203,1203,"Fis-26717",193675,"Canthigaster amboinensis",NA,NA,"PUFFERFISH","LC","Unknown",23759818.1745483,18537594.9647054,23.546511627907,21.9919110212336,54.4615773508595,51.706910907577,"AM",23759818.1745483,16.9835063998431
"1204",1204,1204,"Fis-26721",193663,"Canthigaster jactator",NA,NA,"PUFFERFISH","LC","Unknown",1292922.44579222,686464.650923599,9.2511013215859,46.9162995594714,43.8325991189427,17.4273858921162,"IUCN",1292922.44579222,14.0724156759027
"1205",1205,1205,"Fis-26722",193749,"Canthigaster coronata",NA,NA,"PUFFERFISH","LC","Unknown",11525428.6058123,635590.601992447,1.57990157990158,94.2242942242942,4.1958041958042,27.3542600896861,"IUCN",11525428.6058123,16.26006633538
"1206",1206,1206,"Fis-26723",193733,"Canthigaster epilampra",NA,NA,"PUFFERFISH","LC","Unknown",15719692.903956,13016939.1535856,26.3238679969302,17.3254029163469,56.350729086723,60.3076923076923,"AM",15719692.903956,16.5704248094028
"1207",1207,1207,"Fis-26728",193671,"Arothron mappa",NA,NA,"PUFFERFISH","LC","Unknown",21752151.1600293,16873676.2214735,30.9652402714305,22.7115357983659,46.3232239302036,57.6883384932921,"AM",21752151.1600293,16.8952232145177
"1208",1208,1208,"Fis-26749",165661,"Parachaetodon ocellatus",NA,NA,"BUTTERFLYFISH","LC","Stable",17433149.9069885,11993327.5951932,36.1383582860093,31.870590259852,31.9910514541387,53.1376518218624,"AM",17433149.9069885,16.673884118724
"1209",1209,1209,"Fis-26756",165873,"Pomacanthus annularis",NA,NA,"ANGELFISH","LC","Stable",17302359.3684137,14147048.1135053,37.9050621825188,18.4795936241023,43.6153441933789,67.2258465361914,"AM",17302359.3684137,16.6663534298462
