iucn_sid,cellarea_tot,ocean_range,marine_range,mpa2015,pct2015,cat2015,speciesid
178810,4520435.87,3654108.71,3553695.732016,72652.045488,0.0204440815890517,2-5%,iucn178810
178811,5815645.52,4665660.7,4521698.874976,71692.622376,0.0158552403329557,0-2%,iucn178811
178812,6603159.16,5465878.18,5321020.249916,103263.730348,0.0194067538738704,0-2%,iucn178812
178813,6449154.98,5506861.92,5389592.247084,176031.774896,0.0326614272148771,2-5%,iucn178813
178814,4575332.13,3783809.92,3673887.327696,90496.560952,0.0246323724382568,2-5%,iucn178814
178815,566942.64,420245.68,389242.20482,5399.969536,0.0138730319300733,0-2%,iucn178815
178816,1404149.12,1118108.33,1070566.79486,6258.61944,0.00584608029134553,0-2%,iucn178816
178817,10197752.04,8541405.13,8318780.91704,111807.962064,0.0134404263291722,0-2%,iucn178817
178818,3371878.18,2804916.46,2723919.13156,78168.211348,0.028696964767538,2-5%,iucn178818
178819,2159453.6,1622491.6,1552502.742512,22492.044212,0.0144876035295159,0-2%,iucn178819
178820,7782817.18,6395911.09,6180807.421164,98756.96592,0.0159780040358225,0-2%,iucn178820
178821,10162345.41,8471927.94,8231702.666208,110691.22722,0.0134469418671302,0-2%,iucn178821
178822,13025643.97,10965238.19,10683158.149476,119176.656748,0.0111555642142998,0-2%,iucn178822
178823,1297630.34,984284.8,962486.000672,5142.488564,0.00534292297281161,0-2%,iucn178823
178824,1718253.01,1322312.02,1278054.457324,24614.556064,0.019259395343402,0-2%,iucn178824
178825,14210351.63,12008794.69,11726422.555944,118615.284368,0.0101152149176029,0-2%,iucn178825
178826,3998850.7,3252773.8,3162097.152776,86603.48692,0.0273879905441776,2-5%,iucn178826
178827,2746610.18,2299125.92,2222068.688628,64218.39378,0.0289002739243183,2-5%,iucn178827
178828,14971536.8,12328510.78,11992355.416804,172270.455604,0.0143650225178125,0-2%,iucn178828
178830,7680814.4,6437354.52,6253051.187568,96837.751296,0.0154864798625874,0-2%,iucn178830
178831,1969504.97,1731837.04,1681982.261696,14822.46608,0.0088124984534938,0-2%,iucn178831
178832,9798359.93,8230287.38,8005489.694284,108445.2662,0.0135463626013323,0-2%,iucn178832
178833,571337.48,437274.6,422000.89146,13360.488772,0.031659859119673,2-5%,iucn178833
178834,889631.22,661606.25,629053.24838,13139.423688,0.0208876175774276,2-5%,iucn178834
178835,3886773.77,3157966.08,3046211.151036,28191.714656,0.00925468172040935,0-2%,iucn178835
178836,5688033.73,4754421,4615777.955784,76168.038476,0.0165016686689953,0-2%,iucn178836
178837,8445190.65,7031431.8,6822538.388052,106843.631296,0.0156603928360609,0-2%,iucn178837
178838,12981374.16,11346105.82,11129127.115428,114842.60708,0.0103191028271028,0-2%,iucn178838
178839,873271.22,700560.47,665655.437392,4389.671468,0.00659451004441349,0-2%,iucn178839
178840,9455498.8,7911574.17,7689225.709248,104740.733464,0.0136217530118834,0-2%,iucn178840
178841,917122.77,725762.58,691928.052644,2611.584196,0.00377435802179229,0-2%,iucn178841
178842,12656875.71,10736158.58,10469295.915476,123584.569236,0.0118044776108882,0-2%,iucn178842
178843,8985585.17,7453891.62,7238573.850852,107778.669452,0.0148894895144731,0-2%,iucn178843
178844,163460.25,126987.8,122530.921312,2529.067624,0.0206402400057064,2-5%,iucn178844
178845,13718104.83,11710225.87,11443016.916244,118636.1456,0.010367558351818,0-2%,iucn178845
178846,12495081.37,10346499.13,10074472.238836,124467.25286,0.0123547169429077,0-2%,iucn178846
178847,396015.87,307945.61,289304.559412,11788.524244,0.040747799716533,2-5%,iucn178847
178848,5164893.06,4343358.88,4224756.4302,31772.96956,0.00752066304530031,0-2%,iucn178848
178849,5762683.08,4788012.16,4656563.403464,98979.746544,0.0212559645317767,2-5%,iucn178849
178850,13065611.01,11192502.32,10935571.244556,129837.63148,0.0118729628819927,0-2%,iucn178850
178851,4578957.45,3691319.08,3605724.95708,65333.565096,0.0181193978669157,0-2%,iucn178851
178852,12065188.24,10313054.27,10074197.232428,113878.515584,0.0113039791614794,0-2%,iucn178852
178853,824423.81,622581.16,586634.745464,6091.670956,0.0103840950490953,0-2%,iucn178853
178854,12023371.99,10498055.36,10279574.870588,112947.93514,0.0109876076162612,0-2%,iucn178854
178855,967149.29,830918.42,806525.098268,1109.558544,0.00137572723574599,0-2%,iucn178855
178856,3310001.13,2842413.31,2760738.6284,70980.98614,0.0257108678850694,2-5%,iucn178856
178857,3569633.09,2876547.56,2773130.417432,26349.708552,0.00950179204929013,0-2%,iucn178857
178858,285636.98,226508.33,213375.398988,12199.458076,0.0571736860662465,5-10%,iucn178858
180103,106116.72,101187.88,100866.51724,614.22756,0.00608950895507295,0-2%,iucn180103
180121,37623.41,37304.89,37339.32406,0,0,gap,iucn180121
180122,63709.69,50182.28,48301.935076,0,0,gap,iucn180122
180123,33383.21,33140.74,32921.53382,3.644172,0.000110692655449308,0-2%,iucn180123
180125,54520.23,44208.12,42023.347296,24.242416,0.000576879700449457,0-2%,iucn180125
180126,27702.12,27302.28,26780.662116,0,0,gap,iucn180126
180208,1289144.59,1284476.12,1282319.875496,9708.810172,0.0075712857279426,0-2%,iucn180208
180209,78760.05,78760.05,78760.05,0,0,gap,iucn180209
180211,621645.95,473373.19,458944.555708,2667.281784,0.00581177345024883,0-2%,iucn180211
180212,73112.34,62098.1,59009.64616,6.007024,0.000101797322826041,0-2%,iucn180212
180213,1924349.65,1660924.75,1637535.73502,7785.541372,0.00475442532672724,0-2%,iucn180213
180214,1384040.01,1382568.83,1382204.882148,102.188456,7.39314824595289e-05,0-2%,iucn180214
180215,11561062.51,9989121.39,9756655.350068,118513.355044,0.0121469244112609,0-2%,iucn180215
180216,2403129.36,2037523.6,2012343.837304,4011.786812,0.00199358913602693,0-2%,iucn180216
180218,39864.64,38377.28,37956.441952,173.94272,0.00458269297791319,0-2%,iucn180218
180219,74766.6,68513.13,67630.02082,9324.6093,0.137876777013241,>10%,iucn180219
180220,313860.43,297875.78,294922.521152,418.285868,0.00141829069670953,0-2%,iucn180220
180223,2733552.9,2280273.13,2225293.786992,23332.520504,0.0104851416205764,0-2%,iucn180223
180224,48697.18,48453.31,48373.33192,33.1008,0.000684277859022451,0-2%,iucn180224
180225,133074.79,126516.78,125434.011836,288.12926,0.0022970584754693,0-2%,iucn180225
180226,24814817.4,22831680.39,22576320.203988,460654.573936,0.0204043249641112,2-5%,iucn180226
180227,4121373.03,4034928,4022666.849012,33723.05066,0.0083832571589374,0-2%,iucn180227
180228,3589219.8,3161387.62,3121534.765712,58456.327764,0.018726790553834,0-2%,iucn180228
180230,2183365.06,1844169.61,1794614.09526,5890.586,0.00328236918207565,0-2%,iucn180230
180231,21393909.27,19747668.63,19526023.226512,449221.2539,0.0230062849300546,2-5%,iucn180231
180232,1800619.97,1602105.99,1569927.010116,1475.9191,0.000940119566380953,0-2%,iucn180232
180233,706209.63,601446.8,589814.643512,124.509008,0.000211098536412426,0-2%,iucn180233
180234,76501.28,76501.28,76501.28,0,0,gap,iucn180234
180235,29431144.07,26494482.7,26102084.18038,445841.430652,0.0170806831964446,0-2%,iucn180235
180236,23521364.74,21734513.49,21488745.24578,458850.474332,0.0213530603617775,2-5%,iucn180236
180237,655789.27,554210.59,543495.730364,6174.71586,0.0113611119922958,0-2%,iucn180237
180238,18870976.55,16647233.95,16357491.180352,180289.879644,0.0110218540029266,0-2%,iucn180238
180239,353707.45,297757.57,288055.96262,21.526544,7.47304232282029e-05,0-2%,iucn180239
180240,706209.63,601446.8,589814.643512,124.509008,0.000211098536412426,0-2%,iucn180240
180241,854259.01,748165.88,735769.744128,531.692,0.000722633682946744,0-2%,iucn180241
180245,1984324.49,1716595.75,1666386.165372,15553.163364,0.00933346884845743,0-2%,iucn180245
180246,26036392.11,23821809.64,23509815.665904,138352.849388,0.00588489724267177,0-2%,iucn180246
180247,11791.86,7993.49,7227.46946,0,0,gap,iucn180247
180248,27247305.23,24831050.9,24524261.801492,453663.962096,0.0184985776847481,0-2%,iucn180248
180249,2177300.2,1766798.59,1734096.417252,2848.468164,0.00164262386777428,0-2%,iucn180249
180250,364314.66,341326.88,334091.966788,3502.878712,0.0104847738354115,0-2%,iucn180250
180251,2283461.08,1928407.3,1903043.884172,4249.911828,0.00223321798480181,0-2%,iucn180251
180252,3302424.09,2896520.81,2857351.849708,52841.080404,0.0184930254247127,0-2%,iucn180252
180253,1107465.55,1107465.55,1107465.55,0,0,gap,iucn180253
180254,553444.13,429008.89,411387.824908,2793.898728,0.0067913986725903,0-2%,iucn180254
180255,1268553.85,1086024.52,1056799.973196,1057.633232,0.0010007884735287,0-2%,iucn180255
180256,43927.34,43927.34,43927.34,0,0,gap,iucn180256
180257,23844967.58,21324379.65,21004675.027192,411381.968052,0.0195852574495648,0-2%,iucn180257
180258,4362726.42,3783171.16,3731816.613692,57959.823,0.0155312623850127,0-2%,iucn180258
180259,174307.46,139831.73,137714.31768,567.154584,0.00411834145900406,0-2%,iucn180259
180260,914382.29,772135.81,751013.984352,61537.335952,0.0819390014489497,5-10%,iucn180260
180261,748677.64,724003.36,723032.546536,2389.535632,0.00330487976433164,0-2%,iucn180261
180262,1905733.63,1861175.81,1859669.86626,2011.736896,0.00108177098123648,0-2%,iucn180262
180263,8727.69,8116.75,7524.432472,25.601224,0.00340241261985772,0-2%,iucn180263
180264,46274.86,32487.82,30779.365676,0,0,gap,iucn180264
180265,25247916.15,23056222.29,22768139.408528,452558.147748,0.0198768173203688,0-2%,iucn180265
180266,16877101.01,15004836.12,14769337.66782,201381.027096,0.0136350750199704,0-2%,iucn180266
180268,6371359.16,5513411.7,5378648.361068,87605.554868,0.0162876523964851,0-2%,iucn180268
180270,48911.44,40479.09,39242.841924,6946.358884,0.177009577885637,>10%,iucn180270
180271,7171874.15,7112646.98,7097103.098224,20623.475628,0.00290590052625287,0-2%,iucn180271
180272,695047.99,590285.16,578653.003512,124.509008,0.000215170416889434,0-2%,iucn180272
180273,1848654.57,1818523.21,1810354.199344,3608.282336,0.00199313611519088,0-2%,iucn180273
180274,15806554.77,13999282.28,13748585.86556,103993.79812,0.007563963242249,0-2%,iucn180274
180275,20088242.39,18002475.25,17729690.115724,403279.663872,0.0227460074733253,2-5%,iucn180275
180276,7122481.66,6398607.07,6322692.579028,83348.382172,0.0131824189030575,0-2%,iucn180276
180278,3910361.39,3346693.93,3300075.157248,47589.011816,0.0144205842438102,0-2%,iucn180278
180281,621645.95,473373.19,458944.555708,2667.281784,0.00581177345024883,0-2%,iucn180281
180282,519251.08,517384.18,516841.074164,6641.15984,0.0128495202335499,0-2%,iucn180282
180283,875480.61,745154.37,720381.436,78624.440472,0.109142790947767,>10%,iucn180283
180284,2066461.38,1763140.76,1719163.663308,78824.29474,0.0458503727261935,2-5%,iucn180284
180285,9307070.56,8454295.54,8320654.013932,135129.501568,0.0162402500262288,0-2%,iucn180285
180286,32558928.5,29536244.43,29146805.082612,510506.812852,0.0175150179035078,0-2%,iucn180286
180287,712428.26,677079.68,668360.62348,669.737436,0.00100205998449285,0-2%,iucn180287
180288,1414986.81,1204354.37,1183685.397088,96621.697416,0.0816278528515265,5-10%,iucn180288
180289,905198.37,701106.76,681135.783092,22910.762384,0.0336361162527641,2-5%,iucn180289
180290,16324169.26,14025389.1,13763428.281268,185385.525088,0.0134694293674134,0-2%,iucn180290
180292,1012824.62,1008702.39,1008471.665544,33.320112,3.30402064216907e-05,0-2%,iucn180292
180294,4361060.06,4359532.17,4359537.01772,0,0,gap,iucn180294
180295,2976868.17,2428986.73,2378490.801796,34151.325188,0.0143584012022297,0-2%,iucn180295
180296,288802.77,273895.78,271929.750348,3048.968304,0.0112123381134212,0-2%,iucn180296
180297,3769851.78,3074956.72,3006753.067528,36923.476756,0.0122801826178418,0-2%,iucn180297
180298,3741712.75,3378338.14,3327170.118944,61837.76854,0.018585694848578,0-2%,iucn180298
180299,768210.1,744187.55,740660.425524,360.393964,0.000486584609600317,0-2%,iucn180299
180301,27723.27,24425.29,23484.777212,1159.04256,0.0493529297526299,2-5%,iucn180301
180303,27235.92,25574.49,25242.197148,0,0,gap,iucn180303
180305,45832.02,37511.52,37105.49388,96.8937,0.00261130333727281,0-2%,iucn180305
180306,1278650.69,1195016.4,1181289.231076,19293.05622,0.0163322035894855,0-2%,iucn180306
180307,694164.61,573505.81,555503.950648,13244.60498,0.0238425036663557,2-5%,iucn180307
180308,2895385.38,2519296.99,2463649.2211,32602.504096,0.0132334196836038,0-2%,iucn180308
180310,149729.27,129167.86,124015.186908,451.389184,0.00363978957137613,0-2%,iucn180310
180312,811422.56,789386.65,785063.662904,774.30546,0.000986296394276861,0-2%,iucn180312
180313,1018970.97,870606.71,860607.414816,11944.150664,0.0138787447776681,0-2%,iucn180313
180314,313860.43,297875.78,294922.521152,418.285868,0.00141829069670953,0-2%,iucn180314
180315,1958883.43,1929070.79,1924738.664636,577.38736,0.000299982210888455,0-2%,iucn180315
180316,230083.57,200405.17,194372.83414,267.334072,0.00137536746419743,0-2%,iucn180316
180317,54065.44,54038.47,54025.525288,2.157552,3.99357893976688e-05,0-2%,iucn180317
180318,7315686.97,6315966.09,6153917.301352,94017.415232,0.0152776533430738,0-2%,iucn180318
180319,5275578.34,4555224.4,4445327.15586,86662.807624,0.0194952597605235,0-2%,iucn180319
180320,110430.22,92774.33,88699.681972,1159.04256,0.0130670430178755,0-2%,iucn180320
180321,2575538.23,2247222.53,2218715.018604,73023.628976,0.0329125770383733,2-5%,iucn180321
180322,274544.96,212779.59,204579.612384,483.990728,0.00236578182136517,0-2%,iucn180322
180323,6099388.1,5239117.01,5121621.508112,127647.567704,0.0249232723468188,2-5%,iucn180323
180324,25844076.42,23550003.18,23266226.121804,418758.394876,0.0179985526094221,0-2%,iucn180324
180325,1351857.02,1201129.17,1175438.361472,3549.618608,0.00301982538969957,0-2%,iucn180325
180326,5576340.99,4895196.78,4835524.556664,9645.223836,0.00199465926043279,0-2%,iucn180326
180328,1765093.18,1558788.4,1542881.162356,67272.056528,0.0436015800628965,2-5%,iucn180328
180329,1892588.31,1658402.76,1629364.529468,31344.204132,0.0192370728373682,0-2%,iucn180329
180331,10224154.23,10084470.2,10058041.396628,4040.66346,0.000401734622145684,0-2%,iucn180331
180332,2067244.87,1770070.4,1726520.07926,78796.160316,0.0456387164346056,2-5%,iucn180332
180333,1205755.68,1182985.77,1176742.775644,4215.488528,0.00358233644195774,0-2%,iucn180333
180335,706209.63,601446.8,589814.643512,124.509008,0.000211098536412426,0-2%,iucn180335
180336,4487192.97,4333717.27,4299299.193584,2138.43744,0.00049739209664479,0-2%,iucn180336
180337,23314699.47,21426971.9,21195821.723356,446973.483216,0.0210878110341659,2-5%,iucn180337
180338,3257533.53,2791182.36,2731820.57352,73762.89952,0.0270013705274044,2-5%,iucn180338
180339,174411.43,157029.51,152969.147156,2.157552,1.41044912658087e-05,0-2%,iucn180339
180340,196532,169502.29,163668.663936,5.56822,3.40212956230727e-05,0-2%,iucn180340
180341,1731754.79,1472508.45,1451697.485232,43330.963584,0.0298484801584368,2-5%,iucn180341
180343,89748.93,67004.45,64869.702728,0,0,gap,iucn180343
180344,635549.59,633682.69,633139.584164,8260.653196,0.0130471279992822,0-2%,iucn180344
180345,1952382.63,1945040.87,1943046.901668,1020.878148,0.000525400672070052,0-2%,iucn180345
180346,6368655.63,5659336.19,5616044.55716,2519.512732,0.000448627625076056,0-2%,iucn180346
180347,7899751.34,6921213.09,6788970.710976,159723.606432,0.0235269252485901,2-5%,iucn180347
180349,706209.63,601446.8,589814.643512,124.509008,0.000211098536412426,0-2%,iucn180349
180350,3549161.62,3453847.77,3437479.354192,13599.04446,0.0039561094216947,0-2%,iucn180350
180352,25061845.15,23008835.37,22729627.944956,455805.377472,0.0200533584876892,2-5%,iucn180352
180353,3979975.63,3501472.27,3461128.201692,61713.447072,0.0178304424094522,0-2%,iucn180353
180355,1752386.2,1599751.14,1586651.435648,643.859304,0.00040579757439733,0-2%,iucn180355
180356,105367.75,105316.35,105263.917152,56.54264,0.000537151205558435,0-2%,iucn180356
180357,4160011.24,3549562.95,3482273.247376,74033.405716,0.0212600793954887,2-5%,iucn180357
180358,1261947.53,1231837.4,1215038.209196,184.077112,0.000151499031558691,0-2%,iucn180358
180361,6977425.41,5983172.52,5833701.018916,90636.643148,0.0155367309456051,0-2%,iucn180361
180363,4563007.89,3992731.72,3932079.549796,6989.658888,0.00177759854537089,0-2%,iucn180363
180364,13536.39,4745.36,3702.714708,100.959348,0.0272663048497551,2-5%,iucn180364
180365,1525952.76,1524235.44,1524486.355844,356.349156,0.00023375030851143,0-2%,iucn180365
180366,381906.89,377577.11,373920.835576,370.099664,0.000989780800606862,0-2%,iucn180366
180367,30406621.68,27710393.85,27378650.916188,473945.633016,0.0173107738020712,0-2%,iucn180367
180368,319056.34,273648.64,263773.966948,569.061024,0.00215738130105987,0-2%,iucn180368
180369,1167546.32,1021884.84,995494.775536,12255.978896,0.0123114447179304,0-2%,iucn180369
180370,673706.97,568973.66,557317.887552,124.509008,0.000223407521597596,0-2%,iucn180370
180371,5281822.28,4733348.99,4673162.465952,60808.270624,0.0130122312389181,0-2%,iucn180371
180372,630707.76,476362.83,461536.754344,2667.281784,0.00577913190855431,0-2%,iucn180372
180373,1781796.18,1519899.15,1471527.694232,16704.096444,0.0113515338579598,0-2%,iucn180373
180374,678010.2,608067.5,593928.281492,1659.459524,0.0027940402498283,0-2%,iucn180374
180375,28642256.47,26032792.39,25691147.501484,487962.714192,0.0189934184202482,0-2%,iucn180375
180376,1245880.96,1069661.25,1032628.198032,2776.30032,0.00268857690046729,0-2%,iucn180376
180377,2293497.17,2179682.94,2161907.06914,36483.054356,0.0168754036085894,0-2%,iucn180377
180379,126196.45,123732,123604.663984,0,0,gap,iucn180379
180380,3459832.15,3146741.84,3113301.32794,47974.968772,0.0154096772906155,0-2%,iucn180380
180381,9732293.56,8822122.71,8667409.886352,733885.087268,0.08467178740717,5-10%,iucn180381
180382,741928.33,654680.56,640416.664884,8476.632588,0.0132361211892189,0-2%,iucn180382
180383,71668.66,54349.19,51712.62136,3.43308,6.63876614589008e-05,0-2%,iucn180383
180385,5584622.98,4794573.24,4732427.114776,66705.67446,0.0140954467638235,0-2%,iucn180385
180386,22034707.08,20298663.8,20062587.201876,446513.53166,0.0222560294525846,2-5%,iucn180386
180387,4454343.59,3804214.82,3729223.787808,48266.714104,0.0129428312298658,0-2%,iucn180387
180388,5393410.06,4612917.36,4527760.4643,101051.856528,0.022318286783226,2-5%,iucn180388
180389,5798118.32,4923046.74,4798249.03026,89330.089408,0.0186172265850819,0-2%,iucn180389
180390,1186642.83,1022787.43,1001318.238888,3800.073384,0.00379507057438614,0-2%,iucn180390
180391,1312064.9,1115748.83,1082270.132464,86227.765232,0.0796730526376863,5-10%,iucn180391
180393,1003143.14,884827.69,868889.19736,8770.164552,0.0100935361823429,0-2%,iucn180393
180394,1532124.77,1293293.45,1253272.137172,1057.633232,0.000843897506878707,0-2%,iucn180394
180395,17133012.52,15773875.99,15601378.610888,437633.43536,0.0280509464115294,2-5%,iucn180395
180399,17706092.63,15633742.67,15370081.976448,424073.856616,0.0275908649847034,2-5%,iucn180399
180400,23306018.32,20816644.55,20511821.365044,156950.649856,0.00765171688378066,0-2%,iucn180400
180403,179777.55,123325.75,118530.794132,2655.644864,0.0224046829640117,2-5%,iucn180403
180405,37007.65,29633.02,28951.983532,17.275412,0.000596691828762125,0-2%,iucn180405
180406,737313.19,693042.97,690340.222948,29694.585352,0.0430144215343465,2-5%,iucn180406
180407,39864.64,38377.28,37956.441952,173.94272,0.00458269297791319,0-2%,iucn180407
180409,436346.71,421735.29,419132.17744,415.997148,0.000992520189074606,0-2%,iucn180409
180410,1392764.97,1188505.51,1167419.388904,5129.896508,0.00439421904138158,0-2%,iucn180410
180411,19773399.66,17438208.91,17144041.309656,146405.381988,0.00853972405593426,0-2%,iucn180411
180413,4108279.88,3717540.39,3676922.044156,53073.91164,0.01443433148776,0-2%,iucn180413
180414,14432264.01,12881047.82,12676503.149884,388137.402728,0.0306186491762558,2-5%,iucn180414
180415,259178.64,231884.86,231174.665612,278.258996,0.00120367426622356,0-2%,iucn180415
180418,706209.63,601446.8,589814.643512,124.509008,0.000211098536412426,0-2%,iucn180418
180420,2826775.5,2423348.49,2380062.225576,68280.16814,0.0286883962134542,2-5%,iucn180420
180421,29253486.52,26525687.44,26170608.15934,502462.173572,0.0191994840361658,0-2%,iucn180421
180422,40464.91,34355.91,34038.334312,96.8937,0.00284660521610309,0-2%,iucn180422
180423,3492553.3,3010175.71,2967780.73978,83924.291864,0.0282784677247489,2-5%,iucn180423
180424,2345511.87,1960597.56,1921070.820604,12709.424876,0.00661580236381085,0-2%,iucn180424
180427,508888.21,408958.48,398501.205444,2588.105556,0.00649459906430245,0-2%,iucn180427
180428,198518.59,162616.77,157322.502316,0,0,gap,iucn180428
180430,1027256.02,932784.14,911681.113812,3204.1219,0.00351452042984926,0-2%,iucn180430
180431,2121249.86,1831470.13,1790143.404416,1282.933764,0.000716665358113325,0-2%,iucn180431
180432,620007.87,584728.4,580055.847056,1144.456552,0.00197301097438901,0-2%,iucn180432
180434,341656.62,317874.65,315041.323752,3094.498064,0.00982251479630013,0-2%,iucn180434
180435,1069445.64,893894.28,866479.0522,990.470492,0.00114309802353004,0-2%,iucn180435
180436,2366624.57,1988507.59,1920696.792872,10899.858684,0.00567495021830153,0-2%,iucn180436
180437,44238456.75,39848698.01,39292219.514568,649265.864612,0.0165240312874481,0-2%,iucn180437
180439,12085017.36,10299257.67,10077018.90482,247752.978828,0.0245859396680794,2-5%,iucn180439
180440,13604301.23,13021558.14,12947371.119764,361958.8311,0.0279561640546068,2-5%,iucn180440
180441,7680029.94,7648382.93,7638344.3206,3191.43358,0.000417817454417832,0-2%,iucn180441
180443,25349807.59,22971503.36,22656065.620012,173038.620772,0.00763762886611503,0-2%,iucn180443
180445,199608.27,199466.27,199072.016292,64.84104,0.000325716498017937,0-2%,iucn180445
180446,17882605.15,16840983.01,16686572.356172,414718.95428,0.0248534537487925,2-5%,iucn180446
180447,875480.61,745154.37,720381.436,78624.440472,0.109142790947767,>10%,iucn180447
180448,4184640.35,3639210.65,3592877.579276,9033.97294,0.0025144115658459,0-2%,iucn180448
180450,427606.61,371311.5,363527.799772,4188.351048,0.0115214051047179,0-2%,iucn180450
180451,11011699.89,9583322.49,9394899.663524,184560.645224,0.0196447702300177,0-2%,iucn180451
180452,5558458.42,5291404.05,5260657.6718,43280.51128,0.00822720541425974,0-2%,iucn180452
180453,3677853.83,3139925.27,3082413.21096,142460.285276,0.0462171277911282,2-5%,iucn180453
180454,42664.53,42420.66,42340.68192,33.1008,0.000781772954496619,0-2%,iucn180454
180455,3982724.75,3270092.62,3201493.920476,37962.599904,0.0118577766652,0-2%,iucn180455
180456,228433.67,218884.2,214599.321752,2137.756348,0.00996161744849539,0-2%,iucn180456
180458,1572615.52,1287857.68,1271636.586572,1749.974728,0.00137615946763334,0-2%,iucn180458
180459,4202147.81,3958131.54,3937845.640648,73713.466628,0.0187192372060246,0-2%,iucn180459
180460,376535.14,373092.8,371177.526152,261.585916,0.000704746105487213,0-2%,iucn180460
180462,94094.57,93134.43,93411.31178,9.824628,0.000105175998632143,0-2%,iucn180462
180464,643324.09,504692.98,491789.49072,0,0,gap,iucn180464
180465,1455001.69,1397659.25,1387021.03884,9911.630404,0.00714598418225101,0-2%,iucn180465
180466,42661.3,39406.57,37519.937944,0,0,gap,iucn180466
180467,58192.35,58192.35,58192.35,0,0,gap,iucn180467
180468,6151530.47,6007118.5,5989313.256052,41516.563644,0.00693177362230117,0-2%,iucn180468
180469,4231872.63,3664079.83,3613282.00932,55639.57938,0.0153986263005447,0-2%,iucn180469
180470,150758.24,130774.71,128724.637036,112.201072,0.000871636343931746,0-2%,iucn180470
180471,827283.49,793833.81,786579.702448,55.253084,7.02447365830073e-05,0-2%,iucn180471
180473,138267.55,124263.83,122439.496772,1062.706484,0.00867944178159203,0-2%,iucn180473
180474,1531502.55,1344776.28,1315075.414744,1093.364004,0.000831407835430366,0-2%,iucn180474
180475,34220.5,32620.45,32162.278496,6460.743332,0.200879528258656,>10%,iucn180475
180476,16090439.79,14233933.28,13994000.53372,188277.153812,0.0134541336738073,0-2%,iucn180476
180477,27479534.23,24947252.45,24628981.52064,452601.638256,0.0183767906876987,0-2%,iucn180477
180478,1169629.97,1011341.52,985560.682344,1186.34968,0.00120373073038837,0-2%,iucn180478
180479,19231195.89,17526969.73,17313754.43606,425371.338116,0.0245684054077874,2-5%,iucn180479
180480,103390.67,103390.67,103390.67,1432.581088,0.0138559996564487,0-2%,iucn180480
180481,21859904.68,19312126.38,18988162.909204,427341.279572,0.0225056674316217,2-5%,iucn180481
180482,3188409.08,3185089.6,3183758.30358,9.1796,2.88325906827724e-06,0-2%,iucn180482
180483,30299638.35,27610040.17,27279815.986776,470198.091176,0.017236116673365,0-2%,iucn180483
180484,2927580.42,2578106.49,2514882.989232,80667.4821,0.0320760379092764,2-5%,iucn180484
180487,16795527.11,14539057.37,14246598.650748,190789.318708,0.0133919206531436,0-2%,iucn180487
180488,28706448.84,26007256.1,25663064.462812,491630.614932,0.0191571281615419,0-2%,iucn180488
180490,982669.78,834938.51,817147.65642,15619.806552,0.0191150356111059,0-2%,iucn180490
180491,6355779.46,5509799.33,5374756.463208,87969.361364,0.0163671343931915,0-2%,iucn180491
180492,4124308.39,3645715.13,3605269.950332,62564.8832,0.0173537305283446,0-2%,iucn180492
180493,3492831.25,3005910.49,2967321.843264,61331.012884,0.0206688105044032,2-5%,iucn180493
180494,34065548.68,30957340.34,30551999.97462,499193.946488,0.0163391577278963,0-2%,iucn180494
180495,369630.18,326223.15,324124.64578,29613.575708,0.0913647761549742,5-10%,iucn180495
180496,212994.14,173212.24,170422.424148,568.801208,0.00333759604021379,0-2%,iucn180496
180497,3568540.78,3139468.8,3099806.420736,58453.920748,0.0188572810085738,0-2%,iucn180497
180498,610030.11,500773.53,480278.213372,4082.841244,0.00850099198823668,0-2%,iucn180498
180499,9903263.83,8903570.97,8753713.646064,91098.249968,0.0104068117431464,0-2%,iucn180499
180500,19816768.47,18128287.81,17920206.054676,405751.575924,0.0226421266968705,2-5%,iucn180500
180504,10379442.62,9238347.12,9119207.940672,102564.689172,0.0112471049941254,0-2%,iucn180504
180505,237240.7,219238.4,213547.951124,253.740288,0.00118821223366672,0-2%,iucn180505
180506,3550843.77,2990633.75,2940919.90452,38016.573276,0.0129267625471782,0-2%,iucn180506
180508,2665764.77,2177351.31,2139105.12262,33084.453692,0.0154664926665585,0-2%,iucn180508
180509,3595384.23,3162669.31,3121384.297436,54961.88072,0.0176081749258325,0-2%,iucn180509
180510,1489065.32,1229138.77,1202695.318028,2984.595944,0.00248158939280956,0-2%,iucn180510
180511,1670536.87,1516583.04,1500541.539376,871.184712,0.000580580203305989,0-2%,iucn180511
180512,37707483.17,34069736.34,33596336.475144,672688.371196,0.0200226703793636,2-5%,iucn180512
180513,6958010.26,6038957.91,5900611.010736,89166.866548,0.0151114632680859,0-2%,iucn180513
180514,2047562.8,1730643.54,1694057.660952,27294.205152,0.0161117332550898,0-2%,iucn180514
180515,7483538.42,6442478.04,6328847.59858,62016.943644,0.00979908943579471,0-2%,iucn180515
180516,1109168.69,952119.32,919558.396712,4703.241404,0.00511467397918071,0-2%,iucn180516
180517,2975077.58,2724965.74,2705086.259472,16816.284596,0.00621654283190302,0-2%,iucn180517
180518,20904910.85,18762341.54,18492475.4882,447937.225904,0.0242226751193926,2-5%,iucn180518
180519,5136493.95,4438503.65,4378321.482828,65487.784212,0.0149572808823761,0-2%,iucn180519
180521,978385.62,835284.57,819923.115496,2559.771984,0.00312196587170433,0-2%,iucn180521
