iucn_sid,cellarea_tot,ocean_range,marine_range,mpa2015,pct2015,cat2015,speciesid
7854,805980.07,679942.92,659830.835104,13278.367156,0.020123896079981,2-5%,iucn7854
7855,2087200.32,1682961.2,1614559.046648,9026.612088,0.00559075997049487,0-2%,iucn7855
7858,24935085.24,22932479.15,22680677.42478,436503.624272,0.0192456167025723,0-2%,iucn7858
7859,6520626.79,5493565.88,5365021.827496,51117.467528,0.00952791417660604,0-2%,iucn7859
7860,1746862.85,1451386.83,1410952.819848,23351.975456,0.0165505005748638,0-2%,iucn7860
7861,8353754.56,6956604.44,6872881.154216,68725.779336,0.0099995588158602,0-2%,iucn7861
7862,3706481.16,3265478.92,3236916.302596,60588.17642,0.0187178693410789,0-2%,iucn7862
8005,285109619.71,278873742.54,278109405.999512,2212714.37998,0.00795627307903381,0-2%,iucn8005
8010,16642138.62,14072580.51,14096242.245968,374028.6803,0.0265339282465144,2-5%,iucn8010
8097,6691070.85,5229981.27,5076726.328924,50392.046912,0.00992609087964772,0-2%,iucn8097
8153,88444824.67,87386934.5,87219066.646796,874913.45908,0.0100312178600015,0-2%,iucn8153
8239,7504771.86,6779349.97,6685058.591252,35831.448548,0.0053599303669363,0-2%,iucn8239
8551,212673100.09,208588656.27,208065119.527636,1539951.539956,0.00740129601469052,0-2%,iucn8551
9249,233210898.71,228239480.12,227597349.811348,1692804.066976,0.0074377143160021,0-2%,iucn9249
9250,270832766.28,266309237.34,265768429.288512,2123787.861232,0.00799112169537062,0-2%,iucn9250
9461,245207467.8,238759829.68,237930860.01538,2188697.704532,0.00919888115560344,0-2%,iucn9461
9660,3577668.42,2834735.84,2766394.897572,35032.881164,0.0126637311234009,0-2%,iucn9660
10103,4045564.69,73076.65,64856.679804,945.66082,0.0145807775368371,0-2%,iucn10103
10310,5078057.82,917451.27,840765.17536,29735.279672,0.0353669259187239,2-5%,iucn10310
10340,22590592.87,21887535.19,21843175.702104,2579.271572,0.000118081345275795,0-2%,iucn10340
10708,93830128.2,92610324.26,92424215.707916,706840.171588,0.00764778111638831,0-2%,iucn10708
11048,245307584.87,240203513.93,239553530.067104,1882210.39758,0.00785715993019495,0-2%,iucn11048
11130,4694912.49,4063021.16,4013011.378476,64809.378956,0.0161498119102299,0-2%,iucn11130
11140,181828939.35,177506258.06,176961846.414484,1345512.716168,0.00760340572518954,0-2%,iucn11140
11141,11395384.2,10572935.65,10509136.481412,48882.528428,0.00465143149624718,0-2%,iucn11141
11142,14269189.6,13053759.29,12904642.297812,118082.488316,0.00915038833242368,0-2%,iucn11142
11143,2145975.12,1870235.85,1813936.442936,10272.359416,0.00566302058487417,0-2%,iucn11143
11144,63858957.57,63538815.49,63472094.064808,238434.548764,0.00375652563976457,0-2%,iucn11144
11145,16693839.26,15908993.51,15789673.402492,36111.745112,0.00228704826195459,0-2%,iucn11145
11146,9434389.47,8766334.01,8646425.155392,341662.222832,0.039514853444251,2-5%,iucn11146
11150,13158163.33,11613946.55,11393123.974812,118914.314628,0.0104373756391045,0-2%,iucn11150
11369,6052.58,5326.26,4895.326704,0,0,gap,iucn11369
11534,87713339.96,83160093.67,82569324.105244,1394825.23898,0.0168927777245958,0-2%,iucn11534
11696,22590592.87,21887535.19,21843175.702104,2579.271572,0.000118081345275795,0-2%,iucn11696
12125,10585275.2,10475626.23,10457316.296496,2351.72388,0.000224887897938786,0-2%,iucn12125
12137,358672.89,310752.01,303050.297112,3446.585708,0.0113729824416777,0-2%,iucn12137
12246,21677848.15,20977761.07,20934096.269288,2490.617532,0.000118974208390067,0-2%,iucn12246
12302,21097940.62,1856664.74,1791184.343436,46515.024644,0.0259688651335412,2-5%,iucn12302
12303,487174.34,375231.32,334947.304836,4121.530296,0.0123050110763483,0-2%,iucn12303
12305,326552.26,142255.21,101826.675216,8414.249688,0.0826330592661624,5-10%,iucn12305
12419,30183545.68,1703279.53,1549415.175068,40583.65628,0.0261928867956382,2-5%,iucn12419
12421,1216627.61,222144.9,198036.338524,2602.124204,0.013139629945666,0-2%,iucn12421
12427,5732525.6,574603.83,502637.717396,7177.064396,0.0142788019036494,0-2%,iucn12427
13006,355049693.23,347196775.49,346231628.044248,2559950.32862,0.00739375066073641,0-2%,iucn13006
13241,15486810.86,14787633.49,14713307.34002,138764.092232,0.00943119646896545,0-2%,iucn13241
13243,14226526.13,13965317.38,13928347.377308,9283.475092,0.000666516625448658,0-2%,iucn13243
13245,47777370.96,46489515.4,46345925.730796,142837.807352,0.00308199275555924,0-2%,iucn13245
13246,111336620.96,109000481.7,108673365.582704,1307620.258632,0.0120325734978444,0-2%,iucn13246
13247,95148917.14,94329210.61,94192938.486404,676632.238024,0.00718347095755662,0-2%,iucn13247
13248,65079211.53,64422235.8,64314141.01524,543291.631936,0.00844746774752477,0-2%,iucn13248
13249,88872498.11,88143711.69,88024816.90182,893176.45678,0.0101468709418188,0-2%,iucn13249
13250,38410634.96,37678726.81,37584354.201712,533985.072852,0.0142076426266672,0-2%,iucn13250
13251,22813082.11,22439660.21,22366352.511036,16802.091532,0.000751221797282749,0-2%,iucn13251
13252,8777909.55,8226586.12,8142772.615444,33888.2769,0.00416176141720153,0-2%,iucn13252
13581,11021722.14,10669826.32,10602321.025864,9517.54214,0.000897684772681593,0-2%,iucn13581
13583,72952645.05,71976105.2,71875370.623844,238899.966484,0.00332380848140972,0-2%,iucn13583
13653,572762.02,432390.66,405749.862448,5980.06838,0.0147383127721119,0-2%,iucn13653
13654,480624.22,465404.15,463727.58628,6524.81918,0.0140703709959155,0-2%,iucn13654
13704,4444097.99,3642887.81,3688533.49948,225493.674344,0.0611336929367158,5-10%,iucn13704
14048,335175.69,299273.9,299535.846664,2968.976144,0.00991192265321888,0-2%,iucn14048
14049,698027.16,572200.19,550483.70986,2949.153552,0.00535738569402905,0-2%,iucn14049
14050,1664973.48,1379826.82,1347011.448376,18100.99066,0.0134378892486943,0-2%,iucn14050
14051,175821.34,165869.24,163472.001016,11249.18296,0.0688141265175984,5-10%,iucn14051
14052,363126.84,282623.99,273379.742976,2496.700476,0.00913271937716023,0-2%,iucn14052
14053,462654.28,368512.07,355886.686744,2496.700476,0.00701543656730253,0-2%,iucn14053
14054,3256837.39,2662820.6,2588698.466496,14551.731952,0.00562125413227322,0-2%,iucn14054
14549,674674.85,556666.98,535510.529604,47158.85084,0.0880633493329685,5-10%,iucn14549
15106,8305743.79,6890924.08,6946111.429048,332332.425896,0.047844384486292,2-5%,iucn15106
15269,21677848.15,20977761.07,20934096.269288,2490.617532,0.000118974208390067,0-2%,iucn15269
15419,3555874.18,2715348.98,2621092.238256,14191.39166,0.00541430456085077,0-2%,iucn15419
15873,7791526.42,6497399.28,6383839.95318,59575.32876,0.00933220901478327,0-2%,iucn15873
16564,182020754.88,178036429.29,177529022.645892,1481738.1263,0.00834645571871111,0-2%,iucn16564
17013,10477351.63,8314007.13,8185134.29456,87705.710796,0.0107152439580974,0-2%,iucn17013
17026,973756.24,959196.61,955740.065304,109939.616788,0.115030875840735,>10%,iucn17026
17027,14479625.63,12057778.03,11806806.547664,98909.123968,0.0083772969065517,0-2%,iucn17027
17028,37132.87,21452.96,20510.412448,0,0,gap,iucn17028
17029,1748837.27,1322005.55,1245759.162424,10673.2631,0.00856767778390805,0-2%,iucn17029
17032,22678004.68,21911232.35,21807006.34638,26498.22628,0.00121512443565638,0-2%,iucn17032
17978,658160.85,529062.12,518085.992288,861.917712,0.00166365762601214,0-2%,iucn17978
18596,203853219.4,197362642.3,196523515.69856,1981538.484832,0.0100829586616566,0-2%,iucn18596
19950,3146281.15,2797645.33,2772264.421764,56826.065296,0.0204980682397682,2-5%,iucn19950
20047,447266.86,355113.45,342308.817776,3004.886864,0.00877829231371521,0-2%,iucn20047
20424,18219581.63,15511311.65,15192748.236436,249395.625228,0.0164154385596865,0-2%,iucn20424
20724,56463.64,56404.14,56333.9623,1.190004,2.11240955085455e-05,0-2%,iucn20724
20729,216130012.33,211546211.15,210980545.636848,1586266.093508,0.00751854199978406,0-2%,iucn20729
20730,31353676.94,30313932.71,30203035.098316,77606.985664,0.00256950950165691,0-2%,iucn20730
20731,523331296.48,511632755.98,510165112.49072,4475455.36168,0.00877256255299388,0-2%,iucn20731
20732,50196158.6,49041366.53,48913790.878912,189959.742596,0.00388356206261446,0-2%,iucn20732
20733,204874496.75,200341880.47,199775814.5402,1586987.372412,0.00794384133066647,0-2%,iucn20733
20738,216327044.98,211014399.73,210367559.092128,1590564.599184,0.00756088346534187,0-2%,iucn20738
21341,2710918.56,2321996.65,2273815.126876,12356.439292,0.00543423216159906,0-2%,iucn21341
21342,1722692.52,1510905,1480891.457324,10874.368856,0.00734312349647164,0-2%,iucn21342
21343,2252256.19,1901435.85,1860313.002044,11428.916464,0.00614354490424063,0-2%,iucn21343
21500,58534268.69,58033453.99,57944880.05244,302257.9643,0.00521630149249523,0-2%,iucn21500
21689,55095.26,55034,54992.348912,0,0,gap,iucn21689
21856,204731597.88,203132600.38,202901087.73508,1979123.0619,0.00975412741248615,0-2%,iucn21856
21857,216000158.07,213331613.31,212935076.9298,1895724.230764,0.00890282736925011,0-2%,iucn21857
21858,68528535.07,67944381.52,67860913.81294,694087.789748,0.0102280937692833,0-2%,iucn21858
21859,224646258.01,223560945.19,223375656.85986,1879335.3665,0.00841334007885669,0-2%,iucn21859
21860,34222672.26,32860069.67,32717784.218776,188015.47814,0.00574658347529849,0-2%,iucn21860
21994,4629027.53,4102574.69,4025136.513428,80680.256948,0.0200441045114489,2-5%,iucn21994
22102,1807204.96,1266.58,2926.324624,0,0,gap,iucn22102
22103,3223257.97,2334573.56,2281545.928784,51770.76074,0.0226910885671245,2-5%,iucn22103
22104,1451450.9,550852.36,512975.297264,3467.419944,0.00675942869470284,0-2%,iucn22104
22563,528265448.38,514858633.14,513257279.144552,4350059.101824,0.00847539680114086,0-2%,iucn22563
22823,23978557.1,15992118.49,16025368.787156,397948.055904,0.0248323805329801,2-5%,iucn22823
23148,274539738.52,271104731.61,270684977.474508,1945155.67684,0.00718604961009773,0-2%,iucn23148
23211,599622447.74,586325144.54,584579052.083872,4574782.96516,0.00782577300512581,0-2%,iucn23211
31382,11610387.61,9854232.52,9606269.21538,112152.650116,0.0116749434771659,0-2%,iucn31382
33705,9103795.92,7649905.79,7436485.2003,103244.601868,0.013883521460358,0-2%,iucn33705
34364,6522501.33,5400336.19,5220497.09798,96419.80106,0.0184694674185928,0-2%,iucn34364
39303,5050670.29,4388069.18,4334318.993172,64113.295264,0.014792011239828,0-2%,iucn39303
39773,17523959.69,15564306.73,15310197.41036,169992.650428,0.0111032304725849,0-2%,iucn39773
39774,14104531.73,12516558.31,12306193.55732,191214.679504,0.0155380848361727,0-2%,iucn39774
40635,111204394.39,108452757.52,108080013.617572,882753.217004,0.00816758980182511,0-2%,iucn40635
40711,49437.72,49437.72,49437.72,0,0,gap,iucn40711
41664,12262772.48,11960695.26,11917057.245424,725543.997756,0.060882815515097,5-10%,iucn41664
41665,3153763.12,2735471.44,2657986.425592,10668.603936,0.00401379173094303,0-2%,iucn41665
41666,2476332.09,2006474.33,1920271.46808,10211.09498,0.00531752679229758,0-2%,iucn41666
41668,166885.22,157953.41,154725.547536,102.611972,0.000663187001979264,0-2%,iucn41668
41670,8708301.41,8211255.11,8181301.939848,42157.547084,0.00515291421756074,0-2%,iucn41670
41671,11225434.88,9627253.49,9585912.5333,313521.127964,0.0327064457217688,2-5%,iucn41671
41672,21246389.2,18443290.81,18460008.523236,414363.6676,0.0224465588452157,2-5%,iucn41672
41711,6754146.17,6335884.79,6284158.205216,29916.557064,0.00476063079366279,0-2%,iucn41711
41712,17395698.57,16592652.57,16523945.560104,133884.16914,0.0081024334444223,0-2%,iucn41712
41714,26325915.5,23537091.52,23191542.924916,524688.077348,0.0226241125502822,2-5%,iucn41714
41715,47918624.33,47656803.33,47615257.172164,246230.638928,0.00517125504620706,0-2%,iucn41715
41754,1661817.86,1236643.35,1200897.27628,11302.468296,0.00941168617769829,0-2%,iucn41754
41755,717164011.42,700636343.06,698654344.833188,5125456.918848,0.00733618413275847,0-2%,iucn41755
41759,75965.39,65574.37,62782.636556,433.16092,0.0068993744729665,0-2%,iucn41759
41760,26538777.74,26321837.03,26284998.407032,59516.673624,0.00226428294582196,0-2%,iucn41760
43974,2103214.36,1799625.93,1760011.040976,11819.671448,0.00671568028428134,0-2%,iucn43974
44166,5943752.28,776323.51,690507.256848,9285.843208,0.0134478575220015,0-2%,iucn44166
44671,314353.44,269693.21,259929.464812,25936.825908,0.099784093068323,5-10%,iucn44671
44672,1717211.24,1388719.95,1371666.416668,2896.491916,0.00211165913286413,0-2%,iucn44672
44673,21032816.57,19144245.31,18903854.029072,429911.584876,0.0227420072232278,2-5%,iucn44673
44674,18547330.31,15956088.4,15644293.963036,205545.36276,0.0131386793961848,0-2%,iucn44674
44675,429178.44,414098.59,412290.78728,4279.952592,0.0103809076604308,0-2%,iucn44675
44676,173915.43,173243.94,172809.968216,41.617136,0.000240826015013101,0-2%,iucn44676
44677,262643.68,217287.26,213360.573364,2419.52492,0.0113400750750337,0-2%,iucn44677
44678,323669.24,276111.79,271863.040292,2857.478584,0.0105107284202033,0-2%,iucn44678
44681,5012991.34,4336064.9,4289409.925988,65211.272532,0.0152028539256433,0-2%,iucn44681
44682,4413252.98,3838375.17,3807515.312424,62361.025504,0.0163784043889501,0-2%,iucn44682
44683,4013669.47,3522522.97,3492980.095248,49876.927992,0.0142791904425263,0-2%,iucn44683
44684,11827750.42,10710295.67,10549904.806048,394600.600484,0.037403238013843,2-5%,iucn44684
44686,254975.54,230337.26,223273.99366,3795.154664,0.0169977461404629,0-2%,iucn44686
61336,2254608.56,1909664.44,1866896.943416,11859.72878,0.00635264245400679,0-2%,iucn61336
61337,1143204.05,995007.19,975979.905772,80773.542492,0.0827614810656456,5-10%,iucn61337
61338,19999611.74,17640974.79,17363510.504872,187443.237108,0.0107952385006134,0-2%,iucn61338
61339,22348562.62,20747108.11,20554017.314684,459389.927512,0.0223503717292194,2-5%,iucn61339
63571,20161562.46,18616065.27,18429063.671184,414891.055648,0.0225128667983676,2-5%,iucn63571
63852,497463.4,314517.53,293339.111736,107654.246444,0.366995883388666,>10%,iucn63852
64396,1972214.52,1696413.3,1658605.952356,15199.605276,0.00916408460635838,0-2%,iucn64396
64397,92790.51,92558.25,92252.997536,19.748756,0.000214071699863123,0-2%,iucn64397
64398,63872.37,63841.95,63863.853156,0,0,gap,iucn64398
64399,118467.55,102011.89,100085.671192,2527.859352,0.0252569555850873,2-5%,iucn64399
64400,4709761.06,4075586.93,4025742.568248,63299.754812,0.0157237462999399,0-2%,iucn64400
64401,425501.76,370447.07,366569.985472,475.690108,0.00129767882492478,0-2%,iucn64401
64402,231947.29,195187.43,195185.612676,52.570384,0.000269335343313775,0-2%,iucn64402
64404,24389.55,19046.96,18944.438136,1.089156,5.74921247165564e-05,0-2%,iucn64404
64405,79578.26,79578.26,79578.26,0,0,gap,iucn64405
64406,580121.36,552508.19,547613.307908,22702.525856,0.0414572208676383,2-5%,iucn64406
64407,1902445.22,1900361.06,1899776.450056,147.01304,7.73843890925516e-05,0-2%,iucn64407
64408,458863.09,399060.91,396278.869232,53996.687716,0.13625931612414,>10%,iucn64408
64409,760989.84,749969.1,746091.181452,2108.459168,0.0028260073573,0-2%,iucn64409
64410,3668694.33,3217391.56,3172640.69776,55809.558028,0.0175908851157976,0-2%,iucn64410
64411,14485740.01,13410699.77,13264953.254324,377064.619836,0.0284256274867073,2-5%,iucn64411
64412,18709962.7,17551252.58,17402407.89384,424112.45092,0.0243709062278746,2-5%,iucn64412
132722,3761767.56,3128592.52,3050354.035284,15246.17164,0.00499816462733334,0-2%,iucn132722
132723,13736887.77,12739591.96,12602887.443588,483949.1025,0.0383998591327752,2-5%,iucn132723
132724,5064556.46,4359280.23,4304447.577628,64280.056248,0.0149334043657751,0-2%,iucn132724
132725,12828638.97,11830678.18,11684614.088252,85848.826748,0.00734716834459381,0-2%,iucn132725
132726,5823909.18,5214441.62,5144330.18858,12908.233032,0.00250921549721969,0-2%,iucn132726
132727,4182199.3,3643594.48,3599159.90148,53087.741464,0.0147500369300541,0-2%,iucn132727
132728,954254.76,751712.7,735691.8658,2668.4923,0.00362718744633428,0-2%,iucn132728
132729,2361358.03,1955427.81,1926995.081972,30537.14214,0.0158470265055112,0-2%,iucn132729
132730,1724813.92,1414720.46,1355896.173488,5425.241268,0.00400122175582496,0-2%,iucn132730
132731,5608132.74,5599521.96,5599614.351348,45317.202812,0.00809291497031233,0-2%,iucn132731
132732,22846974.67,20880135.02,20632074.300472,523322.431192,0.0253645088501852,2-5%,iucn132732
132733,1278248.97,1063326.63,1024808.185956,16668.318936,0.0162648182990955,0-2%,iucn132733
132734,3763267.12,3135229.32,3013421.84124,31221.018208,0.0103606530558472,0-2%,iucn132734
132735,3517215.78,2921809.04,2846728.310904,14209.650848,0.00499157253383538,0-2%,iucn132735
132736,8505914.17,7329221.7,7200190.455896,216661.158192,0.0300910315524478,2-5%,iucn132736
132737,19742515.79,18282655.18,18071317.398568,180420.136648,0.00998378439539205,0-2%,iucn132737
132738,25116524.67,23308624.67,23079739.68566,468961.489868,0.0203191845425959,2-5%,iucn132738
132739,11077456.89,9668916.62,9476952.781664,103069.45618,0.0108758013841135,0-2%,iucn132739
132740,5255243.09,4619229.33,4562930.095484,19985.359152,0.00437993980485912,0-2%,iucn132740
132741,18942474.99,17486318.09,17318852.715192,375485.627268,0.0216807448762831,2-5%,iucn132741
132742,1184375.41,1006819.87,967093.985132,3507.239244,0.00362657538762512,0-2%,iucn132742
132743,8421665.64,7297579.19,7142483.836296,40748.58016,0.00570509938754467,0-2%,iucn132743
132744,1953228.05,1639846.1,1579524.105372,15141.389184,0.00958604501982829,0-2%,iucn132744
132745,11374934.81,10415959.62,10302228.179716,71731.033408,0.00696267177902649,0-2%,iucn132745
132746,11835919.76,10962103.69,10835025.878572,96387.991152,0.00889596316909798,0-2%,iucn132746
132747,15995140.53,14891493.51,14732420.314876,96128.477628,0.00652496165419165,0-2%,iucn132747
132748,4754973.27,4330839.99,4272405.085188,10911.37862,0.00255391949088083,0-2%,iucn132748
132749,1321830.12,1104499.35,1076054.75754,8321.16136,0.00773302780522364,0-2%,iucn132749
132750,1668175.88,1397982.14,1347052.314372,16672.022244,0.0123766702051008,0-2%,iucn132750
132751,18029662.53,16344074.7,16128691.330652,412967.686796,0.0256045377972588,2-5%,iucn132751
132752,1645040.31,1437761.41,1402701.786384,19947.23726,0.0142205830587994,0-2%,iucn132752
132753,1428026.47,1145463.01,1111643.488112,3923.750072,0.00352968385454589,0-2%,iucn132753
132754,1575838.63,1316075.04,1265993.248768,7015.603172,0.00554158024051647,0-2%,iucn132754
132755,3398304.67,2937096.27,2888690.655628,91771.045564,0.0317690803565981,2-5%,iucn132755
132756,9375650.14,8826878.73,8755640.294112,7155.723928,0.000817270203849293,0-2%,iucn132756
132757,21955740.78,20241175.35,20022228.03148,468445.98722,0.023396296680044,2-5%,iucn132757
132758,18819611.06,17731726.92,17620409.057276,451967.838184,0.0256502466381374,2-5%,iucn132758
132759,1528286.58,1196532.71,1167496.07966,5544.499124,0.0047490515990552,0-2%,iucn132759
132760,563966.44,486449.94,477514.978716,876.650292,0.00183585925274479,0-2%,iucn132760
132761,4163267.85,3644281.02,3600491.797876,61966.23342,0.0172104914824567,0-2%,iucn132761
132762,4156696.35,3491697.16,3406759.095888,36884.829816,0.0108269557012471,0-2%,iucn132762
132763,12375118.49,10876701.3,10688869.597236,150817.921468,0.014109810218566,0-2%,iucn132763
132764,3591837.59,3134048.29,3103040.7615,49523.268404,0.0159595932539605,0-2%,iucn132764
132765,1468354.49,1288578.85,1248103.75356,3471.123252,0.00278111754900121,0-2%,iucn132765
132766,18857647.99,17479443.69,17298045.572752,161856.319464,0.00935691369196976,0-2%,iucn132766
132767,1626681.01,1398036.23,1349023.258684,16534.353228,0.0122565368102916,0-2%,iucn132767
132768,57344.13,57344.13,57341.713456,741.619712,0.0129333371345638,0-2%,iucn132768
132769,2425233.99,2058396.78,2007236.44908,9611.042216,0.00478819633850568,0-2%,iucn132769
132770,4121162.82,3599306.8,3555113.42882,61824.02094,0.0173901683245365,0-2%,iucn132770
132771,4975036.83,4309306.25,4265438.627452,64994.265844,0.0152374167162323,0-2%,iucn132771
132772,9406913.74,8468850.64,8366642.160296,135301.596588,0.0161715529355463,0-2%,iucn132772
132773,5810143.21,5047375.94,4976308.812012,151348.095472,0.0304137265570558,2-5%,iucn132773
132774,20128909.42,17732420.25,17437203.383568,153611.305568,0.00880940034872542,0-2%,iucn132774
132775,3212238.14,2873468.74,2826759.2287,7042.400264,0.00249133360651969,0-2%,iucn132775
132776,8043345.51,7236862.15,7126505.507292,88785.256312,0.0124584561425165,0-2%,iucn132776
132777,1259406.32,1044423.74,1014797.893452,1878.672556,0.00185127754809324,0-2%,iucn132777
132778,15789186.18,15031043.66,14929850.06612,367059.044392,0.0245855814202019,2-5%,iucn132778
132779,576611.09,445673.02,432209.403556,2667.281784,0.00617127198541947,0-2%,iucn132779
132780,9189894.33,7876336.51,7704836.169904,109609.044956,0.0142260059187431,0-2%,iucn132780
132781,27115419.32,24996560.31,24731681.63006,497482.31606,0.0201151835730951,2-5%,iucn132781
132782,3451309.35,3026164.93,2962399.100456,79659.589736,0.0268902288431488,2-5%,iucn132782
132783,17840135.4,16814015.15,16670239.63994,405126.056316,0.0243023534793923,2-5%,iucn132783
132784,2333327.21,2092042.9,2059375.637732,39090.843208,0.0189818906719956,0-2%,iucn132784
132785,5741032.02,4838929.69,4712230.529976,24764.54906,0.00525537723642017,0-2%,iucn132785
132786,1560634.25,1389903.37,1379467.838824,4230.862132,0.00306702484315026,0-2%,iucn132786
132787,22998221.09,20919457.21,20656694.036468,381043.637572,0.0184464966610481,0-2%,iucn132787
132788,24719604.76,22945348.07,22716199.804848,499306.45728,0.0219801930591155,2-5%,iucn132788
132789,10350835.91,9170100.5,9015089.64404,150401.03344,0.0166832543411737,0-2%,iucn132789
132790,1823778.94,1561673.83,1528581.11772,25150.6166,0.0164535701170469,0-2%,iucn132790
132791,2727966.76,2555894.59,2527969.123736,65848.855748,0.0260481250066394,2-5%,iucn132791
132792,4635193.49,3955577.63,3854145.172888,28407.2547,0.00737057205313151,0-2%,iucn132792
132793,1631138.51,1298438.35,1272354.976088,3802.1193,0.00298825357031262,0-2%,iucn132793
132794,4097880.9,3875716.49,3846929.296256,10244.637312,0.00266306878111083,0-2%,iucn132794
132795,523240.54,443339.01,440446.936192,36267.352352,0.0823421605916003,5-10%,iucn132795
132796,3760026.99,3064489.86,2979128.609448,21567.005084,0.00723936691272826,0-2%,iucn132796
132797,324692.61,279086.07,274703.39396,993.161716,0.00361539659806539,0-2%,iucn132797
132798,3278386.75,2816032.57,2753787.051752,10903.134784,0.00395932386168468,0-2%,iucn132798
132799,14622670.23,12765220.19,12514420.755296,198419.630844,0.015855278859793,0-2%,iucn132799
132800,16667480.49,15737818.77,15606295.286048,358192.12948,0.0229517718917073,2-5%,iucn132800
132801,2847147.45,2568185.18,2545327.680588,4215.23052,0.00165606595651615,0-2%,iucn132801
132802,5018619.27,4455625.87,4385588.694656,16050.016988,0.0036597177951406,0-2%,iucn132802
