"","X.1","X","am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area"
"1580",1580,1598,"Fis-35803","Chaetodon lunulatus","LC",165704,"LC","Decreasing",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,-0.5,23966355.3145383,7910426.9886088,23267999.7224645,30.0775387693847,2.91395697848924,67.0085042521261,91.1675511751327,"AM",16.9921615428903
"1581",1581,1599,"Fis-35827","Scarus ferrugineus","LC",190759,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,12873481.0294328,12265008.7858012,1725463.42714999,9.01887671871359,86.1570729433698,4.82405033791657,65.1515151515152,"IUCN",16.3706800192576
"1582",1582,1600,"Fis-35891","Ecsenius axelrodi",NA,48342493,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342493,"iucn",0,0,1984361.6454316,776671.463098572,1684677.92713979,24.031007751938,15.1937984496124,60.7751937984496,61.2648221343874,"AM",14.5008078311793
"1583",1583,1601,"Fis-4576","Acanthurus tennentii","LC",177997,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177997,"iucn",0,0,7900540.66345835,3501410.01731161,6799762.60319506,30.2937809996185,14.1549027088897,55.5513162914918,68.1545064377682,"AM",15.8824417535079
"1584",1584,1602,"Fis-46974","Halichoeres zeylonicus","LC",187534,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,16459804.6024356,12873919.8416932,5829285.00922845,13.4874408445577,64.7797597378959,21.7327994175464,38.2945736434108,"IUCN",16.6164318820878
"1585",1585,1603,"Fis-47531","Oxycheilinus arenatus","LC",187718,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,13187711.1640998,7675862.5890195,8530256.12937117,22.7157652474108,35.0978135788262,42.1864211737629,39.2914012738853,"AM",16.3947959815159
"1586",1586,1604,"Fis-47538","Oxycheilinus orientalis","LC",187423,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,17319114.871788,6117271.82403743,14858877.0554845,20.9852734922861,14.3934081346424,64.6213183730715,59.3161546085233,"AM",16.6673213553925
"1587",1587,1605,"Fis-47564","Oxycheilinus celebicus","LC",187762,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,17008546.3710753,10401050.8799036,11846823.0717038,30.5265023931927,30.8810494593157,38.5924481474916,49.7113163972286,"AM",16.6492265034056
"1588",1588,1606,"Fis-47651","Naso caesius","LC",178013,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178013,"iucn",0,0,11515517.6644838,4036519.67512283,8983915.40036707,13.0693581780538,21.8685300207039,65.0621118012422,37.4074074074074,"AM",16.2592060458916
"1589",1589,1608,"Fis-47953","Blenniella gibbifrons",NA,48342422,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342422,"iucn",0,0,14295743.3494019,6927244.91986336,8836632.90130877,10.2053515868077,38.6849201410496,51.1097282721427,20.8739923631735,"AM",16.4754723830443
"1590",1590,1609,"Fis-47995","Istiblennius bellus",NA,48342134,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342134,"iucn",0,0,10888027.2151165,8772576.54813865,3000931.7430222,8.23464610300193,72.1013494904985,19.6640044064996,29.5162882527147,"IUCN",16.2031743228618
"1591",1591,1610,"Fis-48603","Coris gaimard","LC",187436,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,23163134.4406536,11397741.2126968,18228469.9838748,27.7828054298643,21.3962508080155,50.8209437621202,56.4931650893796,"AM",16.9580725400545
"1592",1592,1611,"Fis-49074","Lipophrys trigloides",NA,185127,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185127,"iucn",0,0,2836644.44861305,1556797.36574376,2490688.87498544,43.3962264150943,11.2349914236707,45.368782161235,79.4348508634223,"AM",14.8581323793994
"1593",1593,1612,"Fis-49127","Parablennius incognitus",NA,185181,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185181,"iucn",0,0,3426469.4831678,1978776.45572978,2728634.397893,38.3561643835616,19.1059841384283,42.5378514780101,66.7503136762861,"AM",15.0470409838448
"1594",1594,1613,"Fis-49130","Parablennius parvicornis","LC",155013,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",155013,"iucn",0,NA,2114147.86865896,303779.629846183,1983035.50651667,8.20793433652531,6.56634746922025,85.2257181942544,55.5555555555556,"AM",14.5641623902977
"1595",1595,1614,"Fis-49149","Parablennius ruber",NA,185162,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185162,"iucn",0,0,1435820.36169811,1033010.02729857,592291.25672422,14.951768488746,56.7524115755627,28.2958199356913,34.5724907063197,"IUCN",14.1772469244546
"1596",1596,1615,"Fis-49160","Symphodus melanocercus","LC",187756,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,2420446.72928091,1317670.22970989,2201263.53129001,45.2429149797571,9.41295546558704,45.3441295546559,82.7777777777778,"AM",14.699462679973
"1597",1597,1616,"Fis-49220","Thunnus thynnus","EN",21860,"EN","Decreasing",NA,NA,"EN","iucn","TUNAS_BILLFISHES",21860,"iucn",0.6,-0.5,77547353.2645144,75308201.5478258,34299556.1823311,41.8833101805914,54.0087318912483,4.10795792816035,91.0679611650485,"IUCN",18.1663993175978
"1598",1598,1617,"Fis-50498","Alloblennius parvus",NA,48320397,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48320397,"iucn",0,NA,2882777.49202368,1763738.95376486,1886142.278423,26.5284974093264,34.8186528497409,38.6528497409326,43.2432432432432,"AM",14.8742647943232
"1599",1599,1618,"Fis-50524","Hirculops cornifer",NA,46079775,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079775,"iucn",0,0,4015644.16851495,2429498.54213567,3081089.6190985,37.2363636363636,23.2,39.5636363636364,61.6125150421179,"AM",15.2057083329708
"1600",1600,1619,"Fis-50534","Omobranchus banditus",NA,48342381,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342381,"iucn",0,0,1284257.07610569,1160757.12810156,245719.647153382,9.97732426303855,79.8185941043084,10.2040816326531,49.438202247191,"IUCN",14.0656909582273
"1601",1601,1620,"Fis-50545","Parablennius cornutus",NA,48342109,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342109,"iucn",0,0,726764.576711678,335681.168194305,647219.554396402,35.4243542435424,10.3321033210332,54.2435424354244,77.4193548387097,"AM",13.4963578756148
"1602",1602,1621,"Fis-50553","Parablennius pilicornis",NA,198774,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",198774,"iucn",0,0,10947392.020698,7565164.78510329,5349301.80416522,17.806484295846,49.6960486322188,32.4974670719352,35.3977844914401,"IUCN",16.2086118142337
"1603",1603,1622,"Fis-50562","Scartella emarginata",NA,48342462,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342462,"iucn",0,0,4600975.79168262,3862955.88108988,967304.784850256,5.08259212198221,78.271918678526,16.6454891994917,23.3918128654971,"IUCN",15.3417789675899
"1604",1604,1623,"Fis-50786","Blenniella periophthalmus",NA,46079476,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079476,"iucn",0,0,17984790.2033666,9926312.69633902,13449185.9389155,29.8307357130887,25.5069549187196,44.6623093681917,53.9067231980618,"AM",16.7050369699544
"1605",1605,1624,"Fis-51787","Acanthurus gahhm","LC",154818,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",154818,"iucn",0,NA,1172038.5596763,226320.339829426,1166645.87863505,19.0954773869347,0.50251256281407,80.4020100502513,97.4358974358974,"AM",13.9742551493256
"1606",1606,1625,"Fis-51943","Centrolabrus trutta","LC",187455,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,785630.572684812,88227.0531260107,785630.572684812,11.5646258503401,0,88.4353741496599,100,"AM",13.5742419516155
"1607",1607,1626,"Fis-52009","Lappanella fasciata","LC",187678,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,2229390.13576545,1411091.82082792,1601453.64892637,35.8469945355191,26.9945355191257,37.1584699453552,57.0434782608696,"AM",14.6172386243138
"1608",1608,1627,"Fis-52010","Salarias segmentatus",NA,48342359,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342359,"iucn",0,0,9445153.81356278,5430746.61245831,6751762.66200272,28.7883683360258,28.9176090468498,42.2940226171244,49.8880179171333,"AM",16.0610123439691
"1609",1609,1628,"Fis-52266","Ophioblennius atlanticus",NA,185129,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185129,"iucn",0,NA,4671094.60928721,3820372.60261395,1344191.09240094,10.1385390428212,72.4181360201511,17.4433249370277,36.7579908675799,"IUCN",15.35690399389
"1610",1610,1629,"Fis-53116","Arothron inconditus",NA,193786,"VU","Unknown",NA,NA,"VU","iucn","PUFFERFISH",193786,"iucn",0.4,NA,245781.745059833,139112.576517565,166175.865701755,24.468085106383,31.9148936170213,43.6170212765958,43.3962264150943,"AM",12.4121992059022
"1611",1611,1630,"Fis-53989","Bodianus cylindriatus","LC",187583,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,8235749.89843735,7473224.83131995,1288986.88264859,6.56077348066298,83.9779005524862,9.46132596685083,40.948275862069,"IUCN",15.9239949797961
"1612",1612,1631,"Fis-53996","Labroides rubrolabiatus","LC",187755,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4801541.90742715,680652.043766265,4666116.81590614,11.3032736256949,2.90302655960469,85.7936998147004,79.5652173913043,"AM",15.3844476550086
"1613",1613,1632,"Fis-54335","Praealticus tanegasimae",NA,48342316,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342316,"iucn",0,0,3448632.64140647,2610165.41489476,1235761.27764096,12.323064113239,62.1981681931724,25.4787676935887,32.5991189427313,"IUCN",15.0534883746215
"1614",1614,1634,"Fis-55125","Takifugu poecilonotus","DD",21342,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",21342,"iucn",0,NA,2218377.65539287,1249397.66329005,1726562.64047183,34.777376654633,20.8182912154031,44.4043321299639,62.5541125541125,"AM",14.6122867008352
"1615",1615,1635,"Fis-5681","Chlorurus gibbus","LC",190753,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,13090338.2580034,12805169.9405604,644234.473124655,2.83493369913123,94.9016918152721,2.26337448559671,55.6053811659193,"IUCN",16.3873849784998
"1616",1616,1636,"Fis-5683","Chlorurus microrhinos","LC",190728,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,21611748.1820154,8613265.39919421,18745020.3778366,26.4187595393368,13.2510059664215,60.3302344942417,66.5967121371109,"AM",16.8887476221114
"1617",1617,1637,"Fis-56917","Omobranchus zebra",NA,172376,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",172376,"iucn",0,0,6073478.13611014,5469792.3222972,1464026.36448167,14.3360160965795,75.6036217303823,10.0603621730382,58.7628865979381,"IUCN",15.6194420032329
"1618",1618,1638,"Fis-57938","Halichoeres cosmetus","LC",187467,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5143646.71075925,2792147.03753546,3442020.31989516,21.2952158693116,33.022170361727,45.6826137689615,39.2051557465091,"AM",15.4532728626731
"1619",1619,1639,"Fis-57950","Chlorurus strongylocephalus","LC",190742,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,13848325.8692403,10599934.093147,5077177.31033443,13.1877729257642,63.3842794759825,23.4279475982533,36.0166964818128,"IUCN",16.4436749074244
"1620",1620,1640,"Fis-57962","Aspidontus taeniatus",NA,48342346,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342346,"iucn",0,0,20996314.5038572,9939157.46383705,17233013.9222377,29.2955326460481,18.0412371134021,52.6632302405498,61.8874773139746,"AM",16.8598574804695
"1621",1621,1641,"Fis-58068","Chaetodon gardineri","LC",165649,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,5408352.89156836,4726930.13025096,1632241.04888041,17.819590481461,69.5074709463199,12.6729385722191,58.4392014519056,"IUCN",15.5034551481944
"1622",1622,1642,"Fis-58074","Pomacanthus rhomboides","LC",165842,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,1477617.04640756,1299559.94605469,274406.837600648,7.10059171597633,79.4871794871795,13.4122287968442,34.6153846153846,"IUCN",14.2059412443515
"1623",1623,1643,"Fis-58081","Chelmonops curiosus","LC",165706,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,888180.878808246,468511.249165053,854257.295247978,49.1279069767442,4.06976744186047,46.8023255813954,92.3497267759563,"AM",13.6969306935835
"1624",1624,1644,"Fis-58115","Ecsenius nalolo",NA,48342458,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342458,"iucn",0,0,4792027.88282182,2547185.85476461,3810975.38903693,32.6113861386139,20.7920792079208,46.5965346534653,61.0660486674392,"AM",15.3824642373794
"1625",1625,1645,"Fis-58516","Chlorurus japanensis","LC",190719,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,13949611.3263647,7608366.18895005,10137339.1953806,27.0657124268055,27.6078941661245,45.3263934070701,49.5041650138834,"AM",16.4509622039342
"1626",1626,1646,"Fis-58535","Coris batuensis","LC",187417,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,19478903.0117388,11598336.4315222,13573012.4182069,28.9810390010791,30.7383998766764,40.2805611222445,48.5286525554982,"AM",16.7848425410272
"1627",1627,1647,"Fis-58538","Halichoeres vrolikii","LC",187473,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,9564558.73404159,8380845.67152401,2448622.0269056,13.0948578728841,74.6406898754392,12.2644522516768,51.6372795969773,"IUCN",16.0735750263936
"1628",1628,1648,"Fis-58548","Entomacrodus vermiculatus",NA,172447,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",172447,"iucn",0,0,4895331.34689918,2872831.74507952,2896531.41438263,17.8065311152187,41.0351201478743,41.158348736907,30.261780104712,"AM",15.4037925225443
"1629",1629,1649,"Fis-58702","Bodianus opercularis","LC",187378,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,3484823.15657416,2603162.34225172,1661129.90523658,22.7040816326531,51.7006802721088,25.5952380952381,47.0070422535211,"IUCN",15.0639278567211
"1630",1630,1650,"Fis-58709","Oxycheilinus mentalis","LC",187735,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2460086.64450392,1943491.07030017,1016596.54851421,20,59.5321637426901,20.4678362573099,49.4219653179191,"IUCN",14.7157071286313
"1631",1631,1651,"Fis-58778","Thalassoma rueppellii","LC",187524,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,994836.686629503,754054.71535711,632119.208216002,39.0804597701149,37.0689655172414,23.8505747126437,62.1004566210046,"IUCN",13.8103338686286
"1632",1632,1652,"Fis-58799","Salarias alboguttatus",NA,48342516,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342516,"iucn",0,0,12854926.8931389,9075683.60672058,6019908.06508024,17.3730787144853,53.2370749883559,29.3898462971588,37.1513944223108,"IUCN",16.3692377116289
"1633",1633,1653,"Fis-59174","Aidablennius sphynx",NA,185168,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185168,"iucn",0,0,2911590.65226178,1627473.59044392,2471943.19808152,41.1960132890365,14.7840531561462,44.0199335548173,73.5905044510386,"AM",14.8842101057051
"1634",1634,1654,"Fis-59414","Chaetodon zanzibarensis","LC",165612,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,3496924.25437857,1535445.92377962,2982730.42515793,29.2307692307692,14.6153846153846,56.1538461538462,66.6666666666667,"AM",15.0673943556389
"1635",1635,1655,"Fis-59453","Centropyge vrolikii","LC",165860,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,19199676.1345558,9066157.43188782,15540778.6277656,27.8832574925467,19.1275694335478,52.9891730739055,59.3124165554072,"AM",16.7704039688639
"1636",1636,1656,"Fis-59583","Blenniella cyanostigma",NA,48342298,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342298,"iucn",0,0,4854917.87965079,2821435.19459129,3176934.11921572,23.5074626865672,34.7014925373134,41.7910447761194,40.3846153846154,"AM",15.3955027449715
"1637",1637,1657,"Fis-59608","Pereulixia kosiensis",NA,46080027,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46080027,"iucn",0,0,2078167.06473071,1339016.01560388,1313453.51786111,27.9266572637518,35.966149506347,36.1071932299013,43.7086092715232,"AM",14.5469968442964
"1638",1638,1658,"Fis-59731","Parablennius zvonimiri","DD",154972,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",154972,"iucn",0,0,2135255.69063447,1402636.37049195,1454194.53943184,34.3784994400896,30.9070548712206,34.7144456886898,52.6586620926244,"AM",14.5740969588953
"1639",1639,1659,"Fis-60581","Torquigener flavimaculosus",NA,193703,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193703,"iucn",0,NA,4992723.24144166,3465537.35266196,3103707.29305273,31.0763888888889,39.0625,29.8611111111111,50.997150997151,"IUCN",15.4234920586338
"1640",1640,1660,"Fis-61198","Scartichthys viridis","LC",183260,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183260,"iucn",0,0,970019.109806608,458288.838382421,706518.656966011,19.8275862068966,27.0114942528736,53.1609195402299,42.3312883435583,"AM",13.7850710511171
"1641",1641,1661,"Fis-6123","Sparus aurata",NA,170253,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170253,"iucn",0,0,5268339.73352702,3723645.89480613,4125006.97937629,46.4927288280582,27.1599657827203,26.3473053892216,63.8285378743394,"IUCN",15.4772258298052
"1642",1642,1662,"Fis-61510","Blenniella caudolineata",NA,48342489,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342489,"iucn",0,0,11001920.4769587,4532086.84097861,8967293.87589198,22.5020531070353,18.3684642759376,59.1294826170271,55.0569323509712,"AM",16.2135804043382
"1643",1643,1663,"Fis-61523","Blenniella interrupta",NA,48342431,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342431,"iucn",0,0,8831293.3477014,4376690.79355531,7045773.06088643,29.1709666322669,20.4678362573099,50.3611971104231,58.7664587664588,"AM",15.9938120338475
"1644",1644,1664,"Fis-61558","Blenniella paula",NA,48342126,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342126,"iucn",0,0,11837965.593558,5273692.06975264,7972160.89902548,11.8969436726446,32.8113159888861,55.2917403384693,26.6101694915254,"AM",16.2868223477881
"1645",1645,1665,"Fis-61706","Sphoeroides lispus","LC",183607,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",183607,"iucn",0,NA,645232.611818245,468948.234359673,387827.795430147,32.7659574468085,40.4255319148936,26.8085106382979,55,"IUCN",13.3773661692414
"1646",1646,1666,"Fis-61804","Thalassoma noronhanum","LC",187787,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1348170.24637891,754080.456879779,1182402.77631173,43.2967032967033,12.3076923076923,44.3956043956044,77.8656126482213,"AM",14.1142588580131
"1647",1647,1667,"Fis-61993","Ecsenius portenoyi",NA,48342501,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342501,"iucn",0,0,2741345.35630129,2539429.77911155,247057.500218617,1.63398692810458,91.0675381263617,7.29847494553377,18.2926829268293,"IUCN",14.8239593638097
"1648",1648,1668,"Fis-61995","Ecsenius tessera",NA,48342512,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342512,"iucn",0,0,2262132.47676436,1714920.21471099,794394.051599184,11.0964332892999,64.4649933949802,24.4385733157199,31.2267657992565,"IUCN",14.6318185001521
"1649",1649,1669,"Fis-62262","Ecsenius fourmanoiri",NA,48342341,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342341,"iucn",0,0,1090109.46338567,461280.280877972,876316.560487961,22.6063829787234,19.1489361702128,58.2446808510638,54.140127388535,"AM",13.9017886742875
"1650",1650,1670,"Fis-62298","Entomacrodus niuafoouensis",NA,48342201,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342201,"iucn",0,0,10568682.0327777,8717686.9734301,2404147.17640291,5.30773574251835,76.5386787125918,18.1535855448899,22.6233453670277,"IUCN",16.173405660647
"1651",1651,1671,"Fis-62626","Bodianus unimaculatus","LC",187812,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,3629129.54783489,2975220.12526779,877144.320697462,6.65634674922601,73.8390092879257,19.5046439628483,25.4437869822485,"IUCN",15.104503383501
"1652",1652,1672,"Fis-62637","Torquigener altipinnis",NA,193704,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193704,"iucn",0,NA,869728.769196122,358568.745789614,637101.618888719,14.7239263803681,28.2208588957055,57.0552147239264,34.2857142857143,"AM",13.675936682479
"1653",1653,1673,"Fis-62815","Marilyna darwinii",NA,193785,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193785,"iucn",0,NA,6856354.32303603,5611904.19813374,2663027.26930605,20.5921343349536,61.3787008395935,18.0291648254529,53.3180778032037,"IUCN",15.7406864186472
"1654",1654,1674,"Fis-62867","Entomacrodus epalzeocheilos",NA,48342383,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342383,"iucn",0,0,12060136.8756239,8584069.34306488,4692172.42146149,10.0896860986547,61.136023916293,28.7742899850523,25.9615384615385,"IUCN",16.3054160987531
"1655",1655,1675,"Fis-62923","Chelmon muelleri","LC",165660,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,2888329.28650993,2223572.99535914,1767637.0962259,38.1294964028777,39.1572456320658,22.7132579650565,62.6689189189189,"IUCN",14.8761887913698
"1656",1656,1676,"Fis-63048","Marilyna pleurosticta",NA,193686,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193686,"iucn",0,NA,2214711.67384594,1722202.57922655,1315878.69126499,37.6850605652759,39.8384925975774,22.4764468371467,62.6398210290828,"IUCN",14.6106327831673
"1657",1657,1677,"Fis-63983","Chlorurus sordidus","LC",190715,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,17347315.1909484,12521957.7302106,7658784.67588904,16.3809523809524,55.7575757575758,27.8614718614719,37.0254403131115,"IUCN",16.6689483083455
"1658",1658,1678,"Fis-64430","Lagocephalus guentheri",NA,193718,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193718,"iucn",0,NA,15944024.6802066,14225993.9479008,2733274.78768129,6.32045832563297,82.6834226575494,10.9961190168176,36.4994663820704,"IUCN",16.5845946888042
"1659",1659,1679,"Fis-7176","Iniistius pavo","LC",187705,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,31723390.8197642,16330230.6206005,26134352.562056,33.6991485335856,17.8240302743614,48.476821192053,65.4058024237973,"AM",17.272564847497
"1660",1660,1680,"Fis-8229","Sparidentex hasta",NA,170174,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170174,"iucn",0,NA,1812454.01885626,1675271.22708546,550352.232129836,23.8782051282051,68.2692307692308,7.8525641025641,75.2525252525252,"IUCN",14.4101922964823
"1661",1661,1681,"Fis-8368","Scarus tricolor","LC",190704,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,20937433.7863106,12855791.1758021,13371757.9722628,24.9210450760838,36.7068619006603,38.3720930232558,40.4379221989285,"AM",16.8570492050997
"1662",1662,1682,"Fis-9972","Ecsenius midas",NA,48342333,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342333,"iucn",0,0,22870621.4661995,13709842.4100481,15144025.1796796,25.9810376613116,34.211219383724,39.8077429549644,43.1634215707723,"AM",16.9453637394907
"1663",1663,1683,"Fis-25661","Bodianus diana","LC",187587,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,7219993.46749684,2124974.54071379,6856835.0408325,24.3029546400333,5.11860174781523,70.5784436121515,82.6025459688826,"AM",15.7923646060898
"1664",1664,1684,"Fis-29373","Epinephelus analogus","LC",132744,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,0,2103245.97919954,962091.424163507,1957616.86158816,39.1304347826087,6.87237026647966,53.9971949509116,85.0609756097561,"AM",14.5589924137029
"1665",1665,1685,"ITS-180420","Sousa teuszii","VU",20425,"VU","Decreasing",NA,NA,"VU","iucn","MAMMMARINE",NA,"iucn",0.4,-0.5,2225139.71456216,906325.63829107,2042407.27733763,32.6558265582656,8.67208672086721,58.6720867208672,79.0163934426229,"AM",14.6153302646727
"1666",1666,1686,"ITS-180450","Cephalorhynchus eutropia","NT",4160,"NT","Decreasing",NA,NA,"NT","iucn","MAMMMARINE",NA,"iucn",0.2,-0.5,788023.292822269,501336.526637547,767026.286779657,64.010989010989,2.74725274725275,33.2417582417582,95.8847736625514,"AM",13.5772829278223
"1667",1667,1687,"ITS-180452","Cephalorhynchus hectori","EN",4162,"EN","Decreasing",NA,39427,"EN","iucn","MAMMMARINE",NA,"iucn_parent",0.6,-0.5,407782.520007918,254006.673878616,303703.361230015,36.8715083798883,25.1396648044693,37.9888268156425,59.4594594594595,"AM",12.9184892720741
"1668",1668,1688,"ITS-180474","Phocoena sinus","CR",17028,"CR","Decreasing",NA,NA,"CR","iucn","MAMMMARINE",NA,"iucn",0.8,-0.5,129697.492481236,127007.808354396,37216.30536958,27.0833333333333,70.8333333333333,2.08333333333333,92.8571428571429,"IUCN",11.7729600368966
"1669",1669,1689,"ITS-180478","Neophocaena phocaenoides","VU",198920,"VU","Decreasing",NA,NA,"VU","iucn","MAMMMARINE",NA,"iucn",0.4,-0.5,7949814.90398866,6250493.98778675,5983290.23863564,54.5090909090909,23.7454545454545,21.7454545454545,71.4830710538865,"IUCN",15.8886592038423
"1670",1670,1690,"ITS-180488","Physeter macrocephalus",NA,41755,"VU","Unknown",NA,16370739,"VU","iucn","MAMMMARINE",NA,"iucn_parent",0.4,NA,360043056.825026,348659722.915105,357499387.364687,92.7408337092019,1.33613110296184,5.92303518783624,98.5797468002613,"AM",19.7017341845544
"1671",1671,1691,"ITS-180617","Phocarctos hookeri","VU",17026,"VU","Decreasing",NA,NA,"VU","iucn","MAMMMARINE",NA,"iucn",0.4,-0.5,1842738.42712397,1574780.23409852,974155.05753904,38.9189189189189,45.2972972972973,15.7837837837838,71.1462450592885,"IUCN",14.4267632988115
