am_sid,sciname,am_class,iucn_sid,sciname_iucn,iucn_class,class
Fis-32751,Pseudorhombus quinquocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31907,Pseudorhombus spinosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47124,Pseudorhombus tenuirastrum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23753,Pseudorhombus triocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161724,Pseudoscopelus bothrorrhinos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161725,Pseudoscopelus lavenbergi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-120888,Pseudoscopelus sagamianus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127603,Pseudoscopelus scutatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23227,Pseudotolithus elongatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27713,Pseudotolithus epipercus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25422,Pseudotolithus moorii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23228,Pseudotolithus senegalensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-48305,Pseudotolithus senegallus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31015,Pseudotolithus typus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26895,Pseudotriacanthus strigilifer,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30530,Pseudotriakis microdon,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-24921,Pseudupeneus grandisquamis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23754,Pseudupeneus maculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29492,Pseudupeneus prayensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32191,Psilodraco breviceps,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-49938,Psilotris batrachodes,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166180,Psilotris celsa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27896,Psychrolutes macrocephalus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29118,Psychrolutes marcidus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126138,Psychrolutes marmoratus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143884,Psychrolutes microporos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30881,Psychrolutes paradoxus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34795,Psychrolutes phrictus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-14939,Psychrolutes sigalutes,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26825,Ptarmus jubatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24922,Pteraclis aesticola,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-49155,Pteraclis carolinus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28432,Pteraclis velifera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31470,Pteragogus cryptus,Actinopterygii,187431,Pteragogus cryptus,Actinopterygii,Actinopterygii
Fis-127206,Pteragogus enneacanthus,Actinopterygii,187604,Pteragogus enneacanthus,Actinopterygii,Actinopterygii
Fis-26806,Pteragogus flagellifer,Actinopterygii,187684,Pteragogus flagellifer,Actinopterygii,Actinopterygii
Fis-25717,Pteragogus guttatus,Actinopterygii,187625,Pteragogus guttatus,Actinopterygii,Actinopterygii
Fis-32638,Pteragogus pelycus,Actinopterygii,187651,Pteragogus pelycus,Actinopterygii,Actinopterygii
Fis-26807,Pteragogus taeniops,Actinopterygii,187795,Pteragogus taeniops,Actinopterygii,Actinopterygii
Fis-149229,Ptereleotris calliura,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25091,Ptereleotris evides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30940,Ptereleotris grammica,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25092,Ptereleotris hanae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28620,Ptereleotris helenae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25093,Ptereleotris heteroptera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25095,Ptereleotris microlepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30942,Ptereleotris monoptera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25096,Ptereleotris zebra,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23230,Pterocaesio chrysozona,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23231,Pterocaesio digramma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29494,Pterocaesio lativittata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29495,Pterocaesio marri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23232,Pterocaesio pisang,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29496,Pterocaesio randalli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29497,Pterocaesio tessellata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23233,Pterocaesio tile,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30554,Pterocaesio trilineata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23234,Pterogymnus laniarius,Actinopterygii,170213,Pterogymnus laniarius,Actinopterygii,Actinopterygii
Fis-54510,Pteroidichthys amboinensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25380,Pterois antennata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26701,Pterois miles,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27748,Pterois mombasae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31143,Pterois radiata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58954,Pterois russelii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25511,Pterois volitans,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25423,Pteromylaeus bovinus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-20033,Pteroplatytrygon violacea,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23235,Pteroscion peli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29498,Pterothrissus belloci,Actinopterygii,194305,Pterothrissus belloci,Actinopterygii,Actinopterygii
Fis-52465,Pterothrissus gissu,Actinopterygii,194306,Pterothrissus gissu,Actinopterygii,Actinopterygii
Fis-26994,Pterotolithus maculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30555,Pterycombus brama,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28436,Pterycombus petersii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144558,Pterygotrigla andertoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162873,Pterygotrigla elicryste,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26945,Pterygotrigla hemisticta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27922,Pterygotrigla leptacanthus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47020,Pterygotrigla macrorhynchus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47018,Pterygotrigla multiocellata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-115500,Pterygotrigla pauli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29114,Pterygotrigla picta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23236,Pterygotrigla polyommata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33940,Pterygotrigla ryukyuensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30556,Ptilichthys goodei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112468,Pugnaso curtirostris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24923,Pungitius pungitius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54423,Puzanovia rubra,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-56751,Pycnocraspedum squamipinne,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26195,Pygoplites diacanthus,Actinopterygii,165885,Pygoplites diacanthus,Actinopterygii,Actinopterygii
Fis-50213,Pyramodon punctatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53352,Pyramodon ventralis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27273,Pythonichthys macrurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27274,Pythonichthys microphthalmus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-49781,Quassiremus ascensionis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24925,Quietula y-cauda,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22442,Metapenaeopsis tarawensis,NA,NA,NA,NA,Malacostraca
Fis-24927,Rachycentron canadum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30559,Raconda russeliana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32192,Racovitzia glacialis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33217,Radiicephalus elongatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30882,Radulinus asprellus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30883,Radulinus boleoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33079,Raja asterias,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30562,Raja binoculata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-31017,Raja brachyura,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30563,Raja clavata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30564,Raja eglanteria,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-32721,Raja equatorialis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30566,Raja inornata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-31406,Raja microocellata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-31187,Raja miraletus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30925,Raja montagui,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-33294,Raja polystigma,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-52100,Raja pulchra,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-33084,Raja radula,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-24312,Raja rhina,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-33087,Raja rouxi,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-24314,Raja stellulata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-31188,Raja straeleni,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30573,Raja texana,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-32453,Raja undulata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-35523,Raja velezi,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-132559,Rajella barnardi,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131803,Rajella bathyphila,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-132544,Rajella bigelowi,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131805,Rajella caudaspinosa,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131897,Rajella dissimilis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131810,Rajella fuliginea,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131802,Rajella fyllae,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-170052,Rajella leoparda,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-167643,Rajella lintea,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131870,Rajella purpuriventralis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-132543,Rajella ravidula,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-22944,Randallichthys filamentosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-125167,Raneya brasiliensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23757,Raniceps raninus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23758,Ranzania laevis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22812,Rastrelliger brachysoma,Actinopterygii,170318,Rastrelliger brachysoma,Actinopterygii,Actinopterygii
Fis-29499,Rastrelliger faughni,Actinopterygii,170324,Rastrelliger faughni,Actinopterygii,Actinopterygii
Fis-22813,Rastrelliger kanagurta,Actinopterygii,170328,Rastrelliger kanagurta,Actinopterygii,Actinopterygii
Fis-28172,Ratabulus diversidens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-164837,Ratabulus fulviguttatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-21581,Ratabulus megacephalus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28215,Redigobius balteatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28216,Redigobius bikolanus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139216,Redigobius macrostoma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30575,Regalecus glesne,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150167,Regalecus russelii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23237,Reinhardtius hippoglossoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-7669,Remora albescens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24929,Remora australis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24930,Remora brachyptera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24931,Remora osteochir,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23759,Remora remora,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29151,Repomucenus calcaratus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-21713,Repomucenus huguenini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58866,Repomucenus virgis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32853,Rexea antefurcata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27033,Rexea bengalensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26646,Rexea prometheoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27035,Rexea solandri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32858,Rexichthys johnpaxtoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25799,Rhabdamia gracilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162304,Rhabdoblennius nitidus,Actinopterygii,48342488,Rhabdoblennius nitidus,Actinopterygii,Actinopterygii
Fis-25986,Rhabdoblennius rhabdotrachelus,Actinopterygii,48342519,Rhabdoblennius rhabdotrachelus,Actinopterygii,Actinopterygii
Fis-25987,Rhabdoblennius snowi,Actinopterygii,48342471,Rhabdoblennius snowi,Actinopterygii,Actinopterygii
Fis-23238,Rhabdosargus globiceps,Actinopterygii,170225,Rhabdosargus globiceps,Actinopterygii,Actinopterygii
Fis-26883,Rhabdosargus haffara,Actinopterygii,170165,Rhabdosargus haffara,Actinopterygii,Actinopterygii
Fis-25687,Rhabdosargus holubi,Actinopterygii,170203,Rhabdosargus holubi,Actinopterygii,Actinopterygii
Fis-25587,Rhabdosargus sarba,Actinopterygii,170198,Rhabdosargus sarba,Actinopterygii,Actinopterygii
Fis-24933,Rhacochilus vacca,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28178,Rhadinesthes decimus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-14977,Rhamphocottus richardsonii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32975,Rhina ancylostoma,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30583,Rhincodon typus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-25847,Rhinecanthus aculeatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58046,Rhinecanthus assasi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25848,Rhinecanthus rectangulus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25964,Rhinecanthus verrucosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-6099,Rhinesomus triqueter,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-12913,Rhinobatos albomaculatus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-31408,Rhinobatos annulatus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-32608,Rhinobatos blochii,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30585,Rhinobatos cemiculus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-35524,Rhinobatos glaucostigma,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-33777,Rhinobatos holcorhynchus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-140168,Rhinobatos horkelii,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-33049,Rhinobatos irvinei,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-30586,Rhinobatos lentiginosus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-35525,Rhinobatos leucorhynchus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-47714,Rhinobatos ocellatus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-22814,Rhinobatos percellens,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-46990,Rhinobatos planiceps,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-24322,Rhinobatos productus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-25424,Rhinobatos rhinobatos,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-159136,Rhinobatos sainsburyi,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-32609,Rhinobatos schlegelii,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-28552,Rhinobatos thouin,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-127944,Rhinochimaera africana,Holocephali,NA,NA,NA,Holocephali
Fis-33129,Rhinochimaera atlantica,Holocephali,NA,NA,NA,Holocephali
Fis-52460,Rhinochimaera pacifica,Holocephali,NA,NA,NA,Holocephali
Fis-57210,Rhinogobiops nicholsii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54195,Rhinogobius brunneus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-48165,Rhinogobius giurinus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-57503,Rhinoliparis attenuatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124276,Rhinoliparis barbulifer,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32916,Rhinomuraena quaesita,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35409,Rhinopias aphanes,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58937,Rhinopias eschmeyeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25837,Rhinopias frondosa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30929,Rhinoprenes pentanemus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24323,Rhinoptera bonasus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-32611,Rhinoptera javanica,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-27241,Rhinoptera marginata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-35536,Rhinoptera steindachneri,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23239,Rhizoprionodon acutus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23240,Rhizoprionodon lalandii,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23241,Rhizoprionodon longurio,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29500,Rhizoprionodon oligolinx,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23242,Rhizoprionodon porosus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23243,Rhizoprionodon taylori,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-24891,Rhodymenichthys dolichogaster,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22946,Rhomboplites aurorubens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35427,Rhombosolea leporina,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28703,Rhombosolea plebeia,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33055,Rhombosolea tapirina,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29054,Rhycherus filamentosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-56344,Rhycherus gloveri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47341,Rhynchobatus australiae,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-25664,Rhynchobatus djiddensis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-62889,Rhynchobatus luebberti,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-161456,Rhynchobatus palpebratus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-52160,Rhynchoconger ectenurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143395,Rhynchoconger flavus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-115015,Rhynchoconger gracilior,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114618,Rhynchoconger guppyi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28934,Rhynchoconger nitens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27305,Rhynchohyalus natalensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26202,Rhynchopelates oxyrhynchus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25243,Rhynchorhamphus georgii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50406,Rhynchorhamphus naga,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26896,Rhynchostracion nasus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28676,Richardsonichthys leucogaster,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24934,Rimicola eigenmanni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24935,Rimicola muscarum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132558,Rioraja agassizii,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-24936,Risor ruber,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162908,Roa australis,Actinopterygii,180103,Roa australis,Actinopterygii,Actinopterygii
Fis-145097,Robinsia catherinae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-21563,Rogadius asper,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35436,Rogadius patriciae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47088,Rogadius pristiger,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-51077,Rogadius serratus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-64719,Rondeletia bicolor,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30919,Rondeletia loricata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24938,Ronquilus jordani,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35909,Rosenblattia robusta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-55978,Rosenblattichthys alatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-49920,Rosenblattichthys hubbsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134130,Rosenblattichthys volucris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-131821,Rostroraja alba,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-26352,Rouleina attrita,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144471,Rouleina eucla,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52331,Rouleina guentheri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-141754,Rouleina livida,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34410,Rouleina maderensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50026,Rouleina squamilatera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112799,Ruanoho decemdigitatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32619,Rudarius excelsus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32620,Rudarius minutus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24438,Ruscarius creaseri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30766,Ruscarius meanyi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30588,Ruvettus pretiosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58268,Rypticus bicolor,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24939,Rypticus bistrispinus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166848,Rypticus carpenteri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30589,Rypticus maculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32767,Rypticus nigripinnis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23764,Rypticus saponaceus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30590,Rypticus subbifrenatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-159253,Ryukyupercis gushikeni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138158,Saccogaster tuberculata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27303,Saccopharynx ampullaceus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139428,Saccopharynx lavenbergi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-56618,Sacura margaritacea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31271,Sagamichthys abei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28120,Sagamichthys schnakenbecki,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-117893,Salaria pavo,Actinopterygii,185175,Salaria pavo,Actinopterygii,Actinopterygii
Fis-58799,Salarias alboguttatus,Actinopterygii,48342516,Salarias alboguttatus,Actinopterygii,Actinopterygii
Fis-32512,Salarias ceramensis,Actinopterygii,155029,Salarias ceramensis,Actinopterygii,Actinopterygii
Fis-25988,Salarias fasciatus,Actinopterygii,48342111,Salarias fasciatus,Actinopterygii,Actinopterygii
Fis-34720,Salarias guttatus,Actinopterygii,48342130,Salarias guttatus,Actinopterygii,Actinopterygii
Fis-144755,Salarias patzneri,Actinopterygii,48342256,Salarias patzneri,Actinopterygii,Actinopterygii
Fis-144754,Salarias ramosus,Actinopterygii,48342354,Salarias ramosus,Actinopterygii,Actinopterygii
Fis-52010,Salarias segmentatus,Actinopterygii,48342359,Salarias segmentatus,Actinopterygii,Actinopterygii
Fis-35632,Salarias sinuosus,Actinopterygii,158632,Salarias sinuosus,Actinopterygii,Actinopterygii
Fis-22948,Salilota australis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29501,Salmo salar,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-21630,Salmo trutta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32322,Saloptia powelli,Actinopterygii,132816,Saloptia powelli,Actinopterygii,Actinopterygii
