quad,mean_occurcells,mean_occ,med_occurcells,med_occ,dp_am_10,dp_am_25,dp_gb_10,dp_gb_25
q123,113.510769230769,1949.43284459984,42,190.5,0.0824615384615385,0.213538461538462,0.0738461538461539,0.201230769230769
q4,32.3170103092784,737.131443298969,13,48.5,0.213917525773196,0.484536082474227,0.211340206185567,0.466494845360825
