spp_group,iucn_sid,iucn_subpop,spatial_source,name_verified,class,sciname
REPTILES,3897,NA,iucn,TRUE,Reptilia,Caretta caretta
ANGELFISH,4131,NA,iucn,TRUE,Actinopterygii,Centropyge resplendens
MARINE_MAMMALS,4159,NA,iucn,TRUE,Mammalia,Cephalorhynchus commersonii
MARINE_MAMMALS,4160,NA,iucn,TRUE,Mammalia,Cephalorhynchus eutropia
MARINE_MAMMALS,4161,NA,iucn,TRUE,Mammalia,Cephalorhynchus heavisidii
MARINE_MAMMALS,4162,NA,iucn,TRUE,Mammalia,Cephalorhynchus hectori
BUTTERFLYFISH,4360,NA,iucn,TRUE,Actinopterygii,Chaetodon flavocoronatus
BUTTERFLYFISH,4361,NA,iucn,TRUE,Actinopterygii,Chaetodon litus
BUTTERFLYFISH,4362,NA,iucn,TRUE,Actinopterygii,Chaetodon marleyi
BUTTERFLYFISH,4363,NA,iucn,TRUE,Actinopterygii,Prognathodes obliquus
BUTTERFLYFISH,4364,NA,iucn,TRUE,Actinopterygii,Chaetodon robustus
REPTILES,4615,NA,iucn,TRUE,Reptilia,Chelonia mydas
DAMSELFISH,4805,NA,iucn,TRUE,Actinopterygii,Chromis sanctaehelenae
CONESNAILS,5269,NA,iucn,TRUE,Gastropoda,Conus africanus
CONESNAILS,5270,NA,iucn,TRUE,Gastropoda,Conus cepasi
CONESNAILS,5272,NA,iucn,TRUE,Gastropoda,Conus nobrei
CONESNAILS,5273,NA,iucn,TRUE,Gastropoda,Conus zebroides
REPTILES,5659,NA,iucn,TRUE,Reptilia,Crocodylus acutus
REPTILES,5668,NA,iucn,TRUE,Reptilia,Crocodylus porosus
MARINE_MAMMALS,6204,NA,iucn,TRUE,Mammalia,Cystophora cristata
MARINE_MAMMALS,6335,NA,iucn,TRUE,Mammalia,Delphinapterus leucas
MARINE_MAMMALS,6335,Cook Inlet,iucn,TRUE,Mammalia,Delphinapterus leucas
MARINE_MAMMALS,6336,NA,iucn,TRUE,Mammalia,Delphinus delphis
MARINE_MAMMALS,6336,Mediterranean,iucn,TRUE,Mammalia,Delphinus delphis
MARINE_MAMMALS,6337,NA,iucn,TRUE,Mammalia,Delphinus capensis
REPTILES,6494,West Pacific,iucn,TRUE,Reptilia,Dermochelys coriacea
REPTILES,6494,Southwest Indian,iucn,TRUE,Reptilia,Dermochelys coriacea
REPTILES,6494,Southwest Atlantic,iucn,TRUE,Reptilia,Dermochelys coriacea
REPTILES,6494,Southeast Atlantic,iucn,TRUE,Reptilia,Dermochelys coriacea
REPTILES,6494,Northwest Atlantic,iucn,TRUE,Reptilia,Dermochelys coriacea
REPTILES,6494,Northeast Indian,iucn,TRUE,Reptilia,Dermochelys coriacea
REPTILES,6494,East Pacific,iucn,TRUE,Reptilia,Dermochelys coriacea
MARINE_MAMMALS,6909,NA,iucn,TRUE,Mammalia,Dugong dugon
TERRESTRIAL_MAMMALS,7750,NA,iucn,TRUE,Mammalia,Enhydra lutris
COMBTOOTHBLENNIES,7778,NA,iucn,TRUE,Actinopterygii,Entomacrodus cadenati
GROUPERS,7854,NA,iucn,TRUE,Actinopterygii,Epinephelus drummondhayi
GROUPERS,7855,NA,iucn,TRUE,Actinopterygii,Hyporthodus exsul
GROUPERS,7858,NA,iucn,TRUE,Actinopterygii,Epinephelus lanceolatus
GROUPERS,7859,NA,iucn,TRUE,Actinopterygii,Epinephelus marginatus
GROUPERS,7860,NA,iucn,TRUE,Actinopterygii,Hyporthodus nigritus
GROUPERS,7861,NA,iucn,TRUE,Actinopterygii,Hyporthodus niveatus
GROUPERS,7862,NA,iucn,TRUE,Actinopterygii,Epinephelus striatus
REPTILES,8005,NA,iucn,TRUE,Reptilia,Eretmochelys imbricata
MARINE_MAMMALS,8010,NA,iucn,TRUE,Mammalia,Erignathus barbatus
MARINE_MAMMALS,8097,Western,iucn,TRUE,Mammalia,Eschrichtius robustus
MARINE_MAMMALS,8097,NA,iucn,TRUE,Mammalia,Eschrichtius robustus
MARINE_MAMMALS,8153,NA,iucn,TRUE,Mammalia,Eubalaena australis
MARINE_MAMMALS,8239,NA,iucn,TRUE,Mammalia,Eumetopias jubatus
MARINE_MAMMALS,8551,NA,iucn,TRUE,Mammalia,Feresa attenuata
MARINE_MAMMALS,9249,NA,iucn,TRUE,Mammalia,Globicephala macrorhynchus
MARINE_MAMMALS,9250,NA,iucn,TRUE,Mammalia,Globicephala melas
MARINE_MAMMALS,9461,NA,iucn,TRUE,Mammalia,Grampus griseus
MARINE_MAMMALS,9660,NA,iucn,TRUE,Mammalia,Halichoerus grypus
TERRESTRIAL_MAMMALS,10103,NA,iucn,TRUE,Mammalia,Hippopotamus amphibius
TERRESTRIAL_MAMMALS,10310,NA,iucn,TRUE,Mammalia,Hydromys chrysogaster
MARINE_MAMMALS,10340,NA,iucn,TRUE,Mammalia,Hydrurga leptonyx
MARINE_MAMMALS,10708,NA,iucn,TRUE,Mammalia,Hyperoodon planifrons
MARINE_MAMMALS,11048,NA,iucn,TRUE,Mammalia,Kogia sima
WRASSE,11130,NA,iucn,TRUE,Actinopterygii,Lachnolaimus maximus
MARINE_MAMMALS,11140,NA,iucn,TRUE,Mammalia,Lagenodelphis hosei
MARINE_MAMMALS,11141,NA,iucn,TRUE,Mammalia,Lagenorhynchus acutus
MARINE_MAMMALS,11142,NA,iucn,TRUE,Mammalia,Lagenorhynchus albirostris
MARINE_MAMMALS,11143,NA,iucn,TRUE,Mammalia,Lagenorhynchus australis
MARINE_MAMMALS,11144,NA,iucn,TRUE,Mammalia,Lagenorhynchus cruciger
MARINE_MAMMALS,11145,NA,iucn,TRUE,Mammalia,Lagenorhynchus obliquidens
MARINE_MAMMALS,11146,NA,iucn,TRUE,Mammalia,Lagenorhynchus obscurus
PUFFERFISH,11150,NA,iucn,TRUE,Actinopterygii,Lagocephalus gloveri
REPTILES,11369,NA,iucn,TRUE,Reptilia,Laticauda crockeri
SEASNAKES,11369,NA,iucn,TRUE,Reptilia,Laticauda crockeri
REPTILES,11534,NA,iucn,TRUE,Reptilia,Lepidochelys olivacea
MARINE_MAMMALS,11696,NA,iucn,TRUE,Mammalia,Leptonychotes weddellii
MARINE_MAMMALS,12125,NA,iucn,TRUE,Mammalia,Lissodelphis borealis
SEABREAMS_PORGIES,12137,NA,iucn,TRUE,Actinopterygii,Lithognathus lithognathus
MARINE_MAMMALS,12246,NA,iucn,TRUE,Mammalia,Lobodon carcinophaga
TERRESTRIAL_MAMMALS,12302,NA,iucn,TRUE,Mammalia,Lontra canadensis
TERRESTRIAL_MAMMALS,12303,NA,iucn,TRUE,Mammalia,Lontra felina
TERRESTRIAL_MAMMALS,12305,NA,iucn,TRUE,Mammalia,Lontra provocax
TERRESTRIAL_MAMMALS,12419,NA,iucn,TRUE,Mammalia,Lutra lutra
TERRESTRIAL_MAMMALS,12421,NA,iucn,TRUE,Mammalia,Lutra sumatrana
TERRESTRIAL_MAMMALS,12427,NA,iucn,TRUE,Mammalia,Lutrogale perspicillata
MARINE_MAMMALS,13006,NA,iucn,TRUE,Mammalia,Megaptera novaeangliae
MARINE_MAMMALS,13241,NA,iucn,TRUE,Mammalia,Mesoplodon bidens
MARINE_MAMMALS,13243,NA,iucn,TRUE,Mammalia,Mesoplodon carlhubbsi
MARINE_MAMMALS,13245,NA,iucn,TRUE,Mammalia,Mesoplodon europaeus
MARINE_MAMMALS,13246,NA,iucn,TRUE,Mammalia,Mesoplodon ginkgodens
MARINE_MAMMALS,13247,NA,iucn,TRUE,Mammalia,Mesoplodon grayi
MARINE_MAMMALS,13248,NA,iucn,TRUE,Mammalia,Mesoplodon hectori
MARINE_MAMMALS,13249,NA,iucn,TRUE,Mammalia,Mesoplodon layardii
MARINE_MAMMALS,13250,NA,iucn,TRUE,Mammalia,Mesoplodon mirus
MARINE_MAMMALS,13251,NA,iucn,TRUE,Mammalia,Mesoplodon peruvianus
MARINE_MAMMALS,13252,NA,iucn,TRUE,Mammalia,Mesoplodon stejnegeri
MARINE_MAMMALS,13581,NA,iucn,TRUE,Mammalia,Mirounga angustirostris
MARINE_MAMMALS,13583,NA,iucn,TRUE,Mammalia,Mirounga leonina
MARINE_MAMMALS,13653,NA,iucn,TRUE,Mammalia,Monachus monachus
MARINE_MAMMALS,13654,NA,iucn,TRUE,Mammalia,Neomonachus schauinslandi
MARINE_MAMMALS,13704,NA,iucn,TRUE,Mammalia,Monodon monoceros
GROUPERS,14048,NA,iucn,TRUE,Actinopterygii,Mycteroperca cidi
GROUPERS,14049,NA,iucn,TRUE,Actinopterygii,Mycteroperca jordani
GROUPERS,14050,NA,iucn,TRUE,Actinopterygii,Mycteroperca microlepis
GROUPERS,14051,NA,iucn,TRUE,Actinopterygii,Mycteroperca olfax
GROUPERS,14052,NA,iucn,TRUE,Actinopterygii,Mycteroperca prionura
GROUPERS,14053,NA,iucn,TRUE,Actinopterygii,Mycteroperca rosacea
GROUPERS,14054,NA,iucn,TRUE,Actinopterygii,Mycteroperca rubra
MARINE_MAMMALS,14549,NA,iucn,TRUE,Mammalia,Neophoca cinerea
MARINE_MAMMALS,15106,NA,iucn,TRUE,Mammalia,Odobenus rosmarus
MARINE_MAMMALS,15269,NA,iucn,TRUE,Mammalia,Ommatophoca rossii
MARINE_MAMMALS,15419,Mahakam River,iucn,TRUE,Mammalia,Orcaella brevirostris
MARINE_MAMMALS,15419,Songkhla Lake,iucn,TRUE,Mammalia,Orcaella brevirostris
MARINE_MAMMALS,15419,Malampaya Sound,iucn,TRUE,Mammalia,Orcaella brevirostris
MARINE_MAMMALS,15419,Mekong River,iucn,TRUE,Mammalia,Orcaella brevirostris
MARINE_MAMMALS,15419,Ayeyarwady River,iucn,TRUE,Mammalia,Orcaella brevirostris
MARINE_MAMMALS,15419,NA,iucn,TRUE,Mammalia,Orcaella brevirostris
SEABREAMS_PORGIES,15873,NA,iucn,TRUE,Actinopterygii,Pagrus pagrus
MARINE_MAMMALS,16564,NA,iucn,TRUE,Mammalia,Peponocephala electra
MARINE_MAMMALS,17013,NA,iucn,TRUE,Mammalia,Phoca vitulina
MARINE_MAMMALS,17026,NA,iucn,TRUE,Mammalia,Phocarctos hookeri
MARINE_MAMMALS,17027,NA,iucn,TRUE,Mammalia,Phocoena phocoena
MARINE_MAMMALS,17027,Baltic Sea,iucn,TRUE,Mammalia,Phocoena phocoena
MARINE_MAMMALS,17028,NA,iucn,TRUE,Mammalia,Phocoena sinus
MARINE_MAMMALS,17029,NA,iucn,TRUE,Mammalia,Phocoena spinipinnis
MARINE_MAMMALS,17032,NA,iucn,TRUE,Mammalia,Phocoenoides dalli
MARINE_MAMMALS,17978,NA,iucn,TRUE,Mammalia,Pontoporia blainvillei
MARINE_MAMMALS,17978,Rio Grande do Sul/Uruguay,iucn,TRUE,Mammalia,Pontoporia blainvillei
MARINE_MAMMALS,18596,NA,iucn,TRUE,Mammalia,Pseudorca crassidens
WRASSE,19950,NA,iucn,TRUE,Actinopterygii,Scarus guacamaia
TUNAS_BILLFISHES,20047,NA,iucn,TRUE,Actinopterygii,Scomberomorus concolor
MARINE_MAMMALS,20424,NA,iucn,TRUE,Mammalia,Sousa chinensis
MARINE_MAMMALS,20424,Eastern Taiwan Strait,iucn,TRUE,Mammalia,Sousa chinensis
DAMSELFISH,20724,NA,iucn,TRUE,Actinopterygii,Stegastes sanctaehelenae
MARINE_MAMMALS,20729,NA,iucn,TRUE,Mammalia,Stenella attenuata
MARINE_MAMMALS,20730,NA,iucn,TRUE,Mammalia,Stenella clymene
MARINE_MAMMALS,20731,NA,iucn,TRUE,Mammalia,Stenella coeruleoalba
MARINE_MAMMALS,20732,NA,iucn,TRUE,Mammalia,Stenella frontalis
MARINE_MAMMALS,20733,NA,iucn,TRUE,Mammalia,Stenella longirostris
MARINE_MAMMALS,20738,NA,iucn,TRUE,Mammalia,Steno bredanensis
PUFFERFISH,21341,NA,iucn,TRUE,Actinopterygii,Takifugu niphobles
PUFFERFISH,21342,NA,iucn,TRUE,Actinopterygii,Takifugu poecilonotus
PUFFERFISH,21343,NA,iucn,TRUE,Actinopterygii,Takifugu xanthopterus
MARINE_MAMMALS,21500,NA,iucn,TRUE,Mammalia,Tasmacetus shepherdi
WRASSE,21689,NA,iucn,TRUE,Actinopterygii,Thalassoma ascensionis
TUNAS_BILLFISHES,21856,NA,iucn,TRUE,Actinopterygii,Thunnus alalunga
TUNAS_BILLFISHES,21857,NA,iucn,TRUE,Actinopterygii,Thunnus albacares
TUNAS_BILLFISHES,21858,NA,iucn,TRUE,Actinopterygii,Thunnus maccoyii
TUNAS_BILLFISHES,21859,NA,iucn,TRUE,Actinopterygii,Thunnus obesus
TUNAS_BILLFISHES,21860,NA,iucn,TRUE,Actinopterygii,Thunnus thynnus
PUFFERFISH,21994,NA,iucn,TRUE,Actinopterygii,Torquigener brevipinnis
MARINE_MAMMALS,22102,NA,iucn,TRUE,Mammalia,Trichechus inunguis
MARINE_MAMMALS,22103,NA,iucn,TRUE,Mammalia,Trichechus manatus
MARINE_MAMMALS,22104,NA,iucn,TRUE,Mammalia,Trichechus senegalensis
MARINE_MAMMALS,22563,NA,iucn,TRUE,Mammalia,Tursiops truncatus
MARINE_MAMMALS,22563,Fiordland,iucn,TRUE,Mammalia,Tursiops truncatus
TERRESTRIAL_MAMMALS,22823,NA,iucn,TRUE,Mammalia,Ursus maritimus
TUNAS_BILLFISHES,23148,NA,iucn,TRUE,Actinopterygii,Xiphias gladius
MARINE_MAMMALS,23211,NA,iucn,TRUE,Mammalia,Ziphius cavirostris
MANGROVES,31382,NA,iucn,TRUE,Magnoliopsida,Rhizophora apiculata
MANGROVES,33705,NA,iucn,TRUE,Magnoliopsida,Dolichandrone spathacea
MANGROVES,34364,NA,iucn,TRUE,Magnoliopsida,Aglaia cucullata
GROUPERS,39303,NA,iucn,TRUE,Actinopterygii,Dermatolepis inermis
GROUPERS,39773,NA,iucn,TRUE,Actinopterygii,Cephalopholis boenak
GROUPERS,39774,NA,iucn,TRUE,Actinopterygii,Cromileptes altivelis
MARINE_MAMMALS,40635,NA,iucn,TRUE,Mammalia,Indopacetus pacificus
DAMSELFISH,40711,NA,iucn,TRUE,Actinopterygii,Stegastes sanctipauli
MARINE_MAMMALS,41664,NA,iucn,TRUE,Mammalia,Arctocephalus forsteri
MARINE_MAMMALS,41665,NA,iucn,TRUE,Mammalia,Otaria byronia
MARINE_MAMMALS,41666,NA,iucn,TRUE,Mammalia,Zalophus californianus
MARINE_MAMMALS,41668,NA,iucn,TRUE,Mammalia,Zalophus wollebaeki
MARINE_MAMMALS,41670,NA,iucn,TRUE,Mammalia,Histriophoca fasciata
MARINE_MAMMALS,41671,NA,iucn,TRUE,Mammalia,Pagophilus groenlandicus
MARINE_MAMMALS,41672,NA,iucn,TRUE,Mammalia,Pusa hispida
MARINE_MAMMALS,41711,NA,iucn,TRUE,Mammalia,Eubalaena japonica
MARINE_MAMMALS,41712,NA,iucn,TRUE,Mammalia,Eubalaena glacialis
MARINE_MAMMALS,41714,NA,iucn,TRUE,Mammalia,Tursiops aduncus
MARINE_MAMMALS,41715,NA,iucn,TRUE,Mammalia,Phocoena dioptrica
MARINE_MAMMALS,41754,NA,iucn,TRUE,Mammalia,Neophocaena asiaeorientalis
MARINE_MAMMALS,41755,NA,iucn,TRUE,Mammalia,Physeter macrocephalus
MARINE_MAMMALS,41759,NA,iucn,TRUE,Mammalia,Mesoplodon perrini
MARINE_MAMMALS,41760,NA,iucn,TRUE,Mammalia,Mesoplodon traversii
GROUPERS,43974,NA,iucn,TRUE,Actinopterygii,Epinephelus akaara
TERRESTRIAL_MAMMALS,44166,NA,iucn,TRUE,Mammalia,Aonyx cinereus
WRASSE,44671,NA,iucn,TRUE,Actinopterygii,Choerodon rubescens
GROUPERS,44672,NA,iucn,TRUE,Actinopterygii,Dermatolepis striolata
GROUPERS,44673,NA,iucn,TRUE,Actinopterygii,Epinephelus fuscoguttatus
GROUPERS,44674,NA,iucn,TRUE,Actinopterygii,Epinephelus coioides
GROUPERS,44675,NA,iucn,TRUE,Actinopterygii,Hyporthodus quernus
GROUPERS,44676,NA,iucn,TRUE,Actinopterygii,Epinephelus irroratus
GROUPERS,44677,NA,iucn,TRUE,Actinopterygii,Epinephelus albomarginatus
GROUPERS,44678,NA,iucn,TRUE,Actinopterygii,Epinephelus andersoni
GROUPERS,44681,NA,iucn,TRUE,Actinopterygii,Epinephelus morio
GROUPERS,44682,NA,iucn,TRUE,Actinopterygii,Mycteroperca tigris
GROUPERS,44683,NA,iucn,TRUE,Actinopterygii,Mycteroperca venenosa
GROUPERS,44684,NA,iucn,TRUE,Actinopterygii,Plectropomus leopardus
GROUPERS,44686,NA,iucn,TRUE,Actinopterygii,Epinephelus cifuentesi
GROUPERS,61336,NA,iucn,TRUE,Actinopterygii,Epinephelus awoara
GROUPERS,61337,NA,iucn,TRUE,Actinopterygii,Epinephelus daemelii
GROUPERS,61338,NA,iucn,TRUE,Actinopterygii,Epinephelus malabaricus
GROUPERS,61339,NA,iucn,TRUE,Actinopterygii,Epinephelus polyphekadion
WRASSE,63571,NA,iucn,TRUE,Actinopterygii,Bolbometopon muricatum
REPTILES,63852,NA,iucn,TRUE,Reptilia,Nerodia clarkii
GROUPERS,64396,NA,iucn,TRUE,Actinopterygii,Epinephelus bruneus
GROUPERS,64397,NA,iucn,TRUE,Actinopterygii,Epinephelus chlorocephalus
GROUPERS,64398,NA,iucn,TRUE,Actinopterygii,Epinephelus clippertonensis
GROUPERS,64399,NA,iucn,TRUE,Actinopterygii,Hyporthodus darwinensis
GROUPERS,64400,NA,iucn,TRUE,Actinopterygii,Hyporthodus flavolimbatus
GROUPERS,64401,NA,iucn,TRUE,Actinopterygii,Epinephelus gabriellae
GROUPERS,64402,NA,iucn,TRUE,Actinopterygii,Epinephelus indistinctus
GROUPERS,64404,NA,iucn,TRUE,Actinopterygii,Hyporthodus perplexus
GROUPERS,64405,NA,iucn,TRUE,Actinopterygii,Epinephelus suborbitalis
GROUPERS,64406,NA,iucn,TRUE,Actinopterygii,Epinephelus timorensis
GROUPERS,64407,NA,iucn,TRUE,Actinopterygii,Epinephelus tuamotuensis
GROUPERS,64408,NA,iucn,TRUE,Actinopterygii,Epinephelus undulatostriatus
GROUPERS,64409,NA,iucn,TRUE,Actinopterygii,Mycteroperca fusca
GROUPERS,64410,NA,iucn,TRUE,Actinopterygii,Mycteroperca interstitialis
GROUPERS,64411,NA,iucn,TRUE,Actinopterygii,Plectropomus areolatus
GROUPERS,64412,NA,iucn,TRUE,Actinopterygii,Plectropomus laevis
GROUPERS,132722,NA,iucn,TRUE,Actinopterygii,Epinephelus aeneus
GROUPERS,132723,NA,iucn,TRUE,Actinopterygii,Epinephelus maculatus
GROUPERS,132724,NA,iucn,TRUE,Actinopterygii,Mycteroperca bonaci
GROUPERS,132725,NA,iucn,TRUE,Actinopterygii,Cephalopholis aurantia
GROUPERS,132726,NA,iucn,TRUE,Actinopterygii,Epinephelus flavocaeruleus
GROUPERS,132727,NA,iucn,TRUE,Actinopterygii,Paranthias furcifer
GROUPERS,132728,NA,iucn,TRUE,Actinopterygii,Epinephelus summana
GROUPERS,132729,NA,iucn,TRUE,Actinopterygii,Mycteroperca phenax
GROUPERS,132730,NA,iucn,TRUE,Actinopterygii,Hyporthodus acanthistius
GROUPERS,132731,NA,iucn,TRUE,Actinopterygii,Epinephelus socialis
GROUPERS,132732,NA,iucn,TRUE,Actinopterygii,Cephalopholis miniata
GROUPERS,132733,NA,iucn,TRUE,Actinopterygii,Cephalopholis panamensis
GROUPERS,132734,NA,iucn,TRUE,Actinopterygii,Hyporthodus niphobles
GROUPERS,132735,NA,iucn,TRUE,Actinopterygii,Epinephelus latifasciatus
GROUPERS,132736,NA,iucn,TRUE,Actinopterygii,Epinephelus rivulatus
GROUPERS,132737,NA,iucn,TRUE,Actinopterygii,Cephalopholis leopardus
GROUPERS,132738,NA,iucn,TRUE,Actinopterygii,Variola louti
GROUPERS,132739,NA,iucn,TRUE,Actinopterygii,Epinephelus undulosus
GROUPERS,132740,NA,iucn,TRUE,Actinopterygii,Epinephelus multinotatus
GROUPERS,132741,NA,iucn,TRUE,Actinopterygii,Cephalopholis sexmaculata
GROUPERS,132742,NA,iucn,TRUE,Actinopterygii,Cephalopholis nigri
GROUPERS,132743,NA,iucn,TRUE,Actinopterygii,Cephalopholis formosa
GROUPERS,132744,NA,iucn,TRUE,Actinopterygii,Epinephelus analogus
GROUPERS,132745,NA,iucn,TRUE,Actinopterygii,Epinephelus morrhua
GROUPERS,132746,NA,iucn,TRUE,Actinopterygii,Epinephelus melanostigma
GROUPERS,132747,NA,iucn,TRUE,Actinopterygii,Epinephelus spilotoceps
GROUPERS,132748,NA,iucn,TRUE,Actinopterygii,Epinephelus longispinis
GROUPERS,132749,NA,iucn,TRUE,Actinopterygii,Epinephelus stictus
GROUPERS,132750,NA,iucn,TRUE,Actinopterygii,Epinephelus labriformis
GROUPERS,132751,NA,iucn,TRUE,Actinopterygii,Epinephelus coeruleopunctatus
GROUPERS,132752,NA,iucn,TRUE,Actinopterygii,Epinephelus bilobatus
GROUPERS,132753,NA,iucn,TRUE,Actinopterygii,Epinephelus polylepis
GROUPERS,132754,NA,iucn,TRUE,Actinopterygii,Alphestes immaculatus
GROUPERS,132755,NA,iucn,TRUE,Actinopterygii,Epinephelus radiatus
GROUPERS,132756,NA,iucn,TRUE,Actinopterygii,Epinephelus miliaris
GROUPERS,132757,NA,iucn,TRUE,Actinopterygii,Cephalopholis sonnerati
GROUPERS,132758,NA,iucn,TRUE,Actinopterygii,Epinephelus tauvina
GROUPERS,132759,NA,iucn,TRUE,Actinopterygii,Cephalopholis hemistiktos
GROUPERS,132760,NA,iucn,TRUE,Actinopterygii,Epinephelus faveatus
GROUPERS,132761,NA,iucn,TRUE,Actinopterygii,Cephalopholis cruentata
GROUPERS,132762,NA,iucn,TRUE,Actinopterygii,Epinephelus costae
GROUPERS,132763,NA,iucn,TRUE,Actinopterygii,Epinephelus corallicola
GROUPERS,132764,NA,iucn,TRUE,Actinopterygii,Alphestes afer
GROUPERS,132765,NA,iucn,TRUE,Actinopterygii,Epinephelus goreensis
GROUPERS,132766,NA,iucn,TRUE,Actinopterygii,Epinephelus macrospilos
GROUPERS,132767,NA,iucn,TRUE,Actinopterygii,Dermatolepis dermatolepis
GROUPERS,132768,NA,iucn,TRUE,Actinopterygii,Epinephelus trophis
GROUPERS,132769,NA,iucn,TRUE,Actinopterygii,Epinephelus fasciatomaculosus
GROUPERS,132770,NA,iucn,TRUE,Actinopterygii,Epinephelus guttatus
GROUPERS,132771,NA,iucn,TRUE,Actinopterygii,Gonioplectrus hispanus
GROUPERS,132772,NA,iucn,TRUE,Actinopterygii,Hyporthodus octofasciatus
GROUPERS,132773,NA,iucn,TRUE,Actinopterygii,Epinephelus tukula
GROUPERS,132774,NA,iucn,TRUE,Actinopterygii,Epinephelus areolatus
GROUPERS,132775,NA,iucn,TRUE,Actinopterygii,Plectropomus pessuliferus
GROUPERS,132776,NA,iucn,TRUE,Actinopterygii,Plectropomus oligacanthus
GROUPERS,132777,NA,iucn,TRUE,Actinopterygii,Epinephelus diacanthus
GROUPERS,132778,NA,iucn,TRUE,Actinopterygii,Epinephelus hexagonatus
GROUPERS,132779,NA,iucn,TRUE,Actinopterygii,Cephalopholis oligosticta
GROUPERS,132780,NA,iucn,TRUE,Actinopterygii,Epinephelus sexfasciatus
GROUPERS,132781,NA,iucn,TRUE,Actinopterygii,Cephalopholis argus
GROUPERS,132782,NA,iucn,TRUE,Actinopterygii,Cephalopholis aitha
GROUPERS,132783,NA,iucn,TRUE,Actinopterygii,Cephalopholis urodeta
GROUPERS,132784,NA,iucn,TRUE,Actinopterygii,Epinephelus magniscuttis
GROUPERS,132785,NA,iucn,TRUE,Actinopterygii,Epinephelus erythrurus
GROUPERS,132786,NA,iucn,TRUE,Actinopterygii,Cephalopholis nigripinnis
GROUPERS,132787,NA,iucn,TRUE,Actinopterygii,Anyperodon leucogrammicus
GROUPERS,132788,NA,iucn,TRUE,Actinopterygii,Epinephelus merra
GROUPERS,132789,NA,iucn,TRUE,Actinopterygii,Cephalopholis microprion
GROUPERS,132790,NA,iucn,TRUE,Actinopterygii,Triso dermopterus
GROUPERS,132791,NA,iucn,TRUE,Actinopterygii,Cephalopholis igarashiensis
GROUPERS,132792,NA,iucn,TRUE,Actinopterygii,Epinephelus polystigma
GROUPERS,132793,NA,iucn,TRUE,Actinopterygii,Epinephelus stoliczkae
GROUPERS,132794,NA,iucn,TRUE,Actinopterygii,Epinephelus retouti
GROUPERS,132795,NA,iucn,TRUE,Actinopterygii,Hyporthodus ergastularius
