"am_sid","sciname","am_category","reviewed","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text.x","spp_group_text.y"
"Fis-58537","Halichoeres trispilus","LC",NA,187750,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4772551.9,2647082.6,3225351,22.918,32.686,44.396,41.216,"AM",15.378,82.071,0.871,"Wrasses","Wrasses"
"Fis-49046","Hypleurochilus bananensis","LC",NA,154753,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",154753,"iucn",0,NA,2470752.5,2328379.1,266681.8,4.481,90.02,5.499,44.898,"IUCN",14.72,11.454,0.629,"Blenniidae","Blenniidae"
"Fis-150312","Hypleurochilus caudovittatus",NA,NA,196687,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",196687,"iucn",0,NA,2030016.7,2005515.4,81435.1,2.975,95.751,1.275,70,"IUCN",14.524,4.061,0.541,"Blenniidae","Blenniidae"
"Fis-27546","Hypleurochilus langi",NA,NA,185170,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185170,"iucn",0,NA,1138684,597349.1,986715.4,39.142,13.405,47.453,74.49,"AM",13.945,60.539,0.266,"Blenniidae","Blenniidae"
"Fis-145639","Hypleurochilus multifilis",NA,NA,196688,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",196688,"iucn",0,NA,487345.8,392532,263837.3,34.615,46.154,19.231,64.286,"IUCN",13.097,67.214,0.106,"Blenniidae","Blenniidae"
"Fis-150314","Hypleurochilus pseudoaequipinnis",NA,NA,47141104,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",47141104,"iucn",0,NA,4668138.8,2094025.9,4013741.1,30.769,14.384,54.847,68.144,"AM",15.356,52.171,1.083,"Blenniidae","Blenniidae"
"Fis-146177","Iniistius auropunctatus","LC",NA,187592,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,197074,63424.2,173154.2,20,12.308,67.692,61.905,"AM",12.191,36.629,0.047,"Wrasses","Wrasses"
"Fis-153058","Iniistius bimaculatus","LC",NA,187727,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,10328641.9,8704768.7,3378641.1,17.311,66.734,15.955,52.038,"IUCN",16.15,38.814,2.35,"Wrasses","Wrasses"
"Fis-146182","Iniistius celebicus","LC",NA,187610,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,10113441.7,4251059.4,7647147,17.548,24.495,57.957,41.737,"AM",16.129,55.59,2.064,"Wrasses","Wrasses"
"Fis-159650","Iniistius griffithsi","LC",NA,187657,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,3625083.6,3094716.6,794646.3,7.465,77.605,14.93,33.333,"IUCN",15.103,25.678,0.835,"Wrasses","Wrasses"
"Fis-146183","Iniistius umbrilatus","LC",NA,187399,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,643483.6,125948,629167.3,17.105,2.193,80.702,88.636,"AM",13.375,20.018,0.17,"Wrasses","Wrasses"
"Fis-61834","Istiblennius colei","LC",NA,180125,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",180125,"iucn",0,NA,1411858.6,1390761,54284.2,2.371,96.121,1.509,61.111,"IUCN",14.16,3.903,0.375,"Blenniidae","Blenniidae"
"Fis-61831","Istiblennius flaviumbrinus",NA,NA,48342133,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342133,"iucn",0,0,2296344,1994738.5,619142.8,13.868,72.519,13.613,50.463,"IUCN",14.647,31.039,0.538,"Blenniidae","Blenniidae"
"Fis-61136","Istiblennius pox",NA,NA,46079816,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079816,"iucn",0,0,1691751.2,769696.5,1339766.4,24.573,20.307,55.119,54.753,"AM",14.341,57.45,0.362,"Blenniidae","Blenniidae"
"Fis-54244","Istiblennius rivulatus",NA,NA,48342441,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342441,"iucn",0,0,472533.2,391566.6,261365.4,38.69,44.048,17.262,69.149,"IUCN",13.066,66.749,0.106,"Blenniidae","Blenniidae"
"Fis-58117","Istiblennius unicolor",NA,1,48342337,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342337,"iucn",0,0,760300.4,360862.8,754384.2,46.768,0.76,52.471,98.4,"AM",13.541,47.835,0.204,"Blenniidae","Blenniidae"
"Fis-134084","Lagocephalus suezensis",NA,NA,193628,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193628,"iucn",0,NA,18764591.6,2468621.2,17016849.1,3.917,9.56,86.523,29.063,"AM",16.747,14.507,4.593,"Pufferfish","Pufferfish"
"Fis-161616","Laiphognathus longispinis",NA,NA,48342410,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342410,"iucn",0,0,796690.8,701966.4,225117.6,17.007,70.748,12.245,58.14,"IUCN",13.588,32.07,0.189,"Blenniidae","Blenniidae"
"Fis-59735","Leptojulis chrysotaenia","LC",NA,187749,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5002557.9,4138652.6,1603862.5,14.738,68.027,17.235,46.095,"IUCN",15.425,38.753,1.117,"Wrasses","Wrasses"
"Fis-59764","Leptojulis polylepis","LC",NA,187815,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4399765,1512960,3442257.5,12.561,21.79,65.649,36.566,"AM",15.297,43.953,0.929,"Wrasses","Wrasses"
"Fis-59763","Leptojulis urostigma","LC",NA,187463,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,8082363.1,6410906.3,2908244.2,15.235,64.115,20.65,42.456,"IUCN",15.905,45.364,1.731,"Wrasses","Wrasses"
"Fis-23176","Lithognathus lithognathus","LR/cd",NA,12137,"EN","Decreasing",NA,NA,"EN","iucn","SEABREAMS_PORGIES",12137,"iucn",0.6,-0.5,489424.3,182657.6,357433.9,10.16,25.668,64.171,28.358,"AM",13.101,51.102,0.096,"Sparidae","Sparidae"
"Fis-25982","Litobranchus fowleri",NA,NA,48342473,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342473,"iucn",0,0,5584557.2,3099145.3,4212781.8,30.912,24.577,44.511,55.709,"AM",15.536,73.565,1.137,"Blenniidae","Blenniidae"
"Fis-21777","Macropharyngodon cyanoguttatus","LC",NA,187667,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1584354.2,941783.4,994043.9,22.509,36.347,41.144,38.245,"AM",14.276,94.743,0.268,"Wrasses","Wrasses"
"Fis-21772","Macropharyngodon geoffroy","LC",NA,187680,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4693839.1,4136518.9,682219.1,2.78,84.776,12.445,18.257,"IUCN",15.362,16.493,1.117,"Wrasses","Wrasses"
"Fis-53997","Macropharyngodon moyeri","LC",NA,187793,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,992913.9,678547.2,565504.6,25.668,42.513,31.818,44.651,"IUCN",13.808,83.341,0.183,"Wrasses","Wrasses"
"Fis-113380","Meiacanthus abditus",NA,NA,48342460,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342460,"iucn",0,0,2822555.1,2265305.2,1069690.4,18.093,62.189,19.718,47.851,"IUCN",14.853,47.221,0.611,"Blenniidae","Blenniidae"
"Fis-113466","Meiacanthus crinitus",NA,NA,48342398,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342398,"iucn",0,0,2056846.7,1581504.1,690272.8,10.401,66.419,23.18,30.973,"IUCN",14.537,43.647,0.427,"Blenniidae","Blenniidae"
"Fis-145631","Meiacanthus fraseri",NA,NA,48342416,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342416,"iucn",0,0,808999.3,674641.2,160731.7,3.309,79.779,16.912,16.364,"IUCN",13.604,23.825,0.182,"Blenniidae","Blenniidae"
"Fis-113469","Meiacanthus geminatus",NA,NA,48342185,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342185,"iucn",0,0,4320837.7,4107537.6,411480.5,4.587,90.473,4.94,48.148,"IUCN",15.279,10.018,1.109,"Blenniidae","Blenniidae"
"Fis-35624","Meiacanthus luteus",NA,NA,48342254,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342254,"iucn",0,0,1783940.4,150921.1,1711372.7,4.5,4.167,91.333,51.923,"AM",14.394,8.819,0.462,"Blenniidae","Blenniidae"
"Fis-113542","Meiacanthus tongaensis",NA,NA,48342099,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342099,"iucn",0,0,397364.4,252595.6,176645.6,8.148,54.815,37.037,18.033,"IUCN",12.893,69.932,0.068,"Blenniidae","Blenniidae"
"Fis-150301","Meiacanthus urostigma",NA,NA,48342378,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342378,"iucn",0,0,992063.6,873517.8,230593.4,11.315,76.758,11.927,48.684,"IUCN",13.808,26.398,0.236,"Blenniidae","Blenniidae"
"Fis-113473","Meiacanthus vicinus",NA,NA,48342264,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342264,"iucn",0,0,736277,330904,442215.7,5,40,55,11.111,"AM",13.509,74.829,0.119,"Blenniidae","Blenniidae"
"Fis-35466","Meiacanthus vittatus",NA,NA,48342373,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342373,"iucn",0,0,2400460.8,1852568.5,690995.5,5.964,71.193,22.843,20.705,"IUCN",14.691,37.299,0.5,"Blenniidae","Blenniidae"
"Fis-113020","Mimoblennius cirrosus",NA,NA,46079868,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079868,"iucn",0,0,1893951,869194.1,1499288,24.697,20.455,54.848,54.698,"AM",14.454,57.974,0.405,"Blenniidae","Blenniidae"
"Fis-145632","Mimoblennius lineathorax",NA,NA,48342357,"VU","Unknown",NA,NA,"VU","iucn","COMBTOOTHBLENNIES",48342357,"iucn",0.4,NA,92616.7,26210.6,72191.6,6.25,21.875,71.875,22.222,"AM",11.436,36.307,0.019,"Blenniidae","Blenniidae"
"Fis-50532","Mimoblennius rusi",NA,NA,48342290,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342290,"iucn",0,0,772439.1,664950.7,140658.9,4.545,81.061,14.394,24,"IUCN",13.557,21.153,0.179,"Blenniidae","Blenniidae"
"Fis-62061","Naso caeruleacauda","LC",NA,177968,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177968,"iucn",0,0,9871463.3,5377323,7281207.8,28.14,26.509,45.351,51.493,"AM",16.105,73.852,1.965,"Acanthuridae","Acanthuridae"
"Fis-146732","Naso mcdadei","LC",NA,177963,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177963,"iucn",0,NA,7854329.5,276451.4,7666876.5,1.153,2.461,96.386,31.915,"AM",15.877,3.606,2.07,"Acanthuridae","Acanthuridae"
"Fis-62699","Omox lupus",NA,NA,48342180,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342180,"iucn",0,0,1652645.4,1205043.7,702012.4,15.37,57.593,27.037,36.245,"IUCN",14.318,58.256,0.325,"Blenniidae","Blenniidae"
"Fis-158435","Ophioblennius trinitatis",NA,NA,185191,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185191,"iucn",0,NA,928821,441954.9,798752.8,33.441,13.826,52.733,70.748,"AM",13.742,55.331,0.216,"Blenniidae","Blenniidae"
"Fis-159824","Oxycheilinus lineatus","LC",NA,187737,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1057845.1,529823.3,600332.5,6.831,42.623,50.546,13.812,"AM",13.872,88.255,0.162,"Wrasses","Wrasses"
"Fis-138294","Parablennius cyclops",NA,NA,48342258,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342258,"iucn",0,0,1003435.9,816071.8,622144.7,42.655,38.701,18.644,69.585,"IUCN",13.819,76.237,0.22,"Blenniidae","Blenniidae"
"Fis-143808","Parablennius dialloi",NA,NA,185138,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185138,"iucn",0,NA,1446435,615154.8,1388761.5,38.365,3.983,57.652,90.594,"AM",14.185,44.295,0.375,"Blenniidae","Blenniidae"
"Fis-52206","Parablennius goreensis",NA,NA,185153,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185153,"iucn",0,NA,544094.3,440949.9,225969,22.527,58.242,19.231,53.947,"IUCN",13.207,51.246,0.119,"Blenniidae","Blenniidae"
"Fis-64651","Parablennius laticlavius",NA,NA,48342464,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342464,"iucn",0,0,685585.3,272179,515459.9,14.695,25.448,59.857,36.607,"AM",13.438,52.803,0.139,"Blenniidae","Blenniidae"
"Fis-50550","Parablennius lodosus",NA,NA,48342467,"VU","Unknown",NA,NA,"VU","iucn","COMBTOOTHBLENNIES",48342467,"iucn",0.4,NA,231435.8,206522.6,33233.4,3.75,85,11.25,25,"IUCN",12.352,16.092,0.056,"Blenniidae","Blenniidae"
"Fis-125999","Parablennius salensis",NA,NA,185136,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185136,"iucn",0,NA,218835.6,29665.9,218835.6,13.514,0,86.486,100,"AM",12.296,13.556,0.059,"Blenniidae","Blenniidae"
"Fis-143809","Parablennius sierraensis",NA,NA,185140,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185140,"iucn",0,NA,773075.2,682489.6,280863.3,24.706,63.529,11.765,67.742,"IUCN",13.558,41.153,0.184,"Blenniidae","Blenniidae"
"Fis-31116","Paracheilinus angulatus","LC",NA,187656,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4165234.6,3380635.8,1362158.4,13.962,67.032,19.006,42.35,"IUCN",15.242,40.293,0.913,"Wrasses","Wrasses"
"Fis-145250","Paracheilinus attenuatus","LC",NA,187413,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,963712.5,810233.1,239403.5,8.75,75.625,15.625,35.897,"IUCN",13.779,29.547,0.219,"Wrasses","Wrasses"
"Fis-145602","Paracheilinus cyaneus","LC",NA,187494,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1649349.4,1157262,861241.7,22.305,47.955,29.74,42.857,"IUCN",14.316,74.421,0.312,"Wrasses","Wrasses"
"Fis-145595","Paracheilinus flavianalis","LC",NA,187635,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2581960.9,1247980.9,1640252,11.758,37.369,50.873,23.934,"AM",14.764,76.085,0.443,"Wrasses","Wrasses"
"Fis-31112","Paracheilinus lineopunctatus","LC",NA,187560,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1746651.9,709655,1398873.3,20.236,19.224,60.54,51.282,"AM",14.373,50.73,0.378,"Wrasses","Wrasses"
"Fis-160832","Paracheilinus nursalim","LC",NA,187757,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,3321497.6,3309205.8,64513.1,1.56,98.073,0.367,80.952,"IUCN",15.016,1.95,0.893,"Wrasses","Wrasses"
"Fis-153188","Paracheilinus rubricaudalis","LC",NA,187791,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,3890957.4,3161208.9,997384.7,7.022,73.765,19.213,26.765,"IUCN",15.174,31.551,0.853,"Wrasses","Wrasses"
"Fis-161246","Paracheilinus walton","LC",NA,187421,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1157315.7,1086564.1,153796.4,7.143,86.772,6.085,54,"IUCN",13.962,14.154,0.293,"Wrasses","Wrasses"
"Fis-61874","Paralticus amboinensis",NA,NA,48342437,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342437,"iucn",0,0,2586095.1,1239688.3,1911849.4,21.801,26.185,52.014,45.432,"AM",14.766,64.842,0.516,"Blenniidae","Blenniidae"
"Fis-54316","Petroscirtes springeri",NA,NA,48342325,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342325,"iucn",0,0,460540.1,191089.3,305380.7,7.692,33.136,59.172,18.841,"AM",13.04,62.574,0.082,"Blenniidae","Blenniidae"
"Fis-26713","Plagiotremus ewaensis",NA,NA,48342097,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342097,"iucn",0,0,640654.8,108877.7,629167.3,14.978,1.762,83.26,89.474,"AM",13.37,17.305,0.17,"Blenniidae","Blenniidae"
"Fis-26714","Plagiotremus goslinei",NA,NA,48342392,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342392,"iucn",0,0,370925.3,107071.8,335744.5,19.38,9.302,71.318,67.568,"AM",12.824,31.891,0.091,"Blenniidae","Blenniidae"
"Fis-113623","Plagiotremus spilistius",NA,NA,48342388,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342388,"iucn",0,NA,5586369.1,5056175.4,1281834.2,13.524,76.994,9.483,58.782,"IUCN",15.536,25.352,1.365,"Blenniidae","Blenniidae"
"Fis-35835","Polysteganus baissaci",NA,NA,170265,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170265,"iucn",0,NA,1226280.2,663899.2,708816.4,12.019,41.346,46.635,22.523,"AM",14.019,93.663,0.191,"Sparidae","Sparidae"
"Fis-25686","Polysteganus praeorbitalis",NA,NA,170184,"VU","Decreasing",NA,NA,"VU","iucn","SEABREAMS_PORGIES",170184,"iucn",0.4,-0.5,506155.7,284750.5,317055.8,18.579,36.066,45.355,34,"AM",13.135,89.811,0.086,"Sparidae","Sparidae"
"Fis-150289","Praealticus caesius",NA,NA,48342229,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342229,"iucn",0,0,3090479.6,59934,3087630.1,1.881,0.094,98.024,95.238,"AM",14.944,1.941,0.833,"Blenniidae","Blenniidae"
"Fis-25985","Praealticus natalis",NA,NA,48342342,"VU","Stable",NA,NA,"VU","iucn","COMBTOOTHBLENNIES",48342342,"iucn",0.4,0,3797752.5,3749337.5,54467,0.161,98.555,1.284,11.111,"IUCN",15.15,1.453,1.012,"Blenniidae","Blenniidae"
"Fis-150288","Praealticus oortii",NA,NA,48342186,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342186,"iucn",0,0,6774766.1,5775753.6,1889649.2,13.124,72.135,14.742,47.097,"IUCN",15.729,32.717,1.559,"Blenniidae","Blenniidae"
"Fis-145633","Praealticus triangulus",NA,NA,48342122,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342122,"iucn",0,0,1807071.6,396469.6,1709537.2,16.526,5.396,78.078,75.385,"AM",14.407,23.192,0.461,"Blenniidae","Blenniidae"
"Fis-25393","Prionurus biafraensis","LC",NA,178021,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178021,"iucn",0,0,722844.8,495303.1,298251.2,9.746,58.898,31.356,23.711,"IUCN",13.491,60.216,0.134,"Acanthuridae","Acanthuridae"
"Fis-148572","Prognathodes brasiliensis","LC",NA,165613,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA,873315,614561.7,654450.4,45.085,25.424,29.492,63.942,"AM",13.68,93.905,0.177,"Butterflyfish","Butterflyfish"
"Fis-134599","Pseudocheilinus citrinus","LC",NA,187741,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1337660.9,507176.7,884702.7,4.077,33.047,62.876,10.983,"AM",14.106,57.327,0.239,"Wrasses","Wrasses"
"Fis-145573","Pseudocoris bleekeri","LC",NA,187472,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,7907653.1,5093366.5,4633894.1,22.731,41.831,35.439,39.077,"IUCN",15.883,90.979,1.375,"Wrasses","Wrasses"
"Fis-140522","Pseudojuloides kaleidos","LC",NA,155252,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2600378.6,1242206.9,1920836.8,21.571,26.377,52.052,44.988,"AM",14.771,64.67,0.518,"Wrasses","Wrasses"
"Fis-31121","Pseudojuloides mesostigma","LC",NA,187462,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,7488883,6754514.9,1054628.3,4.432,85.437,10.131,30.435,"IUCN",15.829,15.614,1.823,"Wrasses","Wrasses"
"Fis-145556","Pseudojuloides severnsi","LC",NA,187645,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,10137156.8,9136763.1,1955934.7,9.483,80.388,10.129,48.353,"IUCN",16.132,21.407,2.466,"Wrasses","Wrasses"
"Fis-162302","Rhabdoblennius nigropunctatus",NA,NA,48342411,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342411,"iucn",0,0,3098601.7,2578278.4,640582.8,3.939,78.866,17.195,18.636,"IUCN",14.946,24.845,0.696,"Blenniidae","Blenniidae"
"Fis-17443","Roa excelsa","LC",NA,165639,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,1401551,1051595.2,471921.4,8.768,66.18,25.052,25.926,"IUCN",14.153,44.877,0.284,"Butterflyfish","Butterflyfish"
"Fis-162910","Roa jayakari","LC",NA,165614,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,2419537.1,1223139.1,2016965.2,33.815,16.486,49.699,67.225,"AM",14.699,60.643,0.544,"Butterflyfish","Butterflyfish"
"Fis-139731","Salaria basilisca","LC",NA,194856,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",194856,"iucn",0,NA,1101309.9,848221.6,473277.6,20.39,57.05,22.56,47.475,"IUCN",13.912,55.796,0.229,"Blenniidae","Blenniidae"
"Fis-31631","Salarias luctuosus",NA,NA,48342524,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342524,"iucn",0,0,671680.1,135000.6,646839.5,16.142,3.543,80.315,82,"AM",13.418,20.871,0.175,"Blenniidae","Blenniidae"
"Fis-146160","Salarias obscurus",NA,NA,48342492,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342492,"iucn",0,0,1387688.3,914811.1,609506.4,9.868,56.14,33.991,22.5,"IUCN",14.143,66.626,0.247,"Blenniidae","Blenniidae"
"Fis-21631","Sarda chiliensis","LC",NA,170352,"LC","Decreasing",NA,NA,"LC","iucn","TUNAS_BILLFISHES",170352,"iucn",0,-0.5,4571010.9,410950.2,4441029.4,5.019,2.563,92.419,66.197,"AM",15.335,9.253,1.199,"Tunas/Billfishes","Tunas/Billfishes"
"Fis-61194","Scartichthys variolatus","LC",NA,183725,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183725,"iucn",0,0,212304.6,8084.8,212304.6,3.704,0,96.296,100,"AM",12.266,3.808,0.057,"Blenniidae","Blenniidae"
"Fis-35826","Scarus collana","LC",NA,190693,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,1298820.3,992855.6,625152.3,24.609,51.23,24.161,50.459,"IUCN",14.077,62.965,0.268,"Parrotfish","Parrotfish"
"Fis-21839","Scarus dubius","LC",NA,154706,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,853216.3,276575.5,682219.1,12.375,19.398,68.227,38.947,"AM",13.657,40.541,0.184,"Parrotfish","Parrotfish"
"Fis-31170","Scarus koputea","LC",NA,190754,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,241959.7,108309.9,173154.2,16.25,28.75,55,36.111,"AM",12.397,62.551,0.047,"Parrotfish","Parrotfish"
"Fis-145208","Scarus trispinosus","EN",NA,190748,"EN","Decreasing",NA,NA,"EN","iucn","PARROTFISH",NA,"iucn",0.6,-0.5,911781,596830.2,815032.3,54.545,10.714,34.74,83.582,"AM",13.723,73.228,0.22,"Parrotfish","Parrotfish"
"Fis-149524","Siphonognathus caninis","LC",NA,190680,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,930039,429317.4,925070.7,45.43,0.538,54.032,98.83,"AM",13.743,46.409,0.25,"Parrotfish","Parrotfish"
"Fis-145196","Sparisoma amplum","LC",NA,190723,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,1635758,1215028.8,967504.7,32.451,42.504,25.044,56.442,"IUCN",14.308,79.628,0.328,"Parrotfish","Parrotfish"
"Fis-28684","Sphoeroides angusticeps","LC",NA,183925,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",183925,"iucn",0,NA,156683.1,46155.8,128989.8,11.765,17.647,70.588,40,"AM",11.962,35.783,0.035,"Pufferfish","Pufferfish"
"Fis-28989","Sphoeroides marmoratus",NA,NA,193771,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193771,"iucn",0,NA,2642530.7,543024.7,2627431.1,18.925,0.538,80.538,97.238,"AM",14.787,20.668,0.709,"Pufferfish","Pufferfish"
"Fis-61707","Sphoeroides rosenblatti","LC",NA,183587,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",183587,"iucn",0,NA,817687.2,662316.5,270983.9,13.971,67.279,18.75,42.697,"IUCN",13.614,40.915,0.179,"Pufferfish","Pufferfish"
"Fis-28533","Stegastes redemptus","VU",NA,183567,"VU","Unknown",NA,NA,"VU","iucn","DAMSELFISH",183567,"iucn",0.4,NA,197185.8,51704.6,148320.5,1.449,24.638,73.913,5.556,"AM",12.192,34.86,0.04,"Damselfish","Damselfish"
"Fis-149115","Suezichthys caudavittatus","LC",NA,187390,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2269444.9,1309102.9,1856996,39.263,18.043,42.694,68.514,"AM",14.635,70.496,0.501,"Wrasses","Wrasses"
"Fis-25107","Suezichthys notatus","LC",1,187485,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1781066.6,1228480.5,849773.6,17.274,51.189,31.537,35.39,"IUCN",14.393,69.173,0.332,"Wrasses","Wrasses"
"Fis-145532","Takifugu alboplumbeus",NA,NA,193789,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193789,"iucn",0,NA,2044439.5,1184181.7,1233383.1,17.616,39.338,43.046,30.93,"AM",14.531,96.011,0.333,"Pufferfish","Pufferfish"
"Fis-145529","Takifugu bimaculatus",NA,NA,193602,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",193602,"iucn",0,-0.5,4090957.8,3110912,1541186.6,13.655,60.552,25.793,34.615,"IUCN",15.224,49.541,0.84,"Pufferfish","Pufferfish"
