speciesid,reviewed,speccode,genus,species,fbname,occurcells,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version
Fis-29264,1,230,Alepocephalus,bairdii,Baird's slickhead,103,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,null,N.E.,2015-2
Fis-32435,null,7592,Alepocephalus,bicolor,Bicolor slickhead,35,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,null,N.E.,2015-2
Fis-33746,null,10000,Alepocephalus,productus,Smalleye smooth-head,40,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,null,N.E.,2015-2
Fis-31228,null,5071,Alepocephalus,rostratus,Risso's smooth-head,105,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,null,N.E.,2015-2
Fis-34713,null,11590,Alepocephalus,tenebrosus,California slickhead,78,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,null,N.E.,2015-2
Fis-114167,null,46981,Alertichthys,blacki,Alert pigfish,109,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Congiopodidae,null,N.E.,2015-2
Fis-162802,null,64958,Alionematichthys,crassiceps,Bighead viviparous brotula,17,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,null,N.E.,2015-2
Fis-162810,null,56405,Alionematichthys,minyomma,null,11,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,null,N.E.,2015-2
Fis-162812,null,64965,Alionematichthys,piger,Whiskered viviparous brotula,60,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,null,N.E.,2015-2
Fis-162804,null,64960,Alionematichthys,plicatosurculus,Folded viviparous brotula,12,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,null,N.E.,2015-2
Fis-162811,null,27338,Alionematichthys,riukiuensis,Bigeye cusk,66,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,null,N.E.,2015-2
Fis-162808,null,64964,Alionematichthys,winterbottomi,null,20,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,null,N.E.,2015-2
Fis-123779,null,6391,Allenbatrachus,grunniens,Grunting toadfish,35,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,null,N.E.,2015-2
Fis-123785,null,50449,Allenbatrachus,reticulatus,null,15,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,null,N.E.,2015-2
Fis-50498,null,16940,Alloblennius,parvus,Dwarf blenny,12,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-144041,null,24122,Allocareproctus,jordani,Cherry snailfish,21,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,null,N.E.,2015-2
Fis-158070,null,62925,Allocareproctus,unangas,Goldeneye snailfish,18,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,null,N.E.,2015-2
Fis-34768,null,11685,Allocyttus,folletti,Oxeye oreo,58,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,null,N.E.,2015-2
Fis-33207,null,9140,Allocyttus,guineensis,Guinea oreo,10,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,null,N.E.,2015-2
Fis-35430,null,12962,Allocyttus,niger,Black oreo,142,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,null,N.E.,2015-2
Fis-27309,null,9144,Allocyttus,verrucosus,Warty dory,335,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,null,N.E.,2015-2
Fis-35884,null,14573,Allomycterus,pilatus,Deep-water burrfish,191,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,155007,DD,2015-2
Fis-23897,1,2694,Allosmerus,elongatus,Whitebait smelt,29,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,null,N.E.,2015-2
Fis-29265,1,91,Allothunnus,fallai,Slender tuna,49,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,170349,LC,2015-2
Fis-31568,1,5891,Alopias,pelagicus,Pelagic thresher,112,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,161597,VU,2015-2
Fis-23898,1,2534,Alopias,superciliosus,Bigeye thresher,364,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,161696,VU,2015-2
Fis-23899,1,2535,Alopias,vulpinus,Thresher,747,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,39339,VU,2015-2
Fis-23327,null,1574,Alosa,aestivalis,Blueback shad,118,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,201946,VU,2015-2
Fis-25577,1,5355,Alosa,fallax,Twaite shad,396,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,904,LC,2015-2
Fis-23333,1,1582,Alosa,mediocris,Hickory shad,65,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,201947,LC,2015-2
Fis-23334,1,1583,Alosa,pseudoharengus,Alewife,320,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,201948,LC,2015-2
Fis-23335,null,1584,Alosa,sapidissima,American shad,268,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,191206,LC,2015-2
Fis-27135,null,8726,Alphestes,afer,Mutton hamlet,66,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132764,LC,2015-2
Fis-32974,null,8727,Alphestes,immaculatus,Pacific mutton hamlet,88,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132754,LC,2015-2
Fis-113010,null,46411,Alticus,kirkii,Kirk's blenny,32,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-33723,null,9919,Alticus,monochrus,null,13,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-130767,null,6031,Alticus,saliens,Leaping blenny,25,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-30760,1,4273,Aluterus,heudelotii,Dotterel filefish,182,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,null,N.E.,2015-2
Fis-24409,1,4274,Aluterus,monoceros,Unicorn leatherjacket filefish,353,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,null,N.E.,2015-2
Fis-24410,null,4275,Aluterus,scriptus,Scribbled leatherjacket filefish,442,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,null,N.E.,2015-2
Fis-26252,null,6672,Amanses,scopas,Broom filefish,82,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,null,N.E.,2015-2
Fis-30981,null,4459,Amarsipus,carlsbergi,Amarsipa,14,Animalia,Chordata,Actinopterygii,Perciformes,Amarsipidae,null,N.E.,2015-2
Fis-151217,null,61467,Ambassis,ambassis,Commerson's glassy,41,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,166881,LC,2015-2
Fis-33712,null,9899,Ambassis,dussumieri,Malabar glassy perchlet,41,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,172415,LC,2015-2
Fis-25324,null,4806,Ambassis,gymnocephalus,Bald glassy,92,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,172321,LC,2015-2
Fis-31253,null,5153,Ambassis,interrupta,Long-spined glass perchlet,76,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,172393,LC,2015-2
Fis-35961,null,15126,Ambassis,jacksoniensis,Port Jackson perchlet,19,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,null,N.E.,2015-2
Fis-6932,null,5982,Ambassis,kopsii,Freckled hawkfish,37,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,null,N.E.,2015-2
Fis-33258,null,9234,Ambassis,miops,Flag-tailed glass perchlet,51,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,180926,LC,2015-2
Fis-29250,null,15133,Ambassis,nalua,Scalloped perchlet,34,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,172359,LC,2015-2
Fis-32635,null,8016,Ambassis,natalensis,Slender glassy,14,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,null,N.E.,2015-2
Fis-33259,null,9235,Ambassis,urotaenia,Banded-tail glassy perchlet,51,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,155201,LC,2015-2
Fis-35964,null,15135,Ambassis,vachellii,Vachelli's glass perchlet,29,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,166893,LC,2015-2
Fis-126971,null,52300,Ambiserrula,jugosa,Mud flathead,24,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,null,N.E.,2015-2
Fis-25841,null,5829,Amblycirrhitus,bimacula,Twospot hawkfish,143,Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,null,N.E.,2015-2
Fis-24412,null,3655,Amblycirrhitus,pinos,Redspotted hawkfish,77,Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,null,N.E.,2015-2
Fis-53955,null,23501,Amblycirrhitus,unimacula,null,12,Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,null,N.E.,2015-2
Fis-28588,null,12694,Amblyeleotris,aurora,Pinkbar goby,14,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-21787,null,13152,Amblyeleotris,diagonalis,Diagonal shrimp goby,29,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26445,1,7229,Amblyeleotris,fasciata,Red-banded prawn-goby,31,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26446,null,7230,Amblyeleotris,fontanesii,Giant prawn-goby,15,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-28147,null,11614,Amblyeleotris,gymnocephala,Masked shrimpgoby,30,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-114255,null,47046,Amblyeleotris,latifasciata,Wide-barred shrimpgody,10,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-35318,null,12697,Amblyeleotris,ogasawarensis,Redspotted shrimpgoby,17,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-57970,null,7231,Amblyeleotris,periophthalma,Periophthalma prawn-goby,40,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-32251,null,7232,Amblyeleotris,randalli,Randall's prawn-goby,26,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-149590,null,61007,Amblyeleotris,rubrimarginata,Redmargin shrimpgoby,21,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26420,null,7195,Amblyeleotris,steinitzi,Steinitz' prawn-goby,77,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26421,null,7196,Amblyeleotris,wheeleri,Gorgeous prawn-goby,43,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-113272,null,46531,Amblyeleotris,yanoi,Flagtail shrimpgoby,10,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-29610,null,1499,Amblygaster,clupeoides,Bleeker smoothbelly sardinella,25,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,null,N.E.,2015-2
Fis-23339,null,1500,Amblygaster,leiogaster,Smoothbelly sardinella,31,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,null,N.E.,2015-2
Fis-23340,1,1501,Amblygaster,sirm,Spotted sardinella,114,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,null,N.E.,2015-2
Fis-25765,1,5690,Amblyglyphidodon,aureus,Golden damselfish,128,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-132098,null,54180,Amblyglyphidodon,batunai,Batuna damsel,11,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-25647,1,5477,Amblyglyphidodon,curacao,Staghorn damselfish,208,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-25766,1,5691,Amblyglyphidodon,leucogaster,Yellowbelly damselfish,161,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-25767,null,5692,Amblyglyphidodon,ternatensis,Ternate damsel,29,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-26255,null,6675,Amblygobius,albimaculatus,Butterfly goby,90,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-138801,null,56800,Amblygobius,buanensis,Buan goby,10,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,154967,LC,2015-2
Fis-135734,null,55505,Amblygobius,bynoensis,Bynoe goby,77,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26422,null,7197,Amblygobius,decussatus,Orange-striped goby,60,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-31863,null,6521,Amblygobius,linki,Link's goby,25,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26455,null,7243,Amblygobius,nocturnus,Nocturn goby,79,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26423,null,7198,Amblygobius,phalaena,Whitebarred goby,174,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-58043,null,25417,Amblygobius,semicinctus,Halfbarred goby,25,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-26424,null,7199,Amblygobius,sphynx,Sphinx goby,64,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-144725,null,59255,Amblyotrypauchen,arctocephalus,Armour eelgoby,16,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-27470,null,9721,Amblypomacentrus,breviceps,Black-banded demoiselle,38,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-132004,null,54120,Amblyraja,doellojuradoi,Southern thorny skate,80,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,63122,LC,2015-2
Fis-131851,null,6953,Amblyraja,georgiana,Antarctic starry skate,17,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161490,DD,2015-2
Fis-131852,null,9256,Amblyraja,hyperborea,Arctic skate,111,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,63119,LC,2015-2
Fis-131855,null,27757,Amblyraja,jenseni,Shorttail skate,24,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161491,LC,2015-2
Fis-131853,1,2565,Amblyraja,radiata,Starry ray,1265,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161542,VU,2015-2
Fis-132542,null,6954,Amblyraja,taaf,Whiteleg skate,12,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161392,DD,2015-2
Fis-26842,null,8071,Amblyrhynchotes,honckenii,Evileye blaasop,84,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,null,N.E.,2015-2
Fis-142497,null,47425,Ambophthalmos,angustus,Pale toadfish,327,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,null,N.E.,2015-2
Fis-169602,null,13009,Amioides,polyacanthus,null,27,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,null,N.E.,2015-2
Fis-159682,null,60007,Amissidens,hainesi,Ridged catfish,12,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,null,N.E.,2015-2
Fis-29618,null,3820,Ammodytes,americanus,American sand lance,90,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,null,N.E.,2015-2
Fis-29619,null,3821,Ammodytes,dubius,Northern sand lance,366,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,null,N.E.,2015-2
Fis-29620,null,3822,Ammodytes,hexapterus,Pacific sand lance,561,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,null,N.E.,2015-2
Fis-29267,null,37,Ammodytes,marinus,Lesser sand-eel,308,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,null,N.E.,2015-2
Fis-29268,null,487,Ammodytes,personatus,Pacific sandlance,16,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,null,N.E.,2015-2
Fis-29269,null,38,Ammodytes,tobianus,Small sandeel,375,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,null,N.E.,2015-2
Fis-138579,null,46802,Ammodytoides,gilli,Gill's sand lance,26,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,178060,LC,2015-2
Fis-29171,null,14524,Ammotretis,lituratus,Tudor's flounder,19,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,null,N.E.,2015-2
Fis-33020,null,8837,Ammotretis,rostratus,Longsnout flounder,67,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,null,N.E.,2015-2
Fis-29218,null,14923,Amniataba,caudavittata,Yellowtail trumpeter,68,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,null,N.E.,2015-2
Fis-146212,null,27549,Amoya,gracilis,Bluespotted mangrove goby,21,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-13933,null,3279,Amphelikturus,dendriticus,Pipehorse,15,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,null,N.E.,2015-2
Fis-159662,null,954,Amphiarius,phrygiatus,Kukwari sea catfish,12,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,null,N.E.,2015-2
Fis-159835,null,957,Amphiarius,rugispinis,Softhead sea catfish,29,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,null,N.E.,2015-2
Fis-28538,null,12529,Amphichaetodon,howensis,Lord Howe Island butterflyfish,30,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165682,LC,2015-2
Fis-22978,null,967,Amphichthys,cryptocentrus,Bocon toadfish,32,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,155024,LC,2015-2
Fis-32636,null,8017,Amphiprion,akallopisos,Skunk clownfish,53,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-34928,null,11959,Amphiprion,akindynos,Barrier reef anemonefish,61,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-34859,1,11836,Amphiprion,allardi,Twobar anemonefish,28,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-34860,null,11837,Amphiprion,bicinctus,Twoband anemonefish,38,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-31016,null,4551,Amphiprion,chrysopterus,Orangefin anemonefish,47,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-25631,1,5448,Amphiprion,clarkii,Yellowtail clownfish,223,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-28226,1,11840,Amphiprion,ephippium,Saddle anemonefish,21,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-31864,1,6522,Amphiprion,frenatus,Tomato clownfish,60,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-33247,null,9206,Amphiprion,latezonatus,Wide-band Anemonefish,13,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-58054,null,9207,Amphiprion,leucokranos,Whitebonnet anemonefish,11,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-31052,null,4654,Amphiprion,melanopus,Fire clownfish,86,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-32543,null,7809,Amphiprion,nigripes,Maldive anemonefish,16,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-31857,1,6509,Amphiprion,ocellaris,Clown anemonefish,108,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-27335,1,9209,Amphiprion,percula,Orange clownfish,26,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-29622,1,2024,Amphiprion,perideraion,Pink anemonefish,93,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-32656,1,8086,Amphiprion,polymnus,Saddleback clownfish,57,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-33250,null,9212,Amphiprion,rubrocinctus,Red Anemonefish,32,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-31865,null,6523,Amphiprion,sandaracinos,Yellow clownfish,39,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,154812,LC,2015-2
Fis-34867,null,11846,Amphiprion,sebae,Sebae anemonefish,15,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,null,N.E.,2015-2
Fis-29623,null,3622,Amphistichus,argenteus,Barred surfperch,19,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,null,N.E.,2015-2
Fis-24417,null,3623,Amphistichus,koelzi,Calico surfperch,13,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,154728,LC,2015-2
Fis-24418,null,3624,Amphistichus,rhodoterus,Redtail surfperch,13,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,null,N.E.,2015-2
Fis-164872,null,14271,Amsichthys,knighti,Bugeye dottyback,87,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,null,N.E.,2015-2
Fis-63249,null,7612,Anacanthobatis,americana,American legskate,29,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,161481,DD,2015-2
Fis-126296,1,51848,Anacanthobatis,folirostris,Leaf-nose leg skate,30,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,161681,DD,2015-2
Fis-126299,null,51851,Anacanthobatis,longirostris,Longnose leg skate,27,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,161494,DD,2015-2
Fis-32706,null,8178,Anacanthus,barbatus,Bearded leatherjacket,94,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,154935,LC,2015-2
Fis-31132,1,4888,Anampses,caeruleopunctatus,Bluespotted wrasse,149,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187716,LC,2015-2
Fis-31144,null,4916,Anampses,cuvier,Pearl wrasse,10,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187758,LC,2015-2
Fis-31146,null,4918,Anampses,elegans,Elegant wrasse,18,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187453,LC,2015-2
Fis-31136,null,4892,Anampses,femininus,Blue-striped orange tamarin,16,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187808,LC,2015-2
Fis-31135,null,4891,Anampses,geographicus,Geographic wrasse,70,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187710,LC,2015-2
Fis-31145,null,4917,Anampses,lennardi,Blue and yellow wrasse,21,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187567,LC,2015-2
Fis-32535,null,7800,Anampses,lineatus,Lined wrasse,31,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187639,DD,2015-2
Fis-31471,null,5622,Anampses,melanurus,White-spotted wrasse,41,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,155146,LC,2015-2
Fis-31133,1,4889,Anampses,meleagrides,Spotted wrasse,91,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187723,LC,2015-2
Fis-31134,null,4890,Anampses,neoguinaicus,New Guinea wrasse,65,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187759,LC,2015-2
Fis-31137,null,4893,Anampses,twistii,Yellowbreasted wrasse,89,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187784,LC,2015-2
Fis-51774,null,17464,Anaora,tentaculata,Tentacled dragonet,21,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,null,N.E.,2015-2
Fis-31847,null,6483,Anarchias,allardicei,Allardice's moray,50,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,null,N.E.,2015-2
