iucn_sid,am_sid,sciname,area_am,area_iucn_shallow,area_overlap_shallow,sm_perc_shallow,sm_range_shallow,area_ratio_shallow,area_iucn_raw,area_overlap_raw,sm_perc_raw,sm_range_raw,area_ratio_raw
133271,URM-Cn-4824,Acropora sarmentosa,9185327.1,10642470.6,7606167.0896485,82.808,AM,86.308,19788039.9,7808444.6210771,85.01,AM,46.419
133272,URM-Cn-5954,Pectinia paeonia,6425246.6,11437230.8,5679334.03874341,88.391,AM,56.178,19851005,5875427.10681549,91.443,AM,32.367
133277,URM-Cn-6040,Porites australiensis,4707547.5,12494438,3592266.91427666,76.309,AM,37.677,23547412.2,3811727.28382116,80.971,AM,19.992
133281,URM-Cn-5963,Madracis formosa,1907664.3,2114485.7,1736079.36175921,91.005,AM,90.219,3489689.9,1759425.6938787,92.229,AM,54.666
133283,URM-Cn-4718,Acropora batunai,4996026.4,5278412.9,3847655.22861528,77.014,AM,94.65,8403044.1,3930404.84766958,78.671,AM,59.455
133284,URM-Cn-5620,Plesiastrea versipora,14814190.3,16029554.2,12050657.4478581,81.345,AM,92.418,29257005.8,12329750.6982335,83.229,AM,50.635
133289,SLB-117478,Euphyllia paraancora,5521310,6105791.6,3903142.53610091,70.692,AM,90.427,10660728.6,4031611.62285629,73.019,AM,51.791
133290,URM-Cn-5560,Favites abdita,6200353,15294635.5,5642469.46533229,91.002,AM,40.539,27536013.5,5820536.96178603,93.874,AM,22.517
133291,URM-Cn-4835,Acropora striata,7946522.1,5369524.7,3388636.52750463,63.109,IUCN,67.571,9899054.6,3436510.94558639,43.245,AM,80.276
133292,URM-Cn-4871,Astreopora myriophthalma,12575550.9,14429878.5,10452977.7744464,83.121,AM,87.149,27772579.9,10702190.0488986,85.103,AM,45.28
133298,URM-Cn-4942,Montipora turgescens,14284557.1,14304871.7,11795921.8582273,82.578,AM,99.858,26780266.5,12090277.9543566,84.639,AM,53.34
133299,SLB-117472,Cycloseris sinensis,4792488.2,10423683.3,4100450.63238177,85.56,AM,45.977,19387158.9,4269753.88466688,89.093,AM,24.72
133302,URM-Cn-4865,Astreopora gracilis,11436157.5,11093325,7935098.24053921,71.53,IUCN,97.002,19320183.7,8127998.98538393,71.073,AM,59.193
133304,URM-Cn-5870,Lobophyllia hataii,12936495.3,12678735.4,9998738.12697006,78.862,IUCN,98.007,21708919,10218644.6553104,78.991,AM,59.591
133307,URM-Cn-5553,Favia rotundata,9417050.4,11655342.7,7334490.15021554,77.885,AM,80.796,19725502.5,7551670.48856754,80.191,AM,47.74
133309,URM-Cn-5981,Pocillopora inflata,623494,283513.7,210259.073671369,74.162,IUCN,45.472,616363.5,210259.073671369,34.113,IUCN,98.856
133313,URM-Cn-4733,Acropora cytherea,12791540.1,13832004.6,10250625.3884127,80.136,AM,92.478,26241597.4,10499799.2068225,82.084,AM,48.745
133315,URM-Cn-4788,Acropora monticulosa,11087822.2,12718422.4,8623100.87023382,77.771,AM,87.179,23676537.5,8819614.78841772,79.543,AM,46.83
133319,URM-Cn-4760,Acropora horrida,12662130.7,14145107,10297030.4703299,81.321,AM,89.516,26578258.1,10540702.2429467,83.246,AM,47.641
133320,URM-Cn-4830,Acropora solitaryensis,9270942.8,10095657.2,7521482.499204,81.13,AM,91.831,17413211.5,7699798.41543202,83.053,AM,53.241
133324,URM-Cn-4752,Acropora gemmifera,12399598.9,13461248.3,9520816.52352715,76.783,AM,92.113,23368163.9,9743329.46554606,78.578,AM,53.062
133325,URM-Cn-5510,Cyphastrea chalcidicum,8394775.6,14011701.9,7429624.51996013,88.503,AM,59.913,26397610.4,7634616.12119464,90.945,AM,31.801
133327,URM-Cn-4779,Acropora lovelli,5218773.9,5862100.3,2952848.40394505,56.581,AM,89.026,11651008.1,3074148.28408039,58.906,AM,44.792
133329,URM-Cn-6079,Porites stephensoni,10967233.1,11468074.6,6321945.64146947,57.644,AM,95.633,19267728,6500122.09987758,59.269,AM,56.92
133333,URM-Cn-5605,Oulophyllia bennettae,6087730.6,11608516.8,5304572.55096542,87.135,AM,52.442,19838031.4,5494862.42211903,90.261,AM,30.687
133337,URM-Cn-5826,Merulina ampliata,12947529.8,13658584,10459324.5487302,80.782,AM,94.794,25770604.2,10724445.4541133,82.83,AM,50.241
133340,URM-Cn-5897,Symphyllia wilsoni,627907,1100513.9,600981.987948859,95.712,AM,57.056,1284564.2,600981.987948859,95.712,AM,48.881
133343,URM-Cn-5569,Favites russelli,4556658.7,13573765.3,4045872.59459761,88.79,AM,33.57,25682470.6,4220370.40437058,92.62,AM,17.742
133345,URM-Cn-4941,Montipora tuberculosa,14858719.5,14799793.5,12390886.2106747,83.723,IUCN,99.603,28813953.5,12702898.191752,85.491,AM,51.568
133348,SLB-93322,Acropora variolosa,1159122.3,959098.8,602170.081866871,62.785,IUCN,82.744,1533088.1,610895.381879499,52.703,AM,75.607
133349,URM-Cn-6044,Porites compressa,8089581.7,166888.7,144838.631615001,86.788,IUCN,2.063,587095.8,158883.330921297,27.063,IUCN,7.257
133351,URM-Cn-4967,Leptoseris mycetoseroides,14622025.6,14968851.8,11740327.5902174,80.292,AM,97.683,28102327,12031420.9985469,82.283,AM,52.031
133359,URM-Cn-4783,Acropora microclados,10857516.2,10713665.2,7382795.38683936,68.91,IUCN,98.675,18492281.1,7567056.21209845,69.694,AM,58.714
133360,URM-Cn-4979,Pavona bipartita,7434044.1,9505116.3,5119372.15060706,68.864,AM,78.211,19144483.3,5329935.07824688,71.696,AM,38.831
133365,URM-Cn-5574,Goniastrea edwardsi,6422700.8,13913697.7,5656344.86002608,88.068,AM,46.161,25325807.9,5858269.69100473,91.212,AM,25.36
133366,URM-Cn-5851,Acanthastrea lordhowensis,12148609.1,10681216.9,8341445.23361449,78.095,IUCN,87.921,16676261.8,8468192.07729706,69.705,AM,72.85
133370,SLB-158808,Porites profundus,3978884.3,2551664.4,1376207.59002809,53.934,IUCN,64.13,5682131.6,1412899.57439237,35.51,AM,70.025
133371,URM-Cn-5757,Fungia distorta,8056901.6,13000101.5,6942180.46261725,86.164,AM,61.976,25527186.4,7142513.94984771,88.651,AM,31.562
133372,URM-Cn-5791,Polyphyllia novaehiberniae,2894418.3,2260296.6,1408734.71335318,62.325,IUCN,78.092,7356238.7,1502592.32185998,51.913,AM,39.346
133375,URM-Cn-4888,Montipora corbettensis,7687268.8,7071902.6,5565926.89166659,78.705,IUCN,91.995,13685605.3,5721327.61046687,74.426,AM,56.17
133376,URM-Cn-5850,Acanthastrea ishigakiensis,12631440.5,8854512.7,7277551.39083439,82.19,IUCN,70.099,18620325.7,7500380.2376347,59.379,AM,67.837
133377,URM-Cn-5518,Diploria clivosa,1871865.2,1990523,1589953.03240311,84.94,AM,94.039,3320514.4,1613299.3645226,86.187,AM,56.373
133381,URM-Cn-4726,Acropora cervicornis,1472727.8,2024447.5,1384956.9333919,94.04,AM,72.747,3342229.6,1399613.82375453,95.035,AM,44.064
133386,SLB-62731,Acanthastrea rotundoflora,11423294.1,9224297.5,6917383.5622795,74.991,IUCN,80.75,15303909.1,7082791.3073518,62.003,AM,74.643
133387,SLB-93466,Acropora globiceps,7178272.2,6939834.4,4749745.05447007,68.442,IUCN,96.678,15764822.4,4925831.40904775,68.621,AM,45.533
133392,URM-Cn-5543,Favia laxa,11285903.2,12296410.2,8660696.66586809,76.739,AM,91.782,19181489.8,8826082.35661878,78.204,AM,58.837
133395,URM-Cn-6073,Porites porites,2959806.1,2870785.1,1844065.35827286,64.236,IUCN,96.992,4807270.9,1861669.77188385,62.898,AM,61.569
133396,URM-Cn-4737,Acropora desalwii,2970144,5278412.9,2656587.49937901,89.443,AM,56.27,8403044.1,2717936.98532897,91.509,AM,35.346
133398,URM-Cn-4994,Pavona varians,16262006.6,15744300.2,13315108.4972491,84.571,IUCN,96.816,29698165,13689972.6735033,84.184,AM,54.758
133400,URM-Cn-5815,Eusmilia fastigiata,2095556.8,2019191.9,1666550.85517283,82.536,IUCN,96.356,3354896.9,1689897.18729232,80.642,AM,62.463
133401,URM-Cn-4759,Acropora hoeksemai,3506476.6,4503583.1,2756116.95036719,78.601,AM,77.86,6916504.3,2792866.44399513,79.649,AM,50.697
133402,URM-Cn-4833,Acropora squarrosa,2171481.5,1932990.7,1539872.55363038,79.663,IUCN,89.017,3962126.7,1560306.47434411,71.854,AM,54.806
133403,URM-Cn-5476,Turbinaria stellulata,6236825.8,13522148.4,5504456.50963842,88.257,AM,46.123,23944947.8,5700549.5777105,91.401,AM,26.047
133405,SLB-62382,Caulastrea tumida,8732604.4,11093741.3,7273240.90742244,83.288,AM,78.716,17231675.5,7418636.09149496,84.953,AM,50.678
133406,URM-Cn-6137,Psammocora haimeana,12366131.2,14689523.6,10447662.1516716,84.486,AM,84.183,27561073.4,10679343.7473142,86.36,AM,44.868
133408,URM-Cn-6130,Coscinaraea wellsi,8052665.6,10700042.5,6050959.50362675,75.142,AM,75.258,20651429.6,6244967.98288968,77.552,AM,38.993
133409,URM-Cn-4948,Montipora verruculosus,3728935.2,5535906,3108060.73071141,83.35,AM,67.359,8551432.9,3144898.08963571,84.338,AM,43.606
133410,URM-Cn-4978,Pachyseris speciosa,13297048.4,13913926.6,10860352.150207,81.675,AM,95.566,26642544.7,11128187.2398923,83.689,AM,49.909
133412,URM-Cn-5816,Gyrosmilia interrupta,2503111.2,1547106.7,1257993.76591984,81.313,IUCN,61.807,3153070.2,1278538.1798011,51.078,AM,79.386
133414,URM-Cn-5578,Goniastrea pectinata,6185208.2,14445314.1,5519634.71182343,89.239,AM,42.818,27167556.2,5697702.20827717,92.118,AM,22.767
133415,URM-Cn-4859,Anacropora puertogalerae,8155007.9,7564767,5711734.41853963,75.504,IUCN,92.762,15287872.9,5892631.56501522,72.258,AM,53.343
133416,URM-Cn-4886,Montipora circumvallata,815971,921868.1,622243.780116209,76.258,AM,88.513,1488997.1,628029.362458013,76.967,AM,54.8
133417,SLB-62381,Caulastrea furcata,11768652.8,9378688.3,7627068.06748467,81.323,IUCN,79.692,19324852.1,7862303.69445354,66.807,AM,60.899
133419,URM-Cn-5871,Lobophyllia hemprichii,12935541.9,14112424.4,10513214.2525172,81.274,AM,91.661,26665477.8,10771915.2267662,83.274,AM,48.51
133420,URM-Cn-4906,Montipora grisea,11498560.9,11423801.2,8244898.97769867,72.173,IUCN,99.35,21469907.4,8459104.49343886,73.567,AM,53.557
133422,URM-Cn-4884,Montipora capricornis,11910168.1,9014619.1,6707896.64691314,74.411,IUCN,75.688,15959945.2,6891703.0873619,57.864,AM,74.625
133423,SLB-117481,Fungia klunzingeri,12905467.3,13054241.3,9089404.25505911,70.431,AM,98.86,24915147.6,9325103.69532639,72.257,AM,51.798
133423,SLB-117480,Fungia danai,12905467.3,13054241.3,9089404.25505911,70.431,AM,98.86,24915147.6,9325103.69532639,72.257,AM,51.798
133423,URM-Cn-5764,Fungia horrida,12905467.3,13054241.3,9089404.25505911,70.431,AM,98.86,24915147.6,9325103.69532639,72.257,AM,51.798
133428,URM-Cn-6122,Coscinaraea columna,14492324,14773208.9,11806375.5950752,81.466,AM,98.099,27608274.8,12080170.3069952,83.356,AM,52.493
133429,URM-Cn-5526,Echinopora horrida,5908504.9,9638104.6,4741507.95608511,80.249,AM,61.304,16525016.5,4896274.57393245,82.868,AM,35.755
133432,URM-Cn-4832,Acropora spicifera,9737908.2,8623895.6,6558087.38242876,76.046,IUCN,88.56,15886456.3,6749593.46724146,69.313,AM,61.297
133433,URM-Cn-4889,Montipora crassituberculata,9346950.2,10413261,7469993.70742331,79.919,AM,89.76,17786489,7637137.76717092,81.707,AM,52.551
133437,URM-Cn-5765,Fungia moluccensis,6737668.6,10151209.9,4689921.95581185,69.607,AM,66.373,18954801.1,4853154.69845652,72.03,AM,35.546
133439,SLB-61834,Agaricia tenuifolia,2285969.3,1028635.6,881142.666230752,85.661,IUCN,44.998,1770639.9,1318026.49312034,74.438,IUCN,77.457
133440,URM-Cn-5614,Platygyra pini,6250828.4,13536906,5752853.77906557,92.033,AM,46.176,25200263.3,5954778.61004422,95.264,AM,24.805
133442,URM-Cn-5948,Oxypora lacera,6595164.5,13900883.8,5574488.00657988,84.524,AM,47.444,24872735.5,5758416.71624743,87.313,AM,26.516
133443,URM-Cn-4879,Montipora australiensis,11768082.1,9275449.9,7045876.32628932,75.963,IUCN,78.819,17126319,7198926.45400206,61.173,AM,68.713
133447,SLB-117477,Echinophyllia taylorae,2780526.3,4879271.5,2340181.88310142,84.163,AM,56.987,7995741.4,2373884.84771072,85.375,AM,34.775
133450,URM-Cn-4943,Montipora turtlensis,8316206.5,8838302,6131686.52486936,73.732,AM,94.093,12600718,6219237.95426012,74.785,AM,65.998
133451,URM-Cn-4891,Montipora danae,13746971.7,13530300.5,10785810.8381158,79.716,IUCN,98.424,25659496.1,11062646.4281628,80.473,AM,53.575
133457,URM-Cn-5877,Mussa angulosa,1639219.6,1990175.6,1420987.43581728,86.687,AM,82.366,3292465.9,1435644.3261799,87.581,AM,49.787
133458,URM-Cn-5823,Hydnophora microconos,10115708.3,14726821.6,8621526.21744599,85.229,AM,68.689,27303996.6,8874467.03320655,87.73,AM,37.048
133460,SLB-93100,Montipora cocosensis,10243661.7,5202042.2,4006887.7231324,77.025,IUCN,50.783,8192260.2,4081943.83430484,49.827,IUCN,79.974
133468,URM-Cn-5612,Platygyra daedalea,13096659.1,15751307.1,11410459.3889551,87.125,AM,83.146,28674514.3,11660561.0939988,89.035,AM,45.674
133470,SLB-158790,Micromussa amakusensis,10851304.7,8532607.3,6491411.44265539,76.078,IUCN,78.632,16058692.1,6651646.73292972,61.298,AM,67.573
133474,URM-Cn-5891,Symphyllia agaricia,13214286,13419311.2,10750639.6297011,81.356,AM,98.472,23330502.4,10988402.4674079,83.155,AM,56.64
133478,URM-Cn-5821,Hydnophora exesa,9876921.6,15179095.6,8918693.68465464,90.298,AM,65.069,26812296.7,9141778.89268646,92.557,AM,36.837
133479,URM-Cn-4762,Acropora hyacinthus,12106214.7,13972957,9741559.6778044,80.467,AM,86.64,26331298.7,9982728.4296321,82.46,AM,45.977
133481,URM-Cn-4727,Acropora chesterfieldensis,2923997.4,3038784.4,2177918.98945571,74.484,AM,96.223,8608892.7,2296137.90885654,78.527,AM,33.965
133484,SLB-158735,Anomastraea irregularis,2299966.4,2384692.6,1804941.42771546,78.477,AM,96.447,4463658.4,1813942.73563024,78.868,AM,51.526
133485,SLB-93759,Astreopora randalli,8633536.5,7248541.6,5564703.63957568,76.77,IUCN,83.958,16259617.6,5752652.34939368,66.631,AM,53.098
133488,SLB-62813,Pectinia africanus,952105.1,1141511.3,836742.794020672,87.883,AM,83.407,2718347.2,848796.930410824,89.149,AM,35.025
133489,URM-Cn-4892,Montipora delicatula,3337233,4852646.8,2780915.86259684,83.33,AM,68.771,7307221.3,2799328.40894121,83.882,AM,45.67
133492,URM-Cn-6075,Porites rus,16337735.7,13700282.2,11984672.0536356,87.478,IUCN,83.857,25228946.7,12335338.5432926,75.502,AM,64.758
133493,SLB-62496,Platygyra ryukyuensis,6715320.1,11567898.4,5411871.01937796,80.59,AM,58.051,20936581.4,5604763.3287758,83.462,AM,32.075
133494,SLB-93535,Acropora papillare,3871367.4,6480350.8,3347123.10197628,86.458,AM,59.74,9098957.8,3362458.64139053,86.855,AM,42.547
133495,SLB-117483,Galaxea horrescens,8470952.2,9436391.2,6876688.51291717,81.18,AM,89.769,17408641.8,7091203.96678236,83.712,AM,48.659
133497,SLB-62380,Caulastrea echinulata,8256264.9,7347447.7,5645427.90084149,76.835,IUCN,88.992,11673920.5,5772859.7804301,69.921,AM,70.724
133498,URM-Cn-5473,Turbinaria peltata,9603620.7,13854932.4,8250748.31795041,85.913,AM,69.316,24536072.1,8468030.32906376,88.175,AM,39.141
133500,URM-Cn-4771,Acropora kosurini,2645086.6,2442948.8,1193450.61639568,48.853,IUCN,92.358,3651727.4,1199529.82142278,45.349,AM,72.434
133502,URM-Cn-6142,Psammocora superficialis,14883064.8,15198410.3,11803828.1192771,79.31,AM,97.925,29050150.9,12076627.139004,81.143,AM,51.232
133504,URM-Cn-6055,Porites furcata,2093122.7,2116473.7,1572664.6776499,75.135,AM,98.897,3467651.3,1587321.56801252,75.835,AM,60.361
133509,URM-Cn-5789,Podabacia motuporensis,4815578.7,9432568.5,4199716.97153868,87.211,AM,51.053,17382053.7,4367145.31559008,90.688,AM,27.704
133511,URM-Cn-5916,Oculina patagonica,1369547.6,1610130.2,1323482.34592883,96.636,AM,85.058,2503985.8,1340744.58410537,97.897,AM,54.695
133513,URM-Cn-4712,Acropora anthocercis,11366419.6,11851458.6,8183871.68679703,72,AM,95.907,19926438.8,8370384.81508919,73.641,AM,57.042
133516,URM-Cn-5556,Favia truncatus,10441379.8,10696879.5,8063057.01962352,77.222,AM,97.611,17299186.8,8226427.96433407,78.787,AM,60.358
133521,URM-Cn-5006,Stephanocoenia intersepta,5557789.2,2129797,1841112.81107125,86.445,IUCN,38.321,3527875.8,1867196.80787209,52.927,IUCN,63.476
133522,URM-Cn-4959,Helioseris cucullata,2339933.5,2110915.3,1645673.73784407,77.96,IUCN,90.213,3462092.9,1663068.29288805,71.073,AM,67.587
133525,URM-Cn-4920,Montipora monasteriata,14549078.2,14364926.3,12054124.4092499,83.914,IUCN,98.734,25564172,12315752.6422228,84.65,AM,56.912
133528,URM-Cn-5859,Blastomussa merleti,12635962.8,12368940.5,10078596.4686186,81.483,IUCN,97.887,19388122,10270590.7056765,81.281,AM,65.174
133530,SLB-117551,Stylophora subseriata,12578054.3,8687371.5,7192643.42919548,82.794,IUCN,69.068,16789909.1,7362399.24003286,58.534,AM,74.914
133532,URM-Cn-4851,Acropora verweyi,12636811,12298269.5,9927162.97757776,80.72,IUCN,97.321,22201465,10159540.0399141,80.396,AM,56.919
133534,URM-Cn-5986,Pocillopora zelli,2159967.3,1853894,1237650.79555881,66.76,IUCN,85.83,5481286.9,1335674.14141444,61.838,AM,39.406
133535,URM-Cn-4950,Agaricia agaricites,3665614.7,2646209.9,2102369.73289323,79.448,IUCN,72.19,4151615.3,2915161.90921668,79.527,AM,88.294
133538,SLB-62668,Sandalolitha africana,10954124.4,14023555.6,9288632.88220888,84.796,AM,78.112,26502038.4,9562448.88052854,87.295,AM,41.333
133538,SLB-62658,Herpolitha limax,10954124.4,14023555.6,9288632.88220888,84.796,AM,78.112,26502038.4,9562448.88052854,87.295,AM,41.333
133538,SLB-117484,Herpolitha weberi,10954124.4,14023555.6,9288632.88220888,84.796,AM,78.112,26502038.4,9562448.88052854,87.295,AM,41.333
133543,SLB-158796,Porites brighami,152986,166888.7,105338.95390168,68.855,AM,91.67,587095.8,105338.95390168,68.855,AM,26.058
133545,SLB-62704,Paraclavarina triangularis,5179362.3,6805879.6,3587189.33035653,69.259,AM,76.101,13368834.3,3733587.43081747,72.086,AM,38.742
133547,URM-Cn-4855,Acropora yongei,10790659.6,11231818.5,7833643.63780254,72.597,AM,96.072,19677208.6,8024082.65211164,74.361,AM,54.838
133548,URM-Cn-5007,Stylocoeniella armata,14020944.6,12505346.3,10281939.1777426,82.22,IUCN,89.19,22698673.7,10561485.4492045,75.326,AM,61.77
133551,URM-Cn-5865,Lobophyllia corymbosa,13052558.8,13887116.9,10613393.0734919,81.313,AM,93.99,25942969.7,10881074.4800646,83.364,AM,50.313
133556,URM-Cn-4935,Montipora spumosa,12713929.3,13492621.8,10088300.5347762,79.348,AM,94.229,25448232.8,10338127.5880465,81.313,AM,49.96
133557,SLB-158238,Acanthastrea brevis,9611389.3,7932334.2,5934302.04449584,74.812,IUCN,82.531,14313208,6070702.29931969,63.162,AM,67.15
133560,URM-Cn-5577,Goniastrea palauensis,11841030,12146464.2,9432519.68865614,79.66,AM,97.485,22371381.3,9641625.41317668,81.426,AM,52.929
133563,URM-Cn-4927,Montipora peltiformis,13404608.1,12298742.4,10384830.9854411,84.438,IUCN,91.75,21870535.7,10632750.4572158,79.322,AM,61.291
133566,URM-Cn-5886,Scolymia australis,5910677.2,7041849.8,3339594.46948456,56.501,AM,83.936,11288944.1,3445761.82095649,58.297,AM,52.358
133569,URM-Cn-5538,Favia favus,15081507.3,15565802.2,13033326.10569,86.419,AM,96.889,28461691.4,13336585.2089065,88.43,AM,52.989
133570,URM-Cn-6140,Psammocora profundacella,14380207.9,14797462.3,11588902.4844633,80.589,AM,97.18,27393335.2,11862615.6191667,82.493,AM,52.495
133571,URM-Cn-5609,Platygyra carnosus,3813101.5,6321045.7,2831178.41126192,74.249,AM,60.324,10310004.5,2885603.01934157,75.676,AM,36.984
133574,SLB-158797,Porites pukoensis,5877327.5,17244.5,11486.7693525917,66.611,IUCN,0.293,28740,11486.7693525917,39.968,IUCN,0.489
133575,SLB-61985,Cladocora arbuscula,2675740.9,2261897.3,1859573.90013721,82.213,IUCN,84.533,3596682.1,1882920.2322567,70.37,AM,74.395
133581,URM-Cn-4985,Pavona diffluens,1321229.8,1619015,1219383.32007271,92.292,AM,81.607,2630322,1228057.12660965,92.948,AM,50.231
133582,SLB-62826,Oxypora crassispinosa,1891394.3,7487924.8,1709012.43238073,90.357,AM,25.259,12551617.5,1751975.00051884,92.629,AM,15.069
133584,SLB-158799,Porites divaricata,1666799.3,2012224.5,1152276.00719272,69.131,AM,82.834,3306939.8,1158163.24811192,69.484,AM,50.403
133587,URM-Cn-5794,Sandalolitha dentata,5743950.1,9044038,4375572.70563282,76.177,AM,63.511,19021026.8,4570290.64779538,79.567,AM,30.198
133589,URM-Cn-6136,Psammocora explanulata,11368502.2,11593202,8172236.10642358,71.885,AM,98.062,22388109.7,8407860.06991746,73.958,AM,50.779
133590,URM-Cn-6147,Siderastrea savignyana,10971471.1,8011118.6,5976560.59571707,74.603,IUCN,73.018,15178244,6067314.32476924,55.301,AM,72.284
133591,URM-Cn-5864,Isophyllia sinuosa,1220564.9,1991121.6,1047811.61559488,85.846,AM,61.3,3321113.1,1053641.54736749,86.324,AM,36.752
133595,W-Hyd-210730,Millepora platyphylla,12507879.7,14293448.3,9193476.72779574,73.501,AM,87.508,27126890.9,9402224.84806543,75.17,AM,46.109
133597,URM-Cn-5746,Cantharellus doederleini,1929694.9,874499.8,559486.011014962,63.978,IUCN,45.318,1316408.5,576676.147438585,43.807,IUCN,68.218
133599,URM-Cn-4944,Montipora undata,11763470.1,12271102.6,9163102.2301956,77.895,AM,95.863,21734569.6,9368462.35955316,79.64,AM,54.123
133604,URM-Cn-4713,Acropora arabensis,2179691.5,548496.8,388292.067755304,70.792,IUCN,25.164,683424.5,388292.067755304,56.816,IUCN,31.354
133606,URM-Cn-5895,Symphyllia recta,12407498.3,13134740.8,10442577.4803909,84.163,AM,94.463,23665248.7,10669063.0755502,85.989,AM,52.429
133607,URM-Cn-6020,Goniopora minor,1920980.3,13712873.5,1859654.92689897,96.808,AM,14.009,25939757.7,1914870.26962025,99.682,AM,7.406
133611,URM-Cn-5972,Madracis senaria,1178075.4,1804521.8,1024219.70132184,86.94,AM,65.285,3067778.8,1033046.65991186,87.689,AM,38.402
133613,URM-Cn-6077,Porites solida,17259171,14618032.9,13048533.3012748,89.263,IUCN,84.697,27451990.3,13434886.59391,77.842,AM,62.87
133614,SLB-62852,Seriatopora guttatus,9929483.2,7197380.3,5634435.75074559,78.285,IUCN,72.485,12065677.8,5762549.33256468,58.035,AM,82.295
133619,URM-Cn-5868,Lobophyllia diminuta,9224287.9,7243263.4,4908095.14873992,67.761,IUCN,78.524,13039349.8,5042204.96112101,54.662,AM,70.742
133621,URM-Cn-4849,Acropora valenciennesi,11754977.1,13852441.6,10117602.2573729,86.071,AM,84.859,24537007.7,10340416.6891776,87.966,AM,47.907
133622,URM-Cn-4883,Montipora capitata,11513320.7,6833784.2,5924644.72285127,86.696,IUCN,59.355,14454266.2,6177040.25179553,53.651,AM,79.653
133631,URM-Cn-5534,Erythrastrea flabellata,1038768,604494.5,441347.566470351,73.011,IUCN,58.193,740993.7,450021.373007296,60.732,IUCN,71.334
133633,URM-Cn-5471,Turbinaria mesenterina,10098760.1,15539205.9,9164879.6061735,90.753,AM,64.989,28235179.9,9387964.81420532,92.962,AM,35.767
133634,URM-Cn-5580,Goniastrea retiformis,7835919.5,14149149.2,6877122.8530792,87.764,AM,55.381,25557997,7067139.74408254,90.189,AM,30.659
133636,URM-Cn-4964,Leptoseris gardineri,10990461.6,8955304.2,7528051.49741771,84.062,IUCN,81.483,17725636.8,7800043.27583284,70.971,AM,62.003
133637,URM-Cn-5980,Pocillopora indiania,926648.4,902941,695900.49346675,77.07,IUCN,97.442,2247633.8,707954.629856903,76.399,AM,41.228
133638,URM-Cn-5546,Favia maritima,5915638,10521516.4,4913455.61261211,83.059,AM,56.224,19897071.2,5109548.68068419,86.374,AM,29.731
133639,URM-Cn-4806,Acropora pichoni,8485938.4,5708155.3,4520318.4821179,79.191,IUCN,67.266,9568008.4,4632769.24822075,54.593,AM,88.691
133642,URM-Cn-5848,Acanthastrea hemprichii,10963518.4,10172057,7529498.52635739,74.021,IUCN,92.781,16340548,7646664.85830747,69.746,AM,67.094
133645,SLB-184819,Porites somaliensis,8847786.2,601154.9,507554.514300677,84.43,IUCN,6.794,1495018,516629.30852395,34.557,IUCN,16.897
133646,URM-Cn-4947,Montipora verrucosa,19189071.3,14476160.6,13857738.241712,95.728,IUCN,75.44,27670054.3,15176399.5026804,79.089,AM,69.35
133647,URM-Cn-4809,Acropora polystoma,9515981.6,11564999.7,7351875.05361317,77.258,AM,82.283,20518851.2,7530725.94492776,79.138,AM,46.377
133648,URM-Cn-5514,Cyphastrea microphthalma,9626080.1,15034125.4,8580257.87073172,89.136,AM,64.028,28017443.8,8791108.31782397,91.326,AM,34.357
133649,SLB-93391,Acropora abrotanoides,15927158.7,13564935,11483590.7729707,84.656,IUCN,85.169,25901857.7,11778048.6702265,73.949,AM,61.49
133649,URM-Cn-4734,Acropora danai,15927158.7,13564935,11483590.7729707,84.656,IUCN,85.169,25901857.7,11778048.6702265,73.949,AM,61.49
133651,URM-Cn-5613,Platygyra lamellina,5481043.2,14191429.3,4813460.33365085,87.82,AM,38.622,24930363.6,4976517.34403396,90.795,AM,21.985
133654,URM-Cn-5561,Favites chinensis,7205978.2,13203169.7,6194070.03092356,85.957,AM,54.578,23021421.7,6390281.37244579,88.68,AM,31.301
133659,URM-Cn-5991,Stylophora kuehlmanni,833725.5,835443.1,608939.807438449,73.038,AM,99.794,1306199.7,617613.613975394,74.079,AM,63.828
133660,SLB-184810,Isopora cuneata,10646700.1,10540561.3,7755274.22108779,73.576,IUCN,99.003,20417657,7954488.15281421,74.713,AM,52.145
133662,URM-Cn-5905,Galaxea fascicularis,9580460.1,14721180.9,8283468.3159105,86.462,AM,65.079,27208084,8532944.4629822,89.066,AM,35.212
133665,URM-Cn-5581,Goniastrea thecata,286202.2,695483.6,268997.014978553,93.988,AM,41.152,1026952.9,277670.821515498,97.019,AM,27.869
133666,URM-Cn-4785,Acropora millepora,8398109.3,12325545.9,7390820.533314,88.006,AM,68.136,21530253.5,7571940.85824311,90.162,AM,39.006
133668,URM-Cn-6030,Goniopora stokesi,5013228.4,13755223.1,4486101.3421697,89.485,AM,36.446,23710596.7,4619057.91277018,92.137,AM,21.143
133673,URM-Cn-5766,Fungia paumotensis,10685983.4,12869999.1,9141447.95141225,85.546,AM,83.03,23763664.8,9382351.69746239,87.801,AM,44.968
133674,URM-Cn-4919,Montipora mollis,14260712.7,13716951.9,11180308.9535284,81.507,IUCN,96.187,23564630.3,11421107.6434053,80.088,AM,60.517
133676,URM-Cn-6143,Psammocora vaughani,3467875.1,1430785,733790.80413409,51.286,IUCN,41.258,5181505.1,785169.090689112,22.641,AM,66.928
