iucn_sid,am_sid,sciname,area_am,area_iucn_shallow,area_overlap_shallow,sm_perc_shallow,sm_range_shallow,area_ratio_shallow,area_iucn_raw,area_overlap_raw,sm_perc_raw,sm_range_raw,area_ratio_raw
132903,URM-Cn-4970,Leptoseris solida,8177866.4,8871298.2,4838302.79214816,59.163,AM,92.183,18259556.9,5034900.33221662,61.567,AM,44.787
132909,URM-Cn-4848,Acropora turaki,6584709.7,6701847.2,4673617.13701088,70.977,AM,98.252,10005257.6,4762296.64407947,72.324,AM,65.812
132911,URM-Cn-4992,Pavona maldivensis,15018027,15166786.9,12093284.3457674,80.525,AM,99.019,29132833.9,12393599.7001804,82.525,AM,51.55
132916,URM-Cn-5470,Turbinaria irregularis,2547098.7,9011712.7,2262674.5498034,88.833,AM,28.264,16010025.7,2317863.14515061,91,AM,15.909
132917,URM-Cn-4958,Gardineroseris planulata,15874009.9,15535267.5,12526839.8533883,80.635,IUCN,97.866,29409070.4,12827155.2078013,80.806,AM,53.977
132923,URM-Cn-5985,Pocillopora woodjonesi,10147208.8,11373572.5,8644859.80350488,85.194,AM,89.217,21088459.2,8892469.01692104,87.635,AM,48.117
132927,SLB-61850,Leptoseris striata,2105246.8,6581022.1,1766629.62944814,83.916,AM,31.99,9651208.3,1815716.4559288,86.247,AM,21.813
132928,URM-Cn-5953,Pectinia lactuca,8618545.3,12275344.7,7413910.63583519,86.023,AM,70.21,21582116.5,7586358.46441629,88.024,AM,39.934
132931,URM-Cn-4854,Acropora willisae,8193755,10334541.2,6080625.08117406,74.21,AM,79.285,15809518,6204653.79273233,75.724,AM,51.828
132933,URM-Cn-4723,Acropora carduus,10827638,6358464.1,5454938.76701712,85.79,IUCN,58.724,13139037.2,5641475.50257328,52.103,AM,82.408
132935,URM-Cn-4807,Acropora plumosa,5100120.9,5349092.1,3958167.49316289,77.609,AM,95.346,8628116.4,4040955.38482094,79.233,AM,59.11
132940,URM-Cn-4710,Acropora acuminata,7721655.5,11789417.3,6775803.08883531,87.751,AM,65.496,21418653.8,6927185.1093643,89.711,AM,36.051
132942,SLB-93057,Montipora patula,69062.2,172783.8,69062.1766333369,100,AM,39.97,637215.9,69062.1766333369,100,AM,10.838
132957,URM-Cn-5465,Turbinaria bifrons,4455926,8546824,2696372.6974309,60.512,AM,52.135,12037478.6,2764472.51695242,62.04,AM,37.017
132962,URM-Cn-5892,Symphyllia erythraea,739140.7,1256238.3,532539.477416603,72.048,AM,58.838,2283966.3,541213.283953548,73.222,AM,32.362
132963,URM-Cn-5591,Manicina areolata,2100033.7,2025270.6,1737012.94712175,85.767,IUCN,96.44,3311168.1,1763096.9439226,83.956,AM,63.423
132967,URM-Cn-5485,Euphyllia yaeyamaensis,8213611.1,7440467.3,5535391.41190878,74.396,IUCN,90.587,14140735.5,5728988.82216339,69.75,AM,58.085
132968,URM-Cn-5779,Halomitra clavator,1891394.3,767788.1,314224.552856139,40.926,IUCN,40.594,1270578.3,329583.063465331,25.94,IUCN,67.177
132969,URM-Cn-4774,Acropora listeri,9315183.4,11666822.3,7465660.21881997,80.145,AM,79.843,20840128.1,7656098.94154391,82.189,AM,44.698
132970,URM-Cn-4954,Agaricia lamarcki,1405868.9,2001761.9,1314484.67333069,93.5,AM,70.232,3304052.2,1337831.00545018,95.16,AM,42.55
132972,URM-Cn-4800,Acropora paniculata,8356634.1,8615481.8,6205330.79243548,74.256,AM,96.996,17093752.5,6395589.17076446,76.533,AM,48.887
132974,SLB-62368,Plerogyra discus,4365440.8,5260090.7,3276189.88695125,75.048,AM,82.992,8433012.1,3386432.09948169,77.574,AM,51.766
132977,URM-Cn-4937,Montipora stilosa,1895641.6,1834312.6,1244773.81551431,67.861,IUCN,96.765,3343077,1265364.74214608,66.751,AM,56.703
132980,URM-Cn-5590,Leptoria phrygia,7999240.2,14617463.8,7047582.82607277,88.103,AM,54.724,27130626.1,7252647.69082321,90.667,AM,29.484
132983,URM-Cn-5584,Leptastrea bottae,9034260.5,9105184.8,5025570.95437811,55.628,AM,99.221,17410757,5163764.11768572,57.158,AM,51.889
132984,URM-Cn-4736,Acropora derawanensis,4996026.4,5004259.4,3844580.3164249,76.953,AM,99.835,7644258.5,3927329.9354792,78.609,AM,65.357
132987,URM-Cn-5524,Echinopora gemmacea,11470427.5,13933486.1,9168242.58231841,79.929,AM,82.323,25504010.4,9400221.27237766,81.952,AM,44.975
132988,URM-Cn-4777,Acropora longicyathus,11131586.9,12227759.2,8739914.78475621,78.515,AM,91.035,23362051.5,8963338.7514575,80.522,AM,47.648
132990,URM-Cn-4790,Acropora multiacuta,7013136.6,6525341.6,4827008.35079836,73.973,IUCN,93.045,10367625.8,4933968.32733283,70.353,AM,67.645
132991,URM-Cn-6123,Coscinaraea crassa,5941954.3,7750171.6,4100080.84487899,69.002,AM,76.669,13345245.3,4231146.63952391,71.208,AM,44.525
132992,URM-Cn-4761,Acropora humilis,11931678.7,13959617.6,9692257.59932764,81.231,AM,85.473,26557697,9920953.48043001,83.148,AM,44.927
132996,URM-Cn-5772,Fungia seychellensis,1431876.7,960418.4,714605.361947106,74.406,IUCN,67.074,2639077.3,729736.505267381,50.964,AM,54.257
133002,SLB-117497,Seriatopora stellata,8036035.2,7548818.1,5228231.7267447,69.259,IUCN,93.937,14014039.1,5313940.84643127,66.126,AM,57.343
133003,URM-Cn-5583,Leptastrea bewickensis,5513587,7628858.6,2721849.04440636,49.366,AM,72.273,12228122,2786445.14416824,50.538,AM,45.089
133006,URM-Cn-4798,Acropora palmata,1410920.9,2040852.7,1334493.88171565,94.583,AM,69.134,3377834.9,1349150.77207827,95.622,AM,41.77
133007,URM-Cn-4917,Montipora malampaya,4393021.4,4911304.5,3224513.61140694,73.401,AM,89.447,7664344.8,3270086.98268361,74.438,AM,57.318
133008,URM-Cn-5775,Fungia spinifer,1891394.3,3991838.3,1672269.73605974,88.415,AM,47.382,7660192.4,1715232.30419785,90.686,AM,24.691
133011,SLB-117488,Pocillopora ankeli,4495754.3,5045766,3528083.73025934,78.476,AM,89.1,7578521.9,3555696.37832643,79.09,AM,59.322
133013,URM-Cn-4755,Acropora grandis,11267053.2,12488881.1,8887443.97604444,78.88,AM,90.217,22952496.1,9107418.69834981,80.832,AM,49.089
133020,URM-Cn-4841,Acropora tenuis,12278697.3,14030936.4,10152143.7487052,82.681,AM,87.512,26427978.8,10395503.5386665,84.663,AM,46.461
133023,URM-Cn-6062,Porites lichen,6172007.5,13507477.3,5345113.97587959,86.603,AM,45.693,26502756.5,5564936.87750681,90.164,AM,23.288
133024,URM-Cn-5827,Merulina scabricula,5208787,12140761.3,4609514.39706347,88.495,AM,42.903,21756101.2,4799459.73414517,92.142,AM,23.942
133025,URM-Cn-4850,Acropora vaughani,9541216.8,11858137.9,8242910.95966563,86.393,AM,80.461,22395351.1,8454044.51648808,88.606,AM,42.604
133026,SLB-117486,Mycedium mancaoi,2160621.3,7954051.3,1776494.92004689,82.221,AM,27.164,15896982.1,1837834.52111071,85.06,AM,13.591
133029,URM-Cn-5552,Favia rotumana,3976410.8,14779452.5,3597897.36370355,90.481,AM,26.905,26971776.9,3648974.37901431,91.766,AM,14.743
133031,URM-Cn-4897,Montipora effusa,11350225,8037868,6242346.61464725,77.662,IUCN,70.817,16171174.4,6394976.79016723,56.342,AM,70.188
133032,URM-Cn-5869,Lobophyllia flabelliformis,8907043,6402082.1,5511309.0322627,86.086,IUCN,71.877,10108688.8,5653675.73790789,63.474,AM,88.113
133033,URM-Cn-4813,Acropora pulchra,11340449.2,12710179.8,9193025.12578632,81.064,AM,89.223,24319847.7,9422162.31000945,83.085,AM,46.63
133034,SLB-189121,Cycloseris fragilis,6706527.5,13501825.4,6020495.13923297,89.771,AM,49.671,23760098.9,6151837.27526733,91.729,AM,28.226
133034,SLB-117471,Cycloseris patelliformis,6706527.5,13501825.4,6020495.13923297,89.771,AM,49.671,23760098.9,6151837.27526733,91.729,AM,28.226
133038,URM-Cn-6069,Porites nigrescens,1796400.8,13261645,1759601.10252701,97.951,AM,13.546,24330177.1,1790290.73046093,99.66,AM,7.383
133043,URM-Cn-6135,Psammocora digitata,12147658.4,12511815.2,9832288.52026874,80.94,AM,97.089,23741555.4,10094687.6277333,83.1,AM,51.166
133045,SLB-158820,Pocillopora ligulata,5451341.3,1312501.1,714231.99055179,54.418,IUCN,24.077,5514415.1,791498.894059722,14.519,AM,98.856
133046,URM-Cn-4861,Anacropora spinosa,5869289.3,5934132.3,3978166.49996792,67.779,AM,98.907,10015301.9,4044867.01698525,68.916,AM,58.603
133053,URM-Cn-5887,Scolymia cubensis,2433066.4,2705411.8,2118955.26007502,87.09,AM,89.933,4260525.7,2142301.59219451,88.049,AM,57.107
133055,URM-Cn-5564,Favites halicora,6478114.4,13180761.3,5775314.73442107,89.151,AM,49.148,23631365.9,5968707.78895062,92.136,AM,27.413
133057,URM-Cn-5482,Euphyllia paradivisa,2775251.3,4207260,2314799.50211918,83.409,AM,65.963,6301427.3,2360762.12130056,85.065,AM,44.042
133058,URM-Cn-5930,Echinophyllia echinata,6137516.6,11507508.4,4639814.18690513,75.598,AM,53.335,23245080.5,4826966.55317824,78.647,AM,26.404
133059,URM-Cn-5617,Platygyra verweyi,7265440.7,9199086.8,5939162.58495434,81.745,AM,78.98,13254309.8,6045081.73331178,83.203,AM,54.816
133064,URM-Cn-4899,Montipora florida,3227050.9,4552550.2,2658995.8165426,82.397,AM,70.884,6668378.1,2677408.36288697,82.968,AM,48.393
133066,URM-Cn-4913,Montipora informis,14039476.5,14520872.7,11842104.1742425,84.349,AM,96.685,27155548.3,12139921.7050265,86.47,AM,51.7
133070,URM-Cn-5601,Montastrea colemani,9467492.7,8411294.3,6200143.56863205,73.712,IUCN,88.844,13626373.8,6330991.3914519,66.871,AM,69.479
133071,URM-Cn-4901,Montipora foliosa,12788824,14051515.9,10377806.7669416,81.147,AM,91.014,25883118.7,10624443.1639845,83.076,AM,49.41
133076,URM-Cn-5873,Lobophyllia robusta,10391042.7,9577099.3,6712240.74360122,70.086,IUCN,92.167,16561354.8,6866275.67767289,66.079,AM,62.743
133081,URM-Cn-4770,Acropora kirstyae,5187806.8,7069203.9,3741682.26441688,72.125,AM,73.386,13798254,3833571.40853641,73.896,AM,37.598
133082,URM-Cn-6064,Porites lutea,6450764.7,15874924.7,5889352.07415535,91.297,AM,40.635,29507998.7,6113313.62260213,94.769,AM,21.861
133084,SLB-62376,Barabattoia amicorum,6565188,12677657.2,5828513.14607845,88.779,AM,51.785,23313404,6030437.9770571,91.855,AM,28.161
133087,URM-Cn-4836,Acropora subglabra,9375094.3,10816297.7,8213453.94629897,87.609,AM,86.676,18712562.4,8410134.75035345,89.707,AM,50.101
133088,URM-Cn-5528,Echinopora lamellosa,9499566.5,14756518.4,8218124.74637303,86.511,AM,64.375,27548594.3,8435301.09826842,88.797,AM,34.483
133089,URM-Cn-5935,Echinophyllia patula,1891394.3,7504925.9,1705869.05109194,90.191,AM,25.202,11891181.3,1751855.23498597,92.622,AM,15.906
133090,URM-Cn-5587,Leptastrea purpurea,10233777.7,15680692.4,8975371.20009738,87.703,AM,65.264,29217640.7,9210427.2171153,90,AM,35.026
133092,URM-Cn-4866,Astreopora incrustans,7295308.9,5512070.7,4008903.68910479,72.73,IUCN,75.556,8373770.7,4065826.62373292,55.732,AM,87.121
133094,URM-Cn-6138,Psammocora nierstraszi,11110862.3,12732681,8498136.07827607,76.485,AM,87.263,23674314,8735391.0610961,78.62,AM,46.932
133096,SLB-158798,Porites columnaris,1375484.3,835443.1,625831.037053379,74.91,IUCN,60.738,1306199.7,631616.619395183,48.355,IUCN,94.963
133097,SLB-117490,Pocillopora danae,7533084.8,6383936.4,4826273.48685099,75.6,IUCN,84.745,10681124.5,4941872.23604323,65.602,AM,70.527
133099,URM-Cn-5977,Pocillopora elegans,9261402.2,6638728.3,4825020.02609627,72.68,IUCN,71.682,14110059.1,4964737.77415584,53.607,AM,65.637
133106,URM-Cn-5849,Acanthastrea hillae,9418372.6,12416498.7,8018815.21141143,85.14,AM,75.854,21960086.2,8205962.80298524,87.127,AM,42.889
133109,URM-Cn-5901,Galaxea acrhelia,3750825.2,4484518.5,2290349.65355869,61.063,AM,83.639,8024262.9,2363952.05646671,63.025,AM,46.744
133110,URM-Cn-5750,Ctenactis crassa,6126103.2,11426016.6,5280812.84365621,86.202,AM,53.615,19471233.5,5468079.09905391,89.259,AM,31.462
133111,SLB-61810,Montipora saudii,286318.5,488745.8,269025.098166782,93.96,AM,58.582,625245,274810.680508586,95.981,AM,45.793
133112,URM-Cn-4724,Acropora caroliniana,7030440.4,5543233.9,3911037.18154519,70.555,IUCN,78.846,9844518.3,4033095.06912737,57.366,AM,71.415
133113,URM-Cn-4880,Montipora cactus,4123881,4934734.4,2991558.01687234,72.542,AM,83.568,7649012.1,3031384.51743039,73.508,AM,53.914
133115,SLB-93474,Acropora retusa,10010561.6,6528650,4735455.95696516,72.533,IUCN,65.218,13603677.4,4847703.69418169,48.426,AM,73.587
133120,SLB-61654,Acropora latistella,12495180.5,13400753,9379380.05145875,75.064,AM,93.242,25435654.4,9608517.23568188,76.898,AM,49.125
133121,URM-Cn-6145,Siderastrea glynni,83966.4,30447.5,0,0,IUCN,36.262,30447.5,0,0,IUCN,36.262
133124,SLB-158750,Dendrogyra cylindrus,2359887.1,1976661.2,1241398.56300296,62.803,IUCN,83.761,3211066.1,1876230.87446345,79.505,AM,73.492
133127,URM-Cn-5896,Symphyllia valenciennesii,13677552,13808612.1,11081657.8111753,81.021,AM,99.051,24959400.9,11325489.7092195,82.803,AM,54.799
133129,URM-Cn-4872,Astreopora ocellata,10476922.3,11449364.1,8056966.0421412,76.902,AM,91.507,20106843.7,8253182.07692296,78.775,AM,52.106
133131,URM-Cn-4903,Montipora friabilis,9091460.4,7498276.3,5174481.77840176,69.009,IUCN,82.476,12242975.4,5277863.39828797,58.053,AM,74.259
133132,URM-Cn-4714,Acropora aspera,11995499.3,10985783.6,9438973.65925305,85.92,IUCN,91.583,20046255.3,9695312.53997067,80.825,AM,59.839
133133,URM-Cn-4708,Acropora abrolhosensis,7498361.8,5178288.5,3662917.10819665,70.736,IUCN,69.059,9650161.9,3765724.36898717,50.221,AM,77.702
133134,URM-Cn-5592,Montastraea annularis,3344431.7,2141157.7,1715331.65037662,80.112,IUCN,64.022,3492335.2,2336509.57481222,69.863,AM,95.765
133139,SLB-184813,Isopora palifera,11222369.6,13045661.3,9306980.59754357,82.932,AM,86.024,23525889.9,9512365.84815596,84.763,AM,47.702
133142,URM-Cn-5096,Cladocora caespitosa,1333772.6,1032310.8,863436.913869593,83.641,IUCN,77.398,1148304.7,868390.097820743,75.624,IUCN,86.094
133144,W-Hyd-210726,Millepora alcicornis,3143987.4,1971565.3,991629.149251076,50.297,IUCN,62.709,3297740.4,997516.39017027,31.728,AM,95.338
133145,URM-Cn-5008,Stylocoeniella cocosensis,5428185,4600458.6,3587698.47364941,77.986,IUCN,84.751,7087641,3660487.44915471,67.435,AM,76.587
133148,URM-Cn-5751,Ctenactis echinata,10077614.7,12544894.2,8867805.8997759,87.995,AM,80.332,22117827.2,9096880.95227143,90.268,AM,45.563
133151,URM-Cn-5542,Favia lacuna,286202.2,623335.1,268997.014978553,93.988,AM,45.915,954823.9,277670.821515498,97.019,AM,29.974
133152,URM-Cn-5872,Lobophyllia pachysepta,9900375.7,10361901.3,7857058.44652058,79.361,AM,95.546,17803623.4,8041832.66303889,81.228,AM,55.609
133157,URM-Cn-5889,Scolymia vitiensis,12775297.6,9749293.1,8320562.99282527,85.345,IUCN,76.314,20705941.6,8577297.98668202,67.14,AM,61.699
133158,URM-Cn-5787,Podabacia crustacea,10377509.3,12474036.7,8064386.53389641,77.71,AM,83.193,22075359.1,8599781.54040139,82.869,AM,47.009
133160,URM-Cn-4715,Acropora austera,11944364.2,12923431.6,9055277.34929456,75.812,AM,92.424,24610911.5,9281401.32953837,77.705,AM,48.533
133161,URM-Cn-5610,Platygyra contorta,3972423.8,7781611.6,2947998.9982114,74.212,AM,51.049,15340360.4,3105055.34560484,78.165,AM,25.895
133165,URM-Cn-5921,Oculina varicosa,1657570.2,2506096.1,1506045.49921892,90.859,AM,66.142,3898108,1520702.38958154,91.743,AM,42.522
133169,URM-Cn-5993,Stylophora mamillata,833725.5,835443.1,608939.807438449,73.038,AM,99.794,1306199.7,617613.613975394,74.079,AM,63.828
133172,SLB-62815,Echinophyllia aspera,9456404.7,15027282.7,8372422.76746821,88.537,AM,62.928,27548720.5,8616569.10259944,91.119,AM,34.326
133175,URM-Cn-4896,Montipora efflorescens,12778718.8,13646018,10228623.6569365,80.044,AM,93.644,25603731.1,10487019.7563341,82.066,AM,49.91
133176,SLB-117467,Coscinaraea exesa,7189433.2,10574194.3,5952170.01363855,82.791,AM,67.99,19894106.9,6157742.7470062,85.65,AM,36.139
133177,URM-Cn-5472,Turbinaria patula,6419322,10213256.6,5688011.89605542,88.608,AM,62.853,16962542,5852258.3237427,91.166,AM,37.844
133182,SLB-184808,Isopora brueggemanni,10294916.3,10026454.4,6406496.51995508,63.896,IUCN,97.392,14914068.6,6527678.15738781,63.407,AM,69.028
133183,URM-Cn-5761,Fungia granulosa,5994876.8,12904605.5,5235005.64431155,87.325,AM,46.455,24750091.5,5427975.42334193,90.544,AM,24.222
133186,URM-Cn-4900,Montipora floweri,12323396.1,12226048.4,9231239.03056509,75.505,IUCN,99.21,22901342.5,9463846.19586616,76.796,AM,53.811
133192,URM-Cn-5947,Oxypora glabra,2999712.1,9731317.4,2575024.56424342,85.842,AM,30.825,15235692.5,2678897.06303809,89.305,AM,19.689
133193,W-Oct-210725,Heliopora coerulea,8485223.6,14984175.8,6587857.99675194,77.639,AM,56.628,26364351.4,6742266.67546585,79.459,AM,32.184
133194,URM-Cn-4893,Montipora digitata,11638431.6,12124347.8,9338751.62409428,80.241,AM,95.992,21444512.7,9547274.18215302,82.032,AM,54.272
133195,SLB-93690,Acropora appressa,1264631.7,1408688.4,1078595.00180115,85.289,AM,89.774,3180519.5,1087596.30971593,86.001,AM,39.762
133197,URM-Cn-5984,Pocillopora verrucosa,15350510.3,15868599.4,13196645.1884846,85.969,AM,96.735,30742917.8,13523585.4990986,88.099,AM,49.932
133200,URM-Cn-5606,Oulophyllia crispa,6344008.3,13865523.3,5553434.95600219,87.538,AM,45.754,25202921.4,5755359.78698085,90.721,AM,25.172
133203,URM-Cn-4840,Acropora tenella,9913989.4,4543461.3,3940310.60163898,86.725,IUCN,45.829,8547060.9,4088619.22386723,47.837,IUCN,86.212
133206,URM-Cn-4819,Acropora roseni,417487.8,449539.3,220840.463095103,52.897,AM,92.87,1189093.1,229841.771009881,55.054,AM,35.11
133209,URM-Cn-5567,Favites pentagona,8618118.4,14209664.6,7489699.18850513,86.906,AM,60.65,25448833.6,7703885.86337453,89.392,AM,33.864
133210,URM-Cn-5554,Favia speciosa,13384619.6,15372491.1,11464977.0042696,85.658,AM,87.069,27511141.6,11708649.9544228,87.478,AM,48.652
133212,URM-Cn-5915,Oculina diffusa,2057589.7,2002238.4,1505502.75756797,75.191,IUCN,97.31,3332229.8,1520159.64793059,73.881,AM,61.748
133213,URM-Cn-5786,Lithophyllon undulatum,2547098.7,7311167.9,2277401.71865093,89.412,AM,34.838,10823100.3,2332590.31399814,91.578,AM,23.534
133215,SLB-117470,Cycloseris erosa,11404826,12486836.6,7473124.93952912,65.526,AM,91.335,24787392.3,7664557.91069795,67.205,AM,46.011
133215,SLB-118752,Cycloseris tenuis,11404826,12486836.6,7473124.93952912,65.526,AM,91.335,24787392.3,7664557.91069795,67.205,AM,46.011
133215,URM-Cn-5777,Fungia tenuis,11404826,12486836.6,7473124.93952912,65.526,AM,91.335,24787392.3,7664557.91069795,67.205,AM,46.011
133216,URM-Cn-6063,Porites lobata,5724547.2,15847748.3,4651180.11327695,81.25,AM,36.122,29466112.9,4895744.54588573,85.522,AM,19.428
133217,SLB-158789,Meandrina danae,2354492.7,2000252.9,1594573.35056883,79.719,IUCN,84.955,3283343.1,1611967.9056128,68.463,AM,71.71
133218,URM-Cn-4975,Pachyseris foliosa,4248130.4,3518340.3,2521909.44961286,71.679,IUCN,82.821,6025657.6,2607589.7136938,61.382,AM,70.501
133219,URM-Cn-5486,Nemenzophyllia turbida,4128052,5284605.2,3245568.93854483,78.622,AM,78.115,8522115.4,3346600.58240023,81.07,AM,48.439
133220,URM-Cn-4882,Montipora caliculata,11449308.4,11246829.9,9391549.37227548,83.504,IUCN,98.232,21484707.8,9636183.87416642,84.164,AM,53.291
133222,URM-Cn-5975,Pocillopora damicornis,11399100,15765060.1,7771109.56226658,68.173,AM,72.306,29937359.9,8017877.77982688,70.338,AM,38.077
133223,URM-Cn-4740,Acropora donei,8128143.1,10892026.2,7160447.93085152,88.095,AM,74.625,18587640.7,7327678.12704802,90.152,AM,43.729
133227,SLB-93757,Astreopora expansa,10753997.9,11797580.3,8249381.05258598,76.71,AM,91.154,20881268.9,8434313.49566629,78.43,AM,51.501
133230,SLB-117474,Cycloseris vaughani,6011735,12618296.1,4800225.64742331,79.848,AM,47.643,23470066.2,5021507.28461312,83.528,AM,25.614
133231,URM-Cn-5517,Diploastrea heliopora,10725560.1,13342394.1,8952784.53847003,83.471,AM,80.387,23920824.4,9151998.47019645,85.329,AM,44.838
133233,URM-Cn-4769,Acropora kimbeensis,6679606.3,6018003.7,4368818.84108432,72.596,IUCN,90.095,9622131.9,4481538.880121,67.093,AM,69.419
133236,URM-Cn-5907,Galaxea paucisepta,2302536.2,5815995.9,2040646.39285055,88.626,AM,39.59,10653420.4,2138733.77279857,92.886,AM,21.613
133237,SLB-62474,Montastraea cavernosa,6839159.7,3548164,3284122.77336886,92.558,IUCN,51.88,5660885,4363404.76958966,77.08,IUCN,82.772
133238,URM-Cn-4909,Montipora hispida,13000469.4,13149855.2,10189250.6982485,78.376,AM,98.864,24106002.5,10445002.3041705,80.343,AM,53.93
133239,URM-Cn-4792,Acropora nasuta,12720633.4,14529843.2,10450703.7111866,82.156,AM,87.548,27456911.1,10685273.6835027,84,AM,46.329
133240,URM-Cn-4982,Pavona clavus,14958757.8,14635475.3,12016052.4001673,82.102,IUCN,97.839,27628662.3,12323468.689572,82.383,AM,54.142
133242,URM-Cn-4989,Pavona frondifera,13487624.3,10583238.6,7731076.61028658,73.05,IUCN,78.466,20792047.9,7927246.82725027,58.774,AM,64.869
133244,URM-Cn-5563,Favites flexuosa,5169894.3,14746027.8,4709368.93001913,91.092,AM,35.06,27164834.8,4902159.79721302,94.821,AM,19.032
133246,URM-Cn-5846,Acanthastrea echinata,14758379.5,14844139.3,12099686.9328172,81.985,AM,99.422,27477535.7,12376350.9441667,83.86,AM,53.711
133248,URM-Cn-4816,Acropora robusta,12001813.4,13714029.1,9754259.62062655,81.273,AM,87.515,26229850.5,9986195.76646486,83.206,AM,45.756
133250,URM-Cn-4738,Acropora digitifera,12217911,13901010.5,9873627.71018831,80.813,AM,87.892,26603682.4,10102550.6520473,82.686,AM,45.926
133251,URM-Cn-5996,Stylophora wellsi,1438893.3,962227.8,723845.460509052,75.226,IUCN,66.873,1573544.8,735458.984716821,51.113,AM,91.443
133252,URM-Cn-4846,Acropora tortuosa,3014985.2,5225654.7,2318008.31371337,76.883,AM,57.696,11451033.8,2415005.6306549,80.1,AM,26.329
133253,URM-Cn-5860,Blastomussa wellsi,12462962.5,10828076.7,8589748.09784503,79.328,IUCN,86.882,18143755.5,8803667.90022107,70.639,AM,68.69
133255,URM-Cn-4953,Agaricia humilis,1848017.4,2047082.7,1707758.11122587,92.41,AM,90.276,3332980.2,1733842.10802671,93.822,AM,55.446
133256,URM-Cn-5481,Euphyllia glabrescens,13249830.4,13813097.2,11271051.4495878,85.066,AM,95.922,24378384.2,11514698.6151826,86.904,AM,54.351
133258,URM-Cn-5495,Plerogyra sinuosa,8887308.7,13589321.2,7437340.11248505,83.685,AM,65.399,25784256.3,7716562.74981987,86.827,AM,34.468
133260,URM-Cn-6149,Trachyphyllia geoffroyi,18838082.7,12484397.7,11831981.6664614,94.774,IUCN,66.272,19431093.6,13073906.4303364,69.401,AM,96.948
133261,URM-Cn-4983,Pavona danai,6538641.1,5933195.5,4175521.06078188,70.376,IUCN,90.74,8600641,4244370.04638722,64.912,AM,76.025
133267,URM-Cn-4868,Astreopora listeri,11063606,11051082.2,8326535.50258078,75.346,IUCN,99.887,21979102.4,8549366.74005489,77.275,AM,50.337
133269,URM-Cn-5782,Heliofungia actiniformis,7694004.6,8104306.1,4736686.23198063,61.563,AM,94.937,12661771,5209251.29346054,67.705,AM,60.766
