iucn_sid,am_sid,sciname,area_am,area_iucn_shallow,area_overlap_shallow,sm_range_shallow,area_iucn_raw,area_overlap_raw,sm_range_raw,dist,d_perc,area,a_ratio,method
133192,URM-Cn-5947,Oxypora glabra,2999712.1,9731317.4,2575024.5642434172,AM,15235692.5,2678897.0630380926,AM,sm_perc_raw,89.305,area_ratio_raw,19.689,original
133193,W-Oct-210725,Heliopora coerulea,8485223.6,14984175.8,6587857.996751944,AM,26364351.4,6742266.675465852,AM,sm_perc_raw,79.459,area_ratio_raw,32.184,original
133194,URM-Cn-4893,Montipora digitata,11638431.6,12124347.8,9338751.624094281,AM,21444512.7,9547274.182153024,AM,sm_perc_raw,82.032,area_ratio_raw,54.272,original
133195,SLB-93690,Acropora appressa,1264631.7,1408688.4,1078595.0018011471,AM,3180519.5,1087596.3097159253,AM,sm_perc_raw,86.001,area_ratio_raw,39.762,original
133197,URM-Cn-5984,Pocillopora verrucosa,15350510.3,15868599.4,13196645.188484564,AM,30742917.8,13523585.49909857,AM,sm_perc_raw,88.099,area_ratio_raw,49.932,original
133200,URM-Cn-5606,Oulophyllia crispa,6344008.3,13865523.3,5553434.956002194,AM,25202921.4,5755359.786980849,AM,sm_perc_raw,90.721,area_ratio_raw,25.172,original
133201,SLB-190518,Fungia scutaria,6215829.7,13302579.7,5155324.144312874,AM,26139398.8,5395466.25610516,AM,sm_perc_raw,86.802,area_ratio_raw,23.78,original
133203,URM-Cn-4840,Acropora tenella,9913989.4,4543461.3,3940310.601638984,IUCN,8547060.9,4088619.2238672283,IUCN,sm_perc_raw,47.837,area_ratio_raw,86.212,original
133206,URM-Cn-4819,Acropora roseni,417487.8,449539.3,220840.4630951031,AM,1189093.1,229841.77100988122,AM,sm_perc_raw,55.054,area_ratio_raw,35.11,original
133209,URM-Cn-5567,Favites pentagona,8618118.4,14209664.6,7489699.188505132,AM,25448833.6,7703885.863374526,AM,sm_perc_raw,89.392,area_ratio_raw,33.864,original
133210,URM-Cn-5554,Favia speciosa,13384619.6,15372491.1,11464977.00426956,AM,27511141.6,11708649.954422789,AM,sm_perc_raw,87.478,area_ratio_raw,48.652,original
133212,URM-Cn-5915,Oculina diffusa,2057589.7,2002238.4,1505502.7575679673,IUCN,3332229.8,1520159.6479305902,AM,sm_perc_raw,73.881,area_ratio_raw,61.748,original
133213,URM-Cn-5786,Lithophyllon undulatum,2547098.7,7311167.9,2277401.7186509334,AM,10823100.3,2332590.313998144,AM,sm_perc_raw,91.578,area_ratio_raw,23.534,original
133215,URM-Cn-5777,Fungia tenuis,10452900.0,12486836.6,6685757.816780116,AM,24787392.3,6864971.28092323,AM,sm_perc_raw,65.675,area_ratio_raw,42.17,original
133216,URM-Cn-6063,Porites lobata,5724547.2,15847748.3,4651180.113276953,AM,29466112.9,4895744.545885728,AM,sm_perc_raw,85.522,area_ratio_raw,19.428,original
133217,SLB-158789,Meandrina danae,2354492.7,2000252.9,1594573.3505688272,IUCN,3283343.1,1611967.9056128042,AM,sm_perc_raw,68.463,area_ratio_raw,71.71,original
133218,URM-Cn-4975,Pachyseris foliosa,4248130.4,3518340.3,2521909.44961286,IUCN,6025657.6,2607589.7136938022,AM,sm_perc_raw,61.382,area_ratio_raw,70.501,original
133219,URM-Cn-5486,Nemenzophyllia turbida,4128052.0,5284605.2,3245568.938544832,AM,8522115.4,3346600.5824002298,AM,sm_perc_raw,81.07,area_ratio_raw,48.439,original
133220,URM-Cn-4882,Montipora caliculata,11449308.4,11246829.9,9391549.372275483,IUCN,21484707.8,9636183.874166423,AM,sm_perc_raw,84.164,area_ratio_raw,53.291,original
133222,URM-Cn-5975,Pocillopora damicornis,11399100.0,15765060.1,7771109.562266584,AM,29937359.9,8017877.7798268795,AM,sm_perc_raw,70.338,area_ratio_raw,38.077,original
133223,URM-Cn-4740,Acropora donei,8128143.1,10892026.2,7160447.930851521,AM,18587640.7,7327678.127048017,AM,sm_perc_raw,90.152,area_ratio_raw,43.729,original
133227,SLB-93757,Astreopora expansa,10753997.9,11797580.3,8249381.052585984,AM,20881268.9,8434313.495666292,AM,sm_perc_raw,78.43,area_ratio_raw,51.501,original
133231,URM-Cn-5517,Diploastrea heliopora,10725560.1,13342394.1,8952784.538470028,AM,23920824.4,9151998.47019645,AM,sm_perc_raw,85.329,area_ratio_raw,44.838,original
133233,URM-Cn-4769,Acropora kimbeensis,6679606.3,6018003.7,4368818.841084316,IUCN,9622131.9,4481538.880120997,AM,sm_perc_raw,67.093,area_ratio_raw,69.419,original
133236,URM-Cn-5907,Galaxea paucisepta,2302536.2,5815995.9,2040646.3928505515,AM,10653420.4,2138733.7727985675,AM,sm_perc_raw,92.886,area_ratio_raw,21.613,original
133237,SLB-62474,Montastraea cavernosa,6839159.7,3548164.0,3284122.77336886,IUCN,5660885.0,4363404.769589661,IUCN,sm_perc_raw,77.08,area_ratio_raw,82.772,original
133238,URM-Cn-4909,Montipora hispida,13000469.4,13149855.2,10189250.698248537,AM,24106002.5,10445002.304170476,AM,sm_perc_raw,80.343,area_ratio_raw,53.93,original
133239,URM-Cn-4792,Acropora nasuta,12720633.4,14529843.2,10450703.71118657,AM,27456911.1,10685273.683502696,AM,sm_perc_raw,84.0,area_ratio_raw,46.329,original
133240,URM-Cn-4982,Pavona clavus,14958757.8,14635475.3,12016052.400167348,IUCN,27628662.3,12323468.689572012,AM,sm_perc_raw,82.383,area_ratio_raw,54.142,original
133242,URM-Cn-4989,Pavona frondifera,13487624.3,10583238.6,7731076.610286578,IUCN,20792047.9,7927246.827250274,AM,sm_perc_raw,58.774,area_ratio_raw,64.869,original
133244,URM-Cn-5563,Favites flexuosa,5169894.3,14746027.8,4709368.930019131,AM,27164834.8,4902159.7972130235,AM,sm_perc_raw,94.821,area_ratio_raw,19.032,original
133246,URM-Cn-5846,Acanthastrea echinata,14758379.5,14844139.3,12099686.932817195,AM,27477535.7,12376350.944166748,AM,sm_perc_raw,83.86,area_ratio_raw,53.711,original
133248,URM-Cn-4816,Acropora robusta,12001813.4,13714029.1,9754259.620626552,AM,26229850.5,9986195.766464856,AM,sm_perc_raw,83.206,area_ratio_raw,45.756,original
133250,URM-Cn-4738,Acropora digitifera,12217911.0,13901010.5,9873627.710188312,AM,26603682.4,10102550.652047295,AM,sm_perc_raw,82.686,area_ratio_raw,45.926,original
133251,URM-Cn-5996,Stylophora wellsi,1438893.3,962227.8,723845.4605090523,IUCN,1573544.8,735458.9847168208,AM,sm_perc_raw,51.113,area_ratio_raw,91.443,original
133252,URM-Cn-4846,Acropora tortuosa,3014985.2,5225654.7,2318008.3137133666,AM,11451033.8,2415005.630654904,AM,sm_perc_raw,80.1,area_ratio_raw,26.329,original
133253,URM-Cn-5860,Blastomussa wellsi,12462962.5,10828076.7,8589748.097845031,IUCN,18143755.5,8803667.900221072,AM,sm_perc_raw,70.639,area_ratio_raw,68.69,original
133255,URM-Cn-4953,Agaricia humilis,1848017.4,2047082.7,1707758.1112258683,AM,3332980.2,1733842.108026711,AM,sm_perc_raw,93.822,area_ratio_raw,55.446,original
133256,URM-Cn-5481,Euphyllia glabrescens,13249830.4,13813097.2,11271051.44958779,AM,24378384.2,11514698.615182597,AM,sm_perc_raw,86.904,area_ratio_raw,54.351,original
133258,URM-Cn-5495,Plerogyra sinuosa,8887308.7,13589321.2,7437340.112485054,AM,25784256.3,7716562.749819871,AM,sm_perc_raw,86.827,area_ratio_raw,34.468,original
133260,URM-Cn-6149,Trachyphyllia geoffroyi,18838082.7,12484397.7,11831981.666461395,IUCN,19431093.6,13073906.43033645,AM,sm_perc_raw,69.401,area_ratio_raw,96.948,original
133261,URM-Cn-4983,Pavona danai,6538641.1,5933195.5,4175521.060781885,IUCN,8600641.0,4244370.046387222,AM,sm_perc_raw,64.912,area_ratio_raw,76.025,original
133267,URM-Cn-4868,Astreopora listeri,11063606.0,11051082.2,8326535.502580783,IUCN,21979102.4,8549366.740054892,AM,sm_perc_raw,77.275,area_ratio_raw,50.337,original
133268,URM-Cn-5875,Micromussa diminuta,4396965.4,4819696.7,3292140.173293711,AM,7189635.5,3331957.6139674787,AM,sm_perc_raw,75.779,area_ratio_raw,61.157,original
133269,URM-Cn-5782,Heliofungia actiniformis,7694004.6,8104306.1,4736686.231980631,AM,12661771.0,5209251.293460541,AM,sm_perc_raw,67.705,area_ratio_raw,60.766,original
133271,URM-Cn-4824,Acropora sarmentosa,9185327.1,10642470.6,7606167.0896485,AM,19788039.9,7808444.621077097,AM,sm_perc_raw,85.01,area_ratio_raw,46.419,original
133272,URM-Cn-5954,Pectinia paeonia,6425246.6,11437230.8,5679334.038743408,AM,19851005.0,5875427.106815491,AM,sm_perc_raw,91.443,area_ratio_raw,32.367,original
133277,URM-Cn-6040,Porites australiensis,4707547.5,12494438.0,3592266.9142766627,AM,23547412.2,3811727.2838211646,AM,sm_perc_raw,80.971,area_ratio_raw,19.992,original
133281,URM-Cn-5963,Madracis formosa,1907664.3,2114485.7,1736079.3617592084,AM,3489689.9,1759425.693878697,AM,sm_perc_raw,92.229,area_ratio_raw,54.666,original
133283,URM-Cn-4718,Acropora batunai,4996026.4,5278412.9,3847655.2286152807,AM,8403044.1,3930404.8476695796,AM,sm_perc_raw,78.671,area_ratio_raw,59.455,original
133284,URM-Cn-5620,Plesiastrea versipora,14814190.3,16029554.2,12050657.4478581,AM,29257005.8,12329750.698233519,AM,sm_perc_raw,83.229,area_ratio_raw,50.635,original
133289,SLB-117478,Euphyllia paraancora,5521310.0,6105791.6,3903142.536100911,AM,10660728.6,4031611.622856294,AM,sm_perc_raw,73.019,area_ratio_raw,51.791,original
133290,URM-Cn-5560,Favites abdita,6200353.0,15294635.5,5642469.465332292,AM,27536013.5,5820536.961786027,AM,sm_perc_raw,93.874,area_ratio_raw,22.517,original
133291,URM-Cn-4835,Acropora striata,7946522.1,5369524.7,3388636.5275046327,IUCN,9899054.6,3436510.945586388,AM,sm_perc_raw,43.245,area_ratio_raw,80.276,original
133292,URM-Cn-4871,Astreopora myriophthalma,12575550.9,14429878.5,10452977.77444639,AM,27772579.9,10702190.048898574,AM,sm_perc_raw,85.103,area_ratio_raw,45.28,original
133298,URM-Cn-4942,Montipora turgescens,14284557.1,14304871.7,11795921.858227307,AM,26780266.5,12090277.954356588,AM,sm_perc_raw,84.639,area_ratio_raw,53.34,original
133302,URM-Cn-4865,Astreopora gracilis,11436157.5,11093325.0,7935098.240539211,IUCN,19320183.7,8127998.985383928,AM,sm_perc_raw,71.073,area_ratio_raw,59.193,original
133304,URM-Cn-5870,Lobophyllia hataii,12936495.3,12678735.4,9998738.126970064,IUCN,21708919.0,10218644.655310417,AM,sm_perc_raw,78.991,area_ratio_raw,59.591,original
133305,URM-Cn-4946,Montipora verrilli,178720.6,570109.0,145161.39746092446,AM,2526518.5,159206.09676722105,AM,sm_perc_raw,89.081,area_ratio_raw,7.074,original
133307,URM-Cn-5553,Favia rotundata,9417050.4,11655342.7,7334490.15021554,AM,19725502.5,7551670.488567542,AM,sm_perc_raw,80.191,area_ratio_raw,47.74,original
133308,SLB-190516,Fungia scruposa,6748791.9,11270160.6,5533680.885740145,AM,22535127.6,5762559.785005962,AM,sm_perc_raw,85.387,area_ratio_raw,29.948,original
133309,URM-Cn-5981,Pocillopora inflata,623494.0,283513.7,210259.073671369,IUCN,616363.5,210259.073671369,IUCN,sm_perc_raw,34.113,area_ratio_raw,98.856,original
133311,URM-Cn-4757,Acropora halmaherae,4555577.0,907137.9,708182.6646760273,IUCN,1885379.8,732708.943314253,IUCN,sm_perc_raw,38.863,area_ratio_raw,41.386,original
133313,URM-Cn-4733,Acropora cytherea,12791540.1,13832004.6,10250625.388412682,AM,26241597.4,10499799.206822494,AM,sm_perc_raw,82.084,area_ratio_raw,48.745,original
133315,URM-Cn-4788,Acropora monticulosa,11087822.2,12718422.4,8623100.870233824,AM,23676537.5,8819614.788417717,AM,sm_perc_raw,79.543,area_ratio_raw,46.83,original
133319,URM-Cn-4760,Acropora horrida,12662130.7,14145107.0,10297030.47032987,AM,26578258.1,10540702.242946682,AM,sm_perc_raw,83.246,area_ratio_raw,47.641,original
133320,URM-Cn-4830,Acropora solitaryensis,9270942.8,10095657.2,7521482.499204004,AM,17413211.5,7699798.415432022,AM,sm_perc_raw,83.053,area_ratio_raw,53.241,original
133324,URM-Cn-4752,Acropora gemmifera,12399598.9,13461248.3,9520816.523527151,AM,23368163.9,9743329.465546062,AM,sm_perc_raw,78.578,area_ratio_raw,53.062,original
133325,URM-Cn-5510,Cyphastrea chalcidicum,8394775.6,14011701.9,7429624.519960131,AM,26397610.4,7634616.121194641,AM,sm_perc_raw,90.945,area_ratio_raw,31.801,original
133327,URM-Cn-4779,Acropora lovelli,5218773.9,5862100.3,2952848.4039450474,AM,11651008.1,3074148.2840803913,AM,sm_perc_raw,58.906,area_ratio_raw,44.792,original
133329,URM-Cn-6079,Porites stephensoni,10967233.1,11468074.6,6321945.641469475,AM,19267728.0,6500122.099877578,AM,sm_perc_raw,59.269,area_ratio_raw,56.92,original
133333,URM-Cn-5605,Oulophyllia bennettae,6087730.6,11608516.8,5304572.550965425,AM,19838031.4,5494862.422119034,AM,sm_perc_raw,90.261,area_ratio_raw,30.687,original
133334,URM-Cn-4719,Acropora branchi,680918.8,491834.8,298868.8291163493,IUCN,869299.2,298868.8291163493,AM,sm_perc_raw,43.892,area_ratio_raw,78.33,original
133337,URM-Cn-5826,Merulina ampliata,12947529.8,13658584.0,10459324.548730217,AM,25770604.2,10724445.45411329,AM,sm_perc_raw,82.83,area_ratio_raw,50.241,original
133340,URM-Cn-5897,Symphyllia wilsoni,627907.0,1100513.9,600981.9879488595,AM,1284564.2,600981.9879488595,AM,sm_perc_raw,95.712,area_ratio_raw,48.881,original
133343,URM-Cn-5569,Favites russelli,4556658.7,13573765.3,4045872.5945976083,AM,25682470.6,4220370.404370579,AM,sm_perc_raw,92.62,area_ratio_raw,17.742,original
133344,URM-Cn-5790,Podabacia sinai,286202.2,488745.8,268997.0149785528,AM,625245.0,277670.82151549775,AM,sm_perc_raw,97.019,area_ratio_raw,45.774,original
133345,URM-Cn-4941,Montipora tuberculosa,14858719.5,14799793.5,12390886.21067474,IUCN,28813953.5,12702898.19175196,AM,sm_perc_raw,85.491,area_ratio_raw,51.568,original
133348,SLB-93322,Acropora variolosa,1159122.3,959098.8,602170.0818668712,IUCN,1533088.1,610895.381879499,AM,sm_perc_raw,52.703,area_ratio_raw,75.607,original
133349,URM-Cn-6044,Porites compressa,8089581.7,166888.7,144838.63161500054,IUCN,587095.8,158883.33092129714,IUCN,sm_perc_raw,27.063,area_ratio_raw,7.257,original
133351,URM-Cn-4967,Leptoseris mycetoseroides,14622025.6,14968851.8,11740327.59021744,AM,28102327.0,12031420.998546867,AM,sm_perc_raw,82.283,area_ratio_raw,52.031,original
133352,URM-Cn-4754,Acropora gomezi,2516341.2,4399547.8,2219973.765771253,AM,6705696.8,2250594.6007836685,AM,sm_perc_raw,89.439,area_ratio_raw,37.525,original
133359,URM-Cn-4783,Acropora microclados,10857516.2,10713665.2,7382795.386839359,IUCN,18492281.1,7567056.2120984495,AM,sm_perc_raw,69.694,area_ratio_raw,58.714,original
133360,URM-Cn-4979,Pavona bipartita,7434044.1,9505116.3,5119372.15060706,AM,19144483.3,5329935.078246879,AM,sm_perc_raw,71.696,area_ratio_raw,38.831,original
133365,URM-Cn-5574,Goniastrea edwardsi,6422700.8,13913697.7,5656344.8600260755,AM,25325807.9,5858269.691004729,AM,sm_perc_raw,91.212,area_ratio_raw,25.36,original
133366,URM-Cn-5851,Acanthastrea lordhowensis,12148609.1,10681216.9,8341445.233614489,IUCN,16676261.8,8468192.077297058,AM,sm_perc_raw,69.705,area_ratio_raw,72.85,original
133370,SLB-158808,Porites profundus,3978884.3,2551664.4,1376207.590028089,IUCN,5682131.6,1412899.5743923679,AM,sm_perc_raw,35.51,area_ratio_raw,70.025,original
133371,URM-Cn-5757,Fungia distorta,8056901.6,13000101.5,6942180.462617246,AM,25527186.4,7142513.949847712,AM,sm_perc_raw,88.651,area_ratio_raw,31.562,original
133372,URM-Cn-5791,Polyphyllia novaehiberniae,2894418.3,2260296.6,1408734.7133531848,IUCN,7356238.7,1502592.3218599777,AM,sm_perc_raw,51.913,area_ratio_raw,39.346,original
133375,URM-Cn-4888,Montipora corbettensis,7687268.8,7071902.6,5565926.891666592,IUCN,13685605.3,5721327.610466872,AM,sm_perc_raw,74.426,area_ratio_raw,56.17,original
133376,URM-Cn-5850,Acanthastrea ishigakiensis,12631440.5,8854512.7,7277551.39083439,IUCN,18620325.7,7500380.237634703,AM,sm_perc_raw,59.379,area_ratio_raw,67.837,original
133377,URM-Cn-5518,Diploria clivosa,1871865.2,1990523.0,1589953.032403115,AM,3320514.4,1613299.3645226036,AM,sm_perc_raw,86.187,area_ratio_raw,56.373,original
133379,SLB-93515,Acropora convexa,3383985.6,4171410.6,2751665.4336975687,AM,6140179.4,2767000.973111815,AM,sm_perc_raw,81.768,area_ratio_raw,55.112,original
133381,URM-Cn-4726,Acropora cervicornis,1472727.8,2024447.5,1384956.9333919035,AM,3342229.6,1399613.8237545267,AM,sm_perc_raw,95.035,area_ratio_raw,44.064,original
133386,SLB-62731,Acanthastrea rotundoflora,11423294.1,9224297.5,6917383.562279505,IUCN,15303909.1,7082791.307351795,AM,sm_perc_raw,62.003,area_ratio_raw,74.643,original
133387,SLB-93466,Acropora globiceps,7178272.2,6939834.4,4749745.054470071,IUCN,15764822.4,4925831.409047751,AM,sm_perc_raw,68.621,area_ratio_raw,45.533,original
133392,URM-Cn-5543,Favia laxa,11285903.2,12296410.2,8660696.66586809,AM,19181489.8,8826082.356618775,AM,sm_perc_raw,78.204,area_ratio_raw,58.837,original
133393,URM-Cn-4842,Acropora teres,8658104.6,6338371.5,4566882.008175581,IUCN,11530765.5,4672155.137639126,AM,sm_perc_raw,53.963,area_ratio_raw,75.087,original
133395,URM-Cn-6073,Porites porites,2959806.1,2870785.1,1844065.3582728563,IUCN,4807270.9,1861669.7718838502,AM,sm_perc_raw,62.898,area_ratio_raw,61.569,original
133396,URM-Cn-4737,Acropora desalwii,2970144.0,5278412.9,2656587.4993790076,AM,8403044.1,2717936.9853289686,AM,sm_perc_raw,91.509,area_ratio_raw,35.346,original
133398,URM-Cn-4994,Pavona varians,16262006.6,15744300.2,13315108.497249085,IUCN,29698165.0,13689972.673503345,AM,sm_perc_raw,84.184,area_ratio_raw,54.758,original
133400,URM-Cn-5815,Eusmilia fastigiata,2095556.8,2019191.9,1666550.8551728346,IUCN,3354896.9,1689897.1872923232,AM,sm_perc_raw,80.642,area_ratio_raw,62.463,original
133401,URM-Cn-4759,Acropora hoeksemai,3506476.6,4503583.1,2756116.950367194,AM,6916504.3,2792866.4439951265,AM,sm_perc_raw,79.649,area_ratio_raw,50.697,original
133402,URM-Cn-4833,Acropora squarrosa,2171481.5,1932990.7,1539872.553630384,IUCN,3962126.7,1560306.4743441092,AM,sm_perc_raw,71.854,area_ratio_raw,54.806,original
133403,URM-Cn-5476,Turbinaria stellulata,6236825.8,13522148.4,5504456.509638416,AM,23944947.8,5700549.577710498,AM,sm_perc_raw,91.401,area_ratio_raw,26.047,original
133405,SLB-62382,Caulastrea tumida,8732604.4,11093741.3,7273240.907422445,AM,17231675.5,7418636.091494962,AM,sm_perc_raw,84.953,area_ratio_raw,50.678,original
133406,URM-Cn-6137,Psammocora haimeana,12366131.2,14689523.6,10447662.151671583,AM,27561073.4,10679343.747314211,AM,sm_perc_raw,86.36,area_ratio_raw,44.868,original
133407,SLB-189370,Pocillopora eydouxi,129779875.0,15045270.8,14406189.526077228,IUCN,28959959.0,27722507.11856847,IUCN,sm_perc_raw,95.727,area_ratio_raw,22.315,original
133408,URM-Cn-6130,Coscinaraea wellsi,8052665.6,10700042.5,6050959.503626749,AM,20651429.6,6244967.982889676,AM,sm_perc_raw,77.552,area_ratio_raw,38.993,original
133409,URM-Cn-4948,Montipora verruculosus,3728935.2,5535906.0,3108060.7307114084,AM,8551432.9,3144898.0896357056,AM,sm_perc_raw,84.338,area_ratio_raw,43.606,original
133410,URM-Cn-4978,Pachyseris speciosa,13297048.4,13913926.6,10860352.150207017,AM,26642544.7,11128187.239892269,AM,sm_perc_raw,83.689,area_ratio_raw,49.909,original
133412,URM-Cn-5816,Gyrosmilia interrupta,2503111.2,1547106.7,1257993.765919842,IUCN,3153070.2,1278538.1798011002,AM,sm_perc_raw,51.078,area_ratio_raw,79.386,original
133414,URM-Cn-5578,Goniastrea pectinata,6185208.2,14445314.1,5519634.711823435,AM,27167556.2,5697702.20827717,AM,sm_perc_raw,92.118,area_ratio_raw,22.767,original
133415,URM-Cn-4859,Anacropora puertogalerae,8155007.9,7564767.0,5711734.418539627,IUCN,15287872.9,5892631.56501522,AM,sm_perc_raw,72.258,area_ratio_raw,53.343,original
133416,URM-Cn-4886,Montipora circumvallata,815971.0,921868.1,622243.7801162091,AM,1488997.1,628029.3624580131,AM,sm_perc_raw,76.967,area_ratio_raw,54.8,original
133417,SLB-62381,Caulastrea furcata,11768652.8,9378688.3,7627068.067484668,IUCN,19324852.1,7862303.694453541,AM,sm_perc_raw,66.807,area_ratio_raw,60.899,original
133419,URM-Cn-5871,Lobophyllia hemprichii,12935541.9,14112424.4,10513214.252517236,AM,26665477.8,10771915.22676625,AM,sm_perc_raw,83.274,area_ratio_raw,48.51,original
133420,URM-Cn-4906,Montipora grisea,11498560.9,11423801.2,8244898.977698673,IUCN,21469907.4,8459104.493438857,AM,sm_perc_raw,73.567,area_ratio_raw,53.557,original
133422,URM-Cn-4884,Montipora capricornis,11910168.1,9014619.1,6707896.64691314,IUCN,15959945.2,6891703.087361905,AM,sm_perc_raw,57.864,area_ratio_raw,74.625,original
133423,URM-Cn-5764,Fungia horrida,5225195.9,13054241.3,4499659.370040848,AM,24915147.6,4672278.24505258,AM,sm_perc_raw,89.418,area_ratio_raw,20.972,original
133428,URM-Cn-6122,Coscinaraea columna,14492324.0,14773208.9,11806375.595075224,AM,27608274.8,12080170.306995243,AM,sm_perc_raw,83.356,area_ratio_raw,52.493,original
133429,URM-Cn-5526,Echinopora horrida,5908504.9,9638104.6,4741507.956085107,AM,16525016.5,4896274.573932451,AM,sm_perc_raw,82.868,area_ratio_raw,35.755,original
133432,URM-Cn-4832,Acropora spicifera,9737908.2,8623895.6,6558087.382428764,IUCN,15886456.3,6749593.467241458,AM,sm_perc_raw,69.313,area_ratio_raw,61.297,original
133433,URM-Cn-4889,Montipora crassituberculata,9346950.2,10413261.0,7469993.707423311,AM,17786489.0,7637137.767170924,AM,sm_perc_raw,81.707,area_ratio_raw,52.551,original
133435,URM-Cn-5988,Seriatopora dendritica,4306999.2,5369277.4,3313527.0866233003,AM,8898427.8,3359564.547270323,AM,sm_perc_raw,78.002,area_ratio_raw,48.402,original
133437,URM-Cn-5765,Fungia moluccensis,6737668.6,10151209.9,4689921.955811847,AM,18954801.1,4853154.69845652,AM,sm_perc_raw,72.03,area_ratio_raw,35.546,original
133439,SLB-61834,Agaricia tenuifolia,2285969.3,1028635.6,881142.6662307518,IUCN,1770639.9,1318026.4931203367,IUCN,sm_perc_raw,74.438,area_ratio_raw,77.457,original
133440,URM-Cn-5614,Platygyra pini,6250828.4,13536906.0,5752853.77906557,AM,25200263.3,5954778.610044224,AM,sm_perc_raw,95.264,area_ratio_raw,24.805,original
133442,URM-Cn-5948,Oxypora lacera,6595164.5,13900883.8,5574488.006579878,AM,24872735.5,5758416.716247428,AM,sm_perc_raw,87.313,area_ratio_raw,26.516,original
133443,URM-Cn-4879,Montipora australiensis,11768082.1,9275449.9,7045876.326289319,IUCN,17126319.0,7198926.454002058,AM,sm_perc_raw,61.173,area_ratio_raw,68.713,original
133444,URM-Cn-5920,Oculina valenciennesi,1493880.9,424350.9,228491.38196830603,IUCN,820894.5,228491.38196830603,IUCN,sm_perc_raw,27.834,area_ratio_raw,54.95,original
133450,URM-Cn-4943,Montipora turtlensis,8316206.5,8838302.0,6131686.524869356,AM,12600718.0,6219237.954260125,AM,sm_perc_raw,74.785,area_ratio_raw,65.998,original
133451,URM-Cn-4891,Montipora danae,13746971.7,13530300.5,10785810.83811581,IUCN,25659496.1,11062646.428162806,AM,sm_perc_raw,80.473,area_ratio_raw,53.575,original
133457,URM-Cn-5877,Mussa angulosa,1639219.6,1990175.6,1420987.4358172785,AM,3292465.9,1435644.3261799014,AM,sm_perc_raw,87.581,area_ratio_raw,49.787,original
133458,URM-Cn-5823,Hydnophora microconos,10115708.3,14726821.6,8621526.217445992,AM,27303996.6,8874467.033206547,AM,sm_perc_raw,87.73,area_ratio_raw,37.048,original
133460,SLB-93100,Montipora cocosensis,10243661.7,5202042.2,4006887.723132402,IUCN,8192260.2,4081943.834304838,IUCN,sm_perc_raw,49.827,area_ratio_raw,79.974,original
133468,URM-Cn-5612,Platygyra daedalea,13096659.1,15751307.1,11410459.388955073,AM,28674514.3,11660561.093998762,AM,sm_perc_raw,89.035,area_ratio_raw,45.674,original
133470,SLB-158790,Micromussa amakusensis,10851304.7,8532607.3,6491411.442655386,IUCN,16058692.1,6651646.732929717,AM,sm_perc_raw,61.298,area_ratio_raw,67.573,original
133474,URM-Cn-5891,Symphyllia agaricia,13214286.0,13419311.2,10750639.629701102,AM,23330502.4,10988402.467407886,AM,sm_perc_raw,83.155,area_ratio_raw,56.64,original
133476,SLB-61883,Madracis asperula,2687153.2,900002.2,307455.1470594047,IUCN,1632136.8,316232.6020803804,IUCN,sm_perc_raw,19.375,area_ratio_raw,60.739,original
133478,URM-Cn-5821,Hydnophora exesa,9876921.6,15179095.6,8918693.68465464,AM,26812296.7,9141778.89268646,AM,sm_perc_raw,92.557,area_ratio_raw,36.837,original
133479,URM-Cn-4762,Acropora hyacinthus,12106214.7,13972957.0,9741559.677804397,AM,26331298.7,9982728.429632097,AM,sm_perc_raw,82.46,area_ratio_raw,45.977,original
133481,URM-Cn-4727,Acropora chesterfieldensis,2923997.4,3038784.4,2177918.989455713,AM,8608892.7,2296137.908856536,AM,sm_perc_raw,78.527,area_ratio_raw,33.965,original
133483,URM-Cn-4787,Acropora mirabilis,10044446.6,7437303.2,5628594.454188468,IUCN,12267307.6,5752909.719525338,AM,sm_perc_raw,57.275,area_ratio_raw,81.88,original
133484,SLB-158735,Anomastraea irregularis,2299966.4,2384692.6,1804941.427715463,AM,4463658.4,1813942.7356302412,AM,sm_perc_raw,78.868,area_ratio_raw,51.526,original
133485,SLB-93759,Astreopora randalli,8633536.5,7248541.6,5564703.6395756835,IUCN,16259617.6,5752652.349393684,AM,sm_perc_raw,66.631,area_ratio_raw,53.098,original
133488,SLB-62813,Pectinia africanus,952105.1,1141511.3,836742.7940206717,AM,2718347.2,848796.9304108245,AM,sm_perc_raw,89.149,area_ratio_raw,35.025,original
133489,URM-Cn-4892,Montipora delicatula,3337233.0,4852646.8,2780915.862596845,AM,7307221.3,2799328.4089412126,AM,sm_perc_raw,83.882,area_ratio_raw,45.67,original
133492,URM-Cn-6075,Porites rus,16337735.7,13700282.2,11984672.053635612,IUCN,25228946.7,12335338.543292642,AM,sm_perc_raw,75.502,area_ratio_raw,64.758,original
133493,SLB-62496,Platygyra ryukyuensis,6715320.1,11567898.4,5411871.019377959,AM,20936581.4,5604763.328775798,AM,sm_perc_raw,83.462,area_ratio_raw,32.075,original
133494,SLB-93535,Acropora papillare,3871367.4,6480350.8,3347123.101976281,AM,9098957.8,3362458.6413905267,AM,sm_perc_raw,86.855,area_ratio_raw,42.547,original
133495,SLB-117483,Galaxea horrescens,8470952.2,9436391.2,6876688.512917169,AM,17408641.8,7091203.966782364,AM,sm_perc_raw,83.712,area_ratio_raw,48.659,original
