iucn_sid,am_sid,sciname,area_am,area_iucn_shallow,area_overlap_shallow,sm_range_shallow,area_iucn_raw,area_overlap_raw,sm_range_raw,dist,d_perc,area,a_ratio,method
133002,SLB-117497,Seriatopora stellata,8036035.2,7548818.1,5228231.726744697,IUCN,14014039.1,5313940.846431271,AM,sm_perc_raw,66.126,area_ratio_raw,57.343,original
133003,URM-Cn-5583,Leptastrea bewickensis,5513587.0,7628858.6,2721849.0444063554,AM,12228122.0,2786445.144168243,AM,sm_perc_raw,50.538,area_ratio_raw,45.089,original
133004,SLB-62804,Simplastrea vesicularis,2931421.9,4980293.9,2503232.7729312098,AM,7508054.4,2561517.8136431132,AM,sm_perc_raw,87.381,area_ratio_raw,39.044,original
133006,URM-Cn-4798,Acropora palmata,1410920.9,2040852.7,1334493.88171565,AM,3377834.9,1349150.7720782731,AM,sm_perc_raw,95.622,area_ratio_raw,41.77,original
133007,URM-Cn-4917,Montipora malampaya,4393021.4,4911304.5,3224513.611406939,AM,7664344.8,3270086.982683606,AM,sm_perc_raw,74.438,area_ratio_raw,57.318,original
133008,URM-Cn-5775,Fungia spinifer,1891394.3,3991838.3,1672269.7360597374,AM,7660192.4,1715232.3041978495,AM,sm_perc_raw,90.686,area_ratio_raw,24.691,original
133011,SLB-117488,Pocillopora ankeli,4495754.3,5045766.0,3528083.730259335,AM,7578521.9,3555696.378326429,AM,sm_perc_raw,79.09,area_ratio_raw,59.322,original
133013,URM-Cn-4755,Acropora grandis,11267053.2,12488881.1,8887443.976044435,AM,22952496.1,9107418.698349811,AM,sm_perc_raw,80.832,area_ratio_raw,49.089,original
133018,URM-Cn-4786,Acropora minuta,2659957.1,4171410.6,2296595.1778508495,AM,6140179.4,2330277.901222926,AM,sm_perc_raw,87.606,area_ratio_raw,43.321,original
133020,URM-Cn-4841,Acropora tenuis,12278697.3,14030936.4,10152143.74870525,AM,26427978.8,10395503.53866648,AM,sm_perc_raw,84.663,area_ratio_raw,46.461,original
133023,URM-Cn-6062,Porites lichen,6172007.5,13507477.3,5345113.975879593,AM,26502756.5,5564936.877506814,AM,sm_perc_raw,90.164,area_ratio_raw,23.288,original
133024,URM-Cn-5827,Merulina scabricula,5208787.0,12140761.3,4609514.3970634695,AM,21756101.2,4799459.734145175,AM,sm_perc_raw,92.142,area_ratio_raw,23.942,original
133025,URM-Cn-4850,Acropora vaughani,9541216.8,11858137.9,8242910.959665635,AM,22395351.1,8454044.516488079,AM,sm_perc_raw,88.606,area_ratio_raw,42.604,original
133026,SLB-117486,Mycedium mancaoi,2160621.3,7954051.3,1776494.9200468885,AM,15896982.1,1837834.5211107077,AM,sm_perc_raw,85.06,area_ratio_raw,13.591,original
133029,URM-Cn-5552,Favia rotumana,3976410.8,14779452.5,3597897.36370355,AM,26971776.9,3648974.3790143123,AM,sm_perc_raw,91.766,area_ratio_raw,14.743,original
133031,URM-Cn-4897,Montipora effusa,11350225.0,8037868.0,6242346.614647246,IUCN,16171174.4,6394976.790167226,AM,sm_perc_raw,56.342,area_ratio_raw,70.188,original
133032,URM-Cn-5869,Lobophyllia flabelliformis,8907043.0,6402082.1,5511309.032262695,IUCN,10108688.8,5653675.737907893,AM,sm_perc_raw,63.474,area_ratio_raw,88.113,original
133033,URM-Cn-4813,Acropora pulchra,11340449.2,12710179.8,9193025.125786323,AM,24319847.7,9422162.310009452,AM,sm_perc_raw,83.085,area_ratio_raw,46.63,original
133034,SLB-189121,Fungia fragilis,2514255.1,13501825.4,2411236.656892893,AM,23760098.9,2451080.2074694103,AM,sm_perc_raw,97.487,area_ratio_raw,10.582,original
133037,URM-Cn-5885,Mycetophyllia reesi,1317706.3,1785050.8,1160169.4849965936,AM,3045500.5,1174826.3753592167,AM,sm_perc_raw,89.157,area_ratio_raw,43.267,original
133038,URM-Cn-6069,Porites nigrescens,1796400.8,13261645.0,1759601.102527009,AM,24330177.1,1790290.7304609292,AM,sm_perc_raw,99.66,area_ratio_raw,7.383,original
133043,URM-Cn-6135,Psammocora digitata,12147658.4,12511815.2,9832288.520268736,AM,23741555.4,10094687.627733294,AM,sm_perc_raw,83.1,area_ratio_raw,51.166,original
133045,SLB-158820,Pocillopora ligulata,5451341.3,1312501.1,714231.9905517905,IUCN,5514415.1,791498.8940597216,AM,sm_perc_raw,14.519,area_ratio_raw,98.856,original
133046,URM-Cn-4861,Anacropora spinosa,5869289.3,5934132.3,3978166.499967921,AM,10015301.9,4044867.016985248,AM,sm_perc_raw,68.916,area_ratio_raw,58.603,original
133053,URM-Cn-5887,Scolymia cubensis,2433066.4,2705411.8,2118955.2600750183,AM,4260525.7,2142301.592194507,AM,sm_perc_raw,88.049,area_ratio_raw,57.107,original
133055,URM-Cn-5564,Favites halicora,6478114.4,13180761.3,5775314.734421068,AM,23631365.9,5968707.788950622,AM,sm_perc_raw,92.136,area_ratio_raw,27.413,original
133057,URM-Cn-5482,Euphyllia paradivisa,2775251.3,4207260.0,2314799.502119181,AM,6301427.3,2360762.1213005586,AM,sm_perc_raw,85.065,area_ratio_raw,44.042,original
133058,URM-Cn-5930,Echinophyllia echinata,6137516.6,11507508.4,4639814.186905128,AM,23245080.5,4826966.553178244,AM,sm_perc_raw,78.647,area_ratio_raw,26.404,original
133059,URM-Cn-5617,Platygyra verweyi,7265440.7,9199086.8,5939162.584954339,AM,13254309.8,6045081.733311784,AM,sm_perc_raw,83.203,area_ratio_raw,54.816,original
133064,URM-Cn-4899,Montipora florida,3227050.9,4552550.2,2658995.816542601,AM,6668378.1,2677408.3628869695,AM,sm_perc_raw,82.968,area_ratio_raw,48.393,original
133066,URM-Cn-4913,Montipora informis,14039476.5,14520872.7,11842104.174242469,AM,27155548.3,12139921.705026535,AM,sm_perc_raw,86.47,area_ratio_raw,51.7,original
133070,URM-Cn-5601,Montastrea colemani,9467492.7,8411294.3,6200143.568632051,IUCN,13626373.8,6330991.391451904,AM,sm_perc_raw,66.871,area_ratio_raw,69.479,original
133071,URM-Cn-4901,Montipora foliosa,12788824.0,14051515.9,10377806.766941598,AM,25883118.7,10624443.163984502,AM,sm_perc_raw,83.076,area_ratio_raw,49.41,original
133076,URM-Cn-5873,Lobophyllia robusta,10391042.7,9577099.3,6712240.743601219,IUCN,16561354.8,6866275.677672889,AM,sm_perc_raw,66.079,area_ratio_raw,62.743,original
133081,URM-Cn-4770,Acropora kirstyae,5187806.8,7069203.9,3741682.2644168753,AM,13798254.0,3833571.4085364146,AM,sm_perc_raw,73.896,area_ratio_raw,37.598,original
133082,URM-Cn-6064,Porites lutea,6450764.7,15874924.7,5889352.074155354,AM,29507998.7,6113313.622602131,AM,sm_perc_raw,94.769,area_ratio_raw,21.861,original
133084,SLB-62376,Barabattoia amicorum,6565188.0,12677657.2,5828513.146078445,AM,23313404.0,6030437.977057099,AM,sm_perc_raw,91.855,area_ratio_raw,28.161,original
133087,URM-Cn-4836,Acropora subglabra,9375094.3,10816297.7,8213453.946298969,AM,18712562.4,8410134.750353448,AM,sm_perc_raw,89.707,area_ratio_raw,50.101,original
133088,URM-Cn-5528,Echinopora lamellosa,9499566.5,14756518.4,8218124.74637303,AM,27548594.3,8435301.098268423,AM,sm_perc_raw,88.797,area_ratio_raw,34.483,original
133089,URM-Cn-5935,Echinophyllia patula,1891394.3,7504925.9,1705869.0510919443,AM,11891181.3,1751855.234985965,AM,sm_perc_raw,92.622,area_ratio_raw,15.906,original
133090,URM-Cn-5587,Leptastrea purpurea,10233777.7,15680692.4,8975371.20009738,AM,29217640.7,9210427.217115298,AM,sm_perc_raw,90.0,area_ratio_raw,35.026,original
133092,URM-Cn-4866,Astreopora incrustans,7295308.9,5512070.7,4008903.6891047885,IUCN,8373770.7,4065826.623732918,AM,sm_perc_raw,55.732,area_ratio_raw,87.121,original
133094,URM-Cn-6138,Psammocora nierstraszi,11110862.3,12732681.0,8498136.078276074,AM,23674314.0,8735391.061096104,AM,sm_perc_raw,78.62,area_ratio_raw,46.932,original
133096,SLB-158798,Porites columnaris,1375484.3,835443.1,625831.0370533788,IUCN,1306199.7,631616.6193951829,IUCN,sm_perc_raw,48.355,area_ratio_raw,94.963,original
133097,SLB-117490,Pocillopora danae,7533084.8,6383936.4,4826273.486850989,IUCN,10681124.5,4941872.236043232,AM,sm_perc_raw,65.602,area_ratio_raw,70.527,original
133099,URM-Cn-5977,Pocillopora elegans,9261402.2,6638728.3,4825020.026096273,IUCN,14110059.1,4964737.77415584,AM,sm_perc_raw,53.607,area_ratio_raw,65.637,original
133100,URM-Cn-4956,Agaricia undata,1831410.7,1750265.3,1228136.620861253,IUCN,2744023.5,1248623.442996481,AM,sm_perc_raw,68.178,area_ratio_raw,66.742,original
133102,URM-Cn-5814,Dichocoenia stokesii,2327645.4,2195985.9,1880331.549350536,IUCN,3596872.0,1906415.5461513784,AM,sm_perc_raw,81.903,area_ratio_raw,64.713,original
133106,URM-Cn-5849,Acanthastrea hillae,9418372.6,12416498.7,8018815.211411431,AM,21960086.2,8205962.802985242,AM,sm_perc_raw,87.127,area_ratio_raw,42.889,original
133109,URM-Cn-5901,Galaxea acrhelia,3750825.2,4484518.5,2290349.6535586873,AM,8024262.9,2363952.0564667135,AM,sm_perc_raw,63.025,area_ratio_raw,46.744,original
133110,URM-Cn-5750,Ctenactis crassa,6126103.2,11426016.6,5280812.843656207,AM,19471233.5,5468079.099053909,AM,sm_perc_raw,89.259,area_ratio_raw,31.462,original
133111,SLB-61810,Montipora saudii,286318.5,488745.8,269025.098166782,AM,625245.0,274810.6805085861,AM,sm_perc_raw,95.981,area_ratio_raw,45.793,original
133112,URM-Cn-4724,Acropora caroliniana,7030440.4,5543233.9,3911037.1815451873,IUCN,9844518.3,4033095.0691273664,AM,sm_perc_raw,57.366,area_ratio_raw,71.415,original
133113,URM-Cn-4880,Montipora cactus,4123881.0,4934734.4,2991558.01687234,AM,7649012.1,3031384.5174303944,AM,sm_perc_raw,73.508,area_ratio_raw,53.914,original
133115,SLB-93474,Acropora retusa,10010561.6,6528650.0,4735455.956965164,IUCN,13603677.4,4847703.69418169,AM,sm_perc_raw,48.426,area_ratio_raw,73.587,original
133120,SLB-61654,Acropora latistella,12495180.5,13400753.0,9379380.051458746,AM,25435654.4,9608517.235681877,AM,sm_perc_raw,76.898,area_ratio_raw,49.125,original
133121,URM-Cn-6145,Siderastrea glynni,83966.4,30447.5,0.0,IUCN,30447.5,0.0,IUCN,sm_perc_raw,0.0,area_ratio_raw,36.262,original
133122,SLB-93687,Acropora plantaginea,2139229.2,1393862.6,1081335.3044605155,IUCN,2910885.6,1101769.2251742408,AM,sm_perc_raw,51.503,area_ratio_raw,73.491,original
133124,SLB-158750,Dendrogyra cylindrus,2359887.1,1976661.2,1241398.5630029603,IUCN,3211066.1,1876230.8744634502,AM,sm_perc_raw,79.505,area_ratio_raw,73.492,original
133125,URM-Cn-4748,Acropora fenneri,3115592.8,4275630.8,2608169.7803996345,AM,6285504.6,2626582.3267440023,AM,sm_perc_raw,84.304,area_ratio_raw,49.568,original
133127,URM-Cn-5896,Symphyllia valenciennesii,13677552.0,13808612.1,11081657.811175315,AM,24959400.9,11325489.709219549,AM,sm_perc_raw,82.803,area_ratio_raw,54.799,original
133128,URM-Cn-4812,Acropora pruinosa,243067.6,1129348.5,201551.33437698527,AM,1346025.6,201551.33437698527,AM,sm_perc_raw,82.92,area_ratio_raw,18.058,original
133129,URM-Cn-4872,Astreopora ocellata,10476922.3,11449364.1,8056966.042141204,AM,20106843.7,8253182.076922956,AM,sm_perc_raw,78.775,area_ratio_raw,52.106,original
133131,URM-Cn-4903,Montipora friabilis,9091460.4,7498276.3,5174481.778401764,IUCN,12242975.4,5277863.398287974,AM,sm_perc_raw,58.053,area_ratio_raw,74.259,original
133132,URM-Cn-4714,Acropora aspera,11995499.3,10985783.6,9438973.659253052,IUCN,20046255.3,9695312.539970672,AM,sm_perc_raw,80.825,area_ratio_raw,59.839,original
133133,URM-Cn-4708,Acropora abrolhosensis,7498361.8,5178288.5,3662917.108196648,IUCN,9650161.9,3765724.3689871742,AM,sm_perc_raw,50.221,area_ratio_raw,77.702,original
133134,URM-Cn-5592,Montastraea annularis,3344431.7,2141157.7,1715331.6503766212,IUCN,3492335.2,2336509.57481222,AM,sm_perc_raw,69.863,area_ratio_raw,95.765,original
133139,SLB-184813,Isopora palifera,11222369.6,13045661.3,9306980.597543567,AM,23525889.9,9512365.848155957,AM,sm_perc_raw,84.763,area_ratio_raw,47.702,original
133142,URM-Cn-5096,Cladocora caespitosa,1333772.6,1032310.8,863436.9138695927,IUCN,1148304.7,868390.0978207425,IUCN,sm_perc_raw,75.624,area_ratio_raw,86.094,original
133144,W-Hyd-210726,Millepora alcicornis,3143987.4,1971565.3,991629.1492510759,IUCN,3297740.4,997516.3901702705,AM,sm_perc_raw,31.728,area_ratio_raw,95.338,original
133145,URM-Cn-5008,Stylocoeniella cocosensis,5428185.0,4600458.6,3587698.473649408,IUCN,7087641.0,3660487.4491547104,AM,sm_perc_raw,67.435,area_ratio_raw,76.587,original
133148,URM-Cn-5751,Ctenactis echinata,10077614.7,12544894.2,8867805.8997759,AM,22117827.2,9096880.952271428,AM,sm_perc_raw,90.268,area_ratio_raw,45.563,original
133151,URM-Cn-5542,Favia lacuna,286202.2,623335.1,268997.0149785528,AM,954823.9,277670.82151549775,AM,sm_perc_raw,97.019,area_ratio_raw,29.974,original
133152,URM-Cn-5872,Lobophyllia pachysepta,9900375.7,10361901.3,7857058.446520583,AM,17803623.4,8041832.66303889,AM,sm_perc_raw,81.228,area_ratio_raw,55.609,original
133157,URM-Cn-5889,Scolymia vitiensis,12775297.6,9749293.1,8320562.992825272,IUCN,20705941.6,8577297.986682022,AM,sm_perc_raw,67.14,area_ratio_raw,61.699,original
133158,URM-Cn-5787,Podabacia crustacea,10377509.3,12474036.7,8064386.533896407,AM,22075359.1,8599781.540401388,AM,sm_perc_raw,82.869,area_ratio_raw,47.009,original
133160,URM-Cn-4715,Acropora austera,11944364.2,12923431.6,9055277.34929456,AM,24610911.5,9281401.32953837,AM,sm_perc_raw,77.705,area_ratio_raw,48.533,original
133161,URM-Cn-5610,Platygyra contorta,3972423.8,7781611.6,2947998.9982114,AM,15340360.4,3105055.3456048435,AM,sm_perc_raw,78.165,area_ratio_raw,25.895,original
133165,URM-Cn-5921,Oculina varicosa,1657570.2,2506096.1,1506045.4992189154,AM,3898108.0,1520702.3895815383,AM,sm_perc_raw,91.743,area_ratio_raw,42.522,original
133169,URM-Cn-5993,Stylophora mamillata,833725.5,835443.1,608939.8074384495,AM,1306199.7,617613.6139753944,AM,sm_perc_raw,74.079,area_ratio_raw,63.828,original
133172,SLB-62815,Echinophyllia aspera,9456404.7,15027282.7,8372422.767468214,AM,27548720.5,8616569.102599438,AM,sm_perc_raw,91.119,area_ratio_raw,34.326,original
133175,URM-Cn-4896,Montipora efflorescens,12778718.8,13646018.0,10228623.656936549,AM,25603731.1,10487019.75633411,AM,sm_perc_raw,82.066,area_ratio_raw,49.91,original
133176,SLB-117467,Coscinaraea exesa,7189433.2,10574194.3,5952170.013638552,AM,19894106.9,6157742.747006204,AM,sm_perc_raw,85.65,area_ratio_raw,36.139,original
133177,URM-Cn-5472,Turbinaria patula,6419322.0,10213256.6,5688011.896055421,AM,16962542.0,5852258.323742702,AM,sm_perc_raw,91.166,area_ratio_raw,37.844,original
133178,URM-Cn-5593,Montastrea annuligera,11250636.8,10409340.1,7583307.99678432,IUCN,19670632.9,7791419.804773915,AM,sm_perc_raw,69.253,area_ratio_raw,57.195,original
133182,SLB-184808,Isopora brueggemanni,10294916.3,10026454.4,6406496.519955082,IUCN,14914068.6,6527678.157387811,AM,sm_perc_raw,63.407,area_ratio_raw,69.028,original
133183,URM-Cn-5761,Fungia granulosa,5994876.8,12904605.5,5235005.644311551,AM,24750091.5,5427975.423341928,AM,sm_perc_raw,90.544,area_ratio_raw,24.222,original
133184,SLB-62757,Mussismilia hispida,365727.8,534316.7,341712.7528768363,AM,688544.6,341712.7528768363,AM,sm_perc_raw,93.434,area_ratio_raw,53.116,original
133186,URM-Cn-4900,Montipora floweri,12323396.1,12226048.4,9231239.030565089,IUCN,22901342.5,9463846.195866164,AM,sm_perc_raw,76.796,area_ratio_raw,53.811,original
