"","submitted_name","data_source_title","score","matched_name2","match"
"95","Acanthephyra curtirostris","NCBI",0.988,"Acanthephyra curtirostris",TRUE
"96","Acanthephyra pelagica","NCBI",0.988,"Acanthephyra pelagica",TRUE
"97","Acanthephyra purpurea","NCBI",0.988,"Acanthephyra purpurea",TRUE
"98","Acanthephyra quadrispinosa","NCBI",0.988,"Acanthephyra quadrispinosa",TRUE
"99","Acanthephyra smithi","EOL",0.988,"Acanthephyra smithi",TRUE
"100","Acanthephyra stylorostratis","NCBI",0.988,"Acanthephyra stylorostratis",TRUE
"101","Acanthistius brasilianus","NCBI",0.988,"Acanthistius brasilianus",TRUE
"102","Acanthistius joanae","NCBI",0.988,"Acanthistius joanae",TRUE
"103","Acanthistius ocellatus","NCBI",0.988,"Acanthistius ocellatus",TRUE
"104","Acanthistius sebastoides","EOL",0.988,"Acanthistius sebastoides",TRUE
"105","Acanthistius serratus","EOL",0.988,"Acanthistius serratus",TRUE
"106","Acanthocardia aculeata","EOL",0.988,"Acanthocardia aculeata",TRUE
"107","Acanthocardia paucicostata","EOL",0.988,"Acanthocardia paucicostata",TRUE
"108","Acanthocardia tuberculata","NCBI",0.988,"Acanthocardia tuberculata",TRUE
"109","Acanthocepola abbreviata","EOL",0.988,"Acanthocepola abbreviata",TRUE
"110","Acanthocepola krusensternii","NCBI",0.988,"Acanthocepola krusensternii",TRUE
"111","Acanthocepola limbata","NCBI",0.988,"Acanthocepola limbata",TRUE
"112","Acanthochaenus luetkenii","NCBI",0.988,"Acanthochaenus luetkenii",TRUE
"113","Acanthochitona fascicularis","NCBI",0.988,"Acanthochitona fascicularis",TRUE
"114","Acanthochromis polyacanthus","NCBI",0.988,"Acanthochromis polyacanthus",TRUE
"115","Acanthoclinus fuscus","Freebase",0.988,"Acanthoclinus fuscus",TRUE
"116","Acanthoclinus rua","Freebase",0.988,"Acanthoclinus rua",TRUE
"117","Acanthocybium solandri","NCBI",0.988,"Acanthocybium solandri",TRUE
"118","Acanthocyclus albatrossis","NCBI",0.988,"Acanthocyclus albatrossis",TRUE
"119","Acanthodasys aculeatus","NCBI",0.988,"Acanthodasys aculeatus",TRUE
"120","Acanthodoris pilosa","NCBI",0.988,"Acanthodoris pilosa",TRUE
"121","Acanthodraco dewitti","NCBI",0.988,"Acanthodraco dewitti",TRUE
"122","Acanthohaustorius millsi","EOL",0.988,"Acanthohaustorius millsi",TRUE
"123","Acanthohaustorius shoemakeri","EOL",0.988,"Acanthohaustorius shoemakeri",TRUE
"124","Acantholabrus palloni","NCBI",0.988,"Acantholabrus palloni",TRUE
"125","Acantholiparis caecus","EOL",0.988,"Acantholiparis caecus",TRUE
"126","Acantholiparis opercularis","NCBI",0.988,"Acantholiparis opercularis",TRUE
"127","Acantholithodes hispidus","NCBI",0.988,"Acantholithodes hispidus",TRUE
"128","Acantholumpenus mackayi","NCBI",0.988,"Acantholumpenus mackayi",TRUE
"129","Acanthomenia arcuata","EOL",0.988,"Acanthomenia arcuata",TRUE
"130","Acanthomunna spinipes","NCBI",0.988,"Acanthomunna spinipes",TRUE
"131","Acanthomysis longicornis","NCBI",0.988,"Acanthomysis longicornis",TRUE
"132","Acanthonotozomoides oatesi","Catalogue of Life",0.988,"Acanthonotozomoides oatesi",TRUE
"133","Acanthonus armatus","EOL",0.988,"Acanthonus armatus",TRUE
"134","Acanthopagrus arabicus","Catalogue of Life",0.988,"Acanthopagrus arabicus",TRUE
"135","Acanthopagrus australis","NCBI",0.988,"Acanthopagrus australis",TRUE
"136","Acanthopagrus berda","NCBI",0.988,"Acanthopagrus berda",TRUE
"137","Acanthopagrus bifasciatus","NCBI",0.988,"Acanthopagrus bifasciatus",TRUE
"138","Acanthopagrus butcheri","NCBI",0.988,"Acanthopagrus butcheri",TRUE
"139","Acanthopagrus chinshira","NCBI",0.988,"Acanthopagrus chinshira",TRUE
"140","Acanthopagrus latus","NCBI",0.988,"Acanthopagrus latus",TRUE
"141","Acanthopagrus palmaris","NCBI",0.988,"Acanthopagrus palmaris",TRUE
"142","Acanthopagrus schlegelii","NCBI",0.988,"Acanthopagrus schlegelii",TRUE
"143","Acanthophora spicifera","NCBI",0.988,"Acanthophora spicifera",TRUE
"144","Acanthophrys cristimanus","Index to Organism Names",0.988,"Acanthophrys cristimanus",TRUE
"145","Acanthoplesiops echinatus","EOL",0.988,"Acanthoplesiops echinatus",TRUE
"146","Acanthoplesiops hiatti","EOL",0.988,"Acanthoplesiops hiatti",TRUE
"147","Acanthoplesiops psilogaster","EOL",0.988,"Acanthoplesiops psilogaster",TRUE
"148","Acanthopleura gemmata","NCBI",0.988,"Acanthopleura gemmata",TRUE
"149","Acanthopleura spinosa","NCBI",0.988,"Acanthopleura spinosa",TRUE
"150","Acanthopsetta nadeshnyi","NCBI",0.988,"Acanthopsetta nadeshnyi",TRUE
"151","Acanthosphex leurynnis","EOL",0.988,"Acanthosphex leurynnis",TRUE
"152","Acanthosquilla acanthocarpus","Index to Organism Names",0.988,"Acanthosquilla acanthocarpus",TRUE
"153","Acanthosquilla derijardi","EOL",0.988,"Acanthosquilla derijardi",TRUE
"154","Acanthosquilla multifasciata","EOL",0.988,"Acanthosquilla multifasciata",TRUE
"155","Acanthosquilla wilsoni","EOL",0.988,"Acanthosquilla wilsoni",TRUE
"156","Acanthostracion guineensis","EOL",0.988,"Acanthostracion guineensis",TRUE
"157","Acanthostracion notacanthus","EOL",0.988,"Acanthostracion notacanthus",TRUE
"158","Acanthostracion polygonius","NCBI",0.988,"Acanthostracion polygonius",TRUE
"159","Acanthostracion quadricornis","NCBI",0.988,"Acanthostracion quadricornis",TRUE
"160","Acanthurus achilles","NCBI",0.988,"Acanthurus achilles",TRUE
"161","Acanthurus albipectoralis","Freebase",0.988,"Acanthurus albipectoralis",TRUE
"162","Acanthurus auranticavus","NCBI",0.988,"Acanthurus auranticavus",TRUE
"163","Acanthurus bahianus","NCBI",0.988,"Acanthurus bahianus",TRUE
"164","Acanthurus blochii","NCBI",0.988,"Acanthurus blochii",TRUE
"165","Acanthurus chirurgus","NCBI",0.988,"Acanthurus chirurgus",TRUE
"166","Acanthurus coeruleus","NCBI",0.988,"Acanthurus coeruleus",TRUE
"167","Acanthurus dussumieri","NCBI",0.988,"Acanthurus dussumieri",TRUE
"168","Acanthurus fowleri","Freebase",0.988,"Acanthurus fowleri",TRUE
"169","Acanthurus gahhm","NCBI",0.988,"Acanthurus gahhm",TRUE
"170","Acanthurus grammoptilus","Freebase",0.988,"Acanthurus grammoptilus",TRUE
"171","Acanthurus guttatus","NCBI",0.988,"Acanthurus guttatus",TRUE
"172","Acanthurus japonicus","NCBI",0.988,"Acanthurus japonicus",TRUE
"173","Acanthurus leucocheilus","NCBI",0.988,"Acanthurus leucocheilus",TRUE
"174","Acanthurus leucopareius","Freebase",0.988,"Acanthurus leucopareius",TRUE
"175","Acanthurus leucosternon","NCBI",0.988,"Acanthurus leucosternon",TRUE
"176","Acanthurus lineatus","NCBI",0.988,"Acanthurus lineatus",TRUE
"177","Acanthurus maculiceps","Freebase",0.988,"Acanthurus maculiceps",TRUE
"178","Acanthurus mata","NCBI",0.988,"Acanthurus mata",TRUE
"179","Acanthurus monroviae","NCBI",0.988,"Acanthurus monroviae",TRUE
"180","Acanthurus nigricans","NCBI",0.988,"Acanthurus nigricans",TRUE
"181","Acanthurus nigricauda","NCBI",0.988,"Acanthurus nigricauda",TRUE
"182","Acanthurus nigrofuscus","NCBI",0.988,"Acanthurus nigrofuscus",TRUE
"183","Acanthurus nigroris","NCBI",0.988,"Acanthurus nigroris",TRUE
"184","Acanthurus nubilus","NCBI",0.988,"Acanthurus nubilus",TRUE
"185","Acanthurus olivaceus","NCBI",0.988,"Acanthurus olivaceus",TRUE
"186","Acanthurus polyzona","NCBI",0.988,"Acanthurus polyzona",TRUE
"187","Acanthurus pyroferus","NCBI",0.988,"Acanthurus pyroferus",TRUE
"188","Acanthurus reversus","NCBI",0.988,"Acanthurus reversus",TRUE
"189","Acanthurus sohal","NCBI",0.988,"Acanthurus sohal",TRUE
"190","Acanthurus tennentii","NCBI",0.988,"Acanthurus tennentii",TRUE
"191","Acanthurus thompsoni","NCBI",0.988,"Acanthurus thompsoni",TRUE
"192","Acanthurus triostegus","NCBI",0.988,"Acanthurus triostegus",TRUE
"193","Acanthurus tristis","NCBI",0.988,"Acanthurus tristis",TRUE
"194","Acanthurus xanthopterus","NCBI",0.988,"Acanthurus xanthopterus",TRUE
"195","Acar domingensis","NCBI",0.988,"Acar domingensis",TRUE
"196","Acarnus bergquistae","uBio NameBank",0.988,"Acarnus bergquistae",TRUE
"197","Acarnus erithacus","EOL",0.988,"Acarnus erithacus",TRUE
"198","Acarnus primigenius","uBio NameBank",0.988,"Acarnus primigenius",TRUE
"199","Acar plicata","NCBI",0.988,"Acar plicata",TRUE
"200","Acar revelata","OBIS",0.988,"Acar revelata",TRUE
"201","Acartia erythraea","NCBI",0.988,"Acartia erythraea",TRUE
"202","Acasta cyathus","EOL",0.988,"Acasta cyathus",TRUE
"203","Acasta echinata","EOL",0.988,"Acasta echinata",TRUE
"204","Acasta fenestrata","EOL",0.988,"Acasta fenestrata",TRUE
"205","Acasta japonica","Index to Organism Names",0.988,"Acasta japonica",TRUE
"206","Acasta purpurata","Interim Register of Marine and Nonmarine Genera",0.988,"Acasta purpurata",TRUE
"207","Acaudina leucoprocta","NCBI",0.988,"Acaudina leucoprocta",TRUE
"208","Acaudina molpadioides","NCBI",0.988,"Acaudina molpadioides",TRUE
"209","Accalathura crenulata","EOL",0.988,"Accalathura crenulata",TRUE
"210","Accalathura gigas","EOL",0.988,"Accalathura gigas",TRUE
"211","Acentrogobius audax","NCBI",0.988,"Acentrogobius audax",TRUE
"212","Acentrogobius caninus","NCBI",0.988,"Acentrogobius caninus",TRUE
"213","Acentrogobius cyanomos","EOL",0.988,"Acentrogobius cyanomos",TRUE
"214","Acentrogobius janthinopterus","NCBI",0.988,"Acentrogobius janthinopterus",TRUE
"215","Acentrogobius moloanus","CU*STAR",0.988,"Acentrogobius moloanus",TRUE
"216","Acentrogobius multifasciatus","EOL",0.988,"Acentrogobius multifasciatus",TRUE
"217","Acentrogobius nebulosus","EOL",0.988,"Acentrogobius nebulosus",TRUE
"218","Acentrogobius suluensis","EOL",0.988,"Acentrogobius suluensis",TRUE
"219","Acentrogobius viridipunctatus","NCBI",0.988,"Acentrogobius viridipunctatus",TRUE
"220","Acentronura breviperula","EOL",0.988,"Acentronura breviperula",TRUE
"221","Acentronura tentaculata","EOL",0.988,"Acentronura tentaculata",TRUE
"222","Acentrophryne longidens","EOL",0.988,"Acentrophryne longidens",TRUE
"223","Aceroides latipes","EOL",0.988,"Aceroides latipes",TRUE
"224","Acesta patagonica","EOL",0.988,"Acesta patagonica",TRUE
"225","Acesta rathbuni","EOL",0.988,"Acesta rathbuni",TRUE
"226","Acetabularia major","NCBI",0.988,"Acetabularia major",TRUE
"227","Acetes americanus","EOL",0.988,"Acetes americanus",TRUE
"228","Acetes chinensis","NCBI",0.988,"Acetes chinensis",TRUE
"229","Acetes erythraeus","EOL",0.988,"Acetes erythraeus",TRUE
"230","Acetes japonicus","NCBI",0.988,"Acetes japonicus",TRUE
"231","Acetes vulgaris","Index to Organism Names",0.988,"Acetes vulgaris",TRUE
"232","Achaeus curvirostris","EOL",0.988,"Achaeus curvirostris",TRUE
"233","Achelia alaskensis","NCBI",0.988,"Achelia alaskensis",TRUE
"234","Achelia assimilis","NCBI",0.988,"Achelia assimilis",TRUE
"235","Achelia australiensis","EOL",0.988,"Achelia australiensis",TRUE
"236","Achelia borealis","ITIS",0.988,"Achelia borealis",TRUE
"237","Achelia brevicauda","uBio NameBank",0.988,"Achelia brevicauda",TRUE
"238","Achelia brevirostris","uBio NameBank",0.988,"Achelia brevirostris",TRUE
"239","Achelia communis","EOL",0.988,"Achelia communis",TRUE
"240","Achelia dohrni","EOL",0.988,"Achelia dohrni",TRUE
"241","Achelia echinata","ITIS",0.988,"Achelia echinata",TRUE
"242","Achelia hoekii","NCBI",0.988,"Achelia hoekii",TRUE
"243","Achelia laevis","EOL",0.988,"Achelia laevis",TRUE
"244","Achelia lagena","EOL",0.988,"Achelia lagena",TRUE
"245","Achelia latifrons","EOL",0.988,"Achelia latifrons",TRUE
"246","Achelia megova","EOL",0.988,"Achelia megova",TRUE
"247","Achelia nana","EOL",0.988,"Achelia nana",TRUE
"248","Achelia parvula","EOL",0.988,"Achelia parvula",TRUE
"249","Achelia pribilofensis","EOL",0.988,"Achelia pribilofensis",TRUE
"250","Achelia quadridentata","EOL",0.988,"Achelia quadridentata",TRUE
"251","Achelia sawayai","ITIS",0.988,"Achelia sawayai",TRUE
"252","Achelia serratipalpis","EOL",0.988,"Achelia serratipalpis",TRUE
"253","Achelia setulosa","Index to Organism Names",0.988,"Achelia setulosa",TRUE
"254","Achelia simplissima","EOL",0.988,"Achelia simplissima",TRUE
"255","Achelia socors","EOL",0.988,"Achelia socors",TRUE
"256","Achelia spinosa","ITIS",0.988,"Achelia spinosa",TRUE
"257","Achelia superba","NCBI",0.988,"Achelia superba",TRUE
"258","Achiroides melanorhynchus","EOL",0.988,"Achiroides melanorhynchus",TRUE
"259","Achiropsetta tricholepis","NCBI",0.988,"Achiropsetta tricholepis",TRUE
"260","Achirus achirus","NCBI",0.988,"Achirus achirus",TRUE
"261","Achirus declivis","NCBI",0.988,"Achirus declivis",TRUE
"262","Achirus klunzingeri","EOL",0.988,"Achirus klunzingeri",TRUE
"263","Achirus lineatus","NCBI",0.988,"Achirus lineatus",TRUE
"264","Achirus mazatlanus","EOL",0.988,"Achirus mazatlanus",TRUE
"265","Achirus scutum","EOL",0.988,"Achirus scutum",TRUE
"266","Achoerodus gouldii","EOL",0.988,"Achoerodus gouldii",TRUE
"267","Aciculites tulearensis","uBio NameBank",0.988,"Aciculites tulearensis",TRUE
"268","Acila castrensis","NCBI",0.988,"Acila castrensis",TRUE
"269","Acinodrillia viscum","Freebase",0.988,"Acinodrillia viscum",TRUE
"270","Acipenser brevirostrum","NCBI",0.988,"Acipenser brevirostrum",TRUE
"271","Acipenser gueldenstaedtii","NCBI",0.988,"Acipenser gueldenstaedtii",TRUE
"272","Acipenser medirostris","NCBI",0.988,"Acipenser medirostris",TRUE
"273","Acipenser mikadoi","NCBI",0.988,"Acipenser mikadoi",TRUE
"274","Acipenser naccarii","NCBI",0.988,"Acipenser naccarii",TRUE
"275","Acipenser nudiventris","NCBI",0.988,"Acipenser nudiventris",TRUE
"276","Acipenser oxyrinchus","NCBI",0.988,"Acipenser oxyrinchus",TRUE
"277","Acipenser sinensis","NCBI",0.988,"Acipenser sinensis",TRUE
"278","Acipenser stellatus","NCBI",0.988,"Acipenser stellatus",TRUE
"279","Acipenser sturio","NCBI",0.988,"Acipenser sturio",TRUE
"280","Acipenser transmontanus","NCBI",0.988,"Acipenser transmontanus",TRUE
"281","Acmaea mitra","NCBI",0.988,"Acmaea mitra",TRUE
"282","Acontiostoma marionis","EOL",0.988,"Acontiostoma marionis",TRUE
"283","Acorylus gouldii","EOL",0.988,"Acorylus gouldii",TRUE
"284","Acreichthys hajam","EOL",0.988,"Acreichthys hajam",TRUE
"285","Acreichthys radiatus","EOL",0.988,"Acreichthys radiatus",TRUE
"286","Acreichthys tomentosus","NCBI",0.988,"Acreichthys tomentosus",TRUE
"287","Acrobrochus blochmanni","EOL",0.988,"Acrobrochus blochmanni",TRUE
"288","Acrochordus granulatus","NCBI",0.988,"Acrochordus granulatus",TRUE
"289","Acrocnida brachiata","NCBI",0.988,"Acrocnida brachiata",TRUE
"290","Acromycter alcocki","EOL",0.988,"Acromycter alcocki",TRUE
"291","Acromycter atlanticus","EOL",0.988,"Acromycter atlanticus",TRUE
"292","Acromycter nezumi","EOL",0.988,"Acromycter nezumi",TRUE
"293","Acromycter perturbator","EOL",0.988,"Acromycter perturbator",TRUE
"294","Acropoma hanedai","NCBI",0.988,"Acropoma hanedai",TRUE
"295","Acropoma japonicum","NCBI",0.988,"Acropoma japonicum",TRUE
"296","Acropoma lecorneti","EOL",0.988,"Acropoma lecorneti",TRUE
"297","Acropora abrolhosensis","NCBI",0.988,"Acropora abrolhosensis",TRUE
"298","Acropora abrotanoides","NCBI",0.988,"Acropora abrotanoides",TRUE
"299","Acropora aculeus","NCBI",0.988,"Acropora aculeus",TRUE
"300","Acropora acuminata","NCBI",0.988,"Acropora acuminata",TRUE
"301","Acropora akajimensis","Union 4",0.988,"Acropora akajimensis",TRUE
"302","Acropora anthocercis","NCBI",0.988,"Acropora anthocercis",TRUE
"303","Acropora appressa","Union 4",0.988,"Acropora appressa",TRUE
"304","Acropora arabensis","Union 4",0.988,"Acropora arabensis",TRUE
"305","Acropora aspera","NCBI",0.988,"Acropora aspera",TRUE
"306","Acropora austera","NCBI",0.988,"Acropora austera",TRUE
"307","Acropora azurea","Union 4",0.988,"Acropora azurea",TRUE
"308","Acropora batunai","NCBI",0.988,"Acropora batunai",TRUE
"309","Acropora bifurcata","Union 4",0.988,"Acropora bifurcata",TRUE
"310","Acropora branchi","Union 4",0.988,"Acropora branchi",TRUE
"311","Acropora carduus","NCBI",0.988,"Acropora carduus",TRUE
"312","Acropora caroliniana","NCBI",0.988,"Acropora caroliniana",TRUE
"313","Acropora cerealis","NCBI",0.988,"Acropora cerealis",TRUE
"314","Acropora cervicornis","NCBI",0.988,"Acropora cervicornis",TRUE
"315","Acropora chesterfieldensis","NCBI",0.988,"Acropora chesterfieldensis",TRUE
"316","Acropora clathrata","Union 4",0.988,"Acropora clathrata",TRUE
"317","Acropora convexa","ITIS",0.988,"Acropora convexa",TRUE
"318","Acropora cophodactyla","Union 4",0.988,"Acropora cophodactyla",TRUE
"319","Acropora cylindrica","Union 4",0.988,"Acropora cylindrica",TRUE
"320","Acropora cytherea","NCBI",0.988,"Acropora cytherea",TRUE
"321","Acropora danai","NCBI",0.988,"Acropora danai",TRUE
"322","Acropora dendrum","NCBI",0.988,"Acropora dendrum",TRUE
"323","Acropora derawanensis","NCBI",0.988,"Acropora derawanensis",TRUE
"324","Acropora desalwii","Union 4",0.988,"Acropora desalwii",TRUE
"325","Acropora digitifera","NCBI",0.988,"Acropora digitifera",TRUE
"326","Acropora divaricata","NCBI",0.988,"Acropora divaricata",TRUE
"327","Acropora donei","NCBI",0.988,"Acropora donei",TRUE
"328","Acropora echinata","NCBI",0.988,"Acropora echinata",TRUE
"329","Acropora efflorescens","Union 4",0.988,"Acropora efflorescens",TRUE
"330","Acropora elegans","NCBI",0.988,"Acropora elegans",TRUE
"331","Acropora elseyi","NCBI",0.988,"Acropora elseyi",TRUE
"332","Acropora exquisita","Union 4",0.988,"Acropora exquisita",TRUE
"333","Acropora fenneri","Union 4",0.988,"Acropora fenneri",TRUE
"334","Acropora florida","NCBI",0.988,"Acropora florida",TRUE
"335","Acropora formosa","NCBI",0.988,"Acropora formosa",TRUE
"336","Acropora gemmifera","NCBI",0.988,"Acropora gemmifera",TRUE
"337","Acropora glauca","Union 4",0.988,"Acropora glauca",TRUE
"338","Acropora globiceps","NCBI",0.988,"Acropora globiceps",TRUE
"339","Acropora gomezi","Union 4",0.988,"Acropora gomezi",TRUE
"340","Acropora grandis","NCBI",0.988,"Acropora grandis",TRUE
"341","Acropora granulosa","NCBI",0.988,"Acropora granulosa",TRUE
"342","Acropora halmaherae","Union 4",0.988,"Acropora halmaherae",TRUE
"343","Acropora hemprichii","NCBI",0.988,"Acropora hemprichii",TRUE
"344","Acropora hoeksemai","Union 4",0.988,"Acropora hoeksemai",TRUE
"345","Acropora horrida","NCBI",0.988,"Acropora horrida",TRUE
"346","Acropora humilis","NCBI",0.988,"Acropora humilis",TRUE
"347","Acropora hyacinthus","NCBI",0.988,"Acropora hyacinthus",TRUE
"348","Acropora inermis","Union 4",0.988,"Acropora inermis",TRUE
