iucn_sid,sciname,spp_group,sciname_worrms,status,sciname_accepted,iucn_name_ver
133544,Madracis carmabi,CORALS_Part1,Madracis carmabi,accepted,Madracis carmabi,TRUE
133545,Paraclavarina triangularis,CORALS_Part1,Paraclavarina triangularis,unaccepted,Merulina triangularis,FALSE
133547,Acropora yongei,CORALS_Part1,Acropora yongei,accepted,Acropora yongei,TRUE
133548,Stylocoeniella armata,CORALS_Part1,Stylocoeniella armata,accepted,Stylocoeniella armata,TRUE
133551,Lobophyllia corymbosa,CORALS_Part1,Lobophyllia corymbosa,accepted,Lobophyllia corymbosa,TRUE
133556,Montipora spumosa,CORALS_Part3,Montipora spumosa,accepted,Montipora spumosa,TRUE
133557,Acanthastrea brevis,CORALS_Part3,Acanthastrea brevis,accepted,Acanthastrea brevis,TRUE
133560,Goniastrea palauensis,CORALS_Part1,Goniastrea palauensis,unaccepted,Coelastrea palauensis,FALSE
133561,Porites flavus,CORALS_Part1,Porites flavus,accepted,Porites flavus,TRUE
133562,Oxypora convoluta,CORALS_Part1,Oxypora convoluta,accepted,Oxypora convoluta,TRUE
133563,Montipora peltiformis,CORALS_Part1,Montipora peltiformis,accepted,Montipora peltiformis,TRUE
133564,Isophyllastrea rigida,CORALS_Part3,Isophyllastrea rigida,unaccepted,Isophyllia rigida,FALSE
133566,Scolymia australis,CORALS_Part3,Scolymia australis,unaccepted,Homophyllia australis,FALSE
133568,Porites rugosa,CORALS_Part1,Porites rugosa,unaccepted,Porites rugosus,FALSE
133569,Favia favus,CORALS_Part1,Favia favus,unaccepted,Dipsastraea favus,FALSE
133570,Psammocora profundacella,CORALS_Part3,Psammocora profundacella,accepted,Psammocora profundacella,TRUE
133571,Platygyra carnosus,CORALS_Part3,Platygyra carnosus,unaccepted,Platygyra carnosa,FALSE
133572,Porites echinulata,CORALS_Part1,Porites echinulata,accepted,Porites echinulata,TRUE
133574,Porites pukoensis,CORALS_Part1,Porites pukoensis,accepted,Porites pukoensis,TRUE
133575,Cladocora arbuscula,CORALS_Part3,Cladocora arbuscula,accepted,Cladocora arbuscula,TRUE
133577,Favites spinosa,CORALS_Part3,Favites spinosa,accepted,Favites spinosa,TRUE
133581,Pavona diffluens,CORALS_Part3,Pavona diffluens,accepted,Pavona diffluens,TRUE
133582,Oxypora crassispinosa,CORALS_Part1,Oxypora crassispinosa,accepted,Oxypora crassispinosa,TRUE
133584,Porites divaricata,CORALS_Part3,Porites divaricata,accepted,Porites divaricata,TRUE
133586,Mussismilia braziliensis,CORALS_Part1,Mussismilia braziliensis,accepted,Mussismilia braziliensis,TRUE
133587,Sandalolitha dentata,CORALS_Part1,Sandalolitha dentata,accepted,Sandalolitha dentata,TRUE
133589,Psammocora explanulata,CORALS_Part3,Psammocora explanulata,unaccepted,Cycloseris explanulata,FALSE
133590,Siderastrea savignyana,CORALS_Part1,Siderastrea savignyana,accepted,Siderastrea savignyana,TRUE
133591,Isophyllia sinuosa,CORALS_Part3,Isophyllia sinuosa,accepted,Isophyllia sinuosa,TRUE
133592,Acropora exquisita,CORALS_Part3,Acropora exquisita,nomen dubium,Acropora exquisita,TRUE
133595,Millepora platyphylla,CORALS_Part3,Millepora platyphylla,accepted,Millepora platyphylla,TRUE
133597,Cantharellus doederleini,CORALS_Part3,Cantharellus doederleini,accepted,Cantharellus doederleini,TRUE
133598,Acropora proximalis,CORALS_Part1,Acropora proximalis,accepted,Acropora proximalis,TRUE
133599,Montipora undata,CORALS_Part1,Montipora undata,accepted,Montipora undata,TRUE
133600,Acropora indonesia,CORALS_Part3,Acropora indonesia,accepted,Acropora indonesia,TRUE
133602,Isopora togianensis,CORALS_Part3,Isopora togianensis,accepted,Isopora togianensis,TRUE
133604,Acropora arabensis,CORALS_Part3,Acropora arabensis,accepted,Acropora arabensis,TRUE
133606,Symphyllia recta,CORALS_Part3,Symphyllia recta,unaccepted,Lobophyllia recta,FALSE
133607,Goniopora minor,CORALS_Part3,Goniopora minor,unaccepted,Goniopora pedunculata,FALSE
133608,Oxypora egyptensis,CORALS_Part1,Oxypora egyptensis,accepted,Oxypora egyptensis,TRUE
133610,Porites decasepta,CORALS_Part3,Porites decasepta,accepted,Porites decasepta,TRUE
133611,Madracis senaria,CORALS_Part3,Madracis senaria,accepted,Madracis senaria,TRUE
133613,Porites solida,CORALS_Part3,Porites solida,accepted,Porites solida,TRUE
133614,Seriatopora guttatus,CORALS_Part3,Seriatopora guttatus,unaccepted,Seriatopora guttata,FALSE
133618,Madracis auretenra,CORALS_Part3,Madracis auretenra,accepted,Madracis auretenra,TRUE
133619,Lobophyllia diminuta,CORALS_Part1,Lobophyllia diminuta,accepted,Lobophyllia diminuta,TRUE
133620,Australogyra zelli,CORALS_Part3,Australogyra zelli,accepted,Australogyra zelli,TRUE
133621,Acropora valenciennesi,CORALS_Part3,Acropora valenciennesi,accepted,Acropora valenciennesi,TRUE
133622,Montipora capitata,CORALS_Part1,Montipora capitata,accepted,Montipora capitata,TRUE
133625,Porites studeri,CORALS_Part3,Porites studeri,nomen dubium,Porites studeri,TRUE
133628,Cyphastrea agassizi,CORALS_Part1,Cyphastrea agassizi,accepted,Cyphastrea agassizi,TRUE
133629,Favites stylifera,CORALS_Part3,Favites stylifera,accepted,Favites stylifera,TRUE
133630,Favites micropentagona,CORALS_Part3,Favites micropentagona,unaccepted,Favites micropentagonus,FALSE
133631,Erythrastrea flabellata,CORALS_Part3,Erythrastrea flabellata,accepted,Erythrastrea flabellata,TRUE
133633,Turbinaria mesenterina,CORALS_Part1,Turbinaria mesenterina,accepted,Turbinaria mesenterina,TRUE
133634,Goniastrea retiformis,CORALS_Part3,Goniastrea retiformis,accepted,Goniastrea retiformis,TRUE
133636,Leptoseris gardineri,CORALS_Part3,Leptoseris gardineri,accepted,Leptoseris gardineri,TRUE
133637,Pocillopora indiania,CORALS_Part3,Pocillopora indiania,accepted,Pocillopora indiania,TRUE
133638,Favia maritima,CORALS_Part1,Favia maritima,unaccepted,Dipsastraea maritima,FALSE
133639,Acropora pichoni,CORALS_Part1,Acropora pichoni,accepted,Acropora pichoni,TRUE
133640,Porites monticulosa,CORALS_Part1,Porites monticulosa,accepted,Porites monticulosa,TRUE
133642,Acanthastrea hemprichii,CORALS_Part1,NA,error,NA,NA
133643,Goniopora sultani,CORALS_Part1,Goniopora sultani,accepted,Goniopora sultani,TRUE
133645,Porites somaliensis,CORALS_Part3,Porites somaliensis,accepted,Porites somaliensis,TRUE
133646,Montipora verrucosa,CORALS_Part3,Montipora verrucosa,accepted,Montipora verrucosa,TRUE
133647,Acropora polystoma,CORALS_Part3,Acropora polystoma,accepted,Acropora polystoma,TRUE
133648,Cyphastrea microphthalma,CORALS_Part3,Cyphastrea microphthalma,accepted,Cyphastrea microphthalma,TRUE
133649,Acropora abrotanoides,CORALS_Part3,Acropora abrotanoides,accepted,Acropora abrotanoides,TRUE
133651,Platygyra lamellina,CORALS_Part1,Platygyra lamellina,accepted,Platygyra lamellina,TRUE
133653,Isopora cylindrica,CORALS_Part1,NA,error,NA,NA
133654,Favites chinensis,CORALS_Part1,Favites chinensis,accepted,Favites chinensis,TRUE
133656,Echinophyllia costata,CORALS_Part1,Echinophyllia costata,accepted,Echinophyllia costata,TRUE
133658,Acropora bifurcata,CORALS_Part3,Acropora bifurcata,nomen dubium,Acropora bifurcata,TRUE
133659,Stylophora kuehlmanni,CORALS_Part3,Stylophora kuehlmanni,accepted,Stylophora kuehlmanni,TRUE
133660,Isopora cuneata,CORALS_Part1,Isopora cuneata,accepted,Isopora cuneata,TRUE
133662,Galaxea fascicularis,CORALS_Part3,Galaxea fascicularis,accepted,Galaxea fascicularis,TRUE
133665,Goniastrea thecata,CORALS_Part1,Goniastrea thecata,accepted,Goniastrea thecata,TRUE
133666,Acropora millepora,CORALS_Part3,Acropora millepora,accepted,Acropora millepora,TRUE
133668,Goniopora stokesi,CORALS_Part3,Goniopora stokesi,accepted,Goniopora stokesi,TRUE
133671,Heteropsammia eupsammides,CORALS_Part3,Heteropsammia eupsammides,accepted,Heteropsammia eupsammides,TRUE
133672,Acropora efflorescens,CORALS_Part1,Acropora efflorescens,unaccepted,Acropora cytherea,FALSE
133673,Fungia paumotensis,CORALS_Part3,Fungia paumotensis,unaccepted,Pleuractis paumotensis,FALSE
133674,Montipora mollis,CORALS_Part3,Montipora mollis,accepted,Montipora mollis,TRUE
133676,Psammocora vaughani,CORALS_Part3,Psammocora vaughani,unaccepted,Psammocora verrilli,FALSE
133677,Acropora massawensis,CORALS_Part1,Acropora massawensis,unaccepted,Acropora polystoma,FALSE
133679,Heteropsammia cochlea,CORALS_Part1,Heteropsammia cochlea,accepted,Heteropsammia cochlea,TRUE
133680,Porites astreoides,CORALS_Part3,Porites astreoides,accepted,Porites astreoides,TRUE
133681,Acropora torresiana,CORALS_Part3,Acropora torresiana,accepted,Acropora torresiana,TRUE
133682,Acropora subulata,CORALS_Part1,Acropora subulata,accepted,Acropora subulata,TRUE
133684,Coscinaraea hahazimaensis,CORALS_Part1,Coscinaraea hahazimaensis,accepted,Coscinaraea hahazimaensis,TRUE
133685,Stylophora pistillata,CORALS_Part1,Stylophora pistillata,accepted,Stylophora pistillata,TRUE
133686,Leptoseris cailleti,CORALS_Part3,Leptoseris cailleti,accepted,Leptoseris cailleti,TRUE
133687,Echinopora forskaliana,CORALS_Part3,Echinopora forskaliana,accepted,Echinopora forskaliana,TRUE
133689,Anacropora reticulata,CORALS_Part3,Anacropora reticulata,accepted,Anacropora reticulata,TRUE
133690,Cyphastrea japonica,CORALS_Part1,Cyphastrea japonica,accepted,Cyphastrea japonica,TRUE
133691,Pocillopora effusus,CORALS_Part1,Pocillopora effusus,unaccepted,Pocillopora effusa,FALSE
133692,Parasimplastrea sheppardi,CORALS_Part3,Parasimplastrea sheppardi,unaccepted,Blastomussa loyae,FALSE
133693,Sandalolitha robusta,CORALS_Part1,Sandalolitha robusta,accepted,Sandalolitha robusta,TRUE
133694,Pectinia ayleni,CORALS_Part1,NA,deleted,Pectinia crassa,FALSE
133694,Pectinia ayleni,CORALS_Part1,Pectinia ayleni,unaccepted,Physophyllia ayleni,FALSE
133697,Turbinaria reniformis,CORALS_Part2,Turbinaria reniformis,accepted,Turbinaria reniformis,TRUE
133699,Acropora filiformis,CORALS_Part1,Acropora filiformis,accepted,Acropora filiformis,TRUE
133701,Ctenella chagius,CORALS_Part3,Ctenella chagius,accepted,Ctenella chagius,TRUE
133702,Pavona duerdeni,CORALS_Part1,Pavona duerdeni,accepted,Pavona duerdeni,TRUE
133702,Pavona duerdeni,CORALS_Part1,NA,deleted,Pavona duerdeni,TRUE
133703,Porites ericacea,CORALS_Part3,Porites ericacea,nomen nudum,NA,NA
136315,Orcaella heinsohni,MARINE_MAMMALS,Orcaella heinsohni,accepted,Orcaella heinsohni,TRUE
136623,Balaenoptera omurai,MARINE_MAMMALS,Balaenoptera omurai,accepted,Balaenoptera omurai,TRUE
153534,Posidonia oceanica,SEAGRASSES,Posidonia oceanica,accepted,Posidonia oceanica,TRUE
153535,Cymodocea nodosa,SEAGRASSES,Cymodocea nodosa,accepted,Cymodocea nodosa,TRUE
153538,Zostera marina,SEAGRASSES,Zostera marina,alternate representation,Zostera (Zostera) marina,FALSE
154623,Cheilinus trilobatus,WRASSE,Cheilinus trilobatus,accepted,Cheilinus trilobatus,TRUE
154630,Canthigaster inframacula,PUFFERFISH,Canthigaster inframacula,accepted,Canthigaster inframacula,TRUE
154643,Parenchelyurus hepburni,COMBTOOTHBLENNIES,Parenchelyurus hepburni,accepted,Parenchelyurus hepburni,TRUE
154676,Scarus prasiognathos,WRASSE,Scarus prasiognathos,accepted,Scarus prasiognathos,TRUE
154677,Scarus festivus,WRASSE,Scarus festivus,accepted,Scarus festivus,TRUE
154680,Dentex barnardi,SEABREAMS_PORGIES,Dentex barnardi,accepted,Dentex barnardi,TRUE
154697,Xyrichtys martinicensis,WRASSE,Xyrichtys martinicensis,accepted,Xyrichtys martinicensis,TRUE
154701,Pseudolabrus luculentus,WRASSE,Pseudolabrus luculentus,accepted,Pseudolabrus luculentus,TRUE
154706,Scarus dubius,WRASSE,Scarus dubius,accepted,Scarus dubius,TRUE
154708,Diplodus cervinus,SEABREAMS_PORGIES,Diplodus cervinus,alternate representation,Diplodus cervinus cervinus,FALSE
154719,Paracheilinus togeanensis,WRASSE,Paracheilinus togeanensis,accepted,Paracheilinus togeanensis,TRUE
154720,Suezichthys bifurcatus,WRASSE,Suezichthys bifurcatus,accepted,Suezichthys bifurcatus,TRUE
154734,Pagrus auratus,SEABREAMS_PORGIES,Pagrus auratus,unaccepted,Sparus aurata,FALSE
154734,Pagrus auratus,SEABREAMS_PORGIES,Pagrus auratus,unaccepted,Chrysophrys auratus,FALSE
154753,Hypleurochilus bananensis,COMBTOOTHBLENNIES,Hypleurochilus bananensis,accepted,Hypleurochilus bananensis,TRUE
154760,Chromis alpha,DAMSELFISH,Chromis alpha,accepted,Chromis alpha,TRUE
154780,Siphonognathus beddomei,WRASSE,Siphonognathus beddomei,accepted,Siphonognathus beddomei,TRUE
154788,Hemitaurichthys thompsoni,BUTTERFLYFISH,Hemitaurichthys thompsoni,accepted,Hemitaurichthys thompsoni,TRUE
154809,Apolemichthys kingi,ANGELFISH,Apolemichthys kingi,accepted,Apolemichthys kingi,TRUE
154812,Amphiprion sandaracinos,DAMSELFISH,Amphiprion sandaracinos,accepted,Amphiprion sandaracinos,TRUE
154818,Acanthurus gahhm,SURGEONFISH_TANGS_UNICORNFISH,Acanthurus gahhm,accepted,Acanthurus gahhm,TRUE
154829,Parablennius yatabei,COMBTOOTHBLENNIES,Parablennius yatabei,accepted,Parablennius yatabei,TRUE
154831,Chromis punctipinnis,DAMSELFISH,Chromis punctipinnis,accepted,Chromis punctipinnis,TRUE
154841,Dotalabrus alleni,WRASSE,Dotalabrus alleni,accepted,Dotalabrus alleni,TRUE
154856,Chromis pembae,DAMSELFISH,Chromis pembae,accepted,Chromis pembae,TRUE
154868,Cirrhilabrus rhomboidalis,WRASSE,Cirrhilabrus rhomboidalis,accepted,Cirrhilabrus rhomboidalis,TRUE
154891,Cirrhilabrus lineatus,WRASSE,Cirrhilabrus lineatus,accepted,Cirrhilabrus lineatus,TRUE
154904,Halichoeres ornatissimus,WRASSE,Halichoeres ornatissimus,accepted,Halichoeres ornatissimus,TRUE
154915,Teixeirichthys jordani,DAMSELFISH,Teixeirichthys jordani,accepted,Teixeirichthys jordani,TRUE
154920,Chrysiptera flavipinnis,DAMSELFISH,Chrysiptera flavipinnis,accepted,Chrysiptera flavipinnis,TRUE
154927,Entomacrodus macrospilus,COMBTOOTHBLENNIES,Entomacrodus macrospilus,accepted,Entomacrodus macrospilus,TRUE
154946,Scomberomorus queenslandicus,TUNAS_BILLFISHES,Scomberomorus queenslandicus,accepted,Scomberomorus queenslandicus,TRUE
154947,Ecsenius trilineatus,COMBTOOTHBLENNIES,Ecsenius trilineatus,accepted,Ecsenius trilineatus,TRUE
154954,Thalassoma lucasanum,WRASSE,Thalassoma lucasanum,accepted,Thalassoma lucasanum,TRUE
154957,Hypsoblennius striatus,COMBTOOTHBLENNIES,Hypsoblennius striatus,accepted,Hypsoblennius striatus,TRUE
154960,Scarus oviceps,WRASSE,Scarus oviceps,accepted,Scarus oviceps,TRUE
154971,Scarus viridifucatus,WRASSE,Scarus viridifucatus,accepted,Scarus viridifucatus,TRUE
154972,Parablennius zvonimiri,COMBTOOTHBLENNIES,Parablennius zvonimiri,accepted,Parablennius zvonimiri,TRUE
155006,Coris caudimacula,WRASSE,Coris caudimacula,accepted,Coris caudimacula,TRUE
155013,Parablennius parvicornis,COMBTOOTHBLENNIES,Parablennius parvicornis,accepted,Parablennius parvicornis,TRUE
155017,Labroides phthirophagus,WRASSE,Labroides phthirophagus,accepted,Labroides phthirophagus,TRUE
155029,Salarias ceramensis,COMBTOOTHBLENNIES,Salarias ceramensis,accepted,Salarias ceramensis,TRUE
155032,Cirrhilabrus rubripinnis,WRASSE,Cirrhilabrus rubripinnis,accepted,Cirrhilabrus rubripinnis,TRUE
155033,Halichoeres melas,WRASSE,Halichoeres melas,accepted,Halichoeres melas,TRUE
155034,Crossosalarias macrospilus,COMBTOOTHBLENNIES,Crossosalarias macrospilus,accepted,Crossosalarias macrospilus,TRUE
155076,Halichoeres notospilus,WRASSE,Halichoeres notospilus,accepted,Halichoeres notospilus,TRUE
155079,Torquigener tuberculiferus,PUFFERFISH,Torquigener tuberculiferus,accepted,Torquigener tuberculiferus,TRUE
155083,Centropyge acanthops,ANGELFISH,Centropyge acanthops,accepted,Centropyge acanthops,TRUE
155086,Omobranchus fasciolatus,COMBTOOTHBLENNIES,Omobranchus fasciolatus,accepted,Omobranchus fasciolatus,TRUE
155096,Sarda sarda,TUNAS_BILLFISHES,Sarda sarda,accepted,Sarda sarda,TRUE
155098,Chromis flavicauda,DAMSELFISH,Chromis flavicauda,accepted,Chromis flavicauda,TRUE
155099,Omobranchus anolius,COMBTOOTHBLENNIES,Omobranchus anolius,accepted,Omobranchus anolius,TRUE
155108,Omobranchus rotundiceps,COMBTOOTHBLENNIES,Omobranchus rotundiceps,accepted,Omobranchus rotundiceps,TRUE
155109,Praealticus dayi,COMBTOOTHBLENNIES,Praealticus dayi,accepted,Praealticus dayi,TRUE
155120,Naso vlamingii,SURGEONFISH_TANGS_UNICORNFISH,Naso vlamingii,accepted,Naso vlamingii,TRUE
155146,Anampses melanurus,WRASSE,Anampses melanurus,accepted,Anampses melanurus,TRUE
155180,Calamus cervigoni,SEABREAMS_PORGIES,Calamus cervigoni,accepted,Calamus cervigoni,TRUE
155186,Cirripectes filamentosus,COMBTOOTHBLENNIES,Cirripectes filamentosus,accepted,Cirripectes filamentosus,TRUE
155193,Coradion melanopus,BUTTERFLYFISH,Coradion melanopus,accepted,Coradion melanopus,TRUE
155194,Cirripectes alleni,COMBTOOTHBLENNIES,Cirripectes alleni,accepted,Cirripectes alleni,TRUE
155220,Chaetodon sedentarius,BUTTERFLYFISH,Chaetodon sedentarius,accepted,Chaetodon sedentarius,TRUE
155221,Halichoeres papilionaceus,WRASSE,Halichoeres papilionaceus,accepted,Halichoeres papilionaceus,TRUE
155238,Halichoeres binotopsis,WRASSE,Halichoeres binotopsis,accepted,Halichoeres binotopsis,TRUE
155250,Dentex congoensis,SEABREAMS_PORGIES,Dentex congoensis,accepted,Dentex congoensis,TRUE
155252,Pseudojuloides kaleidos,WRASSE,Pseudojuloides kaleidos,accepted,Pseudojuloides kaleidos,TRUE
155270,Entomacrodus stellifer,COMBTOOTHBLENNIES,Entomacrodus stellifer,accepted,Entomacrodus stellifer,TRUE
155276,Thunnus atlanticus,TUNAS_BILLFISHES,Thunnus atlanticus,accepted,Thunnus atlanticus,TRUE
155290,Scarus schlegeli,WRASSE,Scarus schlegeli,accepted,Scarus schlegeli,TRUE
155292,Sparisoma strigatum,WRASSE,Sparisoma strigatum,accepted,Sparisoma strigatum,TRUE
155308,Centropyge loricula,ANGELFISH,Centropyge loricula,accepted,Centropyge loricula,TRUE
155313,Canthigaster leoparda,PUFFERFISH,Canthigaster leoparda,accepted,Canthigaster leoparda,TRUE
155314,Pseudocheilinus ocellatus,WRASSE,Pseudocheilinus ocellatus,accepted,Pseudocheilinus ocellatus,TRUE
158632,Salarias sinuosus,COMBTOOTHBLENNIES,Salarias sinuosus,accepted,Salarias sinuosus,TRUE
165607,Chaetodon falcula,BUTTERFLYFISH,Chaetodon falcula,accepted,Chaetodon falcula,TRUE
165608,Heniochus pleurotaenia,BUTTERFLYFISH,Heniochus pleurotaenia,accepted,Heniochus pleurotaenia,TRUE
165609,Chaetodon larvatus,BUTTERFLYFISH,Chaetodon larvatus,accepted,Chaetodon larvatus,TRUE
165610,Chaetodon leucopleura,BUTTERFLYFISH,Chaetodon leucopleura,accepted,Chaetodon leucopleura,TRUE
165611,Chaetodon ocellatus,BUTTERFLYFISH,Chaetodon ocellatus,accepted,Chaetodon ocellatus,TRUE
165612,Chaetodon zanzibarensis,BUTTERFLYFISH,Chaetodon zanzibarensis,accepted,Chaetodon zanzibarensis,TRUE
165613,Prognathodes brasiliensis,BUTTERFLYFISH,Prognathodes brasiliensis,accepted,Prognathodes brasiliensis,TRUE
165614,Roa jayakari,BUTTERFLYFISH,Roa jayakari,accepted,Roa jayakari,TRUE
165615,Chaetodon mertensii,BUTTERFLYFISH,Chaetodon mertensii,accepted,Chaetodon mertensii,TRUE
165616,Chelmon marginalis,BUTTERFLYFISH,Chelmon marginalis,accepted,Chelmon marginalis,TRUE
165617,Hemitaurichthys multispinosus,BUTTERFLYFISH,Hemitaurichthys multispinosus,accepted,Hemitaurichthys multispinosus,TRUE
165618,Chaetodon mesoleucos,BUTTERFLYFISH,Chaetodon mesoleucos,accepted,Chaetodon mesoleucos,TRUE
165619,Chaetodon guttatissimus,BUTTERFLYFISH,Chaetodon guttatissimus,accepted,Chaetodon guttatissimus,TRUE
165620,Chaetodon burgessi,BUTTERFLYFISH,Chaetodon burgessi,accepted,Chaetodon burgessi,TRUE
165621,Prognathodes aya,BUTTERFLYFISH,Prognathodes aya,accepted,Prognathodes aya,TRUE
165622,Heniochus singularius,BUTTERFLYFISH,Heniochus singularius,accepted,Heniochus singularius,TRUE
165623,Chaetodon octofasciatus,BUTTERFLYFISH,Chaetodon octofasciatus,accepted,Chaetodon octofasciatus,TRUE
165624,Chaetodon triangulum,BUTTERFLYFISH,Chaetodon triangulum,accepted,Chaetodon triangulum,TRUE
165625,Chaetodon paucifasciatus,BUTTERFLYFISH,Chaetodon paucifasciatus,accepted,Chaetodon paucifasciatus,TRUE
165626,Heniochus acuminatus,BUTTERFLYFISH,Heniochus acuminatus,accepted,Heniochus acuminatus,TRUE
165627,Prognathodes aculeatus,BUTTERFLYFISH,Prognathodes aculeatus,accepted,Prognathodes aculeatus,TRUE
165628,Chaetodon kleinii,BUTTERFLYFISH,Chaetodon kleinii,accepted,Chaetodon kleinii,TRUE
165630,Chaetodon vagabundus,BUTTERFLYFISH,Chaetodon vagabundus,accepted,Chaetodon vagabundus,TRUE
165631,Chaetodon auriga,BUTTERFLYFISH,Chaetodon auriga,accepted,Chaetodon auriga,TRUE
165632,Chaetodon punctatofasciatus,BUTTERFLYFISH,Chaetodon punctatofasciatus,accepted,Chaetodon punctatofasciatus,TRUE
165633,Johnrandallia nigrirostris,BUTTERFLYFISH,Johnrandallia nigrirostris,accepted,Johnrandallia nigrirostris,TRUE
165634,Chaetodon austriacus,BUTTERFLYFISH,Chaetodon austriacus,accepted,Chaetodon austriacus,TRUE
165635,Chaetodon humeralis,BUTTERFLYFISH,Chaetodon humeralis,accepted,Chaetodon humeralis,TRUE
165636,Chaetodon nippon,BUTTERFLYFISH,Chaetodon nippon,accepted,Chaetodon nippon,TRUE
165637,Chaetodon striatus,BUTTERFLYFISH,Chaetodon striatus,accepted,Chaetodon striatus,TRUE
165638,Chaetodon meyeri,BUTTERFLYFISH,Chaetodon meyeri,accepted,Chaetodon meyeri,TRUE
165639,Roa excelsa,BUTTERFLYFISH,Roa excelsa,accepted,Roa excelsa,TRUE
165640,Heniochus chrysostomus,BUTTERFLYFISH,Heniochus chrysostomus,accepted,Heniochus chrysostomus,TRUE
165641,Chaetodon ornatissimus,BUTTERFLYFISH,Chaetodon ornatissimus,accepted,Chaetodon ornatissimus,TRUE
165642,Chaetodon madagaskariensis,BUTTERFLYFISH,Chaetodon madagaskariensis,accepted,Chaetodon madagaskariensis,TRUE
165643,Chaetodon selene,BUTTERFLYFISH,Chaetodon selene,accepted,Chaetodon selene,TRUE
165644,Prognathodes guezei,BUTTERFLYFISH,Prognathodes guezei,accepted,Prognathodes guezei,TRUE
165645,Prognathodes guyotensis,BUTTERFLYFISH,Prognathodes guyotensis,accepted,Prognathodes guyotensis,TRUE
165646,Prognathodes guyanensis,BUTTERFLYFISH,Prognathodes guyanensis,accepted,Prognathodes guyanensis,TRUE
165647,Chaetodon pictus,BUTTERFLYFISH,Chaetodon pictus,accepted,Chaetodon pictus,TRUE
165648,Chaetodon decussatus,BUTTERFLYFISH,Chaetodon decussatus,accepted,Chaetodon decussatus,TRUE
165649,Chaetodon gardineri,BUTTERFLYFISH,Chaetodon gardineri,accepted,Chaetodon gardineri,TRUE
165650,Heniochus monoceros,BUTTERFLYFISH,Heniochus monoceros,accepted,Heniochus monoceros,TRUE
165651,Chaetodon lunula,BUTTERFLYFISH,Chaetodon lunula,accepted,Chaetodon lunula,TRUE
165652,Heniochus varius,BUTTERFLYFISH,Heniochus varius,accepted,Heniochus varius,TRUE
165653,Chaetodon pelewensis,BUTTERFLYFISH,Chaetodon pelewensis,accepted,Chaetodon pelewensis,TRUE
165654,Chaetodon dolosus,BUTTERFLYFISH,Chaetodon dolosus,accepted,Chaetodon dolosus,TRUE
165655,Chaetodon multicinctus,BUTTERFLYFISH,Chaetodon multicinctus,accepted,Chaetodon multicinctus,TRUE
165656,Chaetodon xanthurus,BUTTERFLYFISH,Chaetodon xanthurus,accepted,Chaetodon xanthurus,TRUE
165657,Chaetodon plebeius,BUTTERFLYFISH,Chaetodon plebeius,accepted,Chaetodon plebeius,TRUE
165658,Prognathodes carlhubbsi,BUTTERFLYFISH,Prognathodes carlhubbsi,accepted,Prognathodes carlhubbsi,TRUE
165659,Chelmon rostratus,BUTTERFLYFISH,Chelmon rostratus,accepted,Chelmon rostratus,TRUE
165660,Chelmon muelleri,BUTTERFLYFISH,Chelmon muelleri,accepted,Chelmon muelleri,TRUE
165661,Parachaetodon ocellatus,BUTTERFLYFISH,Parachaetodon ocellatus,accepted,Parachaetodon ocellatus,TRUE
165662,Chaetodon fremblii,BUTTERFLYFISH,Chaetodon fremblii,accepted,Chaetodon fremblii,TRUE
165663,Chaetodon argentatus,BUTTERFLYFISH,Chaetodon argentatus,accepted,Chaetodon argentatus,TRUE
165664,Chaetodon oxycephalus,BUTTERFLYFISH,Chaetodon oxycephalus,accepted,Chaetodon oxycephalus,TRUE
165665,Chaetodon ulietensis,BUTTERFLYFISH,Chaetodon ulietensis,accepted,Chaetodon ulietensis,TRUE
165666,Chaetodon mitratus,BUTTERFLYFISH,Chaetodon mitratus,accepted,Chaetodon mitratus,TRUE
165667,Forcipiger longirostris,BUTTERFLYFISH,Forcipiger longirostris,accepted,Forcipiger longirostris,TRUE
165668,Chaetodon citrinellus,BUTTERFLYFISH,Chaetodon citrinellus,accepted,Chaetodon citrinellus,TRUE
165669,Chaetodon lineolatus,BUTTERFLYFISH,Chaetodon lineolatus,accepted,Chaetodon lineolatus,TRUE
165670,Chaetodon semilarvatus,BUTTERFLYFISH,Chaetodon semilarvatus,accepted,Chaetodon semilarvatus,TRUE
165671,Chaetodon xanthocephalus,BUTTERFLYFISH,Chaetodon xanthocephalus,accepted,Chaetodon xanthocephalus,TRUE
165672,Hemitaurichthys polylepis,BUTTERFLYFISH,Hemitaurichthys polylepis,accepted,Hemitaurichthys polylepis,TRUE
165673,Chaetodon trifasciatus,BUTTERFLYFISH,Chaetodon trifasciatus,accepted,Chaetodon trifasciatus,TRUE
165674,Prognathodes marcellae,BUTTERFLYFISH,Prognathodes marcellae,accepted,Prognathodes marcellae,TRUE
165675,Chaetodon smithi,BUTTERFLYFISH,Chaetodon smithi,accepted,Chaetodon smithi,TRUE
165676,Chaetodon ocellicaudus,BUTTERFLYFISH,Chaetodon ocellicaudus,accepted,Chaetodon ocellicaudus,TRUE
165677,Roa modestus,BUTTERFLYFISH,Roa modestus,unaccepted,Roa modesta,FALSE
165678,Chaetodon quadrimaculatus,BUTTERFLYFISH,Chaetodon quadrimaculatus,accepted,Chaetodon quadrimaculatus,TRUE
