"","submitted_name","data_source_title","score","matched_name2","match"
"95","Acanthephyra chacei","EOL",0.988,"Acanthephyra chacei",TRUE
"96","Acanthephyra cucullata","NCBI",0.988,"Acanthephyra cucullata",TRUE
"97","Acanthephyra curtirostris","NCBI",0.988,"Acanthephyra curtirostris",TRUE
"98","Acanthephyra pelagica","NCBI",0.988,"Acanthephyra pelagica",TRUE
"99","Acanthephyra purpurea","NCBI",0.988,"Acanthephyra purpurea",TRUE
"100","Acanthephyra quadrispinosa","NCBI",0.988,"Acanthephyra quadrispinosa",TRUE
"101","Acanthephyra smithi","EOL",0.988,"Acanthephyra smithi",TRUE
"102","Acanthephyra stylorostratis","NCBI",0.988,"Acanthephyra stylorostratis",TRUE
"103","Acanthistius brasilianus","NCBI",0.988,"Acanthistius brasilianus",TRUE
"104","Acanthistius joanae","NCBI",0.988,"Acanthistius joanae",TRUE
"105","Acanthistius ocellatus","NCBI",0.988,"Acanthistius ocellatus",TRUE
"106","Acanthistius sebastoides","EOL",0.988,"Acanthistius sebastoides",TRUE
"107","Acanthistius serratus","EOL",0.988,"Acanthistius serratus",TRUE
"108","Acanthocardia aculeata","EOL",0.988,"Acanthocardia aculeata",TRUE
"109","Acanthocardia paucicostata","EOL",0.988,"Acanthocardia paucicostata",TRUE
"110","Acanthocardia tuberculata","NCBI",0.988,"Acanthocardia tuberculata",TRUE
"111","Acanthocepola abbreviata","EOL",0.988,"Acanthocepola abbreviata",TRUE
"112","Acanthocepola krusensternii","NCBI",0.988,"Acanthocepola krusensternii",TRUE
"113","Acanthocepola limbata","NCBI",0.988,"Acanthocepola limbata",TRUE
"114","Acanthochaenus luetkenii","NCBI",0.988,"Acanthochaenus luetkenii",TRUE
"115","Acanthochitona fascicularis","NCBI",0.988,"Acanthochitona fascicularis",TRUE
"116","Acanthochromis polyacanthus","NCBI",0.988,"Acanthochromis polyacanthus",TRUE
"117","Acanthoclinus fuscus","Freebase",0.988,"Acanthoclinus fuscus",TRUE
"118","Acanthoclinus rua","Freebase",0.988,"Acanthoclinus rua",TRUE
"119","Acanthocybium solandri","NCBI",0.988,"Acanthocybium solandri",TRUE
"120","Acanthocyclus albatrossis","NCBI",0.988,"Acanthocyclus albatrossis",TRUE
"121","Acanthodasys aculeatus","NCBI",0.988,"Acanthodasys aculeatus",TRUE
"122","Acanthodoris pilosa","NCBI",0.988,"Acanthodoris pilosa",TRUE
"123","Acanthodraco dewitti","NCBI",0.988,"Acanthodraco dewitti",TRUE
"124","Acanthohaustorius millsi","EOL",0.988,"Acanthohaustorius millsi",TRUE
"125","Acanthohaustorius shoemakeri","EOL",0.988,"Acanthohaustorius shoemakeri",TRUE
"126","Acantholabrus palloni","NCBI",0.988,"Acantholabrus palloni",TRUE
"127","Acantholiparis caecus","EOL",0.988,"Acantholiparis caecus",TRUE
"128","Acantholithodes hispidus","NCBI",0.988,"Acantholithodes hispidus",TRUE
"129","Acantholumpenus mackayi","NCBI",0.988,"Acantholumpenus mackayi",TRUE
"130","Acanthomenia arcuata","EOL",0.988,"Acanthomenia arcuata",TRUE
"131","Acanthomunna spinipes","NCBI",0.988,"Acanthomunna spinipes",TRUE
"132","Acanthomysis longicornis","NCBI",0.988,"Acanthomysis longicornis",TRUE
"133","Acanthonotozomoides oatesi","Catalogue of Life",0.988,"Acanthonotozomoides oatesi",TRUE
"134","Acanthonus armatus","EOL",0.988,"Acanthonus armatus",TRUE
"135","Acanthopagrus akazakii","uBio NameBank",0.988,"Acanthopagrus akazakii",TRUE
"136","Acanthopagrus australis","NCBI",0.988,"Acanthopagrus australis",TRUE
"137","Acanthopagrus berda","NCBI",0.988,"Acanthopagrus berda",TRUE
"138","Acanthopagrus bifasciatus","NCBI",0.988,"Acanthopagrus bifasciatus",TRUE
"139","Acanthopagrus butcheri","NCBI",0.988,"Acanthopagrus butcheri",TRUE
"140","Acanthopagrus catenula","NCBI",0.988,"Acanthopagrus catenula",TRUE
"141","Acanthopagrus latus","NCBI",0.988,"Acanthopagrus latus",TRUE
"142","Acanthopagrus longispinnis","EOL",0.988,"Acanthopagrus longispinnis",TRUE
"143","Acanthopagrus morrisoni","Catalogue of Life",0.988,"Acanthopagrus morrisoni",TRUE
"144","Acanthopagrus omanensis","Catalogue of Life",0.988,"Acanthopagrus omanensis",TRUE
"145","Acanthopagrus pacificus","NCBI",0.988,"Acanthopagrus pacificus",TRUE
"146","Acanthopagrus randalli","Catalogue of Life",0.988,"Acanthopagrus randalli",TRUE
"147","Acanthopagrus schlegelii","NCBI",0.988,"Acanthopagrus schlegelii",TRUE
"148","Acanthopagrus sheim","Catalogue of Life",0.988,"Acanthopagrus sheim",TRUE
"149","Acanthopagrus sivicolus","NCBI",0.988,"Acanthopagrus sivicolus",TRUE
"150","Acanthopagrus taiwanensis","NCBI",0.988,"Acanthopagrus taiwanensis",TRUE
"151","Acanthopagrus vagus","NCBI",0.988,"Acanthopagrus vagus",TRUE
"152","Acanthophora spicifera","NCBI",0.988,"Acanthophora spicifera",TRUE
"153","Acanthophrys cristimanus","Index to Organism Names",0.988,"Acanthophrys cristimanus",TRUE
"154","Acanthoplesiops hiatti","EOL",0.988,"Acanthoplesiops hiatti",TRUE
"155","Acanthopleura gemmata","NCBI",0.988,"Acanthopleura gemmata",TRUE
"156","Acanthopleura spinosa","NCBI",0.988,"Acanthopleura spinosa",TRUE
"157","Acanthopsetta nadeshnyi","NCBI",0.988,"Acanthopsetta nadeshnyi",TRUE
"158","Acanthosphex leurynnis","EOL",0.988,"Acanthosphex leurynnis",TRUE
"159","Acanthosquilla acanthocarpus","Index to Organism Names",0.988,"Acanthosquilla acanthocarpus",TRUE
"160","Acanthosquilla derijardi","EOL",0.988,"Acanthosquilla derijardi",TRUE
"161","Acanthosquilla multifasciata","EOL",0.988,"Acanthosquilla multifasciata",TRUE
"162","Acanthosquilla wilsoni","EOL",0.988,"Acanthosquilla wilsoni",TRUE
"163","Acanthostracion guineensis","EOL",0.988,"Acanthostracion guineensis",TRUE
"164","Acanthostracion notacanthus","EOL",0.988,"Acanthostracion notacanthus",TRUE
"165","Acanthostracion polygonius","NCBI",0.988,"Acanthostracion polygonius",TRUE
"166","Acanthostracion quadricornis","NCBI",0.988,"Acanthostracion quadricornis",TRUE
"167","Acanthurus achilles","NCBI",0.988,"Acanthurus achilles",TRUE
"168","Acanthurus albipectoralis","Freebase",0.988,"Acanthurus albipectoralis",TRUE
"169","Acanthurus auranticavus","NCBI",0.988,"Acanthurus auranticavus",TRUE
"170","Acanthurus bahianus","NCBI",0.988,"Acanthurus bahianus",TRUE
"171","Acanthurus bariene","NCBI",0.988,"Acanthurus bariene",TRUE
"172","Acanthurus blochii","NCBI",0.988,"Acanthurus blochii",TRUE
"173","Acanthurus chirurgus","NCBI",0.988,"Acanthurus chirurgus",TRUE
"174","Acanthurus chronixis","Freebase",0.988,"Acanthurus chronixis",TRUE
"175","Acanthurus coeruleus","NCBI",0.988,"Acanthurus coeruleus",TRUE
"176","Acanthurus dussumieri","NCBI",0.988,"Acanthurus dussumieri",TRUE
"177","Acanthurus fowleri","Freebase",0.988,"Acanthurus fowleri",TRUE
"178","Acanthurus gahhm","NCBI",0.988,"Acanthurus gahhm",TRUE
"179","Acanthurus grammoptilus","Freebase",0.988,"Acanthurus grammoptilus",TRUE
"180","Acanthurus guttatus","NCBI",0.988,"Acanthurus guttatus",TRUE
"181","Acanthurus japonicus","NCBI",0.988,"Acanthurus japonicus",TRUE
"182","Acanthurus leucopareius","Freebase",0.988,"Acanthurus leucopareius",TRUE
"183","Acanthurus leucosternon","NCBI",0.988,"Acanthurus leucosternon",TRUE
"184","Acanthurus lineatus","NCBI",0.988,"Acanthurus lineatus",TRUE
"185","Acanthurus maculiceps","Freebase",0.988,"Acanthurus maculiceps",TRUE
"186","Acanthurus mata","NCBI",0.988,"Acanthurus mata",TRUE
"187","Acanthurus monroviae","NCBI",0.988,"Acanthurus monroviae",TRUE
"188","Acanthurus nigricans","NCBI",0.988,"Acanthurus nigricans",TRUE
"189","Acanthurus nigricauda","NCBI",0.988,"Acanthurus nigricauda",TRUE
"190","Acanthurus nigrofuscus","NCBI",0.988,"Acanthurus nigrofuscus",TRUE
"191","Acanthurus nigroris","NCBI",0.988,"Acanthurus nigroris",TRUE
"192","Acanthurus nubilus","NCBI",0.988,"Acanthurus nubilus",TRUE
"193","Acanthurus olivaceus","NCBI",0.988,"Acanthurus olivaceus",TRUE
"194","Acanthurus pyroferus","NCBI",0.988,"Acanthurus pyroferus",TRUE
"195","Acanthurus sohal","NCBI",0.988,"Acanthurus sohal",TRUE
"196","Acanthurus tennentii","NCBI",0.988,"Acanthurus tennentii",TRUE
"197","Acanthurus thompsoni","NCBI",0.988,"Acanthurus thompsoni",TRUE
"198","Acanthurus triostegus","NCBI",0.988,"Acanthurus triostegus",TRUE
"199","Acanthurus tristis","NCBI",0.988,"Acanthurus tristis",TRUE
"200","Acanthurus xanthopterus","NCBI",0.988,"Acanthurus xanthopterus",TRUE
"201","Acanthus ebracteatus","Catalogue of Life",0.988,"Acanthus ebracteatus",TRUE
"202","Acanthus volubilis","NCBI",0.988,"Acanthus volubilis",TRUE
"203","Acar domingensis","NCBI",0.988,"Acar domingensis",TRUE
"204","Acarnus bergquistae","uBio NameBank",0.988,"Acarnus bergquistae",TRUE
"205","Acarnus erithacus","EOL",0.988,"Acarnus erithacus",TRUE
"206","Acarnus primigenius","uBio NameBank",0.988,"Acarnus primigenius",TRUE
"207","Acar plicata","NCBI",0.988,"Acar plicata",TRUE
"208","Acar revelata","OBIS",0.988,"Acar revelata",TRUE
"209","Acartia erythraea","NCBI",0.988,"Acartia erythraea",TRUE
"210","Acasta cyathus","EOL",0.988,"Acasta cyathus",TRUE
"211","Acasta echinata","EOL",0.988,"Acasta echinata",TRUE
"212","Acasta fenestrata","EOL",0.988,"Acasta fenestrata",TRUE
"213","Acasta japonica","Index to Organism Names",0.988,"Acasta japonica",TRUE
"214","Acasta purpurata","Interim Register of Marine and Nonmarine Genera",0.988,"Acasta purpurata",TRUE
"215","Acaudina leucoprocta","NCBI",0.988,"Acaudina leucoprocta",TRUE
"216","Acaudina molpadioides","NCBI",0.988,"Acaudina molpadioides",TRUE
"217","Accalathura crenulata","EOL",0.988,"Accalathura crenulata",TRUE
"218","Accalathura gigas","EOL",0.988,"Accalathura gigas",TRUE
"219","Acentrogobius audax","NCBI",0.988,"Acentrogobius audax",TRUE
"220","Acentrogobius caninus","NCBI",0.988,"Acentrogobius caninus",TRUE
"221","Acentrogobius cyanomos","EOL",0.988,"Acentrogobius cyanomos",TRUE
"222","Acentrogobius janthinopterus","NCBI",0.988,"Acentrogobius janthinopterus",TRUE
"223","Acentrogobius moloanus","CU*STAR",0.988,"Acentrogobius moloanus",TRUE
"224","Acentrogobius nebulosus","EOL",0.988,"Acentrogobius nebulosus",TRUE
"225","Acentrogobius suluensis","EOL",0.988,"Acentrogobius suluensis",TRUE
"226","Acentrogobius viridipunctatus","NCBI",0.988,"Acentrogobius viridipunctatus",TRUE
"227","Acentronura tentaculata","EOL",0.988,"Acentronura tentaculata",TRUE
"228","Aceroides latipes","EOL",0.988,"Aceroides latipes",TRUE
"229","Acesta patagonica","EOL",0.988,"Acesta patagonica",TRUE
"230","Acesta rathbuni","EOL",0.988,"Acesta rathbuni",TRUE
"231","Acetabularia major","NCBI",0.988,"Acetabularia major",TRUE
"232","Acetes americanus","EOL",0.988,"Acetes americanus",TRUE
"233","Acetes chinensis","NCBI",0.988,"Acetes chinensis",TRUE
"234","Acetes erythraeus","EOL",0.988,"Acetes erythraeus",TRUE
"235","Acetes japonicus","NCBI",0.988,"Acetes japonicus",TRUE
"236","Acetes vulgaris","Index to Organism Names",0.988,"Acetes vulgaris",TRUE
"237","Achaeus curvirostris","EOL",0.988,"Achaeus curvirostris",TRUE
"238","Achelia alaskensis","NCBI",0.988,"Achelia alaskensis",TRUE
"239","Achelia assimilis","NCBI",0.988,"Achelia assimilis",TRUE
"240","Achelia australiensis","EOL",0.988,"Achelia australiensis",TRUE
"241","Achelia borealis","ITIS",0.988,"Achelia borealis",TRUE
"242","Achelia brevicauda","uBio NameBank",0.988,"Achelia brevicauda",TRUE
"243","Achelia brevirostris","uBio NameBank",0.988,"Achelia brevirostris",TRUE
"244","Achelia communis","EOL",0.988,"Achelia communis",TRUE
"245","Achelia dohrni","EOL",0.988,"Achelia dohrni",TRUE
"246","Achelia echinata","ITIS",0.988,"Achelia echinata",TRUE
"247","Achelia hoekii","NCBI",0.988,"Achelia hoekii",TRUE
"248","Achelia laevis","EOL",0.988,"Achelia laevis",TRUE
"249","Achelia lagena","EOL",0.988,"Achelia lagena",TRUE
"250","Achelia latifrons","EOL",0.988,"Achelia latifrons",TRUE
"251","Achelia megova","EOL",0.988,"Achelia megova",TRUE
"252","Achelia nana","EOL",0.988,"Achelia nana",TRUE
"253","Achelia parvula","EOL",0.988,"Achelia parvula",TRUE
"254","Achelia pribilofensis","EOL",0.988,"Achelia pribilofensis",TRUE
"255","Achelia quadridentata","EOL",0.988,"Achelia quadridentata",TRUE
"256","Achelia sawayai","ITIS",0.988,"Achelia sawayai",TRUE
"257","Achelia serratipalpis","EOL",0.988,"Achelia serratipalpis",TRUE
"258","Achelia setulosa","Index to Organism Names",0.988,"Achelia setulosa",TRUE
"259","Achelia simplissima","EOL",0.988,"Achelia simplissima",TRUE
"260","Achelia socors","EOL",0.988,"Achelia socors",TRUE
"261","Achelia spinosa","ITIS",0.988,"Achelia spinosa",TRUE
"262","Achelia superba","NCBI",0.988,"Achelia superba",TRUE
"263","Achiropsetta tricholepis","NCBI",0.988,"Achiropsetta tricholepis",TRUE
"264","Achirus achirus","NCBI",0.988,"Achirus achirus",TRUE
"265","Achirus declivis","NCBI",0.988,"Achirus declivis",TRUE
"266","Achirus klunzingeri","EOL",0.988,"Achirus klunzingeri",TRUE
"267","Achirus lineatus","NCBI",0.988,"Achirus lineatus",TRUE
"268","Achirus mazatlanus","EOL",0.988,"Achirus mazatlanus",TRUE
"269","Achirus scutum","EOL",0.988,"Achirus scutum",TRUE
"270","Achoerodus gouldii","EOL",0.988,"Achoerodus gouldii",TRUE
"271","Achoerodus viridis","NCBI",0.988,"Achoerodus viridis",TRUE
"272","Aciculites tulearensis","uBio NameBank",0.988,"Aciculites tulearensis",TRUE
"273","Acila castrensis","NCBI",0.988,"Acila castrensis",TRUE
"274","Acinodrillia viscum","Freebase",0.988,"Acinodrillia viscum",TRUE
"275","Acipenser brevirostrum","NCBI",0.988,"Acipenser brevirostrum",TRUE
"276","Acipenser medirostris","NCBI",0.988,"Acipenser medirostris",TRUE
"277","Acipenser oxyrinchus","NCBI",0.988,"Acipenser oxyrinchus",TRUE
"278","Acipenser sturio","NCBI",0.988,"Acipenser sturio",TRUE
"279","Acipenser transmontanus","NCBI",0.988,"Acipenser transmontanus",TRUE
"280","Acmaea mitra","NCBI",0.988,"Acmaea mitra",TRUE
"281","Acontiostoma marionis","EOL",0.988,"Acontiostoma marionis",TRUE
"282","Acorylus gouldii","EOL",0.988,"Acorylus gouldii",TRUE
"283","Acreichthys radiatus","EOL",0.988,"Acreichthys radiatus",TRUE
"284","Acreichthys tomentosus","NCBI",0.988,"Acreichthys tomentosus",TRUE
"285","Acrobrochus blochmanni","EOL",0.988,"Acrobrochus blochmanni",TRUE
"286","Acrochordus granulatus","NCBI",0.988,"Acrochordus granulatus",TRUE
"287","Acrochordus javanicus","NCBI",0.988,"Acrochordus javanicus",TRUE
"288","Acrocnida brachiata","NCBI",0.988,"Acrocnida brachiata",TRUE
"289","Acromycter perturbator","EOL",0.988,"Acromycter perturbator",TRUE
"290","Acropoma hanedai","NCBI",0.988,"Acropoma hanedai",TRUE
"291","Acropoma japonicum","NCBI",0.988,"Acropoma japonicum",TRUE
"292","Acropora abrolhosensis","NCBI",0.988,"Acropora abrolhosensis",TRUE
"293","Acropora abrotanoides","NCBI",0.988,"Acropora abrotanoides",TRUE
"294","Acropora aculeus","NCBI",0.988,"Acropora aculeus",TRUE
"295","Acropora acuminata","NCBI",0.988,"Acropora acuminata",TRUE
"296","Acropora akajimensis","Union 4",0.988,"Acropora akajimensis",TRUE
"297","Acropora anthocercis","NCBI",0.988,"Acropora anthocercis",TRUE
"298","Acropora appressa","Union 4",0.988,"Acropora appressa",TRUE
"299","Acropora arabensis","Union 4",0.988,"Acropora arabensis",TRUE
"300","Acropora aspera","NCBI",0.988,"Acropora aspera",TRUE
"301","Acropora austera","NCBI",0.988,"Acropora austera",TRUE
"302","Acropora azurea","Union 4",0.988,"Acropora azurea",TRUE
"303","Acropora batunai","NCBI",0.988,"Acropora batunai",TRUE
"304","Acropora bifurcata","Union 4",0.988,"Acropora bifurcata",TRUE
"305","Acropora branchi","Union 4",0.988,"Acropora branchi",TRUE
"306","Acropora cardenae","Union 4",0.988,"Acropora cardenae",TRUE
"307","Acropora carduus","NCBI",0.988,"Acropora carduus",TRUE
"308","Acropora caroliniana","NCBI",0.988,"Acropora caroliniana",TRUE
"309","Acropora cerealis","NCBI",0.988,"Acropora cerealis",TRUE
"310","Acropora cervicornis","NCBI",0.988,"Acropora cervicornis",TRUE
"311","Acropora chesterfieldensis","NCBI",0.988,"Acropora chesterfieldensis",TRUE
"312","Acropora clathrata","Union 4",0.988,"Acropora clathrata",TRUE
"313","Acropora convexa","ITIS",0.988,"Acropora convexa",TRUE
"314","Acropora cophodactyla","Union 4",0.988,"Acropora cophodactyla",TRUE
"315","Acropora cylindrica","Union 4",0.988,"Acropora cylindrica",TRUE
"316","Acropora cytherea","NCBI",0.988,"Acropora cytherea",TRUE
"317","Acropora danai","NCBI",0.988,"Acropora danai",TRUE
"318","Acropora dendrum","NCBI",0.988,"Acropora dendrum",TRUE
"319","Acropora derawanensis","NCBI",0.988,"Acropora derawanensis",TRUE
"320","Acropora desalwii","Union 4",0.988,"Acropora desalwii",TRUE
"321","Acropora digitifera","NCBI",0.988,"Acropora digitifera",TRUE
"322","Acropora divaricata","NCBI",0.988,"Acropora divaricata",TRUE
"323","Acropora donei","NCBI",0.988,"Acropora donei",TRUE
"324","Acropora downingi","Union 4",0.988,"Acropora downingi",TRUE
"325","Acropora echinata","NCBI",0.988,"Acropora echinata",TRUE
"326","Acropora efflorescens","Union 4",0.988,"Acropora efflorescens",TRUE
"327","Acropora elegans","NCBI",0.988,"Acropora elegans",TRUE
"328","Acropora elegantula","Union 4",0.988,"Acropora elegantula",TRUE
"329","Acropora elseyi","NCBI",0.988,"Acropora elseyi",TRUE
"330","Acropora exquisita","Union 4",0.988,"Acropora exquisita",TRUE
"331","Acropora fenneri","Union 4",0.988,"Acropora fenneri",TRUE
"332","Acropora filiformis","Union 4",0.988,"Acropora filiformis",TRUE
"333","Acropora florida","NCBI",0.988,"Acropora florida",TRUE
"334","Acropora formosa","NCBI",0.988,"Acropora formosa",TRUE
"335","Acropora forskali","Union 4",0.988,"Acropora forskali",TRUE
"336","Acropora gemmifera","NCBI",0.988,"Acropora gemmifera",TRUE
"337","Acropora glauca","Union 4",0.988,"Acropora glauca",TRUE
"338","Acropora globiceps","NCBI",0.988,"Acropora globiceps",TRUE
"339","Acropora gomezi","Union 4",0.988,"Acropora gomezi",TRUE
"340","Acropora grandis","NCBI",0.988,"Acropora grandis",TRUE
"341","Acropora granulosa","NCBI",0.988,"Acropora granulosa",TRUE
"342","Acropora halmaherae","Union 4",0.988,"Acropora halmaherae",TRUE
"343","Acropora hemprichii","NCBI",0.988,"Acropora hemprichii",TRUE
"344","Acropora hoeksemai","Union 4",0.988,"Acropora hoeksemai",TRUE
"345","Acropora horrida","NCBI",0.988,"Acropora horrida",TRUE
"346","Acropora humilis","NCBI",0.988,"Acropora humilis",TRUE
"347","Acropora hyacinthus","NCBI",0.988,"Acropora hyacinthus",TRUE
