"","submitted_name","data_source_title","score","matched_name2","match"
"6911","Cyphoma gibbosum","NCBI",0.988,"Cyphoma gibbosum",TRUE
"6912","Cyphoma mcgintyi","Freebase",0.988,"Cyphoma mcgintyi",TRUE
"6913","Cyphoma signatum","Freebase",0.988,"Cyphoma signatum",TRUE
"6914","Cypho purpurascens","NCBI",0.988,"Cypho purpurascens",TRUE
"6915","Cypho zaps","NCBI",0.988,"Cypho zaps",TRUE
"6916","Cypraea arabica","EOL",0.988,"Cypraea arabica",TRUE
"6917","Cypraea argus","EOL",0.988,"Cypraea argus",TRUE
"6918","Cypraea asellus","EOL",0.988,"Cypraea asellus",TRUE
"6919","Cypraea beckii","EOL",0.988,"Cypraea beckii",TRUE
"6920","Cypraea bistrinotata","EOL",0.988,"Cypraea bistrinotata",TRUE
"6921","Cypraea bouteti","uBio NameBank",0.988,"Cypraea bouteti",TRUE
"6922","Cypraea caputserpentis","EOL",0.988,"Cypraea caputserpentis",TRUE
"6923","Cypraea carneola","EOL",0.988,"Cypraea carneola",TRUE
"6924","Cypraea caurica","EOL",0.988,"Cypraea caurica",TRUE
"6925","Cypraea childreni","EOL",0.988,"Cypraea childreni",TRUE
"6926","Cypraea chinensis","EOL",0.988,"Cypraea chinensis",TRUE
"6927","Cypraea cylindrica","EOL",0.988,"Cypraea cylindrica",TRUE
"6928","Cypraea eglantina","EOL",0.988,"Cypraea eglantina",TRUE
"6929","Cypraea erosa","Freebase",0.988,"Cypraea erosa",TRUE
"6930","Cypraea errones","EOL",0.988,"Cypraea errones",TRUE
"6931","Cypraea felina","EOL",0.988,"Cypraea felina",TRUE
"6932","Cypraea fimbriata","EOL",0.988,"Cypraea fimbriata",TRUE
"6933","Cypraea globulus","EOL",0.988,"Cypraea globulus",TRUE
"6934","Cypraea helvola","EOL",0.988,"Cypraea helvola",TRUE
"6935","Cypraea isabella","EOL",0.988,"Cypraea isabella",TRUE
"6936","Cypraea labrolineata","EOL",0.988,"Cypraea labrolineata",TRUE
"6937","Cypraea leviathan","EOL",0.988,"Cypraea leviathan",TRUE
"6938","Cypraea limacina","EOL",0.988,"Cypraea limacina",TRUE
"6939","Cypraea mappa","EOL",0.988,"Cypraea mappa",TRUE
"6940","Cypraea mariae","EOL",0.988,"Cypraea mariae",TRUE
"6941","Cypraea mauritiana","EOL",0.988,"Cypraea mauritiana",TRUE
"6942","Cypraea moneta","EOL",0.988,"Cypraea moneta",TRUE
"6943","Cypraea obvelata","EOL",0.988,"Cypraea obvelata",TRUE
"6944","Cypraea onyx","EOL",0.988,"Cypraea onyx",TRUE
"6945","Cypraea ovum","EOL",0.988,"Cypraea ovum",TRUE
"6946","Cypraea poraria","EOL",0.988,"Cypraea poraria",TRUE
"6947","Cypraea punctata","EOL",0.988,"Cypraea punctata",TRUE
"6948","Cypraea pyriformis","EOL",0.988,"Cypraea pyriformis",TRUE
"6949","Cypraea schilderorum","EOL",0.988,"Cypraea schilderorum",TRUE
"6950","Cypraea scurra","EOL",0.988,"Cypraea scurra",TRUE
"6951","Cypraea stolida","Freebase",0.988,"Cypraea stolida",TRUE
"6952","Cypraea teres","EOL",0.988,"Cypraea teres",TRUE
"6953","Cypraea testudinaria","Freebase",0.988,"Cypraea testudinaria",TRUE
"6954","Cypraea tigris","NCBI",0.988,"Cypraea tigris",TRUE
"6955","Cypraea ventriculus","EOL",0.988,"Cypraea ventriculus",TRUE
"6956","Cypraea walkeri","EOL",0.988,"Cypraea walkeri",TRUE
"6957","Cypraecassis rufa","Freebase",0.988,"Cypraecassis rufa",TRUE
"6958","Cypraecassis testiculus","Freebase",0.988,"Cypraecassis testiculus",TRUE
"6959","Cyprinodon artifrons","NCBI",0.988,"Cyprinodon artifrons",TRUE
"6960","Cypselurus simus","EOL",0.988,"Cypselurus simus",TRUE
"6961","Cyrtodaria kurriana","EOL",0.988,"Cyrtodaria kurriana",TRUE
"6962","Cyrtomaia cornuta","EOL",0.988,"Cyrtomaia cornuta",TRUE
"6963","Cyrtomaia furici","EOL",0.988,"Cyrtomaia furici",TRUE
"6964","Cyrtomaia horrida","EOL",0.988,"Cyrtomaia horrida",TRUE
"6965","Cyrtomaia ihlei","EOL",0.988,"Cyrtomaia ihlei",TRUE
"6966","Cyrtomaia lamellata","EOL",0.988,"Cyrtomaia lamellata",TRUE
"6967","Cyrtomaia murrayi","EOL",0.988,"Cyrtomaia murrayi",TRUE
"6968","Cyrtomaia platypes","EOL",0.988,"Cyrtomaia platypes",TRUE
"6969","Cyrtopleura costata","NCBI",0.988,"Cyrtopleura costata",TRUE
"6970","Cystechinus loveni","Index to Organism Names",0.988,"Cystechinus loveni",TRUE
"6971","Cystocrepis setigera","EOL",0.988,"Cystocrepis setigera",TRUE
"6972","Cystodytes dellechiajei","NCBI",0.988,"Cystodytes dellechiajei",TRUE
"6973","Cystodytes lobatus","ITIS",0.988,"Cystodytes lobatus",TRUE
"6974","Cystodytes luteus","uBio NameBank",0.988,"Cystodytes luteus",TRUE
"6975","Cystodytes philippinensis","EOL",0.988,"Cystodytes philippinensis",TRUE
"6976","Cystodytes solitus","EOL",0.988,"Cystodytes solitus",TRUE
"6977","Cystodytes violatinctus","EOL",0.988,"Cystodytes violatinctus",TRUE
"6978","Cystophora cristata","NCBI",0.988,"Cystophora cristata",TRUE
"6979","Cystophora retroflexa","NCBI",0.988,"Cystophora retroflexa",TRUE
"6980","Cystophora scalaris","NCBI",0.988,"Cystophora scalaris",TRUE
"6981","Cyttomimus stelgis","EOL",0.988,"Cyttomimus stelgis",TRUE
"6982","Dacrydium leucoguttatum","uBio NameBank",0.988,"Dacrydium leucoguttatum",TRUE
"6983","Dacryopilumnus eremita","Index to Organism Names",0.988,"Dacryopilumnus eremita",TRUE
"6984","Dactylanthus antarcticus","NCBI",0.988,"Dactylanthus antarcticus",TRUE
"6985","Dactylonia ascidicola","NCBI",0.988,"Dactylonia ascidicola",TRUE
"6986","Dactylopodola mesotyphle","NCBI",0.988,"Dactylopodola mesotyphle",TRUE
"6987","Dactylopsaron dimorphicum","EOL",0.988,"Dactylopsaron dimorphicum",TRUE
"6988","Dactyloptena tiltoni","NCBI",0.988,"Dactyloptena tiltoni",TRUE
"6989","Dactylopterus volitans","NCBI",0.988,"Dactylopterus volitans",TRUE
"6990","Dactylopus dactylopus","NCBI",0.988,"Dactylopus dactylopus",TRUE
"6991","Dactylopus kuiteri","Freebase",0.988,"Dactylopus kuiteri",TRUE
"6992","Dactyloscopus amnis","Freebase",0.988,"Dactyloscopus amnis",TRUE
"6993","Dactyloscopus boehlkei","Freebase",0.988,"Dactyloscopus boehlkei",TRUE
"6994","Dactyloscopus byersi","Freebase",0.988,"Dactyloscopus byersi",TRUE
"6995","Dactyloscopus comptus","Freebase",0.988,"Dactyloscopus comptus",TRUE
"6996","Dactyloscopus crossotus","Freebase",0.988,"Dactyloscopus crossotus",TRUE
"6997","Dactyloscopus foraminosus","NCBI",0.988,"Dactyloscopus foraminosus",TRUE
"6998","Dactyloscopus lacteus","NCBI",0.988,"Dactyloscopus lacteus",TRUE
"6999","Dactyloscopus lunaticus","Freebase",0.988,"Dactyloscopus lunaticus",TRUE
"7000","Dactyloscopus metoecus","Freebase",0.988,"Dactyloscopus metoecus",TRUE
"7001","Dactyloscopus minutus","Freebase",0.988,"Dactyloscopus minutus",TRUE
"7002","Dactyloscopus moorei","Freebase",0.988,"Dactyloscopus moorei",TRUE
"7003","Dactyloscopus poeyi","Freebase",0.988,"Dactyloscopus poeyi",TRUE
"7004","Dactyloscopus tridigitatus","NCBI",0.988,"Dactyloscopus tridigitatus",TRUE
"7005","Dactylospongia elegans","ITIS",0.988,"Dactylospongia elegans",TRUE
"7006","Dactylospongia metachromia","NCBI",0.988,"Dactylospongia metachromia",TRUE
"7007","Dactylotrochus cervicornis","NCBI",0.988,"Dactylotrochus cervicornis",TRUE
"7008","Daector schmitti","EOL",0.988,"Daector schmitti",TRUE
"7009","Daira perlata","NCBI",0.988,"Daira perlata",TRUE
"7010","Daldorfia dimorpha","Catalogue of Life",0.988,"Daldorfia dimorpha",TRUE
"7011","Daldorfia horrida","NCBI",0.988,"Daldorfia horrida",TRUE
"7012","Daldorfia leprosa","Index to Organism Names",0.988,"Daldorfia leprosa",TRUE
"7013","Dalium solidum","EOL",0.988,"Dalium solidum",TRUE
"7014","Dallina septigera","ITIS",0.988,"Dallina septigera",TRUE
"7015","Dalophis boulengeri","EOL",0.988,"Dalophis boulengeri",TRUE
"7016","Dalophis cephalopeltis","EOL",0.988,"Dalophis cephalopeltis",TRUE
"7017","Dalophis imberbis","EOL",0.988,"Dalophis imberbis",TRUE
"7018","Danacetichthys galathenus","NCBI",0.988,"Danacetichthys galathenus",TRUE
"7019","Danafungia scruposa","NCBI",0.988,"Danafungia scruposa",TRUE
"7020","Danaphos oculatus","NCBI",0.988,"Danaphos oculatus",TRUE
"7021","Danaphryne nigrifilis","EOL",0.988,"Danaphryne nigrifilis",TRUE
"7022","Danielea noelensis","NCBI",0.988,"Danielea noelensis",TRUE
"7023","Dannevigia tusca","EOL",0.988,"Dannevigia tusca",TRUE
"7024","Daphnella corbicula","Freebase",0.988,"Daphnella corbicula",TRUE
"7025","Daphnella lymneiformis","Freebase",0.988,"Daphnella lymneiformis",TRUE
"7026","Daphnella margaretae","Freebase",0.988,"Daphnella margaretae",TRUE
"7027","Daphnella ornata","Freebase",0.988,"Daphnella ornata",TRUE
"7028","Dardanus arrosor","NCBI",0.988,"Dardanus arrosor",TRUE
"7029","Dardanus australis","EOL",0.988,"Dardanus australis",TRUE
"7030","Dardanus brachyops","EOL",0.988,"Dardanus brachyops",TRUE
"7031","Dardanus dearmatus","EOL",0.988,"Dardanus dearmatus",TRUE
"7032","Dardanus deformis","EOL",0.988,"Dardanus deformis",TRUE
"7033","Dardanus gemmatus","Freebase",0.988,"Dardanus gemmatus",TRUE
"7034","Dardanus guttatus","EOL",0.988,"Dardanus guttatus",TRUE
"7035","Dardanus hessii","EOL",0.988,"Dardanus hessii",TRUE
"7036","Dardanus lagopodes","NCBI",0.988,"Dardanus lagopodes",TRUE
"7037","Dardanus megistos","NCBI",0.988,"Dardanus megistos",TRUE
"7038","Dardanus pedunculatus","Freebase",0.988,"Dardanus pedunculatus",TRUE
"7039","Dardanus robustus","EOL",0.988,"Dardanus robustus",TRUE
"7040","Dardanus sanguinocarpus","NCBI",0.988,"Dardanus sanguinocarpus",TRUE
"7041","Dardanus scutellatus","NCBI",0.988,"Dardanus scutellatus",TRUE
"7042","Dardanus setifer","NCBI",0.988,"Dardanus setifer",TRUE
"7043","Dardanus woodmasoni","EOL",0.988,"Dardanus woodmasoni",TRUE
"7044","Daruma sagamia","EOL",0.988,"Daruma sagamia",TRUE
"7045","Dascyllus aruanus","NCBI",0.988,"Dascyllus aruanus",TRUE
"7046","Dascyllus carneus","NCBI",0.988,"Dascyllus carneus",TRUE
"7047","Dascyllus flavicaudus","NCBI",0.988,"Dascyllus flavicaudus",TRUE
"7048","Dascyllus melanurus","NCBI",0.988,"Dascyllus melanurus",TRUE
"7049","Dascyllus strasburgi","NCBI",0.988,"Dascyllus strasburgi",TRUE
"7050","Dascyllus trimaculatus","NCBI",0.988,"Dascyllus trimaculatus",TRUE
"7051","Dasyatis acutirostra","NCBI",0.988,"Dasyatis acutirostra",TRUE
"7052","Dasyatis akajei","NCBI",0.988,"Dasyatis akajei",TRUE
"7053","Dasyatis geijskesi","Freebase",0.988,"Dasyatis geijskesi",TRUE
"7054","Dasyatis hypostigma","NCBI",0.988,"Dasyatis hypostigma",TRUE
"7055","Dasyatis izuensis","NCBI",0.988,"Dasyatis izuensis",TRUE
"7056","Dasyatis lata","NCBI",0.988,"Dasyatis lata",TRUE
"7057","Dasyatis margaritella","NCBI",0.988,"Dasyatis margaritella",TRUE
"7058","Dasyatis marianae","Freebase",0.988,"Dasyatis marianae",TRUE
"7059","Dasyatis marmorata","NCBI",0.988,"Dasyatis marmorata",TRUE
"7060","Dasyatis parvonigra","NCBI",0.988,"Dasyatis parvonigra",TRUE
"7061","Dasyatis say","NCBI",0.988,"Dasyatis say",TRUE
"7062","Dasyatis thetidis","NCBI",0.988,"Dasyatis thetidis",TRUE
"7063","Dasyatis tortonesei","NCBI",0.988,"Dasyatis tortonesei",TRUE
"7064","Dasyatis zugei","NCBI",0.988,"Dasyatis zugei",TRUE
"7065","Dasycaris symbiotes","EOL",0.988,"Dasycaris symbiotes",TRUE
"7066","Dasycaris zanzibarica","EOL",0.988,"Dasycaris zanzibarica",TRUE
"7067","Davidaster rubiginosus","NCBI",0.988,"Davidaster rubiginosus",TRUE
"7068","Davidijordania brachyrhyncha","EOL",0.988,"Davidijordania brachyrhyncha",TRUE
"7069","Davidijordania jordaniana","EOL",0.988,"Davidijordania jordaniana",TRUE
"7070","Davidijordania lacertina","NCBI",0.988,"Davidijordania lacertina",TRUE
"7071","Davila plana","EOL",0.988,"Davila plana",TRUE
"7072","Deania calcea","NCBI",0.988,"Deania calcea",TRUE
"7073","Deania hystricosa","NCBI",0.988,"Deania hystricosa",TRUE
"7074","Deania quadrispinosa","NCBI",0.988,"Deania quadrispinosa",TRUE
"7075","Decachela discata","EOL",0.988,"Decachela discata",TRUE
"7076","Decapterus koheru","Freebase",0.988,"Decapterus koheru",TRUE
"7077","Decapterus kurroides","NCBI",0.988,"Decapterus kurroides",TRUE
"7078","Decapterus macarellus","NCBI",0.988,"Decapterus macarellus",TRUE
"7079","Decapterus macrosoma","NCBI",0.988,"Decapterus macrosoma",TRUE
"7080","Decapterus muroadsi","NCBI",0.988,"Decapterus muroadsi",TRUE
"7081","Decapterus punctatus","NCBI",0.988,"Decapterus punctatus",TRUE
"7082","Decapterus tabl","NCBI",0.988,"Decapterus tabl",TRUE
"7083","Decatopecten amiculum","EOL",0.988,"Decatopecten amiculum",TRUE
"7084","Decatopecten radula","NCBI",0.988,"Decatopecten radula",TRUE
"7085","Decipifus sixaolus","EOL",0.988,"Decipifus sixaolus",TRUE
"7086","Decipisagitta decipiens","NCBI",0.988,"Decipisagitta decipiens",TRUE
"7087","Decodon grandisquamis","EOL",0.988,"Decodon grandisquamis",TRUE
"7088","Decodon melasma","NCBI",0.988,"Decodon melasma",TRUE
"7089","Decodon pacificus","CU*STAR",0.988,"Decodon pacificus",TRUE
"7090","Decodon puellaris","NCBI",0.988,"Decodon puellaris",TRUE
"7091","Decolopoda australis","NCBI",0.988,"Decolopoda australis",TRUE
"7092","Deepstaria enigmatica","NCBI",0.988,"Deepstaria enigmatica",TRUE
"7093","Delectopecten musorstomi","EOL",0.988,"Delectopecten musorstomi",TRUE
"7094","Delectopecten vancouverensis","NCBI",0.988,"Delectopecten vancouverensis",TRUE
"7095","Delectopecten vitreus","NCBI",0.988,"Delectopecten vitreus",TRUE
"7096","Delisea pulchra","NCBI",0.988,"Delisea pulchra",TRUE
"7097","Dellichthys morelandi","Freebase",0.988,"Dellichthys morelandi",TRUE
"7098","Delphinapterus leucas","NCBI",0.988,"Delphinapterus leucas",TRUE
"7099","Delphinus capensis","NCBI",0.988,"Delphinus capensis",TRUE
"7100","Delphinus delphis","NCBI",0.988,"Delphinus delphis",TRUE
"7101","Deltentosteus quadrimaculatus","NCBI",0.988,"Deltentosteus quadrimaculatus",TRUE
"7102","Deltocyathus ornatus","NCBI",0.988,"Deltocyathus ornatus",TRUE
"7103","Demania garthi","EOL",0.988,"Demania garthi",TRUE
"7104","Demania mortenseni","EOL",0.988,"Demania mortenseni",TRUE
"7105","Democrinus japonicus","Index to Organism Names",0.988,"Democrinus japonicus",TRUE
"7106","Dendostrea folium","NCBI",0.988,"Dendostrea folium",TRUE
"7107","Dendostrea frons","NCBI",0.988,"Dendostrea frons",TRUE
"7108","Dendraster excentricus","NCBI",0.988,"Dendraster excentricus",TRUE
"7109","Dendrochirus barberi","Freebase",0.988,"Dendrochirus barberi",TRUE
"7110","Dendrochirus bellus","EOL",0.988,"Dendrochirus bellus",TRUE
"7111","Dendrochirus biocellatus","NCBI",0.988,"Dendrochirus biocellatus",TRUE
"7112","Dendrochirus brachypterus","NCBI",0.988,"Dendrochirus brachypterus",TRUE
"7113","Dendrodoa grossularia","NCBI",0.988,"Dendrodoa grossularia",TRUE
"7114","Dendrodoris arborescens","NCBI",0.988,"Dendrodoris arborescens",TRUE
"7115","Dendrodoris denisoni","NCBI",0.988,"Dendrodoris denisoni",TRUE
"7116","Dendrodoris gunnamatta","Index to Organism Names",0.988,"Dendrodoris gunnamatta",TRUE
"7117","Dendrodoris nigra","NCBI",0.988,"Dendrodoris nigra",TRUE
"7118","Dendrodoris tuberculosa","NCBI",0.988,"Dendrodoris tuberculosa",TRUE
"7119","Dendrogyra cylindrus","NCBI",0.988,"Dendrogyra cylindrus",TRUE
"7120","Dendronotus frondosus","NCBI",0.988,"Dendronotus frondosus",TRUE
"7121","Dendronotus iris","NCBI",0.988,"Dendronotus iris",TRUE
"7122","Dendronotus robustus","NCBI",0.988,"Dendronotus robustus",TRUE
"7123","Dendropoma exsertum","Freebase",0.988,"Dendropoma exsertum",TRUE
"7124","Dendropoma maximum","Freebase",0.988,"Dendropoma maximum",TRUE
"7125","Dendrostrea folium","EOL",0.988,"Dendrostrea folium",TRUE
"7126","Dendya prolifera","ITIS",0.988,"Dendya prolifera",TRUE
"7127","Dentalium aciculum","Catalogue of Life",0.988,"Dentalium aciculum",TRUE
"7128","Dentalium agassizi","EOL",0.988,"Dentalium agassizi",TRUE
"7129","Dentalium aprinum","EOL",0.988,"Dentalium aprinum",TRUE
"7130","Dentalium bisexangulatum","EOL",0.988,"Dentalium bisexangulatum",TRUE
"7131","Dentalium burtonae","uBio NameBank",0.988,"Dentalium burtonae",TRUE
"7132","Dentalium cheverti","Catalogue of Life",0.988,"Dentalium cheverti",TRUE
"7133","Dentalium decemcostatum","Index to Organism Names",0.988,"Dentalium decemcostatum",TRUE
"7134","Dentalium elephantinum","EOL",0.988,"Dentalium elephantinum",TRUE
"7135","Dentalium garrardi","uBio NameBank",0.988,"Dentalium garrardi",TRUE
"7136","Dentalium gouldii","Freebase",0.988,"Dentalium gouldii",TRUE
"7137","Dentalium grahami","uBio NameBank",0.988,"Dentalium grahami",TRUE
"7138","Dentalium hyperhemileuron","Catalogue of Life",0.988,"Dentalium hyperhemileuron",TRUE
"7139","Dentalium javanum","EOL",0.988,"Dentalium javanum",TRUE
"7140","Dentalium katchekense","Catalogue of Life",0.988,"Dentalium katchekense",TRUE
"7141","Dentalium laqueatum","EOL",0.988,"Dentalium laqueatum",TRUE
"7142","Dentalium lochi","uBio NameBank",0.988,"Dentalium lochi",TRUE
"7143","Dentalium majorinum","NCBI",0.988,"Dentalium majorinum",TRUE
"7144","Dentalium mannarense","Catalogue of Life",0.988,"Dentalium mannarense",TRUE
"7145","Dentalium neohexagonum","Freebase",0.988,"Dentalium neohexagonum",TRUE
"7146","Dentalium obscurum","EOL",0.988,"Dentalium obscurum",TRUE
"7147","Dentalium octangulatum","NCBI",0.988,"Dentalium octangulatum",TRUE
"7148","Dentalium oerstedii","Arctos",0.988,"Dentalium oerstedii",TRUE
"7149","Dentalium oryx","EOL",0.988,"Dentalium oryx",TRUE
"7150","Dentalium pluricostatum","EOL",0.988,"Dentalium pluricostatum",TRUE
"7151","Dentalium robustum","EOL",0.988,"Dentalium robustum",TRUE
"7152","Dentalium strigatum","EOL",0.988,"Dentalium strigatum",TRUE
"7153","Dentalium vallicolens","EOL",0.988,"Dentalium vallicolens",TRUE
"7154","Dentalium variabile","EOL",0.988,"Dentalium variabile",TRUE
"7155","Dentatherina merceri","Freebase",0.988,"Dentatherina merceri",TRUE
"7156","Dentatisyllis mangalis","EOL",0.988,"Dentatisyllis mangalis",TRUE
"7157","Dentex abei","NCBI",0.988,"Dentex abei",TRUE
"7158","Dentex angolensis","NCBI",0.988,"Dentex angolensis",TRUE
"7159","Dentex barnardi","EOL",0.988,"Dentex barnardi",TRUE
"7160","Dentex canariensis","NCBI",0.988,"Dentex canariensis",TRUE
"7161","Dentex dentex","NCBI",0.988,"Dentex dentex",TRUE
"7162","Dentex fourmanoiri","EOL",0.988,"Dentex fourmanoiri",TRUE
"7163","Dentex gibbosus","NCBI",0.988,"Dentex gibbosus",TRUE
"7164","Dentex hypselosomus","NCBI",0.988,"Dentex hypselosomus",TRUE
"7165","Dentimargo aureocinctus","Freebase",0.988,"Dentimargo aureocinctus",TRUE
"7166","Dentimargo eburneolus","Freebase",0.988,"Dentimargo eburneolus",TRUE
"7167","Dentimargo reductus","Freebase",0.988,"Dentimargo reductus",TRUE
"7168","Dentiraja lemprieri","Freebase",0.988,"Dentiraja lemprieri",TRUE
"7169","Dentistyla asperrima","Freebase",0.988,"Dentistyla asperrima",TRUE
"7170","Dentistyla dentifera","Freebase",0.988,"Dentistyla dentifera",TRUE
"7171","Depressigyra globulus","NCBI",0.988,"Depressigyra globulus",TRUE
"7172","Depressiscala nitidella","EOL",0.988,"Depressiscala nitidella",TRUE
"7173","Dercitus bucklandi","NCBI",0.988,"Dercitus bucklandi",TRUE
"7174","Derepodichthys alepidotus","EOL",0.988,"Derepodichthys alepidotus",TRUE
"7175","Derichthys serpentinus","NCBI",0.988,"Derichthys serpentinus",TRUE
"7176","Derilissus altifrons","EOL",0.988,"Derilissus altifrons",TRUE
"7177","Dermasterias imbricata","NCBI",0.988,"Dermasterias imbricata",TRUE
"7178","Dermatias platynogaster","EOL",0.988,"Dermatias platynogaster",TRUE
"7179","Dermatobranchus pulcherrimus","uBio NameBank",0.988,"Dermatobranchus pulcherrimus",TRUE
"7180","Dermatolepis dermatolepis","NCBI",0.988,"Dermatolepis dermatolepis",TRUE
"7181","Dermatolepis inermis","NCBI",0.988,"Dermatolepis inermis",TRUE
"7182","Dermatolepis striolata","NCBI",0.988,"Dermatolepis striolata",TRUE
"7183","Dermatopsis greenfieldi","EOL",0.988,"Dermatopsis greenfieldi",TRUE
"7184","Dermatopsis hoesei","EOL",0.988,"Dermatopsis hoesei",TRUE
"7185","Dermatopsis macrodon","Freebase",0.988,"Dermatopsis macrodon",TRUE
"7186","Dermatopsis multiradiatus","EOL",0.988,"Dermatopsis multiradiatus",TRUE
"7187","Dermatopsoides morrisonae","EOL",0.988,"Dermatopsoides morrisonae",TRUE
"7188","Dermochelys coriacea","NCBI",0.988,"Dermochelys coriacea",TRUE
"7189","Dermomurex abyssicola","EOL",0.988,"Dermomurex abyssicola",TRUE
"7190","Dermomurex elizabethae","Freebase",0.988,"Dermomurex elizabethae",TRUE
"7191","Dermomurex pauperculus","Freebase",0.988,"Dermomurex pauperculus",TRUE
"7192","Desmapsamma anchorata","NCBI",0.988,"Desmapsamma anchorata",TRUE
"7193","Desmodema lorum","NCBI",0.988,"Desmodema lorum",TRUE
"7194","Desmodema polystictum","NCBI",0.988,"Desmodema polystictum",TRUE
"7195","Desmophyllum dianthus","NCBI",0.988,"Desmophyllum dianthus",TRUE
"7196","Desmosoma auritum","CU*STAR",0.988,"Desmosoma auritum",TRUE
"7197","Dexamine spinosa","NCBI",0.988,"Dexamine spinosa",TRUE
"7198","Dexillus muelleri","CU*STAR",0.988,"Dexillus muelleri",TRUE
"7199","Dexistes rikuzenius","NCBI",0.988,"Dexistes rikuzenius",TRUE
"7200","Dextrocarpa misanthropos","Catalogue of Life",0.988,"Dextrocarpa misanthropos",TRUE
"7201","Diacanthurus ecphyma","EOL",0.988,"Diacanthurus ecphyma",TRUE
"7202","Diacarnus laevis","uBio NameBank",0.988,"Diacarnus laevis",TRUE
"7203","Diacavolinia deblainvillei","uBio NameBank",0.988,"Diacavolinia deblainvillei",TRUE
"7204","Diacavolinia deshayesi","EOL",0.988,"Diacavolinia deshayesi",TRUE
"7205","Diacavolinia elegans","NCBI",0.988,"Diacavolinia elegans",TRUE
"7206","Diacavolinia longirostris","NCBI",0.988,"Diacavolinia longirostris",TRUE
"7207","Diacavolinia strangulata","EOL",0.988,"Diacavolinia strangulata",TRUE
"7208","Diacria atlantica","uBio NameBank",0.988,"Diacria atlantica",TRUE
"7209","Diacria maculata","EOL",0.988,"Diacria maculata",TRUE
"7210","Diacria quadridentata","NCBI",0.988,"Diacria quadridentata",TRUE
"7211","Diadema antillarum","NCBI",0.988,"Diadema antillarum",TRUE
"7212","Diadema mexicanum","NCBI",0.988,"Diadema mexicanum",TRUE
"7213","Diadema paucispinum","NCBI",0.988,"Diadema paucispinum",TRUE
"7214","Diadema savignyi","NCBI",0.988,"Diadema savignyi",TRUE
"7215","Diadema setosum","NCBI",0.988,"Diadema setosum",TRUE
"7216","Diademichthys lineatus","NCBI",0.988,"Diademichthys lineatus",TRUE
"7217","Diadumene cincta","NCBI",0.988,"Diadumene cincta",TRUE
"7218","Diadumene lineata","Freebase",0.988,"Diadumene lineata",TRUE
"7219","Diagramma centurio","NCBI",0.988,"Diagramma centurio",TRUE
"7220","Diagramma labiosum","NCBI",0.988,"Diagramma labiosum",TRUE
"7221","Diagramma melanacrum","EOL",0.988,"Diagramma melanacrum",TRUE
"7222","Diagramma pictum","EOL",0.988,"Diagramma pictum",TRUE
"7223","Diagramma punctatum","EOL",0.988,"Diagramma punctatum",TRUE
"7224","Diala albugo","Freebase",0.988,"Diala albugo",TRUE
"7225","Diala semistriata","Freebase",0.988,"Diala semistriata",TRUE
"7226","Diamysis bahirensis","CU*STAR",0.988,"Diamysis bahirensis",TRUE
"7227","Diancistrus alatus","EOL",0.988,"Diancistrus alatus",TRUE
"7228","Diancistrus alleni","EOL",0.988,"Diancistrus alleni",TRUE
"7229","Diancistrus altidorsalis","EOL",0.988,"Diancistrus altidorsalis",TRUE
"7230","Diancistrus atollorum","uBio NameBank",0.988,"Diancistrus atollorum",TRUE
"7231","Diancistrus beateae","EOL",0.988,"Diancistrus beateae",TRUE
"7232","Diancistrus brevirostris","EOL",0.988,"Diancistrus brevirostris",TRUE
"7233","Diancistrus eremitus","EOL",0.988,"Diancistrus eremitus",TRUE
"7234","Diancistrus erythraeus","EOL",0.988,"Diancistrus erythraeus",TRUE
"7235","Diancistrus fijiensis","EOL",0.988,"Diancistrus fijiensis",TRUE
"7236","Diancistrus fuscus","NCBI",0.988,"Diancistrus fuscus",TRUE
"7237","Diancistrus jeffjohnsoni","uBio NameBank",0.988,"Diancistrus jeffjohnsoni",TRUE
"7238","Diancistrus karinae","EOL",0.988,"Diancistrus karinae",TRUE
"7239","Diancistrus longifilis","EOL",0.988,"Diancistrus longifilis",TRUE
"7240","Diancistrus machidai","EOL",0.988,"Diancistrus machidai",TRUE
"7241","Diancistrus mcgroutheri","uBio NameBank",0.988,"Diancistrus mcgroutheri",TRUE
"7242","Diancistrus novaeguineae","uBio NameBank",0.988,"Diancistrus novaeguineae",TRUE
"7243","Diancistrus pohnpeiensis","EOL",0.988,"Diancistrus pohnpeiensis",TRUE
"7244","Diancistrus tongaensis","EOL",0.988,"Diancistrus tongaensis",TRUE
"7245","Diaperoecia californica","WoRMS",0.988,"Diaperoecia californica",TRUE
"7246","Diaphana brazieri","uBio NameBank",0.988,"Diaphana brazieri",TRUE
"7247","Diaphana californica","EOL",0.988,"Diaphana californica",TRUE
"7248","Diaphana hiemalis","uBio NameBank",0.988,"Diaphana hiemalis",TRUE
"7249","Diaphana minuta","NCBI",0.988,"Diaphana minuta",TRUE
"7250","Diaphana paessleri","EOL",0.988,"Diaphana paessleri",TRUE
"7251","Diaphus adenomus","NCBI",0.988,"Diaphus adenomus",TRUE
"7252","Diaphus aliciae","NCBI",0.988,"Diaphus aliciae",TRUE
"7253","Diaphus antonbruuni","NCBI",0.988,"Diaphus antonbruuni",TRUE
"7254","Diaphus arabicus","EOL",0.988,"Diaphus arabicus",TRUE
