List for Kingdom Archaea
from Kingdom to Genus
____________________________________________________________

      Kingdom:  Archaea [ ] 
                  Phylum:  Crenarchaeota [ ] 
                                    Class:  Aigarchaeota [ ] 
                                    Class:  Korarchaeota [ ] 
                                    Class:  Thaumarchaeota [ ] 
                                                            Order:  Cenarchaeales [ ] 
                                                                                    Family:  Cenarchaeaceae [ ] 
                                                                                                            Genus:  Cenarchaeum [ ] 
                                    Class:  Thermoprotei [ ] 
                                                            Order:  Acidilobales [ ] 
                                                                                    Family:  Acidilobaceae [ ] 
                                                                                                            Genus:  Acidilobus [ ] 
                                                                                    Family:  Caldisphaeraceae [ ] 
                                                                                                            Genus:  Caldisphaera [ ] 
                                                            Order:  Desulfurococcales [ ] 
                                                                                    Family:  Desulfurococcaceae [ ] 
                                                                                                            Genus:  Aeropyrum [ ] 
                                                                                                            Genus:  Desulfurococcus [ ] 
                                                                                                            Genus:  Ignicoccus [ ] 
                                                                                                            Genus:  Ignisphaera [ ] 
                                                                                                            Genus:  Staphylothermus [ ] 
                                                                                                            Genus:  Stetteria [ ] 
                                                                                                            Genus:  Sulfophobococcus [ ] 
                                                                                                            Genus:  Thermodiscus [ ] 
                                                                                                            Genus:  Thermosphaera [ ] 
                                                                                    Family:  Pyrodictiaceae [ ] 
                                                                                                            Genus:  Hyperthermus [ ] 
                                                                                                            Genus:  Pyrodictium [ ] 
                                                                                                            Genus:  Pyrolobus [ ] 
                                                            Order:  Fervidicoccales [ ] 
                                                                                    Family:  Fervidicoccaceae [ ] 
                                                                                                            Genus:  Fervidicoccus [ ] 
                                                            Order:  Sulfolobales [ ] 
                                                                                    Family:  Sulfolobaceae [ ] 
                                                                                                            Genus:  Acidianus [Desulfurolobus] 
                                                                                                            Genus:  Metallosphaera [ ] 
                                                                                                            Genus:  Stygiolobus [ ] 
                                                                                                            Genus:  Sulfolobus [ ] 
                                                                                                            Genus:  Sulfurisphaera [ ] 
                                                                                                            Genus:  Sulfurococcus [ ] 
                                                            Order:  Thermoproteales [ ] 
                                                                                    Family:  Thermofilaceae [ ] 
                                                                                                            Genus:  Thermofilum [ ] 
                                                                                    Family:  Thermoproteaceae [ ] 
                                                                                                            Genus:  Caldivirga [ ] 
                                                                                                            Genus:  Pyrobaculum [ ] 
                                                                                                            Genus:  Thermocladium [ ] 
                                                                                                            Genus:  Thermoproteus [ ] 
                                                                                                            Genus:  Vulcanisaeta [ ] 
                  Phylum:  Euryarchaeota [ ] 
                                    Class:  Archaeoglobi [ ] 
                                                            Order:  Archaeoglobales [ ] 
                                                                                    Family:  Archaeoglobaceae [ ] 
                                                                                                            Genus:  Archaeoglobus [ ] 
                                                                                                            Genus:  Ferroglobus [ ] 
                                                                                                            Genus:  Geoglobus [ ] 
                                    Class:  Halobacteria [ ] 
                                                            Order:  Halobacteriales [ ] 
                                                                                    Family:  Halobacteriaceae [ ] 
                                                                                                            Genus:  Haladaptatus [ ] 
                                                                                                            Genus:  Halalkalicoccus [ ] 
                                                                                                            Genus:  Halarchaeum [ ] 
                                                                                                            Genus:  Haloarchaeobius [ ] 
                                                                                                            Genus:  Haloarcula [ ] 
                                                                                                            Genus:  Halobacterium [ ] 
                                                                                                            Genus:  Halobaculum [ ] 
                                                                                                            Genus:  Halobellus [ ] 
                                                                                                            Genus:  Halobiforma [ ] 
                                                                                                            Genus:  Halococcus [ ] 
                                                                                                            Genus:  Haloferax [ ] 
                                                                                                            Genus:  Halogeometricum [ ] 
                                                                                                            Genus:  Halogranum [ ] 
                                                                                                            Genus:  Halolamina [ ] 
                                                                                                            Genus:  Halomarina [ ] 
                                                                                                            Genus:  Halomicrobium [ ] 
                                                                                                            Genus:  Halonotius [ ] 
                                                                                                            Genus:  Halopelagius [ ] 
                                                                                                            Genus:  Halopiger [ ] 
                                                                                                            Genus:  Haloplanus [ ] 
                                                                                                            Genus:  Haloquadratum [ ] 
                                                                                                            Genus:  Halorhabdus [ ] 
                                                                                                            Genus:  Halorientalis [ ] 
                                                                                                            Genus:  Halorubrum [Halorubrobacterium] 
                                                                                                            Genus:  Halosarcina [ ] 
                                                                                                            Genus:  Halosimplex [ ] 
                                                                                                            Genus:  Halostagnicola [ ] 
                                                                                                            Genus:  Haloterrigena [ ] 
                                                                                                            Genus:  Halovenus [ ] 
                                                                                                            Genus:  Halovivax [ ] 
                                                                                                            Genus:  Natrialba [ ] 
                                                                                                            Genus:  Natrinema [ ] 
                                                                                                            Genus:  Natronoarchaeum [ ] 
                                                                                                            Genus:  Natronobacterium [ ] 
                                                                                                            Genus:  Natronococcus [ ] 
                                                                                                            Genus:  Natronolimnobius [ ] 
                                                                                                            Genus:  Natronomonas [ ] 
                                                                                                            Genus:  Natronorubrum [ ] 
                                                                                                            Genus:  Salarchaeum [ ] 
                                    Class:  Methanobacteria [ ] 
                                                            Order:  Methanobacteriales [ ] 
                                                                                    Family:  Methanobacteriaceae [ ] 
                                                                                                            Genus:  Methanobacterium [ ] 
                                                                                                            Genus:  Methanobrevibacter [ ] 
                                                                                                            Genus:  Methanosphaera [ ] 
                                                                                                            Genus:  Methanothermobacter [ ] 
                                                                                    Family:  Methanothermaceae [ ] 
                                                                                                            Genus:  Methanothermus [ ] 
                                    Class:  Methanococci [ ] 
                                                            Order:  Methanococcales [ ] 
                                                                                    Family:  Methanocaldococcaceae [ ] 
                                                                                                            Genus:  Methanocaldococcus [ ] 
                                                                                                            Genus:  Methanotorris [ ] 
                                                                                    Family:  Methanococcaceae [ ] 
                                                                                                            Genus:  Methanococcus [ ] 
                                                                                                            Genus:  Methanothermococcus [ ] 
                                    Class:  Methanomicrobia [ ] 
                                                            Order:  Methanocellales [ ] 
                                                                                    Family:  Methanocellaceae [ ] 
                                                                                                            Genus:  Methanocella [ ] 
                                                            Order:  Methanomicrobiales [ ] 
                                                                                                            Genus:  Methanocalculus [ ] 
                                                                                    Family:  Methanocorpusculaceae [ ] 
                                                                                                            Genus:  Methanocorpusculum [ ] 
                                                                                    Family:  Methanomicrobiaceae [ ] 
                                                                                                            Genus:  Methanoculleus [ ] 
                                                                                                            Genus:  Methanofollis [ ] 
                                                                                                            Genus:  Methanogenium [ ] 
                                                                                                            Genus:  Methanolacinia [ ] 
                                                                                                            Genus:  Methanomicrobium [ ] 
                                                                                                            Genus:  Methanoplanus [ ] 
                                                                                    Family:  Methanoregulaceae [ ] 
                                                                                                            Genus:  Methanolinea [ ] 
                                                                                                            Genus:  Methanoregula [ ] 
                                                                                                            Genus:  Methanosphaerula [ ] 
                                                                                    Family:  Methanospirillaceae [ ] 
                                                                                                            Genus:  Methanospirillum [ ] 
                                                            Order:  Methanosarcinales [Methanosaetaceae] 
                                                                                                            Genus:  Methanothrix [Methanosaeta, Methanosaeta harundinacea] 
                                                                                    Family:  Methanosarcinaceae [ ] 
                                                                                                            Genus:  Halomethanococcus [ ] 
                                                                                                            Genus:  Methanimicrococcus [ ] 
                                                                                                            Genus:  Methanococcoides [ ] 
                                                                                                            Genus:  Methanohalobium [ ] 
                                                                                                            Genus:  Methanohalophilus [ ] 
                                                                                                            Genus:  Methanolobus [ ] 
                                                                                                            Genus:  Methanomethylovorans [ ] 
                                                                                                            Genus:  Methanosalsum [ ] 
                                                                                                            Genus:  Methanosarcina [ ] 
                                                                                    Family:  Methermicoccaceae [ ] 
                                                                                                            Genus:  Methermicoccus [ ] 
                                    Class:  Methanopyri [ ] 
                                                            Order:  Methanopyrales [ ] 
                                                                                    Family:  Methanopyraceae [ ] 
                                                                                                            Genus:  Methanopyrus [ ] 
                                    Class:  Nanohaloarchaea [ ] 
                                    Class:  Thermococci [ ] 
                                                            Order:  Thermococcales [ ] 
                                                                                    Family:  Thermococcaceae [ ] 
                                                                                                            Genus:  Palaeococcus [ ] 
                                                                                                            Genus:  Pyrococcus [ ] 
                                                                                                            Genus:  Thermococcus [ ] 
                                    Class:  Thermoplasmata [ ] 
                                                            Order:  Thermoplasmatales [ ] 
                                                                                                            Genus:  Thermogymnomonas [ ] 
                                                                                    Family:  Ferroplasmaceae [ ] 
                                                                                                            Genus:  Acidiplasma [ ] 
                                                                                                            Genus:  Ferroplasma [ ] 
                                                                                    Family:  Picrophilaceae [ ] 
                                                                                                            Genus:  Picrophilus [ ] 
                                                                                    Family:  Thermoplasmataceae [ ] 
                                                                                                            Genus:  Thermoplasma [ ] 
