loiczid,n_spp
109934,28
109935,29
109936,29
109937,31
109938,28
109939,28
109940,29
109941,34
109942,37
109943,52
109944,56
109945,99
109946,101
109947,173
109948,711
109949,510
109950,654
109961,647
109962,755
109963,49
109964,49
109965,42
109966,44
109967,45
109968,47
109969,50
109970,50
109971,52
109972,52
109973,58
109974,58
109975,59
109976,58
109977,57
109978,57
109979,52
109980,52
109981,47
109982,48
109983,45
109984,48
109985,151
109986,877
109987,784
109988,67
109989,187
109990,102
109991,130
109992,160
109993,718
109994,631
109995,433
109996,635
109997,627
110001,133
110002,131
110019,2062
110020,838
110021,214
110022,142
110023,193
110024,166
110025,375
110026,403
110027,162
110028,97
110029,98
110030,125
110031,333
110032,292
110033,103
110034,97
110035,98
110036,106
110037,113
110038,112
110039,115
110040,230
110041,2178
110042,2096
110043,2407
110044,2395
110045,2242
110046,2350
110047,2143
110048,2330
110049,2475
110050,2281
110051,58
110052,35
110053,34
110054,43
110055,35
110056,34
110057,32
110058,32
110059,34
110060,33
110061,38
110062,36
110063,37
110064,38
110065,73
110066,77
110067,79
110068,86
110069,96
110070,92
110071,83
110072,84
110073,80
110074,85
110075,85
110076,82
110077,81
110078,92
110079,85
110080,93
110081,77
110082,79
110083,70
110084,90
110085,96
110086,123
110087,53
110088,51
110089,70
110090,1052
110091,206
110092,45
110093,41
110094,28
110095,37
110096,33
110097,47
110098,45
110099,30
110100,31
110101,36
110102,36
110103,36
110104,29
110105,30
110106,36
110107,32
110108,36
110109,36
110110,31
110111,32
110112,42
110113,52
110114,30
110115,42
110116,149
110117,32
110118,32
110119,32
110120,31
110121,32
110122,31
110123,74
110124,63
110125,38
110126,41
110127,56
110128,61
110129,74
110130,80
110131,34
110132,34
110133,56
110134,35
110135,76
110136,80
110137,37
110138,31
110139,34
110140,31
110141,28
110142,30
110143,32
110144,38
110145,38
110146,59
110147,33
110148,84
110149,62
110150,81
110151,156
110152,109
110153,74
110154,62
110155,63
110156,64
110157,64
110158,71
110159,76
110160,84
110161,67
110162,137
110163,68
110164,70
110165,72
110166,83
110167,85
110168,79
110169,72
110170,68
110605,394
110606,367
110607,361
110611,572
110612,650
110613,699
110614,708
110615,179
110616,44
110617,25
110618,22
110619,19
110620,29
110621,43
110622,34
110623,53
110624,25
110625,25
110626,19
110627,25
110628,38
110629,69
110630,23
110631,21
110632,24
110633,26
110634,27
110635,30
110636,42
110637,26
110638,25
110639,27
110640,26
110641,28
110642,28
110643,28
110644,32
110645,32
110646,32
110647,31
110648,31
110649,31
110650,31
110651,31
110652,31
110653,31
110654,31
110655,31
110656,31
110657,33
110658,33
110659,34
110660,35
110661,39
110662,45
110663,59
110664,88
110665,94
110666,104
110667,103
110668,368
110669,691
110670,520
110681,655
110682,1151
110683,51
110684,50
110685,45
110686,45
110687,46
110688,46
110689,50
110690,50
110691,52
110692,52
110693,57
110694,57
110695,59
110696,59
110697,58
110698,57
110699,53
110700,52
110701,47
110702,47
110703,46
110704,52
110705,515
110706,775
110707,798
110708,108
110709,774
110710,136
110711,72
110712,55
110713,147
110714,677
110715,617
110716,303
110717,609
110718,624
110720,161
110721,154
110722,132
110723,350
110739,1941
110740,2064
110741,153
110742,113
110743,133
110744,146
110745,201
110746,228
110747,164
110748,97
110749,107
110750,181
110751,133
110752,107
110753,96
110754,102
110755,103
110756,110
110757,114
110758,122
110759,129
110760,190
110761,2220
110762,2169
110763,2367
110764,2408
110765,2463
110766,2457
110767,2119
110768,2465
110769,2602
110770,343
110771,49
110772,33
110773,35
110774,36
110775,34
110776,36
110777,36
110778,36
110779,34
110780,34
110781,34
110782,38
110783,75
110784,75
110785,70
110786,36
110787,37
110788,85
110789,51
110790,109
110791,79
110792,83
110793,83
110794,81
110795,80
110796,41
110797,45
110798,92
110799,92
110800,72
110801,77
110802,85
110803,91
110804,85
110805,127
110806,105
110807,89
110808,48
110809,351
110810,1270
110811,98
110812,50
110813,65
110814,37
110815,44
110816,58
110817,50
110818,39
110819,66
110820,92
110821,73
110822,72
110823,68
110824,71
110825,69
110826,69
110827,36
110828,35
110829,58
110830,35
110831,36
110832,37
110833,37
110834,73
110835,64
110836,37
110837,35
110838,35
110839,30
110840,33
110841,35
110842,33
110843,62
110844,61
110845,36
110846,83
110847,59
110848,48
110849,46
110850,73
110851,58
110852,65
110853,65
110854,66
110855,76
110856,77
110857,64
110858,64
110859,84
110860,85
110861,59
110862,34
110863,62
110864,67
110865,44
110866,34
110867,60
110868,62
110869,61
110870,62
110871,77
110872,433
110873,63
110874,68
110875,63
110876,64
110877,65
110878,93
110879,125
110880,86
110881,71
110882,145
110883,88
110884,79
110885,72
110886,77
110887,72
110888,71
110889,72
110890,67
111326,289
111327,478
111328,484
111329,525
111330,588
111331,641
111332,157
111333,45
111334,48
111335,62
111336,48
111337,45
111338,65
111339,23
111340,22
111341,19
111342,54
111343,142
111344,89
111345,84
111346,36
111347,868
111348,853
111349,871
111350,892
111351,43
111352,25
111353,25
111354,28
111355,30
111356,29
111357,26
111358,24
111359,25
111360,27
111361,28
111362,28
111363,33
111364,34
111365,33
111366,33
111367,33
111368,33
111369,33
111370,33
111371,33
111372,33
111373,33
111374,33
111375,33
111376,33
111377,34
111378,34
111379,34
111380,34
111381,39
111382,44
111383,67
111384,181
111385,105
111386,81
111387,37
111388,175
111389,334
111390,567
111391,481
111401,963
111402,744
111403,63
111404,58
111405,56
111406,56
111407,56
111408,56
111409,56
111410,56
111411,57
111412,58
111413,58
111414,58
111415,59
111416,59
111417,58
111418,58
111419,55
111420,55
111421,51
111422,52
111423,46
111424,61
111425,983
111426,864
111427,911
111428,116
111429,88
111430,147
111431,75
111432,41
111433,84
111434,428
111435,731
111436,682
111437,708
111438,680
111440,423
111441,419
111442,436
111443,390
111444,429
111445,700
111459,1784
111460,2188
111461,162
111462,131
111463,153
111464,128
111465,109
111466,104
111467,98
111468,111
111469,98
111470,103
111471,96
111472,102
111473,106
111474,107
111475,103
111476,111
111477,129
111478,233
111479,238
111480,2222
111481,2183
111482,2221
111483,1105
111484,2428
111485,2458
111486,2452
111487,2398
111488,2063
111489,2374
111490,2621
111491,2554
111492,43
111493,34
111494,32
111495,34
111496,36
111497,36
111498,36
111499,38
111500,36
111501,36
111502,75
111503,77
111504,77
111505,66
111506,36
111507,38
111508,40
111509,84
111510,52
111511,90
111512,40
111513,82
111514,40
111515,41
111516,41
111517,42
111518,87
111519,92
111520,90
111521,94
111522,93
111523,145
111524,108
111525,120
111526,94
111527,95
111528,120
111529,331
111530,107
111531,81
111532,70
111533,73
111534,81
111535,95
111536,118
111537,56
111538,37
111539,37
111540,91
111541,69
111542,37
111543,65
111544,65
111545,71
111546,69
111547,72
111548,72
111549,72
111550,70
111551,37
111552,38
111553,84
111554,82
111555,78
111556,119
111557,48
111558,37
111559,37
111560,41
111561,37
111562,37
111563,44
111564,33
111565,37
111566,114
111567,66
111568,59
111569,64
111570,87
111571,65
111572,70
111573,78
111574,71
111575,70
111576,69
111577,94
111578,71
111579,82
111580,83
111581,77
111582,70
111583,70
111584,65
111585,64
111586,66
111587,69
111588,65
111589,63
111590,63
111591,62
111592,78
111593,62
111594,66
111595,61
111596,62
111597,63
111598,66
111599,63
111600,71
111601,66
111602,78
111603,72
111604,71
111605,86
111606,89
111607,72
111608,72
111609,70
111610,67
112047,568
112048,240
112049,378
112050,223
112051,30
112052,41
112053,46
112054,53
112055,52
112056,63
112057,60
112058,34
112059,28
112060,19
112061,27
112062,725
112063,298
112064,130
112065,820
112066,817
112067,852
112068,869
112069,911
112070,425
112071,49
112072,27
112073,29
112074,31
112075,30
112076,32
112077,26
112078,25
112079,28
112080,28
112081,28
112082,31
112083,33
112084,34
112085,33
112086,33
112087,33
112088,33
112089,33
112090,33
112091,33
112092,33
112093,33
112094,33
112095,33
112096,33
112097,34
112098,34
112099,34
112100,35
112101,38
112102,41
112103,61
112104,994
112105,175
112106,52
112107,43
112108,55
112109,354
112110,746
112111,623
112120,864
112121,1261
112122,613
112123,64
112124,57
112125,56
112126,56
112127,56
112128,56
112129,56
112130,56
112131,57
112132,57
112133,58
112134,58
112135,59
112136,59
112137,58
112138,57
112139,54
112140,55
112141,52
112142,52
112143,46
112144,116
112145,976
112146,805
112147,907
112148,921
112149,119
112150,142
112151,71
112152,39
112153,61
112154,210
112155,722
112156,692
112157,681
112158,610
112160,417
112161,431
112162,280
112163,404
112164,718
112165,769
112166,775
112179,1803
112180,2158
112181,333
112182,128
112183,149
112184,130
112185,103
112186,105
112187,99
112188,107
112189,98
112190,96
112191,94
112192,106
112193,120
112194,358
112195,967
112196,112
112197,142
112198,360
112199,495
112200,2211
112201,1978
112202,1037
112203,2329
112204,2386
112205,2434
112206,2415
112207,2066
112208,1884
112209,2204
112210,1937
112211,2583
112212,2326
112213,32
112214,34
112215,33
112216,33
112217,34
112218,34
112219,36
112220,37
112221,38
112222,77
112223,78
112224,78
112225,78
112226,76
112227,67
112228,38
112229,91
112230,95
112231,87
112232,70
112233,78
112234,80
112235,68
112236,76
112237,83
112238,83
112239,51
112240,49
112241,104
112242,106
112243,123
112244,117
112245,135
112246,85
112247,103
112248,94
112249,92
112250,45
112251,72
112252,75
112253,92
112254,94
112255,91
112256,116
112257,93
112258,67
112259,64
112260,80
112261,71
112262,39
112263,36
112264,36
112265,64
112266,65
112267,72
112268,73
112269,72
112270,72
112271,70
112272,38
112273,106
112274,94
112275,67
112276,38
112277,77
112278,156
112279,78
112280,95
112281,72
112282,37
112283,65
112284,50
112285,116
112286,64
112287,36
112288,84
112289,83
112290,138
112291,115
112292,77
112293,178
112294,103
112295,95
112296,75
112297,71
112298,2230
112299,118
112300,86
112301,2302
112302,70
112303,65
112304,64
112305,65
112306,64
112307,102
112308,65
112309,63
112310,63
112311,62
112312,62
112313,62
112314,61
112315,61
112316,62
112317,63
112318,63
112319,63
112320,63
112321,66
112322,68
112323,66
112324,70
112325,82
112326,88
112327,68
112328,71
112329,68
112330,70
112765,447
112766,443
112767,588
112768,614
112769,62
112770,41
112771,47
112772,52
112773,40
112774,41
112775,45
112776,41
112777,49
112778,46
112779,114
112780,680
112781,621
112782,655
112783,507
112784,278
112785,138
112786,852
112787,881
112788,376
112789,68
112790,66
112791,127
112792,29
112793,28
112794,26
112795,28
112796,35
112797,29
112798,28
112799,28
112800,28
112801,29
112802,33
112803,33
112804,34
112805,34
112806,34
112807,34
112808,34
112809,34
112810,34
112811,34
112812,34
112813,34
112814,34
112815,34
112816,34
112817,34
112818,34
112819,34
112820,34
112821,38
112822,41
112823,60
112824,997
112825,441
112826,1003
112827,301
112828,33
112829,218
112830,854
112831,697
112832,604
112840,914
112841,749
112842,68
112843,59
112844,57
112845,58
112846,59
112847,58
112848,58
112849,58
112850,58
112851,58
112852,58
112853,58
112854,58
112855,58
112856,58
112857,58
112858,59
112859,58
112860,58
112861,52
112862,52
112863,43
112864,124
112865,1084
112866,1057
112867,1025
112868,390
112869,95
112870,118
112871,42
112872,42
112873,77
112874,320
112875,845
112876,757
112877,825
112878,755
112880,789
112881,289
112882,483
112883,394
112884,355
112885,759
112886,785
112887,764
112899,1835
112900,2181
112901,321
112902,127
112903,129
112904,107
112905,94
112906,96
112907,96
112908,97
112909,419
112910,2153
112911,127
112912,106
112913,2181
112914,2070
112915,2199
112916,330
112917,186
112918,434
112919,2277
112920,1938
112921,1993
112922,1620
112923,2355
112924,2417
112925,2430
112926,2067
112927,1596
112928,1844
112929,2243
112930,1977
112931,1872
112932,2377
112933,36
112934,32
112935,32
112936,31
112937,37
112938,36
112939,70
112940,37
112941,67
112942,77
112943,78
112944,78
112945,77
112946,78
112947,75
112948,76
112949,94
112950,93
112951,90
112952,77
112953,82
112954,81
112955,75
112956,39
112957,44
112958,47
112959,45
112960,60
112961,61
112962,50
112963,101
112964,79
112965,93
112966,54
112967,95
112968,94
112969,74
112970,77
112971,80
112972,75
112973,38
112974,100
112975,126
112976,75
112977,73
112978,75
112979,75
112980,75
112981,66
112982,37
112983,37
112984,37
112985,37
112986,37
112987,37
112988,74
112989,73
112990,72
112991,65
112992,66
112993,85
112994,69
112995,38
112996,70
112997,40
112998,38
112999,71
113000,72
113001,65
113002,66
113003,91
113004,205
113005,2669
113006,124
113007,92
113008,74
113009,90
113010,146
113011,2673
113012,2414
113013,92
113014,751
113015,657
113016,157
113017,82
113018,86
113019,84
113020,91
113021,93
113022,67
113023,70
113024,65
113025,64
113026,65
113027,65
113028,66
113029,66
113030,65
113031,64
113032,65
113033,65
113034,64
113035,64
113036,65
113037,65
113038,65
113039,63
113040,64
113041,66
113042,66
113043,68
113044,70
113045,69
113046,69
113047,68
113048,68
113049,68
113050,72
113487,149
113488,649
113489,62
113490,31
113491,29
113492,51
113493,47
113494,110
113495,660
113496,673
113497,648
113498,654
113499,621
113500,595
113503,241
113504,202
113505,48
113506,110
113507,122
113508,29
113509,22
113510,33
113511,35
113512,32
113513,28
113514,29
113515,34
113516,30
113517,34
113518,32
113519,28
113520,31
113521,33
113522,32
113523,34
113524,34
113525,34
113526,34
113527,34
113528,34
113529,34
113530,34
113531,34
113532,34
113533,34
113534,34
113535,34
113536,34
113537,34
113538,34
113539,34
113540,34
113541,37
113542,42
113543,67
113544,104
113545,1017
113546,1014
113547,139
113548,48
113549,80
113550,771
113551,790
113552,411
113560,898
113561,1233
113562,107
113563,57
113564,57
113565,57
113566,60
113567,58
113568,58
113569,58
113570,58
113571,58
113572,58
113573,58
113574,58
113575,58
113576,58
113577,58
113578,59
113579,58
113580,58
113581,52
113582,52
113583,42
113584,101
113585,1071
113586,1082
113587,1014
113588,1014
113589,56
113590,39
113591,38
113592,43
113593,79
113594,235
113595,877
113596,736
113597,781
113598,810
113600,802
113601,233
113602,377
113603,396
113604,349
113605,418
113606,775
113607,788
113608,778
113617,1592
113618,1672
113619,1754
113620,2118
113621,429
113622,170
113623,135
113624,109
113625,95
113626,96
113627,96
113628,108
113629,2211
113630,2167
113631,787
113632,148
113633,2180
113634,1975
113635,2122
113636,697
113637,234
113638,862
113639,2250
113640,706
113641,620
113642,2069
113643,2299
113644,1518
113645,2223
113646,1759
113647,2089
113648,2028
113649,2400
113650,1909
113651,2217
113652,2358
113653,63
113654,32
113655,31
113656,33
113657,36
113658,34
113659,67
113660,76
113661,77
113662,78
113663,78
113664,79
113665,79
113666,78
113667,78
113668,78
113669,97
113670,102
113671,95
113672,83
113673,82
113674,82
113675,76
113676,49
113677,67
113678,103
113679,222
113680,60
113681,59
113682,48
113683,92
113684,38
113685,35
113686,35
113687,37
113688,86
113689,91
113690,117
113691,104
113692,96
113693,97
113694,101
113695,93
113696,42
113697,71
113698,83
113699,73
113700,72
113701,37
113702,37
113703,37
113704,65
113705,37
113706,37
113707,66
113708,73
113709,73
113710,74
113711,38
113712,74
113713,85
113714,127
113715,54
113716,69
113717,38
113718,40
113719,95
113720,38
113721,106
113722,80
113723,87
113724,118
113725,2652
113726,124
113727,78
113728,91
113729,85
113730,79
113731,246
113732,221
113733,2353
113734,2622
113735,2592
113736,2299
113737,85
113738,80
113739,114
113740,2639
113741,167
113742,72
113743,77
113744,68
113745,64
113746,65
113747,65
113748,65
113749,66
113750,66
113751,65
113752,65
113753,65
113754,65
113755,65
113756,64
113757,65
113758,64
113759,64
113760,64
113761,68
113762,68
113763,70
113764,70
113765,70
113766,70
113767,72
113768,70
113769,71
113770,75
114208,598
114209,694
114210,239
114211,642
114212,628
114213,654
114214,631
114215,545
114223,286
114224,251
114225,35
114226,16
114227,24
114228,23
114229,24
114230,28
114231,32
114232,73
114233,30
114234,34
114235,31
114236,34
114237,41
114238,36
114239,34
114240,34
114241,35
114242,34
114243,34
114244,33
114245,33
114246,33
114247,34
114248,34
114249,34
114250,34
114251,34
114252,34
114253,34
114254,34
114255,34
114256,34
114257,33
114258,33
114259,35
114260,35
114261,38
114262,38
114263,54
114264,72
114265,1021
114266,1000
114267,73
114268,982
114269,36
114270,48
114271,875
114272,625
114273,742
114280,884
114281,1116
114282,171
114283,56
114284,56
114285,57
114286,60
114287,60
114288,60
114289,61
114290,61
114291,61
114292,61
114293,61
114294,61
114295,61
114296,61
114297,60
114298,60
114299,55
114300,55
114301,58
114302,53
114303,44
114304,107
114305,1150
114306,1146
114307,130
114308,215
114309,45
114310,43
114311,46
114312,50
114313,104
114314,218
114315,434
114316,746
114317,750
114318,749
114319,902
114320,908
114321,439
114322,428
114323,295
114324,292
114325,427
114326,644
114327,784
114328,788
114329,884
114334,670
114335,1185
114336,1507
114337,1776
114338,1572
114339,1948
114340,703
114341,481
114342,210
114343,166
114344,108
114345,103
114346,128
114347,117
114348,132
114349,2195
114350,2179
114351,829
114352,2111
114353,2182
114354,2012
114355,2221
114356,871
114357,490
114358,2103
114359,2060
114360,480
114361,541
114362,685
114363,2391
114364,2413
114365,2289
114366,1974
114367,1887
114368,1901
114369,2407
114370,2081
114371,2406
114372,2188
114373,2258
114374,37
114375,40
114376,42
114377,67
114378,70
114379,70
114380,76
114381,76
114382,79
114383,81
114384,84
114385,82
114386,82
114387,82
114388,79
114389,85
114390,191
114391,93
114392,90
114393,81
114394,83
114395,80
114396,84
114397,99
114398,71
114399,82
114400,50
114401,98
114402,51
114403,77
114404,77
114405,78
114406,67
114407,75
114408,80
114409,89
114410,94
114411,101
114412,92
114413,84
114414,93
114415,67
114416,54
114417,103
114418,92
114419,74
114420,73
114421,37
114422,73
114423,74
114424,75
114425,74
114426,74
114427,75
114428,76
114429,75
114430,75
114431,75
114432,82
114433,76
114434,102
114435,93
114436,74
114437,38
114438,41
114439,66
114440,76
114441,126
114442,138
114443,122
114444,127
114445,100
114446,126
114447,81
114448,80
114449,82
114450,80
114451,81
114452,81
114453,121
114454,142
114455,95
114456,94
114457,85
114458,81
114459,90
114460,502
114461,486
114462,96
114463,79
114464,74
114465,74
114466,72
114467,69
114468,72
114469,69
114470,69
114471,66
114472,66
114473,67
114474,66
114475,83
114476,68
114477,71
114478,71
114479,69
114480,69
114481,67
114482,68
114483,69
114484,70
114485,68
114486,68
114487,71
114488,68
114489,68
114490,72
114929,581
114930,565
114931,449
114942,543
114943,702
114944,252
114945,47
114946,21
114947,23
114948,23
114949,25
114950,27
114951,32
114952,61
114953,163
114954,35
114955,41
114956,77
114957,64
114958,40
114959,36
114960,35
114961,35
114962,34
114963,34
114964,33
114965,33
114966,33
114967,33
114968,33
114969,33
114970,33
114971,34
114972,34
114973,34
114974,34
114975,34
114976,33
114977,33
114978,33
114979,34
114980,34
114981,38
114982,39
114983,42
114984,62
114985,1032
114986,81
114987,74
114988,1000
114989,32
114990,29
114991,108
114992,756
114993,765
114999,952
115000,698
115001,1050
115002,869
115003,65
115004,57
115005,57
115006,59
115007,59
115008,59
115009,60
115010,60
115011,61
115012,61
115013,61
115014,61
115015,61
115016,61
115017,60
115018,60
115019,55
115020,55
115021,53
115022,53
115023,44
115024,130
115025,1139
115026,1138
115027,89
115028,86
115029,43
115030,63
115031,59
115032,50
115033,178
115034,247
115035,264
115036,755
115037,725
115038,675
115039,875
115040,888
115041,849
115042,479
115043,290
115044,287
115045,426
115046,750
115047,722
115048,886
115049,887
115050,861
115051,1359
115053,668
115054,1502
115055,1407
115056,1401
115057,1512
115058,1624
115059,1911
115060,1403
115061,352
115062,364
115063,243
115064,120
115065,152
115066,175
115067,164
115068,1448
115069,2184
115070,2178
115071,844
115072,491
115073,339
115074,1026
115075,223
115076,212
115077,626
115078,2134
115079,1968
115080,2300
115081,2261
115082,790
115083,462
115084,2435
115085,2356
115086,1425
115087,2112
115088,2200
115089,1693
115090,2233
115091,2457
115092,2193
115093,2332
115094,78
115095,77
115096,73
115097,78
115098,76
115099,77
115100,76
115101,77
115102,79
115103,79
115104,82
115105,81
115106,84
115107,84
115108,87
115109,85
115110,112
115111,97
115112,96
115113,84
115114,81
115115,81
115116,93
115117,192
115118,97
115119,95
115120,2297
115121,216
115122,159
115123,92
115124,93
115125,87
115126,80
115127,79
115128,80
115129,95
115130,128
115131,134
115132,125
115133,81
115134,86
115135,81
115136,80
115137,134
115138,92
115139,74
115140,74
115141,74
115142,74
115143,76
115144,76
115145,76
115146,75
115147,75
115148,76
115149,76
115150,76
115151,76
115152,82
115153,95
115154,126
115155,76
115156,76
115157,75
115158,75
115159,75
115160,93
115161,107
115162,137
115163,94
115164,113
115165,175
115166,214
115167,165
115168,99
115169,92
115170,88
115171,82
115172,2276
115173,2313
115174,96
115175,89
115176,80
115177,81
115178,258
115179,2355
115180,2386
115181,2343
115182,757
115183,101
115184,74
115185,74
115186,73
115187,73
115188,73
115189,69
115190,69
115191,68
115192,70
115193,67
115194,71
115195,69
115196,73
115197,72
115198,100
115199,69
115200,69
115201,78
115202,78
115203,79
115204,78
115205,81
115206,82
115207,81
115208,83
115209,74
115210,74
115662,708
115663,776
115664,159
115665,46
115666,27
115667,27
115668,26
115669,27
115670,27
115671,28
115672,35
115673,32
115674,42
115675,43
115676,62
115677,45
115678,44
115679,39
115680,38
115681,37
115682,35
115683,36
115684,36
115685,34
115686,34
115687,34
115688,34
115689,34
115690,34
115691,34
115692,34
115693,34
115694,34
115695,35
115696,35
115697,34
115698,34
115699,35
115700,35
115701,36
115702,39
115703,42
115704,47
115705,75
115706,66
115707,102
115708,55
115709,32
115710,39
115711,30
115712,758
115713,729
115718,1007
115719,1180
115720,911
115721,1142
115722,1170
115723,143
115724,61
115725,61
115726,61
115727,61
115728,61
115729,61
115730,61
115731,62
115732,62
115733,62
115734,63
115735,62
115736,62
115737,62
115738,62
115739,58
115740,58
115741,56
115742,56
115743,51
115744,111
115745,148
115746,345
115747,148
115748,69
115749,65
115750,86
115751,83
115752,67
115753,215
115754,222
115755,647
115756,1046
115757,1069
115758,974
115759,1000
115760,896
115761,956
115762,541
115763,428
115764,287
115765,459
115766,866
115767,818
115768,755
115769,804
115770,861
115771,1269
115772,622
115773,946
115774,641
115775,1209
115776,1293
115777,1536
115778,1711
115779,1483
115780,359
115781,177
115782,122
115783,133
115784,173
115785,172
115786,2173
115787,2156
115788,166
115789,2158
115790,2171
115791,374
115792,1545
115793,338
115794,490
115795,176
115796,649
115797,2274
115798,2220
115799,2378
115800,653
115801,344
115802,255
115803,2509
115804,435
115805,2533
115806,2429
115807,2274
115808,2369
115809,2442
115810,2545
115811,2543
115812,2272
115813,2642
115814,99
115815,38
115816,39
115817,68
115818,71
115819,77
115820,77
115821,77
115822,79
115823,78
115824,79
115825,81
115826,83
115827,92
115828,90
115829,103
115830,133
115831,132
115832,94
115833,97
115834,83
115835,95
115836,134
115837,2301
115838,94
115839,135
115840,2344
115841,385
115842,1051
115843,132
115844,133
115845,112
115846,99
115847,82
115848,85
115849,86
115850,112
115851,113
115852,101
115853,99
115854,106
115855,99
115856,132
115857,160
115858,133
115859,83
115860,84
115861,80
115862,77
115863,83
115864,78
115865,77
115866,77
115867,77
115868,77
115869,77
115870,78
115871,78
115872,80
115873,99
115874,97
115875,76
115876,82
115877,78
115878,77
115879,80
115880,89
115881,315
115882,2277
115883,2321
115884,98
115885,173
115886,133
115887,100
115888,81
115889,92
115890,82
115891,81
115892,95
115893,119
115894,95
115895,105
115896,98
115897,83
115898,134
115899,2360
115900,2449
115901,2354
115902,97
115903,82
115904,80
115905,77
115906,77
115907,77
115908,77
115909,77
115910,77
115911,78
115912,80
115913,77
115914,81
115915,78
115916,76
115917,76
115918,82
115919,79
115920,79
115921,79
115922,79
115923,79
115924,79
115925,78
115926,82
115927,80
115928,85
115929,77
115930,77
116382,800
116383,171
116384,63
116385,25
116386,24
116387,33
116388,33
116389,26
116390,28
116391,28
116392,31
116393,32
116394,36
116395,43
116396,67
116397,58
116398,44
116399,39
116400,38
116401,38
116402,38
116403,36
116404,35
116405,35
116406,35
116407,34
116408,34
116409,34
116410,34
116411,34
116412,34
116413,34
116414,34
116415,34
116416,34
116417,34
116418,34
116419,34
116420,35
116421,36
116422,37
116423,41
116424,47
116425,64
116426,68
116427,73
116428,72
116429,37
116430,55
116431,41
116432,198
116433,614
116434,736
116437,963
116438,906
116439,837
116440,882
116441,1135
116442,1301
116443,1389
116444,63
116445,61
116446,61
116447,61
116448,61
116449,61
116450,61
116451,61
116452,61
116453,61
116454,61
116455,61
116456,62
116457,62
116458,62
116459,58
116460,64
116461,67
116462,67
116463,51
116464,100
116465,190
116466,1203
116467,186
116468,81
116469,70
116470,95
116471,65
116472,86
116473,211
116474,187
116475,651
116476,1083
116477,1014
116479,928
116480,971
116481,972
116482,602
116483,483
116484,310
116485,283
116486,455
116487,839
116488,805
116489,679
116490,878
116491,1151
116492,1156
116493,819
116494,1286
116495,1021
116496,864
116497,1151
116498,1839
116499,843
116500,193
116501,171
116502,172
116503,195
116504,533
116505,435
116506,343
116507,196
116508,2138
116509,486
116510,199
116511,994
116512,644
116513,239
116514,237
116515,817
116516,2291
116517,2192
116518,2363
116519,195
116520,621
116521,797
116522,2428
116523,199
116524,97
116525,145
116526,2463
116527,2390
116528,2426
116529,199
116530,2580
116531,2537
116532,2455
116533,2620
116534,119
116535,36
116536,37
116537,39
116538,71
116539,68
116540,77
116541,75
116542,78
116543,80
116544,80
116545,83
116546,97
116547,92
116548,88
116549,113
116550,166
116551,101
116552,101
116553,125
116554,100
116555,100
116556,235
116557,2315
116558,99
116559,129
116560,132
116561,149
116562,162
116563,216
116564,226
116565,147
116566,125
116567,100
116568,88
116569,88
116570,101
116571,566
116572,114
116573,122
116574,107
116575,94
116576,138
116577,2488
116578,115
116579,106
116580,127
116581,1064
116582,98
116583,85
116584,93
116585,98
116586,85
116587,78
116588,78
116589,78
116590,78
116591,78
116592,78
116593,79
116594,82
116595,80
116596,80
116597,85
116598,81
116599,82
116600,82
116601,83
116602,102
116603,102
116604,106
116605,115
116606,84
116607,92
116608,80
116609,81
116610,84
116611,118
116612,2614
116613,272
116614,2574
116615,2651
116616,2651
116617,99
116618,84
116619,106
116620,2446
116621,2425
116622,102
116623,102
116624,85
116625,77
116626,77
116627,78
116628,80
116629,80
116630,80
116631,77
116632,81
116633,80
116634,82
116635,139
116636,99
116637,76
116638,79
116639,81
116640,81
116641,82
116642,81
116643,82
116644,83
116645,83
116646,82
116647,82
116648,86
116649,83
116650,83
117101,723
117102,916
117103,81
117104,23
117105,20
117106,19
117107,23
117108,25
117109,26
117110,27
117111,27
117112,32
117113,32
117114,34
117115,37
117116,46
117117,45
117118,48
117119,40
117120,37
117121,39
117122,39
117123,36
117124,36
117125,36
117126,35
117127,35
117128,34
117129,35
117130,34
117131,34
117132,34
117133,34
117134,34
117135,34
117136,34
117137,35
117138,34
117139,34
117140,35
117141,36
117142,37
117143,38
117144,41
117145,61
117146,66
117147,84
117148,59
117149,30
117150,29
117151,42
117152,140
117153,391
117154,696
117157,714
117158,917
117159,977
117160,954
117163,1388
117164,433
117165,62
117166,61
117167,61
117168,61
117169,61
117170,61
117171,61
117172,61
117173,61
117174,61
117175,61
117176,62
117177,62
117178,63
117179,61
117180,63
117181,67
117182,59
117183,56
117184,78
117185,155
117186,1251
117187,1210
117188,1240
117189,71
117190,101
117191,72
117192,115
117193,200
117194,169
117195,288
117196,1044
117197,979
117200,981
117201,976
117202,881
117203,533
117204,470
117205,315
117206,350
117207,578
117208,642
117209,896
117210,642
117211,1093
117212,1311
117213,1450
117214,1473
117215,1261
117216,1097
117217,1557
117218,1049
117219,829
117220,421
117221,235
117222,230
117223,218
117224,2158
117225,2183
117226,2144
117227,182
117228,2151
117229,2050
117230,1028
117231,343
117232,223
117233,280
117234,518
117235,2299
117236,2037
117237,2212
117238,147
117239,132
117240,2317
117241,2431
117242,183
117243,144
117244,94
117245,102
117246,459
117247,2314
117248,2433
117249,2453
117250,2591
117251,2155
117253,2544
117254,455
117255,38
117256,38
117257,39
117258,69
117259,71
117260,69
117261,39
