am_sid,lim,sciname,reviewed
Fis-33925,e_lim,Diaphus suborbitalis,null
Fis-33939,e_lim,Peristedion liorhynchus,null
Fis-33940,e_lim,Pterygotrigla ryukyuensis,null
Fis-33966,e_lim,Cepola schlegelii,null
Fis-33967,e_lim,Owstonia totomiensis,null
Fis-33986,e_lim,Champsodon longipinnis,null
Fis-33987,e_lim,Bembrops curvatura,null
Fis-33989,e_lim,Chrionema chlorotaenia,null
Fis-33998,e_lim,Pseudorhombus dupliciocellatus,null
Fis-34010,e_lim,Pseudochromis quinquedentatus,null
Fis-34013,e_lim,Upeneus luzonius,null
Fis-34014,e_lim,Platax batavianus,null
Fis-34015,e_lim,Uranoscopus cognatus,null
Fis-34019,e_lim,Torquigener hicksi,null
Fis-34021,e_lim,Torquigener parcuspinus,null
Fis-34032,e_lim,Halimochirurgus centriscoides,null
Fis-34033,e_lim,Macrorhamphosodes platycheilus,null
Fis-34035,e_lim,Uranoscopus kaianus,null
Fis-34036,e_lim,Hoplichthys regani,null
Fis-34039,e_lim,Poecilopsetta colorata,null
Fis-34040,e_lim,Poecilopsetta praelonga,null
Fis-34043,e_lim,Laeops guentheri,null
Fis-34064,e_lim,Neomerinthe rotunda,null
Fis-34065,e_lim,Neomerinthe procurva,null
Fis-34066,e_lim,Antigonia malayana,null
Fis-34070,e_lim,Halieutaea coccinea,null
Fis-34071,e_lim,Hypopleuron caninum,null
Fis-34072,e_lim,Neobythites longipes,null
Fis-34073,e_lim,Neobythites macrops,null
Fis-34100,e_lim,Neobythites malayanus,null
Fis-34108,e_lim,Chlorophthalmus nigromarginatus,null
Fis-34111,e_lim,Synodus oculeus,null
Fis-34112,e_lim,Synodus macrocephalus,null
Fis-34117,e_lim,Gymnothorax cribroris,null
Fis-34126,e_lim,Minous coccineus,null
Fis-34129,e_lim,Lumiconger arafura,null
Fis-34131,e_lim,Synodus sageneus,null
Fis-34132,e_lim,Harpadon translucens,null
Fis-34144,e_lim,Minous versicolor,null
Fis-34148,e_lim,Selenanthias analis,null
Fis-34150,e_lim,Lepidotrigla argus,null
Fis-34156,e_lim,Platycephalus endrachtensis,null
Fis-34159,e_lim,Dactyloptena papilio,null
Fis-34161,e_lim,Glaucosoma buergeri,null
Fis-34171,e_lim,Upeneus asymmetricus,null
Fis-34182,e_lim,Chaetodontoplus meredithi,null
Fis-34183,e_lim,Choerodon vitta,null
Fis-34221,e_lim,Callionymus moretonensis,null
Fis-34238,e_lim,Callionymus grossi,null
Fis-34245,e_lim,Pseudorhombus diplospilus,null
Fis-34257,e_lim,Psammodiscus ocellatus,null
Fis-34258,e_lim,Phyllichthys punctatus,null
Fis-34263,e_lim,Eubalichthys caeruleoguttatus,null
Fis-34404,e_lim,Torquigener pallimaculatus,null
Fis-34415,e_lim,Laeops parviceps,null
Fis-34428,e_lim,Coradion altivelis,null
Fis-34447,e_lim,Paraploactis pulvinus,null
Fis-34717,e_lim,Urolophus flavomosaicus,null
Fis-34721,e_lim,Pleurosicya elongata,null
Fis-34755,e_lim,Lepidotrigla grandis,null
Fis-34763,e_lim,Arnoglossus waitei,null
Fis-34765,e_lim,Cynoglossus macrophthalmus,null
Fis-34766,e_lim,Pseudomonacanthus elongatus,null
Fis-34767,e_lim,Thamnaconus hypargyreus,null
Fis-34769,e_lim,Physiculus roseus,null
Fis-34772,e_lim,Scorpaenodes smithi,null
Fis-34882,e_lim,Lepidotrigla calodactyla,null
Fis-34883,e_lim,Callionymus limiceps,null
Fis-34924,e_lim,Malakichthys griseus,null
Fis-34946,e_lim,Samariscus nielseni,null
Fis-34974,e_lim,Austronibea oedogenys,null
Fis-35202,e_lim,Pomacentrus caeruleus,null
Fis-35207,e_lim,Pomacentrus littoralis,null
Fis-35209,e_lim,Pomacentrus melanochir,null
Fis-35210,e_lim,Pomacentrus milleri,null
Fis-35219,e_lim,Pomacentrus trilineatus,null
Fis-35245,e_lim,Neobythites purus,null
Fis-35246,e_lim,Lioscorpius longiceps,null
Fis-35247,e_lim,Scorpaena izensis,null
Fis-35248,e_lim,Scorpaena neglecta,null
Fis-35249,e_lim,Scorpaenopsis neglecta,null
Fis-35250,e_lim,Kanekonia queenslandica,null
Fis-35254,e_lim,Callionymus sublaevis,null
Fis-35255,e_lim,Arnoglossus elongatus,null
Fis-35256,e_lim,Arnoglossus japonicus,null
Fis-35265,e_lim,Himantura jenkinsii,null
Fis-35270,e_lim,Valenciennea alleni,null
Fis-35273,e_lim,Valenciennea limicola,null
Fis-35276,e_lim,Valenciennea randalli,null
Fis-35281,e_lim,Prionurus maculatus,null
Fis-35286,e_lim,Ecsenius aequalis,null
Fis-35292,e_lim,Ecsenius trilineatus,null
Fis-35318,e_lim,Amblyeleotris ogasawarensis,null
Fis-35320,e_lim,Gorgasia preclara,null
Fis-35326,e_lim,Macropharyngodon ornatus,null
Fis-35375,e_lim,Assessor macneilli,null
Fis-35377,e_lim,Canthigaster tyleri,null
Fis-35382,e_lim,Fusigobius longispinus,null
Fis-35398,e_lim,Luzonichthys williamsi,null
Fis-35400,e_lim,Cheilodipterus intermedius,null
Fis-35409,e_lim,Rhinopias aphanes,null
Fis-35413,e_lim,Pempheris analis,null
Fis-35426,e_lim,Atrobucca brevis,null
Fis-35436,e_lim,Rogadius patriciae,null
Fis-35444,e_lim,Sphyraena pinguis,null
Fis-35453,e_lim,Cirrhilabrus laboutei,null
Fis-35454,e_lim,Cirrhilabrus lineatus,null
Fis-35456,e_lim,Coris aurilineata,null
Fis-35458,e_lim,Hapalogenys kishinouyei,null
Fis-35465,e_lim,Ecsenius schroederi,null
Fis-35467,e_lim,Arothron caeruleopunctatus,null
Fis-35479,e_lim,Paraplagusia longirostris,null
Fis-35480,e_lim,Johnius laevis,null
Fis-35481,e_lim,Hippocampus angustus,null
Fis-35495,e_lim,Conger verreauxi,null
Fis-35500,e_lim,Macropharyngodon kuiteri,null
Fis-35506,e_lim,Pseudolabrus guentheri,null
Fis-35569,e_lim,Parapercis snyderi,null
Fis-35624,e_lim,Meiacanthus luteus,null
Fis-35625,e_lim,Petroscirtes fallax,null
Fis-35630,e_lim,Ecsenius mandibularis,null
Fis-35631,e_lim,Ecsenius stictus,null
Fis-35638,e_lim,Cantheschenia grandisquamis,null
Fis-35694,e_lim,Halosaurus pectoralis,null
Fis-35819,e_lim,Hoplichthys haswelli,null
Fis-35827,e_lim,Scarus ferrugineus,null
Fis-35850,e_lim,Plectranthias wheeleri,null
Fis-35874,e_lim,Lophonectes gallus,null
Fis-35896,e_lim,Nansenia ardesiaca,null
Fis-35910,e_lim,Siphamia cuneiceps,null
Fis-35912,e_lim,Siphamia tubulata,null
Fis-35921,e_lim,Assessor flavissimus,null
Fis-35922,e_lim,Branchiostegus wardi,null
Fis-35925,e_lim,Paraplesiops poweri,null
Fis-35926,e_lim,Plesiops cephalotaenia,null
Fis-35934,e_lim,Pseudochromis flammicauda,null
Fis-35947,e_lim,Chelidoperca margaritifera,null
Fis-35957,e_lim,Plectranthias megalophthalmus,null
Fis-35959,e_lim,Craterocephalus capreoli,null
Fis-35969,e_lim,Hoplichthys filamentosus,null
Fis-35970,e_lim,Hoplichthys ogilbyi,null
Fis-35975,e_lim,Plagiopsetta glossa,null
Fis-35979,e_lim,Samariscus sunieri,null
Fis-3828,e_lim,Siganus canaliculatus,null
Fis-4408,e_lim,Ostorhinchus fleurieu,null
Fis-46919,e_lim,Tripodichthys angustifrons,null
Fis-46954,e_lim,Branchiostegus serratus,null
Fis-47000,e_lim,Johnius australis,null
Fis-47014,e_lim,Paraheminodus murrayi,null
Fis-47016,e_lim,Pterygotrigla tagala,null
Fis-47018,e_lim,Pterygotrigla multiocellata,null
Fis-47020,e_lim,Pterygotrigla macrorhynchus,null
Fis-47022,e_lim,Thysanophrys celebica,null
Fis-47036,e_lim,Pterygotrigla megalops,null
Fis-47050,e_lim,Pterygotrigla hoplites,null
Fis-47056,e_lim,Johnius weberi,null
Fis-47096,e_lim,Craterocephalus mugiloides,null
Fis-47124,e_lim,Pseudorhombus tenuirastrum,null
Fis-47151,e_lim,Ostracion rhinorhynchos,null
Fis-47217,e_lim,Solenostomus armatus,null
Fis-47228,e_lim,Callanthias australis,null
Fis-47238,e_lim,Centroberyx druzhinini,null
Fis-47245,e_lim,Cheilopogon abei,null
Fis-47246,e_lim,Cheilopogon arcticeps,null
Fis-47256,e_lim,Alepes apercna,null
Fis-47304,e_lim,Cheilopogon intermedius,null
Fis-47307,e_lim,Cheilopogon katoptron,null
Fis-47319,e_lim,Hydrolagus lemures,null
Fis-47321,e_lim,Cypselurus hexazona,null
Fis-47323,e_lim,Cypselurus oligolepis,null
Fis-47340,e_lim,Prognichthys brevipinnis,null
Fis-47341,e_lim,Rhynchobatus australiae,null
Fis-47352,e_lim,Dasyatis microps,null
Fis-47368,e_lim,Gymnura australis,null
Fis-47408,e_lim,Johnius novaeguineae,null
Fis-47427,e_lim,Narcine lingula,null
Fis-47443,e_lim,Hypoatherina tropicalis,null
Fis-47444,e_lim,Hypoatherina valenciennei,null
Fis-47488,e_lim,Himantura gerrardi,null
Fis-47495,e_lim,Himantura toshi,null
Fis-47536,e_lim,Arnoglossus brunneus,null
Fis-47537,e_lim,Arnoglossus fisoni,null
Fis-47541,e_lim,Arnoglossus tenuis,null
Fis-47545,e_lim,Iso rhothophilus,null
Fis-47559,e_lim,Engyprosopon bellonaensis,null
Fis-47560,e_lim,Engyprosopon bleekeri,null
Fis-47567,e_lim,Engyprosopon latifrons,null
Fis-47574,e_lim,Laeops clarus,null
Fis-47575,e_lim,Japonolaeops dentatus,null
Fis-47581,e_lim,Engyprosopon xystrias,null
Fis-47582,e_lim,Engyprosopon septempes,null
Fis-47585,e_lim,Engyprosopon longipterum,null
Fis-47589,e_lim,Tosarhombus neocaledonicus,null
Fis-47655,e_lim,Trachichthys australis,null
Fis-47779,e_lim,Hoplostethus metallicus,null
Fis-47804,e_lim,Diretmoides veriginae,null
Fis-47835,e_lim,Carcharhinus tilstoni,null
Fis-47943,e_lim,Brachypterois serrulata,null
Fis-47983,e_lim,Acropoma japonicum,null
Fis-48018,e_lim,Acentrogobius viridipunctatus,null
Fis-48154,e_lim,Gobiodon erythrospilus,null
Fis-48518,e_lim,Bolinichthys pyrsobolus,null
Fis-48951,e_lim,Coryphaenoides microps,null
Fis-48955,e_lim,Coryphaenoides semiscaber,null
Fis-48976,e_lim,Kuronezumia macronema,null
Fis-50114,e_lim,Diaphus malayanus,null
Fis-50124,e_lim,Diaphus nielseni,null
Fis-50131,e_lim,Diaphus thiollierei,null
Fis-50196,e_lim,Epetriodus freddyi,null
Fis-50197,e_lim,Holcomycteronus aequatoris,null
Fis-50244,e_lim,Hyporhamphus neglectus,null
Fis-50245,e_lim,Hyporhamphus neglectissimus,null
Fis-50246,e_lim,Bathypterois guentheri,null
Fis-50255,e_lim,Sphagemacrurus pumiliceps,null
Fis-50286,e_lim,Lepadichthys caritus,null
Fis-50333,e_lim,Acentronura tentaculata,null
Fis-50500,e_lim,Dermatias platynogaster,null
Fis-50647,e_lim,Acentrogobius audax,null
Fis-50701,e_lim,Zenarchopterus buffonis,null
Fis-50703,e_lim,Barbuligobius boehlkei,null
Fis-50715,e_lim,Callogobius flavobrunneus,null
Fis-50719,e_lim,Drombus simulus,null
Fis-50862,e_lim,Zenarchopterus gilli,null
Fis-50864,e_lim,Zenarchopterus rasori,null
Fis-51077,e_lim,Rogadius serratus,null
Fis-51274,e_lim,Brachirus annularis,null
Fis-51782,e_lim,Callionymus enneactis,null
Fis-51802,e_lim,Parioglossus formosus,null
Fis-51806,e_lim,Parioglossus palustris,null
Fis-51807,e_lim,Parioglossus rainfordi,null
Fis-51811,e_lim,Parioglossus taeniatus,null
Fis-51872,e_lim,Paragobiodon modestus,null
Fis-51906,e_lim,Paragobiodon melanosomus,null
Fis-51923,e_lim,Trimma naudei,null
Fis-51969,e_lim,Glossogobius celebius,null
Fis-52083,e_lim,Aseraggodes whitakeri,1
Fis-52095,e_lim,Brachaluteres taylori,null
Fis-52160,e_lim,Rhynchoconger ectenurus,null
Fis-52171,e_lim,Myrophis microchir,null
Fis-52183,e_lim,Xyrias revulsus,null
Fis-52321,e_lim,Narcetes kamoharai,null
Fis-52329,e_lim,Rouleina watasei,null
Fis-52333,e_lim,Xenodermichthys nodulosus,null
Fis-52612,e_lim,Nannocampus pictus,null
Fis-52720,e_lim,Melanostomias pollicifer,null
Fis-52878,e_lim,Myctophum orientale,null
Fis-52905,e_lim,Pleurosicya annandalei,null
Fis-52908,e_lim,Diaphus regani,null
Fis-52926,e_lim,Neoscopelus porosus,null
Fis-53112,e_lim,Trachyrhamphus longirostris,null
Fis-53124,e_lim,Urocampus carinirostris,null
Fis-53210,e_lim,Lotella phycis,null
Fis-53239,e_lim,Laemonema filodorsale,null
Fis-53257,e_lim,Gadomus multifilis,null
Fis-53265,e_lim,Hymenocephalus longiceps,null
Fis-53280,e_lim,Hymenocephalus lethonemus,null
Fis-53289,e_lim,Ventrifossa longibarbata,null
Fis-53290,e_lim,Ventrifossa rhipidodorsalis,null
Fis-53294,e_lim,Nezumia spinosa,null
Fis-53340,e_lim,Coelorinchus smithi,null
Fis-53360,e_lim,Dicrolene tristis,null
Fis-53363,e_lim,Monomitopus pallidus,null
Fis-53388,e_lim,Dibranchus japonicus,null
Fis-53676,e_lim,Crenimugil heterocheilos,null
Fis-53679,e_lim,Acanthurus japonicus,null
Fis-53713,e_lim,Synagrops serratospinosus,null
Fis-53721,e_lim,Synagrops analis,null
Fis-53731,e_lim,Ostracoberyx dorygenys,null
Fis-53790,e_lim,Chelidoperca pleurospilus,null
Fis-53960,e_lim,Stalix histrio,null
Fis-53975,e_lim,Champsodon snyderi,null
Fis-53991,e_lim,Bodianus izuensis,null
Fis-54034,e_lim,Trichonotus filamentosus,null
Fis-54035,e_lim,Trichonotus elegans,null
Fis-54037,e_lim,Helcogramma trigloides,null
Fis-54058,e_lim,Acentrogobius janthinopterus,null
Fis-54060,e_lim,Acentrogobius moloanus,null
Fis-54062,e_lim,Acentrogobius multifasciatus,null
Fis-54098,e_lim,Solegnathus hardwickii,null
Fis-54122,e_lim,Polymetme surugaensis,null
Fis-54154,e_lim,Myersina macrostoma,null
Fis-54155,e_lim,Myersina nigrivirgata,null
Fis-54161,e_lim,Vanderhorstia mertensi,null
Fis-54172,e_lim,Callogobius snelliusi,null
Fis-54180,e_lim,Gobiopsis aporia,null
Fis-54182,e_lim,Gobiopsis quinquecincta,null
Fis-54194,e_lim,Parachaeturichthys polynema,null
Fis-54217,e_lim,Bathygobius petrophilus,null
Fis-54292,e_lim,Apogon unicolor,null
Fis-54493,e_lim,Eptatretus cirrhatus,null
Fis-54504,e_lim,Laeops cypho,null
Fis-54507,e_lim,Symphurus septemstriatus,null
Fis-54510,e_lim,Pteroidichthys amboinensis,null
Fis-54518,e_lim,Samariscus longimanus,null
Fis-54525,e_lim,Paraploactis kagoshimensis,null
Fis-54710,e_lim,Lepidotrigla abyssalis,null
Fis-54724,e_lim,Peristedion nierstraszi,null
Fis-54769,e_lim,Dactyloptena gilberti,null
Fis-54854,e_lim,Aseraggodes dubius,null
Fis-54864,e_lim,Torpedo macneilli,null
Fis-54999,e_lim,Lepadichthys frenatus,null
Fis-55019,e_lim,Callionymus formosanus,null
Fis-55068,e_lim,Taeniopsetta ocellata,null
Fis-55078,e_lim,Laeops kitaharae,null
Fis-55102,e_lim,Symphurus orientalis,null
Fis-55104,e_lim,Paratriacanthodes retrospinis,null
Fis-55121,e_lim,Kentrocapros flavofasciatus,null
Fis-55304,e_lim,Symphurus regani,null
Fis-55367,e_lim,Gnathophis umbrellabius,null
Fis-55433,e_lim,Pseudochromis perspicillatus,null
Fis-55482,e_lim,Ogilbyina queenslandiae,null
Fis-55607,e_lim,Polyipnus aquavitus,null
Fis-55615,e_lim,Polyipnus ruggeri,null
Fis-55671,e_lim,Eustomias vitiazi,null
Fis-55982,e_lim,Plectorhinchus obscurus,null
Fis-55986,e_lim,Paraplagusia sinerama,null
Fis-55988,e_lim,Synodus similis,null
Fis-55994,e_lim,Saurida filamentosa,null
Fis-56023,e_lim,Lestrolepis japonica,null
Fis-56053,e_lim,Bolinichthys nikolayi,null
Fis-56289,e_lim,Histiophryne bougainvilli,null
Fis-56387,e_lim,Symphurus woodmasoni,null
Fis-56424,e_lim,Oneirodes sabex,null
Fis-56513,e_lim,Secutor megalolepis,null
Fis-56528,e_lim,Gerres macracanthus,null
Fis-56732,e_lim,Bregmaceros rarisquamosus,null
Fis-56746,e_lim,Glyptophidium japonicum,null
Fis-56747,e_lim,Glyptophidium lucidum,null
Fis-56751,e_lim,Pycnocraspedum squamipinne,null
Fis-56760,e_lim,Dermatopsis macrodon,null
Fis-56764,e_lim,Diancistrus longifilis,null
Fis-56858,e_lim,Cirrhilabrus roseafascia,null
Fis-56926,e_lim,Eleutherochir opercularis,null
Fis-56981,e_lim,Drombus globiceps,null
Fis-57258,e_lim,Istigobius diadema,null
Fis-57266,e_lim,Secutor interruptus,null
Fis-57449,e_lim,Gobiopsis macrostoma,null
Fis-57849,e_lim,Acanthosphex leurynnis,null
Fis-57950,e_lim,Chlorurus strongylocephalus,null
Fis-57982,e_lim,Trimma striatum,null
Fis-58177,e_lim,Oplopomus caninoides,null
Fis-58253,e_lim,Sueviota lachneri,null
Fis-58264,e_lim,Trimma flammeum,null
Fis-58386,e_lim,Mobula eregoodootenkee,null
Fis-58514,e_lim,Chlorurus capistratoides,null
Fis-58524,e_lim,Pseudanthias parvirostris,null
Fis-58808,e_lim,Cryptocentrus caeruleomaculatus,null
Fis-58818,e_lim,Cirrhitichthys guichenoti,null
Fis-58868,e_lim,Diplogrammus xenicus,null
Fis-58937,e_lim,Rhinopias eschmeyeri,null
Fis-58954,e_lim,Pterois russelii,null
Fis-59365,e_lim,Solegnathus dunckeri,null
Fis-59578,e_lim,Myripristis botche,null
Fis-59822,e_lim,Pleurosicya boldinghi,null
Fis-60385,e_lim,Pseudanthias lunulatus,null
Fis-60603,e_lim,Bathyphylax bombifrons,null
Fis-60613,e_lim,Paramonacanthus choirocephalus,null
Fis-60722,e_lim,Plectranthias inermis,null
Fis-60740,e_lim,Plectranthias retrofasciatus,null
Fis-61165,e_lim,Synchiropus moyeri,null
Fis-61171,e_lim,Ophichthus rutidoderma,null
Fis-61382,e_lim,Sphagemacrurus richardi,null
Fis-61498,e_lim,Kumba punctulata,null
Fis-61523,e_lim,Blenniella interrupta,null
Fis-61691,e_lim,Squaliolus aliae,null
Fis-61949,e_lim,Ecsenius pardus,null
Fis-61987,e_lim,Awaous guamensis,null
Fis-61995,e_lim,Ecsenius tessera,null
Fis-62064,e_lim,Gymnothorax angusticauda,null
Fis-62113,e_lim,Paracentropogon longispinis,null
Fis-62134,e_lim,Gymnothorax moluccensis,null
Fis-62148,e_lim,Gymnothorax punctatofasciatus,null
Fis-62174,e_lim,Festucalex gibbsi,null
Fis-62377,e_lim,Valenciennellus carlsbergi,null
Fis-62380,e_lim,Eustomias perplexus,null
Fis-62423,e_lim,Diceratias bispinosus,null
Fis-62437,e_lim,Cheroscorpaena tridactyla,null
Fis-62441,e_lim,Parascorpaena aurita,null
Fis-62464,e_lim,Adventor elongatus,null
Fis-62551,e_lim,Grammatonotus laysanus,1
Fis-62600,e_lim,Pomadasys trifasciatus,null
Fis-62640,e_lim,Norfolkia squamiceps,null
Fis-62710,e_lim,Notograptus guttatus,null
Fis-62716,e_lim,Callionymus keeleyi,null
Fis-62719,e_lim,Callionymus russelli,null
Fis-62751,e_lim,Callogobius clitellus,null
Fis-62758,e_lim,Gobiodon heterospilos,null
Fis-62764,e_lim,Lophogobius bleekeri,null
Fis-62772,e_lim,Trimma hoesei,null
Fis-62779,e_lim,Eleotris acanthopoma,null
Fis-62782,e_lim,Boleophthalmus birdsongi,null
Fis-62815,e_lim,Marilyna darwinii,null
Fis-62819,e_lim,Parioglossus philippinus,null
Fis-62820,e_lim,Tyson belos,null
Fis-62834,e_lim,Ilisha lunula,null
Fis-62836,e_lim,Polyipnus unispinus,null
Fis-62876,e_lim,Chirophryne xenolophus,null
Fis-62923,e_lim,Chelmon muelleri,null
Fis-63658,e_lim,Trachonurus gagates,null
Fis-64631,e_lim,Ocosia apia,null
Fis-6932,e_lim,Ambassis kopsii,null
Fis-8951,e_lim,Anguilla bicolor,null
Fis-9681,e_lim,Malthopsis lutea,null
Fis-9993,e_lim,Dunckerocampus pessuliferus,null
Hex-113,e_lim,Stichodactyla haddoni,null
Hex-147,e_lim,Stichodactyla gigantea,null
Hex-15,e_lim,Heteractis aurora,null
Hex-284,e_lim,Actinodendron arboreum,null
Hex-4330,e_lim,Isactinernus quadrilobatus,null
Hex-89,e_lim,Heteractis crispa,null
ITS-154875,e_lim,Lithacrosiphon maldivensis,null
ITS-174691,e_lim,Pelecanus conspicillatus,null
ITS-174746,e_lim,Phalacrocorax melanoleucos,null
ITS-174748,e_lim,Phalacrocorax niger,null
ITS-174751,e_lim,Phalacrocorax sulcirostris,null
ITS-176816,e_lim,Larus schistisagus,null
ITS-176860,e_lim,Larus novaehollandiae,null
ITS-176861,e_lim,Larus pacificus,null
ITS-176917,e_lim,Sterna sumatrana,null
ITS-176958,e_lim,Chlidonias leucopterus,null
ITS-203449,e_lim,Calonectris leucomelas,null
ITS-551518,e_lim,Parahepomadus vaubani,null
ITS-551588,e_lim,Marsupenaeus japonicus,null
ITS-551593,e_lim,Melicertus plebejus,null
ITS-551603,e_lim,Metapenaeopsis distincta,null
ITS-551610,e_lim,Metapenaeopsis gallensis,null
ITS-551617,e_lim,Metapenaeopsis mannarensis,null
ITS-551632,e_lim,Metapenaeopsis sibogae,null
ITS-551644,e_lim,Metapenaeus anchistus,null
ITS-551654,e_lim,Parapenaeus murrayi,null
ITS-551658,e_lim,Penaeopsis balssi,null
ITS-551659,e_lim,Penaeopsis eduardoi,null
ITS-551660,e_lim,Penaeopsis jerryi,null
ITS-551683,e_lim,Megokris gonospinifer,null
ITS-551684,e_lim,Megokris granulosus,null
ITS-551687,e_lim,Melicertus latisulcatus,null
ITS-551688,e_lim,Metapenaeopsis provocatoria,null
ITS-551710,e_lim,Sicyonia curvirostris,null
ITS-551714,e_lim,Sicyonia fallax,null
ITS-551732,e_lim,Sicyonia truncata,null
ITS-551975,e_lim,Gordonella paravillosa,null
ITS-564690,e_lim,Acanthaxius miyazakiensis,null
ITS-564771,e_lim,Neaxius acanthus,null
ITS-564810,e_lim,Ambiaxius alcocki,null
ITS-612227,e_lim,Anchistus gravieri,null
ITS-612230,e_lim,Anchistus pectinis,null
ITS-612231,e_lim,Paraclimenaeus spinicauda,null
ITS-612259,e_lim,Dasycaris symbiotes,null
ITS-612260,e_lim,Dasycaris zanzibarica,null
ITS-612270,e_lim,Hamodactylus boschmai,null
ITS-612271,e_lim,Hamodactylus noumeae,null
ITS-612327,e_lim,Periclimenaeus arabicus,null
ITS-612330,e_lim,Periclimenaeus bidentatus,null
ITS-612346,e_lim,Periclimenaeus nobilii,null
ITS-612353,e_lim,Periclimenaeus rastrifer,null
ITS-612373,e_lim,Periclimenes affinis,null
ITS-612435,e_lim,Periclimenes hertwigi,null
ITS-612440,e_lim,Periclimenes incertus,null
ITS-612453,e_lim,Periclimenes lanipes,null
ITS-612519,e_lim,Periclimenes venustus,null
ITS-612557,e_lim,Pontoniopsis comanthi,null
ITS-612581,e_lim,Vir philippinensis,null
ITS-612586,e_lim,Anchistus australis,null
ITS-612778,e_lim,Urocaridella urocaridella,null
ITS-620902,e_lim,Solenocera alfonso,null
ITS-656184,e_lim,Megalasma minus,null
ITS-656196,e_lim,Alcockianum alcockianum,null
ITS-656404,e_lim,Metaprotella sandalensis,null
ITS-659848,e_lim,Acanthephyra quadrispinosa,null
ITS-659867,e_lim,Nematocarcinus tenuirostris,null
ITS-659879,e_lim,Stylodactylus discissipes,null
ITS-660020,e_lim,Pontophilus orientalis,null
ITS-660116,e_lim,Polycheles sculptus,null
ITS-660180,e_lim,Lithodes longispina,null
ITS-660222,e_lim,Munida andamanica,null
ITS-660226,e_lim,Eumunida laevimana,null
ITS-89484,e_lim,Annandaleum lambda,null
ITS-89850,e_lim,Eucopia unguiculata,null
ITS-90254,e_lim,Siriella vulgaris,null
ITS-90284,e_lim,Anchialina grossa,null
ITS-95683,e_lim,Metapenaeopsis andamanensis,null
ITS-95696,e_lim,Metapenaeopsis borradailei,null
ITS-95706,e_lim,Metapenaeopsis lamellata,null
ITS-95713,e_lim,Metapenaeopsis mogiensis,null
ITS-95719,e_lim,Metapenaeopsis palmensis,null
ITS-95724,e_lim,Metapenaeopsis philippii,null
ITS-95730,e_lim,Metapenaeopsis toloensis,null
ITS-95742,e_lim,Parapenaeus australiensis,null
ITS-95743,e_lim,Parapenaeus fissurus,null
ITS-95744,e_lim,Parapenaeus investigatoris,null
ITS-95745,e_lim,Parapenaeus lanceolatus,null
ITS-95746,e_lim,Parapenaeus longipes,null
ITS-95747,e_lim,Parapenaeus sextuberculatus,null
ITS-95755,e_lim,Penaeopsis rectacuta,null
ITS-95772,e_lim,Atypopenaeus stenodactylus,null
ITS-95792,e_lim,Metapenaeus bennettae,null
ITS-95799,e_lim,Metapenaeus conjunctus,null
ITS-95800,e_lim,Metapenaeus dalli,null
ITS-95808,e_lim,Metapenaeus eboracensis,null
ITS-95812,e_lim,Metapenaeus endeavouri,null
ITS-95814,e_lim,Metapenaeus ensis,null
ITS-95846,e_lim,Metapenaeus macleayi,null
ITS-95853,e_lim,Metapenaeus moyebi,null
ITS-95861,e_lim,Parapenaeopsis cornuta,null
ITS-95869,e_lim,Parapenaeopsis maxillipedo,null
ITS-95873,e_lim,Parapenaeopsis sculptilis,null
ITS-95878,e_lim,Parapenaeopsis tenella,null
ITS-95884,e_lim,Parapenaeopsis venusta,null
ITS-95994,e_lim,Solenocera choprai,null
ITS-96010,e_lim,Solenocera pectinata,null
ITS-96020,e_lim,Haliporoides sibogae,null
ITS-96047,e_lim,Sicyonia lancifera,null
ITS-96067,e_lim,Aristeus virilis,null
ITS-96655,e_lim,Alpheus spongiarum,null
ITS-97077,e_lim,Heterocarpus tricarinatus,null
ITS-97079,e_lim,Heterocarpus woodmasoni,null
ITS-97088,e_lim,Heterocarpoides levicarina,null
NZ-24244,e_lim,Hypalocrinus naresianus,null
NZ-24281,e_lim,Glyptometra inaequalis,null
NZ-24294,e_lim,Comanthus parvicirrus,null
NZ-5954,e_lim,Acaenosquilla brazieri,null
NZ-7248,e_lim,Stylodactyloides crosnieri,null
NZ-7388,e_lim,Pagurojacquesia polymorpha,null
NZ-7394,e_lim,Porcellanopagurus chiltoni,null
NZ-7397,e_lim,Porcellanopagurus tridentatus,null
Rep-196,e_lim,Acrochordus granulatus,null
Rep-379,e_lim,Aipysurus duboisii,null
Rep-380,e_lim,Aipysurus eydouxii,null
Rep-6233,e_lim,Hydrophis caerulescens,null
Rep-6240,e_lim,Hydrophis czeblukovi,null
Rep-6242,e_lim,Hydrophis elegans,null
SLB-10018,e_lim,Agononida incerta,null
SLB-100404,e_lim,Gonodactyloideus cracens,null
SLB-100443,e_lim,Habromorula biconica,null
SLB-100466,e_lim,Morula anaxeres,null
SLB-100484,e_lim,Odontodactylus cultrifer,null
SLB-100501,e_lim,Clivipollia pulcher,null
SLB-100511,e_lim,Engina zonalis,null
SLB-100570,e_lim,Odontodactylus japonicus,null
SLB-100581,e_lim,Conus arenatus,null
SLB-100583,e_lim,Pyrene punctata,1
SLB-100601,e_lim,Nassarius luridus,null
SLB-100610,e_lim,Conus vitulinus,null
SLB-100621,e_lim,Conus omaria,null
SLB-100648,e_lim,Conus circumactus,null
SLB-100675,e_lim,Oliva carneola,null
