am_sid,lim,sciname,reviewed
Fis-126642,e_lim,Coelorinchus thompsoni,null
Fis-126652,e_lim,Coelorinchus velifer,null
Fis-126683,e_lim,Gadomus introniger,null
Fis-126684,e_lim,Gadomus magnifilis,null
Fis-126732,e_lim,Coryphaenoides dubius,null
Fis-126740,e_lim,Mataeocephalus hyostomus,null
Fis-126746,e_lim,Coryphaenoides asprellus,null
Fis-126914,e_lim,Tosarhombus longimanus,null
Fis-126916,e_lim,Tosarhombus brevis,null
Fis-126922,e_lim,Paraploactis trachyderma,null
Fis-126925,e_lim,Peristrominous dolosus,null
Fis-126971,e_lim,Ambiserrula jugosa,null
Fis-126976,e_lim,Parascorpaena maculipinnis,null
Fis-126978,e_lim,Paracentropogon vespa,null
Fis-127065,e_lim,Hymenocephalus longipes,null
Fis-127067,e_lim,Bathygadus sulcatus,null
Fis-127074,e_lim,Scorpaenopsis furneauxi,null
Fis-127130,e_lim,Echiodon coheni,null
Fis-127145,e_lim,Priolepis nuchifasciata,null
Fis-127148,e_lim,Trimma necopina,null
Fis-127150,e_lim,Bryaninops loki,null
Fis-127155,e_lim,Arenigobius bifrenatus,null
Fis-127157,e_lim,Arenigobius frenatus,null
Fis-127164,e_lim,Zebrias scalaris,null
Fis-127166,e_lim,Pardachirus hedleyi,null
Fis-127171,e_lim,Torquigener squamicauda,null
Fis-127185,e_lim,Tetractenos glaber,null
Fis-127191,e_lim,Schuettea scalaripinnis,null
Fis-127192,e_lim,Atypichthys strigatus,null
Fis-127245,e_lim,Brama pauciradiata,null
Fis-127248,e_lim,Hastatobythites arafurensis,null
Fis-127253,e_lim,Pempheris ypsilychnus,null
Fis-127434,e_lim,Polyipnus ovatus,null
Fis-127439,e_lim,Polyipnus danae,null
Fis-127446,e_lim,Polyipnus paxtoni,null
Fis-127447,e_lim,Polyipnus soelae,null
Fis-127528,e_lim,Leptochilichthys microlepis,null
Fis-127558,e_lim,Echinogobius hayashii,null
Fis-127586,e_lim,Alcockia rostrata,null
Fis-128033,e_lim,Glossanodon australis,null
Fis-128048,e_lim,Bathyclupea gracilis,null
Fis-128050,e_lim,Bathyclupea megaceps,null
Fis-128107,e_lim,Lepidamia multitaeniata,null
Fis-128112,e_lim,Ostorhinchus cyanosoma,1
Fis-128251,e_lim,Pristotis obtusirostris,null
Fis-128254,e_lim,Champsodon atridorsalis,null
Fis-128255,e_lim,Siphamia majimai,null
Fis-128267,e_lim,Champsodon sagittus,null
Fis-128270,e_lim,Champsodon vorax,null
Fis-128611,e_lim,Moolgarda cunnesius,null
Fis-129156,e_lim,Pogonoperca ocellata,null
Fis-130617,e_lim,Hippocampus bargibanti,null
Fis-130634,e_lim,Moringua macrochir,null
Fis-130671,e_lim,Benthenchelys cartieri,null
Fis-130735,e_lim,Halichoeres bicolor,null
Fis-130828,e_lim,Muraenichthys thompsoni,null
Fis-130902,e_lim,Cociella punctata,null
Fis-131127,e_lim,Centrophorus atromarginatus,null
Fis-131191,e_lim,Allips concolor,null
Fis-131407,e_lim,Atelomycterus fasciatus,null
Fis-131892,e_lim,Dipturus gigas,null
Fis-132017,e_lim,Dicrolene longimana,null
Fis-132049,e_lim,Glyptophidium argenteum,null
Fis-132081,e_lim,Monomitopus garmani,null
Fis-132096,e_lim,Cirrhilabrus condei,null
Fis-132098,e_lim,Amblyglyphidodon batunai,null
Fis-132114,e_lim,Neobythites unimaculatus,null
Fis-132152,e_lim,Tauredophidium hextii,null
Fis-132154,e_lim,Bassozetus elongatus,null
Fis-132197,e_lim,Neobythites bimarginatus,null
Fis-132198,e_lim,Neobythites bimaculatus,null
Fis-132210,e_lim,Neobythites longiventralis,null
Fis-132217,e_lim,Neobythites neocaledoniensis,null
Fis-132218,e_lim,Neobythites pallidus,null
Fis-132233,e_lim,Neobythites zonatus,null
Fis-132317,e_lim,Gadella brocca,null
Fis-132527,e_lim,Okamejei boesemani,null
Fis-132563,e_lim,Physiculus longifilis,null
Fis-132618,e_lim,Congriscus maldivensis,null
Fis-132699,e_lim,Ophichthus exourus,null
Fis-132700,e_lim,Ophichthus genie,null
Fis-132711,e_lim,Ophichthus mystacinus,null
Fis-133477,e_lim,Aphyonus bolini,null
Fis-133590,e_lim,Triacanthodes intermedius,null
Fis-133592,e_lim,Thamnaconus fijiensis,null
Fis-134051,e_lim,Torquigener gloerfelti,null
Fis-134277,e_lim,Heteroconger polyzona,null
Fis-134377,e_lim,Gorgasia barnesi,null
Fis-134998,e_lim,Pontinus tentacularis,null
Fis-135734,e_lim,Amblygobius bynoensis,null
Fis-135992,e_lim,Hime curtirostris,null
Fis-136002,e_lim,Odontanthias borbonius,null
Fis-13659,e_lim,Coelorinchus acutirostris,null
Fis-136634,e_lim,Gerres subfasciatus,null
Fis-136682,e_lim,Aplodactylus lophodon,null
Fis-137370,e_lim,Bryaninops isis,null
Fis-137475,e_lim,Bryaninops nexus,null
Fis-137522,e_lim,Cryptocentrus maudae,null
Fis-137727,e_lim,Leptoderma retropinna,null
Fis-138005,e_lim,Chelidoperca lecromi,null
Fis-138094,e_lim,Mastigopterus imperator,null
Fis-138097,e_lim,Neobythites fasciatus,null
Fis-138141,e_lim,Hephthocara crassiceps,null
Fis-138172,e_lim,Barathronus diaphanus,null
Fis-138291,e_lim,Pleurosicya prognatha,null
Fis-13833,e_lim,Gymnothorax herrei,null
Fis-138426,e_lim,Eustomias pinnatus,null
Fis-138470,e_lim,Bathytroctes zugmayeri,null
Fis-138739,e_lim,Pontinus rhodochrous,null
Fis-138749,e_lim,Callionymus sphinx,null
Fis-138779,e_lim,Synchiropus springeri,null
Fis-138812,e_lim,Plectorhinchus chrysotaenia,null
Fis-138819,e_lim,Gobiodon spilophthalmus,null
Fis-138844,e_lim,Omobranchus rotundiceps,null
Fis-138850,e_lim,Priolepis pallidicincta,null
Fis-139084,e_lim,Diagramma labiosum,null
Fis-139086,e_lim,Parablennius intermedius,null
Fis-139216,e_lim,Redigobius macrostoma,null
Fis-139614,e_lim,Pseudonus squamiceps,null
Fis-139820,e_lim,Hypnos monopterygius,null
Fis-140642,e_lim,Asymbolus pallidus,null
Fis-140715,e_lim,Paramonacanthus lowei,null
Fis-141404,e_lim,Pseudochromis ransonneti,null
Fis-141754,e_lim,Rouleina livida,null
Fis-142115,e_lim,Choerodon margaritiferus,null
Fis-142138,e_lim,Halichoeres nigrescens,null
Fis-142234,e_lim,Gobiodon brochus,null
Fis-142344,e_lim,Apristurus albisoma,null
Fis-142532,e_lim,Dysomma polycatodon,null
Fis-142536,e_lim,Synchiropus lineolatus,null
Fis-14271,e_lim,Chaetodermis penicilligerus,null
Fis-143083,e_lim,Ventrifossa paxtoni,null
Fis-143281,e_lim,Scarus fuscocaudalis,null
Fis-143323,e_lim,Conger macrocephalus,null
Fis-143335,e_lim,Promyllantor purpureus,null
Fis-143392,e_lim,Bathycongrus retrotinctus,null
Fis-143421,e_lim,Macrocephenchelys brevirostris,null
Fis-143431,e_lim,Gymnothorax castlei,1
Fis-143438,e_lim,Malakichthys barbatus,null
Fis-143442,e_lim,Gymnothorax pseudoherrei,null
Fis-143448,e_lim,Gymnothorax microstictus,null
Fis-143457,e_lim,Gymnothorax isingteena,null
Fis-143631,e_lim,Halieutopsis stellifera,null
Fis-143635,e_lim,Halieutopsis vermicularis,null
Fis-143663,e_lim,Coelophrys oblonga,null
Fis-143726,e_lim,Venefica multiporosa,null
Fis-143728,e_lim,Moringua bicolor,null
Fis-143843,e_lim,Magnisudis indica,null
Fis-143854,e_lim,Ipnops meadi,null
Fis-143857,e_lim,Lestrolepis luetkeni,null
Fis-143897,e_lim,Pseudonezumia pusilla,null
Fis-143992,e_lim,Hymenocephalus nesaeae,null
Fis-143997,e_lim,Ventrifossa saikaiensis,null
Fis-144056,e_lim,Lucigadus microlepis,null
Fis-144069,e_lim,Bathygadus entomelas,null
Fis-144078,e_lim,Lucigadus nigromarginatus,null
Fis-144087,e_lim,Nezumia aspidentata,null
Fis-144095,e_lim,Alepocephalus andersoni,null
Fis-144098,e_lim,Hymenocephalus megalops,null
Fis-144102,e_lim,Ventrifossa vinolenta,null
Fis-144105,e_lim,Rouleina euryops,null
Fis-144112,e_lim,Bajacalifornia erimoensis,null
Fis-144115,e_lim,Aulastomatomorpha phospherops,null
Fis-144127,e_lim,Conocara nigrum,null
Fis-144131,e_lim,Lucigadus acrolophus,null
Fis-144140,e_lim,Hymenocephalus nascens,null
Fis-144144,e_lim,Pseudonezumia parvipes,null
Fis-144156,e_lim,Gadomus pepperi,null
Fis-144224,e_lim,Arnoglossus nigrifrons,null
Fis-144225,e_lim,Arnoglossus septemventralis,null
Fis-144245,e_lim,Bufoceratias thele,null
Fis-144298,e_lim,Leiognathus longispinis,null
Fis-144309,e_lim,Opistognathus solorensis,null
Fis-144354,e_lim,Opistognathus darwiniensis,null
Fis-144364,e_lim,Neocentropogon trimaculatus,null
Fis-144367,e_lim,Paraploactis obbesi,null
Fis-144370,e_lim,Bathyaploactis curtisensis,null
Fis-144374,e_lim,Matsubarichthys inusitatus,null
Fis-144381,e_lim,Antigonia rubicunda,null
Fis-144382,e_lim,Xenaploactis cautes,null
Fis-144420,e_lim,Leiognathus parviceps,null
Fis-144470,e_lim,Congrhynchus talabonoides,null
Fis-144473,e_lim,Holtbyrnia conocephala,null
Fis-144483,e_lim,Manducus greyae,null
Fis-144489,e_lim,Thorophos nexilis,null
Fis-144494,e_lim,Saurida argentea,null
Fis-144503,e_lim,Linophryne bipennata,null
Fis-144505,e_lim,Oneirodes cristatus,null
Fis-144507,e_lim,Oneirodes flagellifer,null
Fis-144509,e_lim,Oneirodes melanocauda,null
Fis-144513,e_lim,Oneirodes schistonema,null
Fis-144514,e_lim,Oneirodes schmidti,null
Fis-144522,e_lim,Diaphus dehaveni,null
Fis-144523,e_lim,Diaphus ehrhorni,null
Fis-144525,e_lim,Diaphus faustinoi,null
Fis-144526,e_lim,Diaphus handi,null
Fis-144527,e_lim,Diaphus umbroculus,null
Fis-144528,e_lim,Diaphus whitleyi,null
Fis-144530,e_lim,Diaphus impostor,null
Fis-144532,e_lim,Myctophum lunatum,null
Fis-144533,e_lim,Diaphus megalops,null
Fis-144541,e_lim,Diaphus diademophilus,null
Fis-144558,e_lim,Pterygotrigla andertoni,null
Fis-144567,e_lim,Synaptura commersonnii,null
Fis-144574,e_lim,Acropoma lecorneti,null
Fis-144600,e_lim,Apogon unitaeniatus,null
Fis-144615,e_lim,Pseudamia nigra,null
Fis-144641,e_lim,Scorpaenopsis cotticeps,null
Fis-144652,e_lim,Poecilopsetta dorsialta,null
Fis-144659,e_lim,Eustomias crossotus,null
Fis-144661,e_lim,Eustomias suluensis,null
Fis-144668,e_lim,Melanostomias pauciradius,null
Fis-144677,e_lim,Trimmatom macropodus,null
Fis-144697,e_lim,Cryptocentrus cebuanus,null
Fis-144708,e_lim,Drombus ocyurus,null
Fis-144718,e_lim,Oxyurichthys auchenolepis,null
Fis-144725,e_lim,Amblyotrypauchen arctocephalus,null
Fis-144729,e_lim,Cristatogobius lophius,null
Fis-144754,e_lim,Salarias ramosus,null
Fis-144755,e_lim,Salarias patzneri,null
Fis-144756,e_lim,Parapercis diplospilus,null
Fis-144781,e_lim,Callionymus octostigmatus,null
Fis-144783,e_lim,Callionymus schaapii,null
Fis-144796,e_lim,Callionymus macdonaldi,null
Fis-144838,e_lim,Gobiopsis angustifrons,null
Fis-144844,e_lim,Trimmatom zapotes,null
Fis-144845,e_lim,Priolepis agrena,null
Fis-144880,e_lim,Sueviota larsonae,null
Fis-144937,e_lim,Yirrkala misolensis,null
Fis-144955,e_lim,Lubricogobius ornatus,null
Fis-144956,e_lim,Psilogobius prolatus,null
Fis-144965,e_lim,Skythrenchelys zabra,null
Fis-144973,e_lim,Cymbacephalus bosschei,null
Fis-144981,e_lim,Pyrolycus manusanus,null
Fis-144992,e_lim,Paraulopus legandi,null
Fis-144997,e_lim,Paraulopus brevirostris,null
Fis-145025,e_lim,Pleurosicya labiata,null
Fis-145065,e_lim,Xenocephalus elongatus,null
Fis-145104,e_lim,Terelabrus rubrovittatus,null
Fis-145126,e_lim,Aldrovandia mediorostris,null
Fis-145219,e_lim,Scorpaenopsis obtusa,null
Fis-145235,e_lim,Scorpaenopsis ramaraoi,null
Fis-145296,e_lim,Paraplagusia guttata,null
Fis-145407,e_lim,Beryx mollis,null
Fis-145411,e_lim,Lepidotrigla larsoni,null
Fis-145444,e_lim,Omobranchus germaini,null
Fis-145453,e_lim,Praealticus bilineatus,null
Fis-145465,e_lim,Praealticus striatus,null
Fis-145556,e_lim,Pseudojuloides severnsi,null
Fis-145583,e_lim,Choerodon sugillatum,null
Fis-145689,e_lim,Hippocampus alatus,null
Fis-145693,e_lim,Hippocampus procerus,null
Fis-145695,e_lim,Hippocampus multispinus,null
Fis-145717,e_lim,Hippocampus hendriki,null
Fis-145838,e_lim,Upeneus australiae,null
Fis-145862,e_lim,Chaunax breviradius,null
Fis-145980,e_lim,Schismatogobius insignus,null
Fis-146060,e_lim,Plectranthias randalli,null
Fis-14615,e_lim,Coelorinchus maculatus,null
Fis-146211,e_lim,Caragobius rubristriatus,null
Fis-146212,e_lim,Amoya gracilis,null
Fis-146231,e_lim,Gobiodon unicolor,null
Fis-146241,e_lim,Palutrus scapulopunctatus,null
Fis-146251,e_lim,Gnatholepis gymnocara,null
Fis-146270,e_lim,Cirrhilabrus bathyphilus,null
Fis-146298,e_lim,Malakichthys mochizuki,null
Fis-146347,e_lim,Sueviota atrinasa,null
Fis-146400,e_lim,Asterropteryx atripes,null
Fis-146474,e_lim,Mugilogobius platystomus,null
Fis-146555,e_lim,Chimaera lignaria,null
Fis-146570,e_lim,Etmopterus caudistigmus,null
Fis-146571,e_lim,Etmopterus dianthus,null
Fis-146572,e_lim,Etmopterus dislineatus,null
Fis-146573,e_lim,Etmopterus evansi,null
Fis-146575,e_lim,Etmopterus pseudosqualiolus,null
Fis-146607,e_lim,Hydrolagus trolli,null
Fis-146618,e_lim,Scolecenchelys australis,null
Fis-146760,e_lim,Callionymus annulatus,null
Fis-146765,e_lim,Callionymus tethys,null
Fis-147667,e_lim,Scorpaenodes quadrispinosus,null
Fis-147930,e_lim,Archamia bleekeri,null
Fis-147939,e_lim,Apogon dianthus,null
Fis-147959,e_lim,Bathyaploactis ornatissima,null
Fis-148031,e_lim,Ctenotrypauchen chinensis,null
Fis-148357,e_lim,Bathyclupea malayana,null
Fis-148380,e_lim,Callionymus afilum,null
Fis-148466,e_lim,Chascanopsetta micrognatha,null
Fis-148498,e_lim,Psenopsis humerosa,null
Fis-148597,e_lim,Pseudoscopelus obtusifrons,null
Fis-148619,e_lim,Heteroclinus whiteleggii,null
Fis-148649,e_lim,Gnathophis castlei,null
Fis-148657,e_lim,Bathycongrus odontostomus,null
Fis-148802,e_lim,Chlopsis slusserorum,null
Fis-148804,e_lim,Chlopsis bidentatus,null
Fis-148856,e_lim,Diceratias trilobus,null
Fis-148915,e_lim,Kopua kuiteri,null
Fis-149153,e_lim,Bodianus flavipinnis,null
Fis-149158,e_lim,Bodianus flavifrons,null
Fis-149233,e_lim,Aioliops tetrophthalmus,null
Fis-149273,e_lim,Gadella jordani,null
Fis-149383,e_lim,Dentex fourmanoiri,null
Fis-149445,e_lim,Gavialiceps javanicus,null
Fis-149535,e_lim,Neobythites fijiensis,null
Fis-149536,e_lim,Neobythites franzi,null
Fis-149547,e_lim,Neobythites nigriventris,null
Fis-149548,e_lim,Neobythites sereti,null
Fis-149554,e_lim,Bassozetus galatheae,null
Fis-149590,e_lim,Amblyeleotris rubrimarginata,null
Fis-149597,e_lim,Trimma stobbsi,null
Fis-149599,e_lim,Trimmatom pharus,null
Fis-149610,e_lim,Drombus halei,null
Fis-149613,e_lim,Gobiopsis springeri,null
Fis-149614,e_lim,Oxyurichthys cornutus,null
Fis-149616,e_lim,Lobulogobius morrigu,null
Fis-149729,e_lim,Ostorhinchus moluccensis,null
Fis-149772,e_lim,Pomacentrus limosus,null
Fis-149779,e_lim,Pseudoplesiops immaculatus,null
Fis-149825,e_lim,Parapriacanthus dispar,null
Fis-149898,e_lim,Eustomias paxtoni,null
Fis-150113,e_lim,Parapterois heterura,null
Fis-150149,e_lim,Thermobiotes mytilogeiton,null
Fis-150499,e_lim,Hippocampus queenslandicus,null
Fis-150559,e_lim,Paraplotosus muelleri,null
Fis-150561,e_lim,Paraplotosus butleri,null
Fis-150609,e_lim,Gobiopsis malekulae,null
Fis-150611,e_lim,Phyllogobius platycephalops,null
Fis-150629,e_lim,Myersina filifer,null
Fis-150640,e_lim,Tryssogobius longipes,null
Fis-150645,e_lim,Vanderhorstia longimanus,null
Fis-150674,e_lim,Cabillus macrophthalmus,null
Fis-150740,e_lim,Aseraggodes ramsaii,null
Fis-150744,e_lim,Liachirus melanospilos,null
Fis-150922,e_lim,Astronesthes ijimai,null
Fis-150932,e_lim,Gobiodon ceramensis,null
Fis-151087,e_lim,Trimma annosum,null
Fis-151097,e_lim,Trichiurus nickolensis,null
Fis-151435,e_lim,Pomacentrus aurifrons,null
Fis-151820,e_lim,Fusigobius gracilis,null
Fis-151828,e_lim,Fusigobius maximus,null
Fis-151829,e_lim,Fusigobius melacron,null
Fis-151830,e_lim,Fusigobius pallidus,null
Fis-152001,e_lim,Urolophus deforgesi,null
Fis-152012,e_lim,Urolophus piperatus,null
Fis-152091,e_lim,Symphurus bathyspilus,null
Fis-15220,e_lim,Chlorophthalmus borealis,null
Fis-152319,e_lim,Arcygobius baliurus,null
Fis-152906,e_lim,Schindleria brevipinguis,null
Fis-153188,e_lim,Paracheilinus rubricaudalis,null
Fis-153200,e_lim,Helcogramma cerasina,null
Fis-153239,e_lim,Helcogramma nigra,null
Fis-153667,e_lim,Trimma cana,null
Fis-153814,e_lim,Cubiceps whiteleggii,null
Fis-153999,e_lim,Dipturus polyommata,null
Fis-154486,e_lim,Trimma nasa,null
Fis-155103,e_lim,Iniistius dea,null
Fis-155666,e_lim,Larsonella pumila,null
Fis-155667,e_lim,Neocentropogon aeglefinus,null
Fis-155848,e_lim,Parapercis tetracantha,null
Fis-156337,e_lim,Neosebastes johnsoni,null
Fis-156398,e_lim,Hemigaleus australiensis,null
Fis-15686,e_lim,Selenotoca multifasciata,null
Fis-157653,e_lim,Trimma anthrenum,null
Fis-157654,e_lim,Trimma preclarum,null
Fis-157811,e_lim,Paramonacanthus curtorhynchos,null
Fis-158132,e_lim,Scorpaenopsis eschmeyeri,null
Fis-158171,e_lim,Helotes sexlineatus,null
Fis-158215,e_lim,Trimma lantana,null
Fis-158335,e_lim,Exyrias akihito,null
Fis-158407,e_lim,Promyllantor adenensis,null
Fis-158412,e_lim,Ariosoma howensis,null
Fis-158420,e_lim,Gnathophis neocaledoniensis,null
Fis-158423,e_lim,Blachea longicaudalis,null
Fis-158436,e_lim,Asterorhombus cocosensis,null
Fis-158437,e_lim,Engyprosopon annulatus,null
Fis-158737,e_lim,Diancistrus fijiensis,null
Fis-158769,e_lim,Diancistrus jeffjohnsoni,null
Fis-158784,e_lim,Diancistrus mcgroutheri,null
Fis-158805,e_lim,Diancistrus novaeguineae,null
Fis-159253,e_lim,Ryukyupercis gushikeni,null
Fis-159377,e_lim,Poecilopsetta pectoralis,null
Fis-159523,e_lim,Coelorinchus mayiae,null
Fis-159536,e_lim,Coelorinchus semaphoreus,null
Fis-159537,e_lim,Coelorinchus sereti,null
Fis-159538,e_lim,Coelorinchus shcherbachevi,null
Fis-159545,e_lim,Coelorinchus trachycarus,null
Fis-159561,e_lim,Zoramia flebila,null
Fis-159585,e_lim,Insentiraja subtilispinosa,null
Fis-159653,e_lim,Periophthalmodon freycineti,null
Fis-159682,e_lim,Amissidens hainesi,null
Fis-159765,e_lim,Nemapteryx armiger,null
Fis-159781,e_lim,Neoarius pectoralis,null
Fis-159784,e_lim,Netuma bilineata,null
Fis-159785,e_lim,Netuma proxima,null
Fis-159798,e_lim,Plicofollis argyropleuron,null
Fis-159805,e_lim,Plicofollis nella,null
Fis-159808,e_lim,Plicofollis polystaphylodon,null
Fis-159888,e_lim,Tetrosomus reipublicae,null
Fis-160185,e_lim,Pseudopataecus taenianotus,null
Fis-160243,e_lim,Lophiocharon hutchinsi,null
Fis-160267,e_lim,Halaelurus sellus,null
Fis-160278,e_lim,Simipercis trispinosa,null
Fis-160370,e_lim,Squalus albifrons,null
Fis-160374,e_lim,Squalus notocaudatus,null
Fis-160439,e_lim,Squalus edmundsi,null
Fis-160440,e_lim,Squalus grahami,null
Fis-160669,e_lim,Parmaturus albipenis,null
Fis-160768,e_lim,Samariscus multiradiatus,null
Fis-160812,e_lim,Nuchequula gerreoides,null
Fis-160824,e_lim,Photopectoralis bindus,null
Fis-160828,e_lim,Discotrema crinophilum,null
Fis-160844,e_lim,Pictichromis paccagnellae,null
Fis-160866,e_lim,Pictichromis coralensis,null
Fis-161056,e_lim,Equulites elongatus,null
Fis-161059,e_lim,Equulites leuciscus,null
Fis-161060,e_lim,Equulites moretoniensis,null
Fis-161061,e_lim,Equulites rivulatus,null
Fis-161063,e_lim,Eubleekeria jonesi,null
Fis-161066,e_lim,Eubleekeria splendens,null
Fis-161086,e_lim,Eviota hoesei,null
Fis-161116,e_lim,Apogon seminigracaudus,null
Fis-161117,e_lim,Argyripnus pharos,null
Fis-161121,e_lim,Albula oligolepis,null
Fis-161155,e_lim,Dipturus acrobelus,null
Fis-161158,e_lim,Dipturus apricus,null
Fis-161161,e_lim,Dipturus melanospilus,null
Fis-161162,e_lim,Dipturus queenslandicus,null
Fis-161164,e_lim,Ctenogobiops mitodes,null
Fis-161169,e_lim,Tomiyamichthys latruncularius,null
Fis-161179,e_lim,Trimma nomurai,null
Fis-161181,e_lim,Aseraggodes corymbus,null
Fis-161209,e_lim,Dipturus confusus,null
Fis-161216,e_lim,Dipturus grahami,null
Fis-161221,e_lim,Dipturus wengi,null
Fis-161259,e_lim,Tryssogobius nigrolineatus,null
Fis-161400,e_lim,Apristurus australis,null
Fis-161405,e_lim,Mustelus walkeri,null
Fis-161420,e_lim,Pristiophorus delicatus,null
Fis-161432,e_lim,Cephaloscyllium cooki,null
Fis-161436,e_lim,Cephaloscyllium signourum,null
Fis-161456,e_lim,Rhynchobatus palpebratus,null
Fis-161457,e_lim,Narcine ornata,null
Fis-161458,e_lim,Narcine nelsoni,null
Fis-161466,e_lim,Trygonoptera imitata,null
Fis-161480,e_lim,Himantura leoparda,null
Fis-161488,e_lim,Himantura astra,null
Fis-161491,e_lim,Neotrygon picta,null
Fis-161495,e_lim,Neotrygon leylandi,null
Fis-161547,e_lim,Cirrhilabrus beauperryi,null
Fis-161571,e_lim,Sunagocia sainsburyi,null
Fis-161578,e_lim,Callionymus kanakorum,null
Fis-161583,e_lim,Protogrammus antipodus,null
Fis-161589,e_lim,Neamia articycla,null
Fis-161592,e_lim,Dunckerocampus naia,null
Fis-161628,e_lim,Parapercis queenslandica,null
Fis-161642,e_lim,Pavoraja mosaica,null
Fis-161644,e_lim,Pavoraja pseudonitida,null
Fis-161680,e_lim,Didymothallus criniceps,null
Fis-161683,e_lim,Eusurculus pistillum,null
Fis-161724,e_lim,Pseudoscopelus bothrorrhinos,null
Fis-161761,e_lim,Hapalogenys dampieriensis,null
Fis-161776,e_lim,Upeneus mouthami,null
Fis-161790,e_lim,Rogadius mcgroutheri,null
Fis-162025,e_lim,Engyprosopon mozambiquensis,null
Fis-162039,e_lim,Opistognathus seminudus,null
Fis-162041,e_lim,Opistognathus stigmosus,null
Fis-162067,e_lim,Optivus agastos,null
Fis-162076,e_lim,Soleichthys serpenpellis,null
Fis-162078,e_lim,Soleichthys oculofasciatus,null
Fis-162080,e_lim,Paraulopus melanogrammus,null
Fis-162142,e_lim,Festucalex kulbickii,null
Fis-162148,e_lim,Hippocampus pusillus,null
Fis-162261,e_lim,Hippocampus pontohi,null
Fis-162314,e_lim,Ophichthus lithinus,null
Fis-162335,e_lim,Hymenocephalus aeger,null
Fis-162337,e_lim,Mataeocephalus kotlyari,null
Fis-162366,e_lim,Paramugil georgii,null
Fis-162367,e_lim,Paramugil parmatus,null
Fis-162415,e_lim,Elates ransonnettii,null
Fis-162433,e_lim,Paratrypauchen microcephalus,null
Fis-162449,e_lim,Sinobatis borneensis,null
Fis-162458,e_lim,Photostomias tantillux,null
Fis-162802,e_lim,Alionematichthys crassiceps,null
Fis-162808,e_lim,Alionematichthys winterbottomi,null
Fis-162811,e_lim,Alionematichthys riukiuensis,null
Fis-162826,e_lim,Coelorinchus osipullus,null
Fis-162827,e_lim,Coelorinchus obscuratus,null
Fis-162872,e_lim,Pterygotrigla draiggoch,null
Fis-162873,e_lim,Pterygotrigla elicryste,null
Fis-162894,e_lim,Mataeocephalus cristatus,null
Fis-162908,e_lim,Roa australis,null
Fis-162912,e_lim,Cryptocentrus tentaculatus,null
Fis-162918,e_lim,Cypho zaps,null
Fis-162927,e_lim,Manonichthys paranox,null
Fis-162933,e_lim,Oxycercichthys veliferus,null
Fis-162940,e_lim,Pseudochromis melanurus,null
Fis-163449,e_lim,Soleichthys maculosus,null
Fis-163515,e_lim,Plagiopsetta stigmosa,null
Fis-163589,e_lim,Samaris spinea,null
Fis-163590,e_lim,Samaris chesterfieldensis,null
Fis-163609,e_lim,Apogonichthyoides atripes,null
Fis-163615,e_lim,Apogonichthyoides niger,null
Fis-163616,e_lim,Apogonichthyoides opercularis,null
Fis-163622,e_lim,Apogonichthyoides timorensis,null
Fis-163623,e_lim,Apogonichthyoides chrysurus,null
Fis-163625,e_lim,Apogonichthyoides umbratilis,null
Fis-163652,e_lim,Uropterygius oligospondylus,null
Fis-163730,e_lim,Karalla dussumieri,null
Fis-163838,e_lim,Dibrachichthys melanurus,null
Fis-163930,e_lim,Coelophrys micropa,null
Fis-164001,e_lim,Cociella crocodilus,null
Fis-164002,e_lim,Inegocia japonica,null
Fis-164006,e_lim,Poecilopsetta multiradiata,null
Fis-164043,e_lim,Halicmetus niger,null
Fis-164091,e_lim,Nematops grandisquamus,null
Fis-164128,e_lim,Jaydia truncata,null
Fis-164257,e_lim,Ophichthus alleni,null
Fis-164264,e_lim,Ophichthus microstictus,null
Fis-164335,e_lim,Giuris margaritacea,null
Fis-164397,e_lim,Opistognathus variabilis,null
Fis-164837,e_lim,Ratabulus fulviguttatus,null
Fis-164849,e_lim,Cephaloscyllium stevensi,null
Fis-164872,e_lim,Amsichthys knighti,null
Fis-165057,e_lim,Priolepis akihitoi,null
Fis-165256,e_lim,Eugnathogobius mindora,null
Fis-165311,e_lim,Ostorhinchus apogonoides,1
Fis-165323,e_lim,Brachirus niger,null
Fis-165553,e_lim,Equulites lineolatus,null
Fis-165709,e_lim,Hemiramphus convexus,null
Fis-165753,e_lim,Coelorinchus spathulatus,null
Fis-165794,e_lim,Scalicus orientalis,null
Fis-165880,e_lim,Spicomacrurus kuronumai,null
Fis-165950,e_lim,Eviota dorsogilva,null
Fis-166561,e_lim,Iniistius twistii,null
Fis-166688,e_lim,Fowlerichthys scriptissimus,null
Fis-166701,e_lim,Ostorhinchus fasciatus,null
Fis-166703,e_lim,Eviota atriventris,null
Fis-166920,e_lim,Siphamia spinicola,null
Fis-167029,e_lim,Rabaulichthys squirei,null
Fis-167071,e_lim,Ostorhinchus compressus,null
Fis-167079,e_lim,Ostorhinchus septemstriatus,null
Fis-167266,e_lim,Foa albimaculosa,null
Fis-167268,e_lim,Jaydia argyrogaster,null
Fis-167269,e_lim,Jaydia melanopus,null
Fis-167275,e_lim,Ostorhinchus atrogaster,null
Fis-167277,e_lim,Ostorhinchus chrysotaenia,null
Fis-167278,e_lim,Ostorhinchus cladophilos,null
Fis-167281,e_lim,Ostorhinchus franssedai,null
Fis-167282,e_lim,Ostorhinchus gularis,null
