am_sid,n_tot,lim,long,ncells
Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,2011,e_lim,185.0,4
Chn-f3828601-b430-4ef9-bed4-072a275b42fa,1248,e_lim,185.0,6
Chn-f530af20-5532-4197-9324-3417559a8a5e,3994,e_lim,185.0,4
Chn-fb2dd6bd-a63d-4bf0-9ba2-c98db8474306,3587,e_lim,185.0,4
Fis-10199,2977,e_lim,185.0,4
Fis-10312,3728,e_lim,185.0,4
Fis-10405,571,e_lim,77.0,3
Fis-10407,4014,e_lim,185.0,4
Fis-10516,1197,e_lim,129.0,7
Fis-10767,3778,e_lim,185.0,4
Fis-10950,2735,e_lim,185.0,4
Fis-10975,2516,e_lim,149.0,13
Fis-11214,4188,e_lim,185.0,4
Fis-112193,2066,e_lim,184.0,2
Fis-112241,555,e_lim,77.0,4
Fis-112274,2281,e_lim,179.0,1
Fis-112285,918,e_lim,185.0,4
Fis-112286,781,e_lim,185.0,4
Fis-112301,1373,e_lim,185.0,4
Fis-112315,20,e_lim,116.0,3
Fis-112318,78,e_lim,127.0,1
Fis-112415,30,e_lim,119.0,1
Fis-112419,29,e_lim,119.0,1
Fis-112457,3,e_lim,114.0,2
Fis-112472,8,e_lim,114.0,3
Fis-112522,550,e_lim,185.0,4
Fis-112639,318,e_lim,75.5,1
Fis-112788,7,e_lim,153.5,1
Fis-112889,408,e_lim,77.0,5
Fis-112891,346,e_lim,77.0,3
Fis-112892,1578,e_lim,129.0,13
Fis-112893,4058,e_lim,185.0,3
Fis-112894,1167,e_lim,129.0,12
Fis-112898,519,e_lim,77.0,3
Fis-112899,2569,e_lim,185.0,1
Fis-112900,237,e_lim,77.0,1
Fis-112901,325,e_lim,77.0,4
Fis-112902,644,e_lim,77.0,3
Fis-112905,1890,e_lim,178.5,1
Fis-112910,259,e_lim,77.0,3
Fis-112915,721,e_lim,129.0,4
Fis-112916,539,e_lim,102.0,1
Fis-112918,1959,e_lim,152.5,1
Fis-112933,312,e_lim,77.0,3
Fis-112941,566,e_lim,77.0,3
Fis-112946,426,e_lim,74.0,7
Fis-112956,572,e_lim,77.0,3
Fis-112980,253,e_lim,77.0,3
Fis-112982,565,e_lim,77.0,2
Fis-112985,624,e_lim,77.0,4
Fis-113002,2441,e_lim,179.5,1
Fis-113003,212,e_lim,77.0,3
Fis-113007,1764,e_lim,179.0,1
Fis-113010,1096,e_lim,129.0,2
Fis-113012,131,e_lim,75.0,1
Fis-113013,333,e_lim,77.0,3
Fis-113018,487,e_lim,77.0,3
Fis-113020,188,e_lim,74.0,2
Fis-113024,158,e_lim,77.0,2
Fis-113043,271,e_lim,75.0,1
Fis-113062,1032,e_lim,129.0,4
Fis-113070,3240,e_lim,185.0,4
Fis-113074,126,e_lim,73.5,2
Fis-113082,466,e_lim,131.5,2
Fis-113085,320,e_lim,77.0,4
Fis-113108,146,e_lim,73.5,3
Fis-113146,145,e_lim,74.0,2
Fis-113149,669,e_lim,77.0,3
Fis-113181,2758,e_lim,185.0,4
Fis-113182,1737,e_lim,184.0,1
Fis-113210,1049,e_lim,184.0,1
Fis-113245,1172,e_lim,173.5,1
Fis-113272,1349,e_lim,184.5,2
Fis-113283,1662,e_lim,184.5,2
Fis-113380,741,e_lim,173.5,2
Fis-113449,630,e_lim,180.0,3
Fis-113466,517,e_lim,175.0,2
Fis-113469,1347,e_lim,177.5,2
Fis-113473,108,e_lim,147.5,1
Fis-113599,992,e_lim,184.5,2
Fis-113623,1479,e_lim,179.5,1
Fis-113679,825,e_lim,185.0,4
Fis-113731,8,e_lim,114.0,3
Fis-113737,14,e_lim,115.0,2
Fis-113792,137,e_lim,185.0,3
Fis-113918,779,e_lim,185.0,4
Fis-114007,1337,e_lim,185.0,4
Fis-11405,434,e_lim,97.0,2
Fis-114110,1503,e_lim,185.0,4
Fis-114131,1512,e_lim,185.0,1
Fis-114147,3693,e_lim,185.0,50
Fis-114150,1647,e_lim,185.0,4
Fis-114152,2129,e_lim,185.0,2
Fis-114155,548,e_lim,129.0,3
Fis-114156,19,e_lim,116.0,3
Fis-114172,220,e_lim,182.0,4
Fis-114176,3,e_lim,114.0,1
Fis-114184,50,e_lim,122.5,1
Fis-114214,17,e_lim,116.5,1
Fis-114217,424,e_lim,185.0,4
Fis-114235,196,e_lim,74.0,11
Fis-114240,40,e_lim,121.5,1
Fis-114245,1648,e_lim,184.5,2
Fis-114255,1858,e_lim,184.0,1
Fis-114257,1465,e_lim,184.0,1
Fis-114324,500,e_lim,129.0,3
Fis-114448,180,e_lim,74.5,1
Fis-114510,1599,e_lim,77.0,12
Fis-114531,837,e_lim,129.0,3
Fis-114550,5810,e_lim,80.0,50
Fis-114552,1542,e_lim,77.0,5
Fis-114556,18886,e_lim,185.0,90
Fis-114565,10202,e_lim,129.0,3
Fis-114576,454,e_lim,184.0,1
Fis-114584,3591,e_lim,185.0,17
Fis-114586,1231,e_lim,77.0,6
Fis-114639,265,e_lim,185.0,3
Fis-114698,8,e_lim,114.0,3
Fis-114720,41,e_lim,122.5,1
Fis-114735,395,e_lim,99.0,1
Fis-114739,4062,e_lim,185.0,8
Fis-114756,380,e_lim,77.0,1
Fis-114767,2015,e_lim,185.0,1
Fis-115260,1470,e_lim,155.0,7
Fis-115417,449,e_lim,185.0,4
Fis-115419,278,e_lim,124.0,1
Fis-115487,3386,e_lim,143.0,7
Fis-115500,858,e_lim,185.0,4
Fis-115521,570,e_lim,185.0,4
Fis-115614,750,e_lim,185.0,10
Fis-115627,1379,e_lim,176.0,1
Fis-115669,888,e_lim,130.0,18
Fis-115697,634,e_lim,129.0,3
Fis-115746,21901,e_lim,185.0,90
Fis-11598,67,e_lim,156.0,3
Fis-116279,1736,e_lim,184.5,2
Fis-116293,42,e_lim,115.0,3
Fis-116597,58,e_lim,115.0,1
Fis-116691,17,e_lim,115.0,1
Fis-116917,39,e_lim,115.0,5
Fis-116939,7,e_lim,115.0,1
Fis-118503,22,e_lim,115.0,1
Fis-118509,2317,e_lim,185.0,1
Fis-11870,1714,e_lim,179.0,8
Fis-119366,3810,e_lim,185.0,4
Fis-119482,1555,e_lim,185.0,6
Fis-119508,93,e_lim,114.5,2
Fis-120127,322,e_lim,74.0,2
Fis-120202,2893,e_lim,185.0,3
Fis-120888,9719,e_lim,185.0,84
Fis-121230,44,e_lim,113.0,2
Fis-121492,621,e_lim,184.0,1
Fis-121574,2131,e_lim,185.0,4
Fis-121644,1820,e_lim,185.0,4
Fis-121646,166,e_lim,74.0,11
Fis-121729,2133,e_lim,189.5,2
Fis-122026,3096,e_lim,185.0,4
Fis-122288,239,e_lim,185.0,4
Fis-122909,1098,e_lim,77.0,2
Fis-122912,242,e_lim,74.0,1
Fis-123048,2068,e_lim,185.0,4
Fis-123114,3242,e_lim,98.5,5
Fis-123148,474,e_lim,77.0,2
Fis-123150,841,e_lim,129.0,2
Fis-123151,1435,e_lim,184.0,1
Fis-123550,26,e_lim,115.0,4
Fis-123652,75,e_lim,115.0,1
Fis-123670,71,e_lim,114.0,1
Fis-123779,3833,e_lim,185.0,4
Fis-123785,1637,e_lim,148.5,1
Fis-123824,2191,e_lim,185.0,4
Fis-123968,2166,e_lim,185.0,1
Fis-124120,2379,e_lim,184.5,2
Fis-124123,871,e_lim,185.0,4
Fis-124132,2677,e_lim,185.0,5
Fis-124148,3054,e_lim,185.0,4
Fis-124158,164,e_lim,185.5,2
Fis-124191,1997,e_lim,184.0,1
Fis-124298,1988,e_lim,185.0,4
Fis-124392,515,e_lim,185.0,6
Fis-124394,177,e_lim,185.0,6
Fis-124396,421,e_lim,185.0,6
Fis-124406,348,e_lim,185.0,4
Fis-124410,2034,e_lim,185.0,6
Fis-124414,3902,e_lim,185.0,5
Fis-124778,2963,e_lim,185.0,4
Fis-124920,680,e_lim,184.0,1
Fis-124925,820,e_lim,185.0,6
Fis-124926,832,e_lim,185.0,5
Fis-125038,170,e_lim,129.0,3
Fis-125057,1413,e_lim,169.0,2
Fis-125488,129,e_lim,185.0,3
Fis-125665,59,e_lim,115.0,5
Fis-125695,42,e_lim,122.0,1
Fis-125703,929,e_lim,185.0,6
Fis-125704,20,e_lim,116.0,1
Fis-125705,14,e_lim,114.0,4
Fis-125708,311,e_lim,185.0,2
Fis-125709,1,e_lim,113.0,1
Fis-125713,598,e_lim,185.0,4
Fis-125714,14,e_lim,116.0,1
Fis-125728,1929,e_lim,185.0,4
Fis-125744,1728,e_lim,185.0,3
Fis-125745,2647,e_lim,184.0,1
Fis-125747,1227,e_lim,185.0,1
Fis-125769,1599,e_lim,185.0,4
Fis-125773,536,e_lim,185.0,4
Fis-125775,1761,e_lim,185.0,4
Fis-125781,1507,e_lim,170.0,10
Fis-125782,1646,e_lim,185.0,3
Fis-125783,33,e_lim,112.5,2
Fis-125786,20,e_lim,112.5,1
Fis-125788,1868,e_lim,185.0,4
Fis-125858,283,e_lim,75.5,1
Fis-125864,237,e_lim,74.0,13
Fis-125889,3404,e_lim,129.0,3
Fis-125894,2809,e_lim,184.0,1
Fis-125897,14454,e_lim,185.0,90
Fis-125906,418,e_lim,185.0,6
Fis-125911,45,e_lim,115.0,8
Fis-126034,157,e_lim,77.0,3
Fis-126084,2662,e_lim,129.0,2
Fis-126086,1342,e_lim,143.0,27
Fis-126098,6166,e_lim,185.0,48
Fis-126109,1307,e_lim,181.0,4
Fis-126136,160,e_lim,129.0,3
Fis-126141,2151,e_lim,185.0,4
Fis-126144,579,e_lim,167.0,2
Fis-126189,2285,e_lim,185.0,4
Fis-126611,1548,e_lim,185.0,6
Fis-126614,2311,e_lim,185.0,15
Fis-126618,1007,e_lim,180.0,2
Fis-126621,1348,e_lim,184.5,4
Fis-126623,1736,e_lim,185.0,6
Fis-126627,2412,e_lim,185.0,13
Fis-126630,1701,e_lim,185.0,6
Fis-126633,1089,e_lim,176.0,2
Fis-126636,1632,e_lim,185.0,6
Fis-126639,1376,e_lim,185.0,6
Fis-126642,1117,e_lim,185.0,6
Fis-126652,1212,e_lim,185.0,6
Fis-126657,982,e_lim,178.0,1
Fis-126675,1391,e_lim,184.5,4
Fis-126683,2223,e_lim,185.0,11
Fis-126684,2122,e_lim,185.0,11
Fis-126732,2220,e_lim,185.0,13
Fis-126740,1107,e_lim,185.0,6
Fis-126746,3478,e_lim,185.0,7
Fis-126888,740,e_lim,77.0,3
Fis-126889,46,e_lim,94.0,3
Fis-126893,696,e_lim,182.0,2
Fis-126901,1154,e_lim,129.0,3
Fis-126914,422,e_lim,185.0,2
Fis-126916,498,e_lim,185.0,6
Fis-126922,152,e_lim,185.0,3
Fis-126925,846,e_lim,185.0,4
Fis-126971,119,e_lim,185.0,3
Fis-126976,2417,e_lim,185.0,4
Fis-126978,1510,e_lim,185.0,4
Fis-127065,3421,e_lim,185.0,19
Fis-127067,1495,e_lim,185.0,6
Fis-127074,75,e_lim,185.0,3
Fis-127099,619,e_lim,77.0,4
Fis-127101,208,e_lim,74.0,2
Fis-127123,343,e_lim,129.0,2
Fis-127130,1201,e_lim,185.0,5
Fis-127131,43,e_lim,122.5,1
Fis-127141,13,e_lim,115.0,1
Fis-127145,2341,e_lim,185.0,4
Fis-127148,1523,e_lim,185.0,4
Fis-127150,2949,e_lim,185.0,4
Fis-127155,374,e_lim,185.0,2
Fis-127157,141,e_lim,185.0,3
Fis-127164,309,e_lim,185.0,4
Fis-127166,578,e_lim,185.0,4
Fis-127169,3,e_lim,113.0,2
Fis-127171,742,e_lim,185.0,4
Fis-127173,309,e_lim,154.0,5
Fis-127185,145,e_lim,185.0,3
Fis-127191,369,e_lim,185.0,4
Fis-127192,1015,e_lim,185.0,4
Fis-127204,93,e_lim,127.0,1
Fis-127206,2041,e_lim,186.5,3
Fis-127232,10,e_lim,114.0,5
Fis-127233,21,e_lim,120.0,1
Fis-127245,11964,e_lim,185.0,90
Fis-127248,1449,e_lim,185.0,7
Fis-127253,1309,e_lim,185.0,4
Fis-127258,248,e_lim,75.0,2
Fis-127274,13,e_lim,114.0,1
Fis-127324,1325,e_lim,129.0,2
Fis-127326,2973,e_lim,80.0,5
Fis-127434,5415,e_lim,185.0,12
Fis-127439,5609,e_lim,185.0,22
Fis-127446,3135,e_lim,185.0,42
Fis-127447,14745,e_lim,185.0,90
Fis-127528,1324,e_lim,185.0,4
Fis-127558,1740,e_lim,185.0,1
Fis-127586,12793,e_lim,185.0,76
Fis-127915,141,e_lim,74.0,9
Fis-127935,229,e_lim,77.0,3
Fis-127977,615,e_lim,102.0,1
Fis-127984,66,e_lim,115.0,3
Fis-127990,279,e_lim,74.0,1
Fis-127999,204,e_lim,74.0,11
Fis-128033,1162,e_lim,185.0,6
Fis-128034,524,e_lim,182.0,2
Fis-128048,2692,e_lim,185.0,7
Fis-128050,2792,e_lim,185.0,13
Fis-128051,1303,e_lim,129.0,10
Fis-128107,2018,e_lim,185.0,2
Fis-128112,3771,e_lim,185.0,4
Fis-128205,1485,e_lim,184.5,2
Fis-128237,2638,e_lim,184.5,2
Fis-128241,73,e_lim,114.5,1
Fis-128246,718,e_lim,184.0,1
Fis-128251,4198,e_lim,185.0,4
Fis-128254,3391,e_lim,185.0,6
Fis-128255,2350,e_lim,185.0,4
Fis-128265,734,e_lim,182.0,2
Fis-128267,2785,e_lim,185.0,6
Fis-128269,428,e_lim,129.0,2
Fis-128270,3463,e_lim,185.0,4
Fis-128322,590,e_lim,77.0,3
Fis-128361,2002,e_lim,184.5,2
Fis-128373,281,e_lim,74.0,11
Fis-128395,328,e_lim,77.0,2
Fis-128611,2826,e_lim,185.0,3
Fis-12876,905,e_lim,129.0,10
Fis-129156,3699,e_lim,185.0,4
Fis-129190,604,e_lim,77.0,3
Fis-130465,36,e_lim,115.0,1
Fis-130613,623,e_lim,127.0,10
Fis-130617,1768,e_lim,185.0,4
Fis-130618,485,e_lim,77.0,3
Fis-130620,839,e_lim,128.0,14
Fis-130634,2610,e_lim,185.0,4
Fis-130671,3755,e_lim,185.0,6
Fis-130731,594,e_lim,77.0,3
Fis-130734,2824,e_lim,179.5,1
Fis-130735,3348,e_lim,185.0,4
Fis-130762,315,e_lim,129.0,1
Fis-130775,521,e_lim,167.0,2
Fis-130828,2647,e_lim,185.0,4
Fis-130841,741,e_lim,177.5,2
Fis-130902,4516,e_lim,185.0,6
Fis-130963,1484,e_lim,169.0,1
Fis-131073,1132,e_lim,179.0,1
Fis-131089,1,e_lim,113.0,1
Fis-131127,1780,e_lim,185.0,1
Fis-131185,119,e_lim,77.0,1
Fis-131191,2216,e_lim,185.0,3
Fis-131196,2207,e_lim,184.0,1
Fis-131339,563,e_lim,102.0,1
Fis-131407,654,e_lim,185.0,1
Fis-131440,78,e_lim,115.0,3
Fis-131441,14,e_lim,114.5,1
Fis-131442,29,e_lim,115.0,1
Fis-131465,300,e_lim,128.5,2
Fis-131543,89,e_lim,122.5,1
Fis-131602,26,e_lim,115.0,1
Fis-131608,72,e_lim,115.0,4
Fis-131619,52,e_lim,115.0,3
Fis-131701,63,e_lim,115.0,1
Fis-131706,59,e_lim,115.0,2
Fis-131710,44,e_lim,113.0,1
Fis-131715,31,e_lim,112.0,1
Fis-131815,349,e_lim,100.5,1
Fis-131817,491,e_lim,184.0,1
Fis-131819,1076,e_lim,184.0,1
Fis-131820,992,e_lim,167.0,1
Fis-131838,8,e_lim,115.0,3
Fis-131843,599,e_lim,77.0,4
Fis-131892,974,e_lim,185.0,6
Fis-132017,3154,e_lim,185.0,13
Fis-132046,41,e_lim,115.0,2
Fis-132049,3061,e_lim,185.0,7
Fis-132050,949,e_lim,178.0,1
Fis-132071,85,e_lim,115.0,3
Fis-132074,893,e_lim,129.0,2
Fis-132079,1761,e_lim,176.0,3
Fis-132081,1561,e_lim,185.0,5
Fis-132083,172,e_lim,129.0,2
Fis-132096,1744,e_lim,185.0,1
Fis-132098,2431,e_lim,185.0,4
Fis-132105,1034,e_lim,184.0,1
Fis-132106,778,e_lim,184.0,1
Fis-132114,2147,e_lim,185.0,6
Fis-132130,243,e_lim,125.0,4
Fis-132152,4017,e_lim,185.0,9
Fis-132154,12975,e_lim,185.0,34
Fis-132197,573,e_lim,185.0,6
Fis-132198,494,e_lim,185.0,6
Fis-132210,1152,e_lim,185.0,6
Fis-132217,243,e_lim,185.0,1
Fis-132218,902,e_lim,185.0,4
Fis-132233,1118,e_lim,185.0,6
Fis-132241,97,e_lim,74.0,3
Fis-132317,173,e_lim,185.0,3
Fis-132339,65,e_lim,114.5,2
Fis-132340,1529,e_lim,184.0,2
Fis-132342,43,e_lim,114.5,2
Fis-132344,1510,e_lim,184.5,2
Fis-132519,75,e_lim,115.0,1
Fis-132521,780,e_lim,174.0,2
Fis-132525,811,e_lim,184.0,1
Fis-132527,1859,e_lim,185.0,1
Fis-132528,386,e_lim,77.0,2
Fis-132563,9334,e_lim,185.0,90
Fis-132594,968,e_lim,184.0,1
Fis-132618,2625,e_lim,185.0,7
Fis-132676,49,e_lim,113.0,1
Fis-132699,755,e_lim,185.0,1
Fis-132700,1610,e_lim,185.0,6
Fis-132711,1350,e_lim,185.0,7
Fis-132793,4199,e_lim,191.0,2
Fis-132827,1218,e_lim,141.0,4
Fis-133276,769,e_lim,129.0,10
Fis-133477,4095,e_lim,185.0,17
Fis-133584,70,e_lim,73.0,2
Fis-133590,911,e_lim,185.0,3
Fis-133592,369,e_lim,185.0,1
Fis-133679,5,e_lim,113.0,3
Fis-133789,60,e_lim,170.0,5
Fis-133825,168,e_lim,129.0,5
Fis-133976,3,e_lim,114.0,1
Fis-134051,2588,e_lim,185.0,4
Fis-134062,87,e_lim,126.0,1
Fis-134077,2261,e_lim,171.0,1
Fis-134084,597,e_lim,77.0,3
Fis-134094,31,e_lim,111.5,1
Fis-13421,2479,e_lim,143.0,7
Fis-134214,1488,e_lim,184.5,2
Fis-134277,2059,e_lim,185.0,3
Fis-134281,1075,e_lim,181.0,1
Fis-134304,187,e_lim,129.0,1
Fis-134377,1717,e_lim,185.0,3
Fis-134386,558,e_lim,129.0,4
Fis-134402,842,e_lim,173.5,4
Fis-134450,944,e_lim,184.0,1
Fis-134710,23,e_lim,72.0,1
Fis-134998,2593,e_lim,185.0,6
Fis-135733,3985,e_lim,180.0,7
Fis-135734,3203,e_lim,185.0,4
Fis-135992,617,e_lim,185.0,5
Fis-136002,15316,e_lim,185.0,90
Fis-136209,4,e_lim,114.0,3
Fis-13659,1422,e_lim,185.0,6
Fis-13663,765,e_lim,129.0,15
Fis-136634,2448,e_lim,185.0,4
Fis-136640,161,e_lim,118.0,4
Fis-136663,3012,e_lim,188.0,4
Fis-13667,341,e_lim,73.0,5
Fis-13668,20,e_lim,115.0,1
Fis-136682,115,e_lim,185.0,3
Fis-137300,1174,e_lim,169.0,2
Fis-137302,58,e_lim,114.5,2
Fis-137309,1909,e_lim,184.0,1
Fis-137370,2153,e_lim,185.0,4
Fis-137475,2010,e_lim,185.0,3
Fis-137489,1164,e_lim,176.0,2
Fis-137493,538,e_lim,173.5,1
Fis-137504,10,e_lim,114.0,5
Fis-137505,23,e_lim,117.0,2
Fis-137522,2138,e_lim,185.0,4
Fis-137727,8866,e_lim,185.0,84
Fis-137736,661,e_lim,77.0,4
Fis-137821,985,e_lim,179.5,1
Fis-138005,505,e_lim,185.0,6
Fis-138089,532,e_lim,97.5,2
Fis-138094,5135,e_lim,185.0,27
Fis-138096,336,e_lim,74.0,1
Fis-138097,2148,e_lim,185.0,9
Fis-138098,441,e_lim,77.0,2
Fis-138115,76,e_lim,73.0,2
Fis-138116,205,e_lim,74.0,1
Fis-138118,262,e_lim,74.0,1
Fis-138119,70,e_lim,94.0,1
Fis-138141,1900,e_lim,185.0,12
Fis-138172,15696,e_lim,185.0,45
Fis-138277,54,e_lim,122.5,1
Fis-138291,2615,e_lim,185.0,4
Fis-138298,281,e_lim,77.0,3
Fis-138312,1408,e_lim,173.5,2
Fis-138315,1353,e_lim,129.0,13
Fis-13833,2675,e_lim,185.0,4
Fis-138343,1858,e_lim,184.5,2
Fis-138350,64,e_lim,126.0,1
Fis-138390,2352,e_lim,172.0,2
Fis-138391,2487,e_lim,172.0,2
Fis-138393,2673,e_lim,152.0,20
Fis-138394,1966,e_lim,191.0,2
Fis-138395,2293,e_lim,170.0,7
Fis-138396,2459,e_lim,167.0,7
Fis-138426,2667,e_lim,185.0,13
Fis-138470,1027,e_lim,185.0,2
Fis-138523,198,e_lim,129.0,1
Fis-138548,42,e_lim,120.0,1
Fis-138560,158,e_lim,129.0,4
Fis-138701,24,e_lim,167.5,1
Fis-138739,1588,e_lim,185.0,6
Fis-138749,2666,e_lim,185.0,5
Fis-138779,1045,e_lim,185.0,4
Fis-138801,1003,e_lim,184.0,1
Fis-138808,1571,e_lim,184.5,2
Fis-138810,274,e_lim,73.5,2
Fis-138812,2697,e_lim,185.0,4
Fis-138814,1798,e_lim,172.0,2
Fis-138816,1269,e_lim,184.5,2
Fis-138819,2249,e_lim,185.0,4
Fis-138822,637,e_lim,148.5,1
Fis-138828,2190,e_lim,184.0,1
Fis-138844,2464,e_lim,185.0,4
Fis-138848,876,e_lim,172.5,2
Fis-138850,2192,e_lim,185.0,4
Fis-139084,3541,e_lim,185.0,4
Fis-139086,627,e_lim,185.0,4
Fis-139216,317,e_lim,185.0,4
Fis-139614,3539,e_lim,185.0,9
Fis-139634,1446,e_lim,184.0,1
Fis-139645,1658,e_lim,184.5,2
Fis-139756,11,e_lim,112.5,1
Fis-139780,2382,e_lim,184.0,1
Fis-139820,132,e_lim,185.0,2
Fis-139869,1518,e_lim,172.5,2
Fis-139871,579,e_lim,148.0,1
Fis-140522,409,e_lim,129.0,4
Fis-140639,2490,e_lim,129.0,3
Fis-140641,18,e_lim,113.5,1
Fis-140642,483,e_lim,185.0,4
Fis-140649,646,e_lim,77.0,4
Fis-140692,241,e_lim,124.0,1
Fis-140711,2166,e_lim,178.0,1
Fis-140715,826,e_lim,185.0,4
Fis-140737,713,e_lim,77.0,3
Fis-140752,1426,e_lim,184.0,1
Fis-140914,284,e_lim,122.0,1
Fis-141090,1634,e_lim,181.5,1
Fis-141403,1536,e_lim,184.5,2
Fis-141404,2039,e_lim,185.0,1
Fis-141415,1051,e_lim,129.0,4
Fis-141499,245,e_lim,129.0,2
Fis-141502,305,e_lim,129.0,2
Fis-141507,257,e_lim,129.0,2
Fis-141509,303,e_lim,129.0,2
Fis-141510,67,e_lim,128.5,1
Fis-141515,1650,e_lim,184.0,1
Fis-141547,1480,e_lim,184.0,2
Fis-141738,1045,e_lim,172.5,2
Fis-141754,4674,e_lim,185.0,17
Fis-141887,5,e_lim,114.0,1
Fis-142089,2789,e_lim,154.0,7
Fis-142113,670,e_lim,129.0,10
Fis-142115,1664,e_lim,185.0,4
Fis-142116,247,e_lim,77.0,2
Fis-142123,287,e_lim,148.5,1
Fis-142137,1251,e_lim,184.5,2
Fis-142138,3225,e_lim,185.0,4
Fis-142162,1457,e_lim,173.0,1
Fis-142234,1769,e_lim,185.0,4
Fis-142248,37,e_lim,112.0,1
Fis-142339,1526,e_lim,154.0,9
Fis-142344,1030,e_lim,185.0,12
Fis-142346,75,e_lim,115.0,4
Fis-142442,24,e_lim,74.0,2
Fis-142472,632,e_lim,148.0,7
Fis-142473,16,e_lim,115.0,2
Fis-142487,643,e_lim,179.0,1
Fis-142488,608,e_lim,129.0,10
Fis-142493,37,e_lim,113.0,2
Fis-142508,259,e_lim,77.0,3
Fis-142525,1330,e_lim,184.0,1
Fis-142532,2160,e_lim,185.0,5
Fis-142536,2727,e_lim,185.0,4
Fis-142626,707,e_lim,181.5,1
Fis-142696,1269,e_lim,129.0,11
Fis-142700,4482,e_lim,179.0,8
Fis-14271,2796,e_lim,185.0,4
Fis-142711,178,e_lim,77.0,2
Fis-142748,1559,e_lim,184.0,1
Fis-143083,11751,e_lim,185.0,83
Fis-143219,1433,e_lim,184.0,1
Fis-143223,1495,e_lim,180.0,1
Fis-143281,2566,e_lim,185.0,4
Fis-143320,347,e_lim,77.0,2
Fis-143323,1181,e_lim,185.0,6
Fis-143332,1530,e_lim,177.5,2
Fis-143334,1400,e_lim,176.0,2
Fis-143335,4764,e_lim,185.0,21
Fis-143343,20,e_lim,115.0,1
Fis-143350,1261,e_lim,184.5,1
Fis-143355,2432,e_lim,177.0,1
Fis-14339,2123,e_lim,189.5,1
Fis-143392,1867,e_lim,185.0,3
Fis-143407,1006,e_lim,184.0,1
Fis-143417,1020,e_lim,74.0,31
Fis-143421,2072,e_lim,185.0,6
Fis-143431,2408,e_lim,185.0,4
Fis-143432,1446,e_lim,184.0,1
Fis-143433,1395,e_lim,148.5,2
Fis-143436,1959,e_lim,184.0,2
Fis-143438,14832,e_lim,185.0,90
Fis-143442,2135,e_lim,185.0,4
Fis-143446,100,e_lim,128.5,2
Fis-143448,2173,e_lim,185.0,1
Fis-143457,2966,e_lim,185.0,4
Fis-143459,65,e_lim,115.0,5
Fis-143569,1286,e_lim,181.0,1
Fis-143570,37,e_lim,77.0,1
Fis-143572,224,e_lim,74.0,1
Fis-143627,1227,e_lim,182.0,2
Fis-143631,2524,e_lim,185.0,12
Fis-143635,2135,e_lim,185.0,8
Fis-143636,1750,e_lim,173.0,1
Fis-143640,1181,e_lim,115.0,7
Fis-143663,888,e_lim,185.0,1
Fis-143706,553,e_lim,173.5,4
Fis-143726,3191,e_lim,185.0,11
Fis-143728,2280,e_lim,185.0,3
Fis-143734,594,e_lim,184.0,1
Fis-143738,1450,e_lim,184.0,1
Fis-143760,1019,e_lim,129.0,3
Fis-143816,1535,e_lim,173.5,2
Fis-143843,9257,e_lim,185.0,90
Fis-143853,226,e_lim,77.0,1
Fis-143854,10569,e_lim,185.0,46
Fis-143857,11295,e_lim,185.0,76
Fis-143862,1367,e_lim,183.0,1
Fis-143889,793,e_lim,112.5,1
Fis-143897,1891,e_lim,185.0,17
Fis-143956,502,e_lim,182.0,3
Fis-143974,46,e_lim,115.0,3
Fis-143975,949,e_lim,184.5,5
Fis-143978,52,e_lim,115.0,1
Fis-143979,837,e_lim,182.0,5
Fis-143987,134,e_lim,128.0,3
Fis-143992,2937,e_lim,185.0,25
Fis-143997,2162,e_lim,185.0,9
Fis-144017,190,e_lim,177.5,2
Fis-144020,302,e_lim,74.0,1
Fis-144056,1706,e_lim,185.0,6
Fis-144069,1421,e_lim,185.0,6
Fis-144078,1794,e_lim,185.0,6
Fis-144080,1391,e_lim,137.0,2
Fis-144087,555,e_lim,185.0,6
Fis-144088,38,e_lim,115.0,2
Fis-144092,511,e_lim,129.0,3
Fis-144095,1663,e_lim,185.0,6
Fis-144098,776,e_lim,185.0,7
Fis-144100,35,e_lim,184.5,3
Fis-144102,280,e_lim,185.0,6
Fis-144105,2835,e_lim,185.0,13
Fis-144112,8440,e_lim,185.0,88
Fis-144115,2292,e_lim,185.0,1
Fis-144118,3810,e_lim,184.5,3
Fis-144127,2169,e_lim,185.0,23
Fis-144128,37,e_lim,124.5,1
Fis-144131,497,e_lim,185.0,6
Fis-144140,2006,e_lim,185.0,7
Fis-144144,1742,e_lim,185.0,2
Fis-144151,266,e_lim,129.0,2
Fis-144156,1796,e_lim,185.0,12
Fis-144177,43,e_lim,111.5,3
Fis-144207,651,e_lim,167.0,1
Fis-144208,1205,e_lim,148.0,1
Fis-144212,1310,e_lim,182.5,1
Fis-144219,423,e_lim,74.0,16
Fis-144224,1036,e_lim,185.0,7
Fis-144225,232,e_lim,185.0,4
Fis-144232,365,e_lim,173.5,1
Fis-144245,9671,e_lim,185.0,82
Fis-144252,993,e_lim,184.0,1
Fis-144268,318,e_lim,173.5,1
Fis-144274,712,e_lim,169.0,2
Fis-144276,893,e_lim,175.0,2
Fis-144277,447,e_lim,184.0,1
Fis-144284,171,e_lim,129.0,2
