id,decimalLongitude,decimalLatitude,depth,basisOfRecord,eventDate,institutionCode,collectionCode,catalogNumber,locality,individualCount,datasetName,phylum,order,family,genus,scientificName,originalScientificName,scientificNameAuthorship,obisID,resourceID,yearcollected,species,qc,aphiaID,speciesID,minimumDepthInMeters,maximumDepthInMeters,coordinateUncertaintyInMeters,datasetID,modified,occurrenceID,occurrenceRemarks,recordedBy,scientificNameID,specificEpithet,class,typeStatus
356945459,76.283302,1.0,4320.0,PreservedSpecimen,1951-04-08 11:00:00,ZMUC,Galathea II,P 23342,Seychelles-Ceylon,1.0,"Galathea II, Danish Deep Sea Expedition 1950-52",Chordata,Aulopiformes,Ipnopidae,Ipnops,Ipnops meadi,Ipnops meadi,"Nielsen, 1966",544652,1449,1951,Ipnops meadi,1073183871,275831,544652,4320.0,4320.0,1750.0,IMIS:dasid:2037,2007-10-29 18:31:08,urn:catalog:ZMUC:Galathea II:P 23342,Cat. No P 23342 Std. l. 92 mm.. Record published in http://www.zmuc.dk/InverWeb/Galathea/Pdf_filer/Volume_08/galathea-vol.08-pp_049-076.pdf,Galathea II Danish Deep Sea Expedition 1950-52,urn:lsid:marinespecies.org:taxname:275831,meadi,Actinopteri,NA
356945457,44.066601,-3.38333,3960.0,PreservedSpecimen,1951-03-13 11:00:00,ZMUC,Galathea II,P 23353-3,Off Kenya,4.0,"Galathea II, Danish Deep Sea Expedition 1950-52",Chordata,Aulopiformes,Ipnopidae,Ipnops,Ipnops meadi,Ipnops meadi,"Nielsen, 1966",544652,1449,1951,Ipnops meadi,1073183871,275831,544652,3960.0,3960.0,1750.0,IMIS:dasid:2037,2007-10-29 18:31:08,urn:catalog:ZMUC:Galathea II:P 23353-3,Cat. Nos. P 23353-356 4 paratypes (std. l. 50-113 mm) . Record published in http://www.zmuc.dk/InverWeb/Galathea/Pdf_filer/Volume_08/galathea-vol.08-pp_049-076.pdf,Galathea II Danish Deep Sea Expedition 1950-52,urn:lsid:marinespecies.org:taxname:275831,meadi,Actinopteri,NA
356945461,78.683296,5.53333,4040.0,PreservedSpecimen,1951-04-11 11:00:00,ZMUC,Galathea II,P 23343-34,Seychelles-Ceylon,4.0,"Galathea II, Danish Deep Sea Expedition 1950-52",Chordata,Aulopiformes,Ipnopidae,Ipnops,Ipnops meadi,Ipnops meadi,"Nielsen, 1966",544652,1449,1951,Ipnops meadi,1072921727,275831,544652,4040.0,4040.0,1750.0,IMIS:dasid:2037,2007-10-29 18:31:08,urn:catalog:ZMUC:Galathea II:P 23343-34,Cat. Nos P 23343-346 Std. l. 57-121 mm.. Record published in http://www.zmuc.dk/InverWeb/Galathea/Pdf_filer/Volume_08/galathea-vol.08-pp_049-076.pdf,Galathea II Danish Deep Sea Expedition 1950-52,urn:lsid:marinespecies.org:taxname:275831,meadi,Actinopteri,NA
356945462,119.333,1.83333,4955.0,PreservedSpecimen,1951-08-21 11:00:00,ZMUC,Galathea II,P 23358-35,Celebes Sea,2.0,"Galathea II, Danish Deep Sea Expedition 1950-52",Chordata,Aulopiformes,Ipnopidae,Ipnops,Ipnops meadi,Ipnops meadi,"Nielsen, 1966",544652,1449,1951,Ipnops meadi,1073183871,275831,544652,4940.0,4970.0,1750.0,IMIS:dasid:2037,2007-10-29 18:31:08,urn:catalog:ZMUC:Galathea II:P 23358-35,Cat. Nos P 23358-359 Std. l. 86-99 mm.. Record published in http://www.zmuc.dk/InverWeb/Galathea/Pdf_filer/Volume_08/galathea-vol.08-pp_049-076.pdf,Galathea II Danish Deep Sea Expedition 1950-52,urn:lsid:marinespecies.org:taxname:275831,meadi,Actinopteri,NA
356945460,78.25,3.63333,3310.0,PreservedSpecimen,1951-04-10 11:00:00,ZMUC,Galathea II,P 23357,Seychelles-Ceylon,1.0,"Galathea II, Danish Deep Sea Expedition 1950-52",Chordata,Aulopiformes,Ipnopidae,Ipnops,Ipnops meadi,Ipnops meadi,"Nielsen, 1966",544652,1449,1951,Ipnops meadi,1073183871,275831,544652,3310.0,3310.0,1750.0,IMIS:dasid:2037,2007-10-29 18:31:08,urn:catalog:ZMUC:Galathea II:P 23357,Cat. No P 23357 Std. l. 60 mm.. Record published in http://www.zmuc.dk/InverWeb/Galathea/Pdf_filer/Volume_08/galathea-vol.08-pp_049-076.pdf,Galathea II Danish Deep Sea Expedition 1950-52,urn:lsid:marinespecies.org:taxname:275831,meadi,Actinopteri,NA
356945458,47.150002,-5.41666,4820.0,PreservedSpecimen,1951-03-10 11:00:00,ZMUC,Galathea II,P 23347-3,Madagascar-Mombasa,5.0,"Galathea II, Danish Deep Sea Expedition 1950-52",Chordata,Aulopiformes,Ipnopidae,Ipnops,Ipnops meadi,Ipnops meadi,"Nielsen, 1966",544652,1449,1951,Ipnops meadi,1073183871,275831,544652,4820.0,4820.0,1750.0,IMIS:dasid:2037,2007-10-29 18:31:08,urn:catalog:ZMUC:Galathea II:P 23347-3,Cat. Nos. P 23347-351 Std. l. 70-113 mm.. Record published in http://www.zmuc.dk/InverWeb/Galathea/Pdf_filer/Volume_08/galathea-vol.08-pp_049-076.pdf,Galathea II Danish Deep Sea Expedition 1950-52,urn:lsid:marinespecies.org:taxname:275831,meadi,Actinopteri,NA
356945456,44.066601,-3.38333,3960.0,PreservedSpecimen,1951-03-13 11:00:00,ZMUC,Galathea II,P 23352,Off Kenya,1.0,"Galathea II, Danish Deep Sea Expedition 1950-52",Chordata,Aulopiformes,Ipnopidae,Ipnops,Ipnops meadi,Ipnops meadi,"Nielsen, 1966",544652,1449,1951,Ipnops meadi,1073183871,275831,544652,3960.0,3960.0,1750.0,IMIS:dasid:2037,2007-10-29 18:31:08,urn:catalog:ZMUC:Galathea II:P 23352,Cat. No. P 23352 (Holotype) Holotype st. l. 105 mm . Record published in http://www.zmuc.dk/InverWeb/Galathea/Pdf_filer/Volume_08/galathea-vol.08-pp_049-076.pdf,Galathea II Danish Deep Sea Expedition 1950-52,urn:lsid:marinespecies.org:taxname:275831,meadi,Actinopteri,Holotype
