loiczid,mean_cat,n_spp
9687,0.2,1
9688,0.2,1
9689,0.2,1
10406,0.2,1
10407,0.2,1
10408,0.2,1
10409,0.2,1
10410,0.2,1
10411,0.2,1
10412,0.2,1
10413,0.2,1
10414,0.2,1
10415,0.2,1
10456,0.2,1
10457,0.2,1
10458,0.2,1
10459,0.2,1
10460,0.2,1
10461,0.2,1
10462,0.2,1
10463,0.2,1
10464,0.2,1
10465,0.2,1
10466,0.2,1
10467,0.2,1
10468,0.2,1
10469,0.2,1
10470,0.2,1
10471,0.2,1
10472,0.2,1
10473,0.2,1
10474,0.2,1
10523,0.2,1
10524,0.2,1
10525,0.2,1
10526,0.2,1
10527,0.2,1
10528,0.2,1
10529,0.2,1
10530,0.2,1
10531,0.2,1
10532,0.2,1
10533,0.2,1
10534,0.2,1
10535,0.2,1
10536,0.2,1
10537,0.2,1
10538,0.2,1
10539,0.2,1
10540,0.2,1
10541,0.2,1
10542,0.2,1
10543,0.2,1
10544,0.2,1
10545,0.2,1
10546,0.2,1
10547,0.2,1
10548,0.2,1
10549,0.2,1
10550,0.2,1
10551,0.2,1
10552,0.2,1
10554,0.2,1
11127,0.2,1
11128,0.2,1
11129,0.2,1
11130,0.2,1
11131,0.2,1
11132,0.2,1
11133,0.2,1
11134,0.2,1
11135,0.1,2
11136,0.2,1
11137,0.2,1
11138,0.2,1
11139,0.2,1
11155,0.2,1
11156,0.2,1
11157,0.2,1
11158,0.2,1
11159,0.2,1
11160,0.2,1
11164,0.2,1
11165,0.2,1
11166,0.2,1
11167,0.2,1
11168,0.2,1
11169,0.2,1
11170,0.2,1
11171,0.2,1
11172,0.2,1
11173,0.2,1
11174,0.2,1
11175,0.2,1
11176,0.2,1
11177,0.2,1
11178,0.2,1
11179,0.2,1
11180,0.2,1
11181,0.2,1
11182,0.2,1
11183,0.2,1
11184,0.2,1
11185,0.2,1
11186,0.2,1
11187,0.2,1
11188,0.2,1
11189,0.2,1
11190,0.2,1
11191,0.2,1
11192,0.2,1
11193,0.2,1
11240,0.2,1
