"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range"
"577",577,577,"SLB-93474",133115,"Acropora retusa",NA,NA,"CORAL1","VU","Decreasing",10819345.3899635,13693208.5914368,26.2420183771998,29.4035197009812,44.354461921819,47.1592499300308,"AM"
"578",578,578,"SLB-93562",192719,"Conus litteratus",NA,NA,"CONUS","LC","Unknown",14105291.2967173,30101732.0925392,33.7280781052251,9.04899656481649,57.2229253299584,78.8461538461538,"AM"
"579",579,579,"SLB-93568",192812,"Conus quercinus",NA,NA,"CONUS","LC","Unknown",20046004.4311459,32617208.8931305,44.0390085331166,11.1418122714344,44.819179195449,79.8085419734904,"AM"
"580",580,580,"SLB-93570",192614,"Conus suratensis",NA,NA,"CONUS","LC",NA,9371662.06619312,15901012.9205814,38.3718994506409,12.8516730481105,48.7764275012485,74.9106272343191,"AM"
"581",581,581,"SLB-93574",192298,"Conus betulinus",NA,NA,"CONUS","LC","Unknown",14848505.5766264,21735193.5838995,35.8980044345898,19.5011086474501,44.6008869179601,64.7988793275966,"AM"
"582",582,582,"SLB-93578",192636,"Conus coronatus",NA,NA,"CONUS","LC","Unknown",14608080.2096395,32975743.7694783,34.577470722049,6.78237425225377,58.6401550256972,83.6015481768181,"AM"
"583",583,583,"SLB-93583",192562,"Conus flavidus",NA,NA,"CONUS","LC","Unknown",14140253.766774,32121239.3046393,33.7355628339941,7.24875021548009,59.0156869505258,82.3133543638276,"AM"
"584",584,584,"SLB-93586",192460,"Conus generalis",NA,NA,"CONUS","LC","Unknown",12405038.4253876,25343646.515068,28.7184189079055,13.7326813365933,57.5488997555012,67.6505879529638,"AM"
"585",585,585,"SLB-93588",192386,"Conus leopardus",NA,NA,"CONUS","LC","Unknown",14117286.0975622,16439715.4108664,23.9690409964929,33.3172088523401,42.713750151167,41.8408275279713,"AM"
"586",586,586,"SLB-93588",192778,"Conus leopardus",NA,NA,"CONUS","LC","Unknown",14117286.0975622,16439715.4108664,23.9690409964929,33.3172088523401,42.713750151167,41.8408275279713,"AM"
"587",587,587,"SLB-93593",133682,"Acropora subulata",NA,NA,"CORAL1","LC","Decreasing",9789288.42769356,20905539.0888832,33.4250884781754,9.25416175121248,57.3207497706121,78.3169533169533,"AM"
"588",588,588,"SLB-93594",192844,"Conus lividus",NA,NA,"CONUS","LC","Unknown",14816990.7466522,31568159.6816418,33.6255048552032,9.20340293890178,57.171092205895,78.5112359550562,"AM"
"589",589,589,"SLB-93600",192701,"Conus marmoreus",NA,NA,"CONUS","LC","Unknown",14018091.0097971,21742186.8566802,32.2324091461394,19.8166353694908,47.9509554843698,61.9269949066214,"AM"
"590",590,590,"SLB-93607",192743,"Conus tessulatus",NA,NA,"CONUS","LC","Stable",14656658.3181694,33054705.7959693,35.2299628001353,6.42543118025025,58.3446060196145,84.5747919626548,"AM"
"591",591,591,"SLB-93610",192316,"Conus textile",NA,NA,"CONUS","LC",NA,14252928.4603187,32695096.8166795,34.1048332198775,6.69673247106875,59.1984343090538,83.5870698644421,"AM"
"592",592,592,"SLB-93690",133195,"Acropora appressa",NA,NA,"CORAL1","NT","Decreasing",1272851.51394033,3201237.0082753,32.4491600353669,5.30503978779841,62.2458001768347,85.9484777517564,"AM"
"593",593,593,"SLB-93747",133338,"Acropora speciosa",NA,NA,"CORAL1","VU","Decreasing",9275913.66760378,14994783.7676285,32.1120689655172,18.4515915119363,49.4363395225464,63.5081967213115,"AM"
"594",594,594,"SLB-93757",133227,"Astreopora expansa",NA,NA,"CORAL1","NT","Decreasing",11164108.7614754,21018746.4211837,36.7064255482878,10.7605489290753,52.5330255226369,77.3304512293975,"AM"
"595",595,595,"SLB-100581",192870,"Conus arenatus",NA,NA,"CONUS","LC","Unknown",6875752.31080446,NA,NA,NA,NA,NA,NA
"596",596,596,"SLB-100581",192786,"Conus arenatus",NA,NA,"CONUS","LC","Unknown",6875752.31080446,NA,NA,NA,NA,NA,NA
"597",597,597,"SLB-100585",192815,"Conus auricomus",NA,NA,"CONUS","LC","Unknown",7712650.28676013,28781796.4054715,22.6536565737853,3.08822050095564,74.258122925259,88.0031262211802,"AM"
"598",598,598,"SLB-100589",192297,"Conus bullatus",NA,NA,"CONUS","LC","Unknown",10516393.4024343,27450357.8666645,30.6581390550856,5.17846090365174,64.1634000412626,85.5497985031664,"AM"
"599",599,599,"SLB-100590",192367,"Conus catus",NA,NA,"CONUS","LC","Unknown",7966775.88263657,32807389.3815753,21.1442786069652,2.25657427149964,76.5991471215352,90.3568716780562,"AM"
"600",600,600,"SLB-100596",192793,"Conus cylindraceus",NA,NA,"CONUS","LC","Unknown",7742623.52107794,19298133.5614184,23.278104888402,11.8170614815829,64.9048336300151,66.3285212641436,"AM"
"601",601,601,"SLB-100599",192305,"Conus distans",NA,NA,"CONUS","LC","Unknown",8552925.6447381,30968820.888418,23.5261089275688,2.97585626052779,73.4980348119034,88.771186440678,"AM"
"602",602,602,"SLB-100602",192611,"Conus ebraeus",NA,NA,"CONUS","LC","Unknown",10621636.1406185,31139274.694178,27.2080291970803,4.98175182481752,67.8102189781022,84.5238095238095,"AM"
"603",603,603,"SLB-100604",192700,"Conus eburneus",NA,NA,"CONUS","LC","Unknown",9541443.63702156,30995176.532668,22.9931972789116,5.97732426303855,71.0294784580499,79.3675641828428,"AM"
"604",604,604,"SLB-100609",192419,"Conus frigidus",NA,NA,"CONUS","LC","Unknown",6807935.59241567,22210916.272242,24.4651886425515,4.90081680280047,70.633994554648,83.3112582781457,"AM"
"605",605,605,"SLB-100612",192789,"Conus tulipa",NA,NA,"CONUS","LC","Unknown",7447330.31786519,29775352.6690219,21.5972562469378,2.54777070063694,75.8549730524253,89.4480519480519,"AM"
"606",606,606,"SLB-100613",192586,"Conus terebra",NA,NA,"CONUS","LC","Unknown",7936211.81046563,31904838.5017337,21.0636363636364,2.85454545454545,76.0818181818182,88.0653743823641,"AM"
"607",607,607,"SLB-100614",192648,"Conus tenuistriatus",NA,NA,"CONUS","LC","Unknown",10056518.1202583,13901756.4684632,24.0464605242505,28.1902370114582,47.7633024642913,46.0336538461538,"AM"
"608",608,608,"SLB-100615",192321,"Conus striatus",NA,NA,"CONUS","LC","Stable",18147333.3940292,32901940.2055506,44.5739380119922,6.75618613292796,48.6698758550798,86.8377755840737,"AM"
"609",609,609,"SLB-100617",192296,"Conus sanguinolentus",NA,NA,"CONUS","LC","Unknown",7162123.75526679,1518798.22422166,0,82.1638437608019,17.8361562391981,0,"IUCN"
"610",610,610,"SLB-100617",192370,"Conus sanguinolentus",NA,NA,"CONUS","LC","Unknown",7162123.75526679,1518798.22422166,0,82.1638437608019,17.8361562391981,0,"IUCN"
"611",611,611,"SLB-100618",192428,"Conus rattus",NA,NA,"CONUS","LC","Unknown",10719285.4447487,32950464.061898,28.1493819584466,3.1033575874463,68.7472604541071,90.070126227209,"AM"
"612",612,612,"SLB-100619",192506,"Conus pulicarius",NA,NA,"CONUS","LC",NA,7345563.44898412,22875721.4553939,26.3927054708968,4.03447414439171,69.5728203847115,86.7405582922824,"AM"
"613",613,613,"SLB-100620",192879,"Conus pertusus",NA,NA,"CONUS","LC","Unknown",9683082.30996086,30658133.4799606,27.364737041241,2.99848656829361,69.6367763904654,90.1246105919003,"AM"
"614",614,614,"SLB-100621",192819,"Conus omaria",NA,NA,"CONUS","LC","Unknown",8707941.90169345,23962523.5572484,33.096608301702,2.14276968287009,64.7606220154279,93.9193884642113,"AM"
"615",615,615,"SLB-100622",192318,"Conus nussatella",NA,NA,"CONUS","LC","Unknown",7916403.55027343,32883872.3773141,20.872798087988,2.35460741789856,76.7725944941135,89.8628048780488,"AM"
"616",616,616,"SLB-100624",192356,"Conus mustelinus",NA,NA,"CONUS","LC","Unknown",7119021.84205803,20121957.3232858,31.017047096215,2.90378503322739,66.0791678705576,91.4395229982964,"AM"
"617",617,617,"SLB-100625",192796,"Conus musicus",NA,NA,"CONUS","LC","Unknown",6772337.05331101,19961843.5121788,29.5375218150087,3.01047120418848,67.4520069808028,90.7506702412869,"AM"
"618",618,618,"SLB-100626",192327,"Conus muriculatus",NA,NA,"CONUS","LC","Unknown",8031834.06875533,22786043.5513981,25.8044856167723,6.7893710385178,67.4061433447099,79.1697830964847,"AM"
"619",619,619,"SLB-100627",192564,"Conus moreleti",NA,NA,"CONUS","LC","Unknown",6238686.98872911,29072724.6804547,18.1709025415249,2.6615969581749,79.1675005003002,87.223823246878,"AM"
"620",620,620,"SLB-100628",192590,"Conus miliaris",NA,NA,"CONUS","LC","Unknown",8021815.36304491,32730982.9930251,18.8702236922273,4.40421272521542,76.7255635825572,81.077038145101,"AM"
"621",621,621,"SLB-100629",192634,"Conus miles",NA,NA,"CONUS","LC","Unknown",8280044.29882875,32295361.5701923,21.4189974086319,3.25261370744348,75.3283888839246,86.8163708801159,"AM"
"622",622,622,"SLB-100630",192573,"Conus magnificus",NA,NA,"CONUS","LC","Unknown",8360495.13707837,7955434.06540665,14.7592905405405,44.066722972973,41.1739864864865,26.3873159682899,"IUCN"
"623",623,623,"SLB-100632",192378,"Conus litoglyphus",NA,NA,"CONUS","LC","Unknown",7544991.82395747,32620328.124474,19.9696482770934,2.36564899125156,77.6647027316551,89.4084732214229,"AM"
"624",624,624,"SLB-100633",192843,"Conus legatus",NA,NA,"CONUS","LC","Unknown",9326437.32464415,21101981.8627677,28.8131248397847,10.7280184568059,60.4588567034094,72.8687196110211,"AM"
"625",625,625,"SLB-100635",192593,"Conus imperialis",NA,NA,"CONUS","LC","Unknown",11182741.6977015,29415404.0518762,32.5371965544244,3.68050117462803,63.7823022709475,89.8378378378378,"AM"
"626",626,626,"SLB-100637",192722,"Conus glans",NA,NA,"CONUS","LC","Unknown",6848583.70055148,29863101.4299474,21.2715389185977,1.16854822737176,77.5599128540305,94.792586054722,"AM"
"627",627,627,"SLB-100638",192772,"Conus geographus",NA,NA,"CONUS","LC","Unknown",8094238.74918894,31545049.9440254,21.8560117842018,2.78954152089855,75.3544466948997,88.6813597310422,"AM"
"628",628,628,"SLB-100640",192342,"Conus emaciatus",NA,NA,"CONUS","LC","Unknown",9102857.57871127,27446361.0912788,30.6610860699721,1.66344709165057,67.6754668383773,94.8539176626826,"AM"
"629",629,629,"SLB-100643",192847,"Conus consors",NA,NA,"CONUS","LC","Unknown",6902700.78653901,22003061.9588636,26.8042609853529,3.42210386151798,69.7736351531292,88.6784140969163,"AM"
"630",630,630,"SLB-100646",192754,"Conus coffeae",NA,NA,"CONUS","LC","Unknown",6566213.60431383,21990213.9662641,27.9060348319158,1.36357499662481,70.7303901714594,95.3413284132841,"AM"
"631",631,631,"SLB-100647",192328,"Conus coelinae",NA,NA,"CONUS","LC","Unknown",3792431.84620494,3181483.13057968,15.350444225074,47.4827245804541,37.1668311944719,29.2293233082707,"IUCN"
"632",632,632,"SLB-100649",192737,"Conus canonicus",NA,NA,"CONUS","LC","Unknown",6495552.58509596,31168033.0595873,18.8591935026915,1.35990178487109,79.7809047124374,93.2741709481551,"AM"
"633",633,633,"SLB-100652",192507,"Conus capitaneus",NA,NA,"CONUS","LC","Unknown",11264018.489158,25387577.4420364,29.6214043993232,10.1840101522843,60.1945854483926,74.4155154091392,"AM"
"634",634,634,"SLB-100653",192374,"Conus boeticus",NA,NA,"CONUS","LC","Unknown",9097749.83052671,14929148.8667215,36.6477760604499,14.8892323544565,48.4629915850936,71.1096301232922,"AM"
"635",635,635,"SLB-100654",192383,"Conus ammiralis",NA,NA,"CONUS","LC","Unknown",7786526.10601838,22510510.7050475,31.5276695245518,2.14341387373344,66.3289166017147,93.6342592592593,"AM"
"636",636,636,"SLB-100657",192563,"Conus aulicus",NA,NA,"CONUS","LC","Unknown",8904870.74006315,29643143.2502718,22.9614759583214,5.16203039862346,71.8764936430552,81.6451393609789,"AM"
"637",637,637,"SLB-100658",192413,"Conus aureus",NA,NA,"CONUS","LC","Unknown",6476567.848782,24646970.3927022,23.9273335723676,1.58957810445799,74.4830883231744,93.7704918032787,"AM"
"638",638,638,"SLB-100659",192849,"Conus balteatus",NA,NA,"CONUS","LC","Unknown",6229415.56202669,20434981.1865109,25.0776616774922,4.02428692459757,70.8980513979102,86.1717612809316,"AM"
"639",639,639,"SLB-100671",192853,"Conus virgo",NA,NA,"CONUS","LC","Unknown",9127456.89090676,31375571.2072738,22.7825140576818,4.80682024306185,72.4106656992563,82.577251808021,"AM"
"640",640,640,"SLB-100934",192831,"Conus centurio",NA,NA,"CONUS","LC","Unknown",2401523.10941289,3889943.15807979,34.1955835962145,17.1608832807571,48.6435331230284,66.5847665847666,"AM"
"641",641,641,"SLB-103760",192727,"Conus achatinus",NA,NA,"CONUS","LC","Unknown",7479149.59433621,21148823.4882836,25.4039735099338,7.44370860927152,67.1523178807947,77.3387096774194,"AM"
"642",642,642,"SLB-103788",192420,"Conus biliosus",NA,NA,"CONUS","LC","Unknown",9087162.73190703,18193564.0199892,33.4666074337332,11.1505997334518,55.382792832815,75.0082973780285,"AM"
"643",643,643,"SLB-103799",192304,"Conus capitanellus",NA,NA,"CONUS","LC","Unknown",10254971.896823,2337989.2057607,11.7784711388456,79.0431617264691,9.17836713468539,56.2034739454094,"IUCN"
"644",644,644,"SLB-103800",192820,"Conus caracteristicus",NA,NA,"CONUS","LC","Unknown",9569100.19572391,10679916.7223813,34.6983184965381,28.5064292779426,36.7952522255193,54.8982785602504,"AM"
"645",645,645,"SLB-103806",192708,"Conus cinereus",NA,NA,"CONUS","LC","Unknown",9429606.44303734,10530148.423868,32.0349761526232,30.9618441971383,37.0031796502385,50.8517350157729,"AM"
"646",646,646,"SLB-103811",192829,"Conus circumcisus",NA,NA,"CONUS","LC","Unknown",4275209.90072108,12345267.3970039,28.10442144873,4.7271872060207,67.1683913452493,85.6017191977077,"AM"
"647",647,647,"SLB-103816",192393,"Conus coccineus",NA,NA,"CONUS","LC","Unknown",8968235.91122746,8257453.30661103,31.3247470101196,37.557497700092,31.1177552897884,50.1657458563536,"IUCN"
"648",648,648,"URM-Cn-5757",133371,"Fungia distorta",NA,NA,"CORAL2","LC","Stable",9060243.85461044,25694986.0823186,28.4868788386376,4.87995533221664,66.6331658291457,85.3748326639893,"AM"
"649",649,649,"SLB-117483",133495,"Galaxea horrescens",NA,NA,"CORAL2","LC","Unknown",7457109.99852569,17523613.665421,34.4911937377691,5.75668623613829,59.7521200260926,85.6969205834684,"AM"
"650",650,650,"SLB-117490",133097,"Pocillopora danae",NA,NA,"CORAL2","VU","Unknown",9525615.28963061,10751946.2159233,38.4136212624585,26.6818936877076,34.9044850498339,59.0111642743222,"AM"
"651",651,651,"SLB-117497",133002,"Seriatopora stellata",NA,NA,"CORAL2","NT","Stable",8929559.04609455,14106982.2270377,33.9897108390988,17.8463721837857,48.1639169771155,65.5715263518138,"AM"
"652",652,652,"SLB-117551",133530,"Stylophora subseriata",NA,NA,"CORAL2","LC","Unknown",12641311.8136351,16900676.8920974,33.1201524016873,24.0440876309702,42.8357599673425,57.9385860509403,"AM"
"653",653,653,"SLB-118089",192269,"Conus lischkeanus",NA,NA,"CONUS","LC","Unknown",11593636.7454319,5799862.26691265,20.2206619859579,59.5987963891675,20.1805416248746,50.0496524329692,"IUCN"
"654",654,654,"Hol-210901",180525,"Holothuria pervicax",NA,NA,"SEACUCUMBERS","LC","Unknown",7608545.08748761,27140952.4020383,25.7835535655782,1.60532925630665,72.6111171781151,94.1387559808612,"AM"
"655",655,655,"SLB-118698",192549,"Conus magus",NA,NA,"CONUS","LC","Unknown",12289848.46911,18994451.2892406,32.8813988849468,19.6781550937658,47.4404460212874,62.5602700096432,"AM"
"656",656,656,"SLB-118698",192794,"Conus magus",NA,NA,"CONUS","LC","Unknown",12289848.46911,18994451.2892406,32.8813988849468,19.6781550937658,47.4404460212874,62.5602700096432,"AM"
"657",657,657,"SLB-118879",192399,"Conus monachus",NA,NA,"CONUS","LC","Unknown",8125739.89365925,NA,NA,NA,NA,NA,NA
"658",658,658,"SLB-118879",192727,"Conus monachus",NA,NA,"CONUS","LC","Unknown",8125739.89365925,NA,NA,NA,NA,NA,NA
"659",659,659,"SLB-118880",192686,"Conus parius",NA,NA,"CONUS","LC","Unknown",5130589.61890716,8503763.08314945,32.5208085612366,17.3305588585018,50.1486325802616,65.2355396541443,"AM"
"660",660,660,"SLB-118881",192811,"Conus planorbis",NA,NA,"CONUS","LC","Unknown",12050922.5024227,25090429.2359712,27.6233459842035,13.7860293363422,58.5906246794543,66.7079514490959,"AM"
"661",661,661,"SLB-118910",192647,"Conus spectrum",NA,NA,"CONUS","LC","Unknown",11337138.4662777,8730943.9752374,29.1425260718424,44.2448821938973,26.6125917342603,52.2687911326637,"IUCN"
"662",662,662,"SLB-158372",192786,"Conus stercusmuscarum",NA,NA,"CONUS","LC","Unknown",5800254.04373605,32013262.995717,16.9709889702475,0.630271572898322,82.3987394568542,96.419167983149,"AM"
"663",663,663,"SLB-118937",192692,"Conus viola",NA,NA,"CONUS","LC","Unknown",9221847.87595837,5391901.88690339,21.5883387785876,55.7175169640613,22.6941442573511,48.7514188422247,"IUCN"
"664",664,664,"SLB-155564",185066,"Polycheles coccifer",NA,NA,"LOBSTERS","LC","Unknown",8929027.37139532,4634311.2761527,23.4128047147067,57.8355210286633,18.7516742566301,55.5273189326557,"IUCN"
"665",665,665,"SLB-158789",133217,"Meandrina danae",NA,NA,"CORAL2","LC","Stable",2369629.21627118,3304373.08088489,40.2909090909091,18.1818181818182,41.5272727272727,68.9054726368159,"AM"
"666",666,666,"SLB-158796",133543,"Porites brighami",NA,NA,"CORAL2","LC","Unknown",153956.222978793,590738.999441564,16.5178571428571,7.14285714285714,76.3392857142857,69.811320754717,"AM"
"667",667,667,"SLB-158799",133584,"Porites divaricata",NA,NA,"CORAL2","LC","Stable",1999419.70244069,3328122.10039614,38.8505747126437,13.1800766283525,47.9693486590038,74.6686303387334,"AM"
"668",668,668,"SLB-158820",133045,"Pocillopora ligulata",NA,NA,"CORAL2","LC","Unknown",6803416.94468924,5550266.1103409,7.20954356846473,51.7375518672199,41.0529045643153,14.938205265986,"IUCN"
"669",669,669,"Hol-148752",180246,"Holothuria difficilis",NA,NA,"SEACUCUMBERS","LC","Unknown",10406094.0570997,26094897.7606848,28.1203801478353,8.57444561774023,63.3051742344245,76.6330935251798,"AM"
"670",670,670,"Hol-210846",180504,"Holothuria cinerascens",NA,NA,"SEACUCUMBERS","LC","Stable",7194819.35493626,10402765.0338965,20.4971475142624,28.5044824775876,50.99837000815,41.8295218295218,"AM"
"671",671,671,"Kew-308879",173346,"Thalassia testudinum",NA,NA,"SEAGRASSES","LC","Stable",2224324.17566555,3885023.26093474,30.2354399008674,17.1003717472119,52.6641883519207,63.8743455497382,"AM"
"672",672,672,"Kew-288211",173378,"Syringodium filiforme",NA,NA,"SEAGRASSES","LC","Stable",2074864.7463569,3906445.70302651,29.1902071563089,15.5053358443189,55.3044569993723,65.3089887640449,"AM"
"673",673,673,"Kew-308065",173372,"Halodule wrightii",NA,NA,"SEAGRASSES","LC","Increasing",2866908.18688756,9197186.69658818,23.8711619506321,5.80975316074654,70.3190848886213,80.4259634888438,"AM"
"674",674,674,"ITS-32137",178811,"Avicennia germinans",NA,NA,"MANGROVES","LC","Decreasing",4333144.66717392,5828713.20785964,41.0728910728911,19.5741195741196,39.3529893529894,67.7245104659014,"AM"
"675",675,675,"SLB-173556",185064,"Stereomastis auriculata",NA,NA,"LOBSTERS","LC","Unknown",12488138.8569218,9132599.07801924,12.5776857058301,53.3737792246227,34.0485350695472,26.9755633132339,"IUCN"
"676",676,676,"SLB-173558",185083,"Polycheles baccatus",NA,NA,"LOBSTERS","LC","Unknown",8128417.37106567,6544365.12026517,5.96245100061894,54.6317309676088,39.4058180317722,13.1423374261028,"IUCN"
"677",677,677,"SLB-173560",185069,"Stereomastis galil",NA,NA,"LOBSTERS","LC","Unknown",8880146.2693937,5753108.82811928,21.6112837676309,51.1355486492948,27.2531675830744,44.2270058708415,"IUCN"
"678",678,678,"Hol-210893",180286,"Holothuria pardalis",NA,NA,"SEACUCUMBERS","LC","Unknown",15037028.2581096,32632090.129808,37.8143972246314,5.74154379878578,56.4440589765828,86.8180007964954,"AM"
"679",679,679,"SLB-184797",185091,"Pentacheles obscurus",NA,NA,"LOBSTERS","LC","Unknown",31076266.5581913,3261071.94379662,4.83477675943833,91.0367443033717,4.12847893718994,53.9399624765478,"IUCN"
"680",680,680,"SLB-184959",169978,"Scammarctus batei",NA,NA,"LOBSTERS","LC","Unknown",10643536.4753553,5971172.79140757,22.3427812223206,56.0451727192205,21.6120460584588,50.8312342569269,"IUCN"
"681",681,681,"Hol-210873",180494,"Holothuria fuscocinerea",NA,NA,"SEACUCUMBERS","LC","Unknown",8695873.02686718,34142095.0640179,23.4614721599724,1.56007584899155,74.978451991036,93.7650706166035,"AM"
"682",682,682,"Kew-308072",173352,"Halophila decipiens",NA,NA,"SEAGRASSES","LC","Stable",10769496.5674344,21693032.2510646,38.0777044184865,7.61808024377857,54.3042153377349,83.3287024173381,"AM"
"683",683,683,"Kew-308804",164508,"Ruppia maritima",NA,NA,"SEAGRASSES","LC","Stable",5522090.09652738,9369717.45858087,10.6412547151082,26.047250347429,63.3114949374628,29.004329004329,"AM"
"684",684,684,"Fis-10516",48342166,"Aspidontus tractus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2925772.87472801,6526556.79111086,22.3259432127577,15.5970439517697,62.0770128354726,58.8717948717949,"AM"
"685",685,685,"Fis-10657",187559,"Thalassoma hardwicke",NA,NA,"WRASSES","LC","Unknown",11581199.7050806,26899346.487432,33.632380554976,6.60337992906322,59.7642395159608,83.5882810474462,"AM"
"686",686,686,"Fis-112193",190741,"Chlorurus troschelii",NA,NA,"PARROTFISH","LC","Unknown",5445382.65139035,1115464.6949985,6.90345172586293,81.8909454727364,11.2056028014007,38.121546961326,"IUCN"
"687",687,687,"Fis-112810",194855,"Parablennius rouxi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1205256.88369351,1673886.0553902,37.4423963133641,19.815668202765,42.741935483871,65.3923541247485,"AM"
"688",688,688,"Fis-113010",46079096,"Alticus kirkii",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3857428.5467036,2615711.2044354,21.5522054718035,50.5304299274149,27.9173646007817,43.5665914221219,"IUCN"
"689",689,689,"Fis-113018",46079321,"Antennablennius variopunctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2169527.51723431,2058313.99762574,24.1739130434783,39.304347826087,36.5217391304348,39.8280802292264,"IUCN"
"690",690,690,"Fis-113029",46079924,"Parablennius thysanius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11999381.1300815,2251207.22952093,7.72551692797092,83.0265848670757,9.24789820495342,45.5153949129853,"IUCN"
"691",691,691,"Fis-113043",18263684,"Petroscirtes ancylodon",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1650686.28037923,1494704.69660608,44.3559096945551,30.9428950863214,24.7011952191235,64.2307692307692,"IUCN"
"692",692,692,"Fis-113684",183886,"Entomacrodus chiostictus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",604825.128195676,1335228.88633946,33.0645161290323,8.87096774193548,58.0645161290323,78.8461538461538,"AM"
"693",693,693,"Fis-113731",154841,"Dotalabrus alleni",NA,NA,"WRASSES","LC","Unknown",517150.900647862,281230.047118112,22.1789883268482,57.1984435797665,20.6225680933852,51.8181818181818,"IUCN"
"694",694,694,"Fis-113737",187535,"Notolabrus parilus",NA,NA,"WRASSES","LC","Unknown",629086.611210565,943410.934989204,45.9715639810426,13.0331753554502,40.9952606635071,77.9116465863454,"AM"
"695",695,695,"Fis-113783",187633,"Notolabrus gymnogenis",NA,NA,"WRASSES","LC","Unknown",146383.679099871,250029.560268357,23.9669421487603,21.4876033057851,54.5454545454545,52.7272727272727,"AM"
"696",696,696,"Fis-113792",187426,"Notolabrus tetricus",NA,NA,"WRASSES","LC","Stable",1757304.3868901,606147.85797794,20.8279430789133,67.2703751617076,11.901681759379,63.6363636363636,"IUCN"
"697",697,697,"Fis-113829",187662,"Notolabrus celidotus",NA,NA,"WRASSES","LC","Unknown",794141.525142394,905783.178977239,42.7450980392157,23.3333333333333,33.921568627451,64.6884272997033,"AM"
"698",698,698,"Fis-113864",187566,"Notolabrus cinctus",NA,NA,"WRASSES","LC","Unknown",287347.026393386,288016.480205365,32.6633165829146,33.1658291457286,34.1708542713568,49.618320610687,"AM"
"699",699,699,"Fis-114122",187481,"Pseudolabrus miles",NA,NA,"WRASSES","LC","Unknown",350926.130368522,905783.178977239,35.8208955223881,2.7363184079602,61.4427860696517,92.9032258064516,"AM"
"700",700,700,"Fis-114156",187519,"Pictilabrus laticlavius",NA,NA,"WRASSES","LC","Unknown",1301526.12647735,1357170.12699239,45.2185792349727,25.8196721311475,28.9617486338798,63.6538461538461,"AM"
"701",701,701,"Fis-114240",187491,"Austrolabrus maculatus",NA,NA,"WRASSES","LC","Stable",1134983.68081445,925410.664489607,37.7358490566038,38.7650085763293,23.4991423670669,61.624649859944,"IUCN"
"702",702,702,"Fis-115417",48342195,"Ecsenius fijiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1573262.75014838,365993.850722273,9.27487352445194,79.0893760539629,11.6357504215852,44.3548387096774,"IUCN"
"703",703,703,"Fis-117893",185175,"Salaria pavo",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1892348.67018177,2754882.61016743,44.089219330855,14.2007434944238,41.7100371747212,75.6377551020408,"AM"
"704",704,704,"Fis-118267",196018,"Eptatretus carlhubbsi",NA,NA,"hagfishes","LC","Unknown",3373755.46550052,1327904.96879352,10.1369863013699,68.2876712328767,21.5753424657534,31.9654427645788,"IUCN"
"705",705,705,"Fis-118500",183980,"Plagiotremus azaleus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1056854.88505367,2056259.3311408,26.8028846153846,16.4663461538462,56.7307692307692,61.9444444444444,"AM"
"706",706,706,"Fis-119162",187498,"Coris ballieui",NA,NA,"WRASSES","LC","Unknown",384151.326744287,686464.650923599,18.9274447949527,23.9747634069401,57.0977917981073,44.1176470588235,"AM"
"707",707,707,"Fis-119366",190746,"Chlorurus oedema",NA,NA,"PARROTFISH","LC","Unknown",10577993.5762657,2860702.19505168,10.4059040590406,76.6543665436654,12.939729397294,44.5732349841939,"IUCN"
"708",708,708,"Fis-121729",190744,"Chlorurus bleekeri",NA,NA,"PARROTFISH","LC","Unknown",4533568.14537173,12611442.972552,27.6518585675431,6.11967361740707,66.2284678150499,81.8791946308725,"AM"
"709",709,709,"Fis-121730",190725,"Scarus xanthopleura",NA,NA,"PARROTFISH","LC","Unknown",10741378.478914,9909097.95863344,24.7906807426283,40.8809610484165,34.3283582089552,41.9334975369458,"IUCN"
"710",710,710,"Fis-123148",190699,"Chlorurus atrilunula",NA,NA,"PARROTFISH","LC","Unknown",1664331.53909986,1493030.55655864,24.9414519906323,40.3981264637002,34.6604215456674,41.8467583497053,"IUCN"
"711",711,711,"Fis-123150",190692,"Chlorurus enneacanthus",NA,NA,"PARROTFISH","LC","Unknown",2721440.79870793,1920659.59358426,16.338880484115,52.1936459909228,31.4674735249622,34.1772151898734,"IUCN"
"712",712,712,"Fis-123151",190711,"Chlorurus bowersi",NA,NA,"PARROTFISH","NT","Unknown",4704584.02630724,2695931.71632419,21.7456359102244,55.2618453865337,22.9925187032419,48.6064659977703,"IUCN"
"713",713,713,"Fis-123152",190762,"Chlorurus frontalis",NA,NA,"PARROTFISH","LC","Stable",7994237.19947663,10548521.4415166,15.8438145297541,33.8464426506476,50.3097428195983,31.8851530034001,"AM"
